Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
27/07/2012,2:00,182,0.4,66.1,0.4,14.7,86.1,0,0.002,0.002,0.001,0,6.5,3.4,7
27/07/2012,3:00,251,0.5,53.2,0.5,14.6,86.2,0,0.002,0.002,0.001,0,8.3,5.8,6
27/07/2012,4:00,226,0.5,44.6,0.3,14.6,84.2,0,0.003,0.003,0.001,0,4.7,1.3,6
27/07/2012,5:00,210,0.1,94.6,0.2,12.9,90.4,0.001,0.006,0.006,0.001,0,6.6,3.4,6
27/07/2012,6:00,209,0.4,43.1,0.2,12.5,91.2,0.001,0.01,0.011,0.001,0.1,5.7,2.3,7
27/07/2012,7:00,216,0.7,42.5,0.5,14.9,84,0.002,0.005,0.007,0.001,0.1,4.2,0.8,6
27/07/2012,8:00,227,1.1,27.6,0.5,18.2,72.3,0.004,0.008,0.012,0.001,0,10.9,2.9,8
27/07/2012,9:00,258,0.9,63,0.7,20.9,64.3,0.001,0.002,0.003,0.001,0,9.1,3.9,6
27/07/2012,10:00,310,1.1,57.1,0.8,22.6,56.2,0.001,0.001,0.002,0.002,0,10.8,6.6,5
27/07/2012,11:00,309,1,69.4,1,23.4,56,0.006,0.009,0.014,0.023,0.2,12.3,4.7,8
27/07/2012,12:00,327,1.4,49.7,1,23,58.3,0.005,0.011,0.015,0.015,0.1,15.8,5.3,8
27/07/2012,13:00,346,1.3,46.8,0.8,22.2,64.4,0.004,0.011,0.014,0.015,0.1,11.9,3.2,9
27/07/2012,14:00,257,0.4,87.2,0.8,20.9,71.5,0.003,0.016,0.018,0.018,0.1,14.5,6,14
27/07/2012,15:00,232,0.2,112.4,0.4,20.3,76.2,0.001,0.003,0.004,0.001,0,13,6.9,15
27/07/2012,16:00,245,0.5,33,0.4,20.7,72.8,0,0.002,0.002,0.001,0,10.4,5.9,18
27/07/2012,17:00,257,0.6,35.9,0.3,19.5,76.5,0.001,0.003,0.004,0.001,0,17.1,12,28
27/07/2012,18:00,244,1,35.7,0.7,18.9,74,0,0.002,0.002,0.001,0,16.5,11.1,15
27/07/2012,19:00,248,0.7,44.4,0.5,18.2,73.1,0,0.002,0.002,0.001,0,12.6,8.9,13
27/07/2012,20:00,234,1,29.5,0.6,17.2,74.6,0,0.002,0.002,0,0,14.2,10.5,26
27/07/2012,21:00,257,1,24.2,0.5,16.1,75.9,0,0.002,0.002,0,0,15.8,11.6,12
27/07/2012,22:00,252,1.5,17.8,0.5,15.5,73.6,0,0.002,0.002,0,0,12.1,7.9,7
27/07/2012,23:00,230,1.4,16.4,0.6,15.5,60.2,0,0.001,0.001,0.001,0,6.3,2.1,4
28/07/2012,0:00,248,1.3,18.3,0.4,14.6,54.7,,,,,,6.7,4.1,
28/07/2012,1:00,246,1,23.3,0.5,13.6,54.1,0,0,0,0,0,5.1,2.4,2
28/07/2012,2:00,249,1.2,19.6,0.4,13.4,53.1,0,0,0,0,0,4.9,2.1,2
28/07/2012,3:00,256,1,25.3,0.6,12.6,55.1,0,0,0,0,0,2.8,0.4,2
28/07/2012,4:00,243,0.9,22.2,0.4,12.6,54.9,0,0,0,0,0,4.8,3,3
28/07/2012,5:00,283,0.5,47.6,0.4,11.2,63,0,0.001,0.001,0,0,5.6,3.6,3
28/07/2012,6:00,269,1.2,24,0.4,11.1,62.4,0,0.001,0.001,0,0,8.5,4.9,3
28/07/2012,7:00,263,0.9,25.8,0.4,13.2,60.6,0.001,0.002,0.003,0,0,19.4,5.6,2
28/07/2012,8:00,215,1.3,46,1,16,52.2,0.001,0.002,0.003,0,0,6.1,1.2,2
28/07/2012,9:00,198,3.4,19.7,1.2,17.7,44.1,0,0,0,0,0,7.6,2.7,1
28/07/2012,10:00,189,2.7,22.5,1.1,19.2,40.2,0,0,0,0,0,7.7,4,1
28/07/2012,11:00,192,2.5,25.3,0.9,20.2,37.3,0,0.001,0.001,0,0,5.3,2.4,0
28/07/2012,12:00,184,2.3,26.4,1,21,35.6,0,0,0,0,0,6.1,3.3,1
28/07/2012,13:00,217,1.5,54.2,1.1,21.8,33.5,0,0,0,0,0,3.6,1.1,0
28/07/2012,14:00,210,2,34,1,22,32,0,0,0,0,0,3.4,1,1
28/07/2012,15:00,191,3.3,17,1.1,21.6,31.6,0,0.001,0.001,0,0,3.5,0.4,2
28/07/2012,16:00,200,2.7,17.4,1,20,35.4,0,0.001,0.001,0,0,,,2
28/07/2012,17:00,208,1.7,19.9,0.7,18.4,40.5,0,0.001,0.001,0,0,,,6
28/07/2012,18:00,212,1.9,16.1,0.8,17.5,42.5,0,0.001,0.001,0,0,5,2.5,1
28/07/2012,19:00,202,1.4,17.4,0.4,16.4,47.1,0,0.001,0.001,0,0,1.5,-2.2,7
28/07/2012,20:00,237,0.7,29,0.4,14.8,52.6,0,0,0,0,0,2.5,-0.6,1
28/07/2012,21:00,213,1.3,19.2,0.5,15.1,50.8,0,0,0,0,0,0.2,-1.9,2
28/07/2012,22:00,165,0.6,64.7,0.5,12.7,64.4,0,0.002,0.002,0,0,4.6,3.6,12
28/07/2012,23:00,189,1,38.1,0.5,12.6,63.4,0,0.002,0.002,0,0,,,5
29/07/2012,0:00,197,1.2,28.4,0.5,12.5,62.2,,,,,,,,
29/07/2012,1:00,194,0.6,57.6,0.4,11.2,68.5,0,0.002,0.002,0,0,1.2,3.8,4
29/07/2012,2:00,191,0.7,47.3,0.5,11,68.2,0,0.001,0.001,0.001,0,10.9,4,2
29/07/2012,3:00,195,1.6,21.5,0.9,11.1,65.4,0,0.001,0.001,0.001,0,3.3,-2.9,2
29/07/2012,4:00,214,1,25.1,0.5,10.7,67.4,0,0.001,0.001,0,0,0.5,-0.6,1
29/07/2012,5:00,216,1,21.3,0.5,9.5,73.7,0,0.001,0.001,0.001,0,2.5,1.5,1
29/07/2012,6:00,217,1.3,26.6,0.7,10.2,69.7,0,0.001,0.001,0,0,11.6,7.1,0
29/07/2012,7:00,212,2.7,15,0.9,12.3,62.3,0,0.001,0.001,0,0,-1.8,-3.2,1
29/07/2012,8:00,199,3,17.9,1,14.4,56.5,0.001,0,0.001,0,0,,,0
29/07/2012,9:00,195,2.5,15.9,0.8,16.6,47.7,0,0.001,0.001,0,0,,,0
29/07/2012,10:00,191,2.5,20.1,0.9,18,43.7,0,0,0,0,0,9.2,3.9,0
29/07/2012,11:00,183,1.9,25.6,0.8,19.9,38.5,0,0.001,0.001,0,0,0.6,1.2,1
29/07/2012,12:00,128,1,54.4,0.7,21.7,29.2,0,0,0,0,0,6.2,4.9,0
29/07/2012,13:00,53,2.2,29.6,0.9,20.8,39.4,0.001,0.001,0.002,0.001,0,48.9,14.1,1
29/07/2012,14:00,48,1.9,22.3,0.7,19.9,43.6,0,0.001,0.001,0,0,36.1,9.9,1
29/07/2012,15:00,38,1.8,18.8,0.5,19.7,45.8,0.001,0.002,0.003,0.001,0,5.5,1.6,1
29/07/2012,16:00,19,1.2,27.7,0.5,18.5,53.9,0,0.002,0.002,0.001,0,37.3,10.2,2
29/07/2012,17:00,2,0.7,166.5,0.4,16.4,63.6,0,0.002,0.002,0.001,0,39.8,10.1,4
29/07/2012,18:00,321,0.7,27.2,0.3,15.1,68.4,0,0.002,0.002,0.001,0,11.5,3.4,3
29/07/2012,19:00,321,0.6,30,0.3,14.8,70.6,0,0.001,0.001,0.001,0,15.5,6.4,3
29/07/2012,20:00,229,0.5,45,0.3,13.3,75.5,0,0.005,0.005,0.002,0,3,-0.3,3
29/07/2012,21:00,187,0.4,34.1,0.2,11.7,80.6,0,0.006,0.006,0.001,0,4.1,0.2,5
29/07/2012,22:00,220,0.6,40.7,0.4,12,77.1,0,0.007,0.007,0.002,0,5.3,2.1,4
29/07/2012,23:00,164,0.4,28.8,0.2,11.3,79.3,0,0.008,0.008,0.001,0,7.6,3.8,5
30/07/2012,0:00,202,0.5,42.7,0.4,11.5,79.4,,,,,,6.8,4,
30/07/2012,1:00,210,1,28.5,0.5,11.6,78.2,0,0.003,0.003,0.001,0,11.6,6.8,3
30/07/2012,2:00,67,0.2,44.4,0.2,9.7,83.5,0,0.003,0.003,0.001,0,30.7,10.2,2
30/07/2012,3:00,168,0.2,79.4,0.4,9.1,83.7,0,0.002,0.002,0.001,0,4.9,2.5,2
30/07/2012,4:00,206,1.1,47.3,0.9,10.2,74.9,0,0.001,0.001,0.001,0,1,0,2
30/07/2012,5:00,212,1.9,14.1,0.6,12,65.6,0,0.002,0.002,0.001,0,,,3
30/07/2012,6:00,211,2.3,14.9,0.8,12.2,63.7,0,0.001,0.001,0.001,0,,,3
30/07/2012,7:00,213,2.2,18.1,0.9,13.1,61.2,0.001,0.001,0.002,0.001,0,3.6,1.7,3
30/07/2012,8:00,200,2.6,18.7,0.9,15,59.1,0.001,0.001,0.002,0,0,-0.5,-0.3,3
30/07/2012,9:00,195,2.4,17.3,0.7,17.3,53.8,0,0.001,0.001,0,0,5.8,2.5,2
30/07/2012,10:00,190,2.5,20.3,0.9,19.4,43.9,0,0.001,0.001,0,0,6.3,-0.5,2
30/07/2012,11:00,200,2,27.8,0.9,20.6,39.8,0,0.001,0.001,0,0,5.8,1.9,2
30/07/2012,12:00,173,1.3,38.3,0.7,22.1,37.9,0,0.001,0.001,0,0,7.2,4.2,2
30/07/2012,13:00,66,1.5,57.7,1.3,21.9,43.4,0.001,0.001,0.002,0.001,0,4.8,2.3,2
30/07/2012,14:00,50,2.8,19,0.9,19.7,51.2,0,0.001,0.001,0.002,0,,,2
30/07/2012,15:00,56,1.7,23,0.6,20.2,48.9,0,0.001,0.001,0.001,0,,,2
30/07/2012,16:00,48,1.9,18.5,0.6,18.7,56.2,0,0.002,0.002,0.001,0,,,2
30/07/2012,17:00,34,0.5,56.7,0.5,16.8,62.4,0,0.002,0.002,0.001,0,12,2.3,3
30/07/2012,18:00,137,0.2,62.3,0.2,15.6,71,0,0.003,0.003,0.001,0,7.5,3.9,3
30/07/2012,19:00,198,0.4,28.1,0.2,14.5,74.4,0,0.006,0.006,0.001,0,3.8,1,6
30/07/2012,20:00,208,0.3,24.9,0.2,13,79.7,0,0.003,0.003,0.001,0,2.7,0.1,4
30/07/2012,21:00,189,0.4,26.2,0.2,11.9,83.4,0,0.001,0.001,0.001,0,0.3,-1.5,3
30/07/2012,22:00,216,0.3,34.4,0.2,11.5,85.3,0,0.001,0.001,0,0,2.5,1,3
30/07/2012,23:00,191,0.5,34.1,0.3,11.7,85.9,0,0.001,0.001,0.001,0,3.3,1.5,3
31/07/2012,0:00,196,1,28.6,0.5,12,80.6,,,,,,-0.5,-3,
31/07/2012,1:00,217,2.1,14.9,0.7,13.9,60.4,0,0.001,0.001,0,0,1.3,0,2
31/07/2012,2:00,212,1.7,16.3,0.7,13.7,57.9,0,0.001,0.001,0.001,0,14.1,6.2,2
31/07/2012,3:00,208,1.9,16.5,0.6,13.3,58.3,0,0.001,0.001,0.001,0,21,7.3,2
31/07/2012,4:00,199,1.1,39.8,0.9,12.1,64.6,0,0.001,0.001,0,0,24.9,6.5,2
31/07/2012,5:00,179,0.3,99.4,0.3,9,80.6,0.001,0.009,0.01,0,0.1,,,3
31/07/2012,6:00,207,0.1,100.8,0.2,8.4,83.2,0.001,0.012,0.013,0,0.1,4.3,2.4,4
31/07/2012,7:00,184,0.9,57.3,0.8,12.2,70.8,0.002,0.002,0.004,0.001,0,1.2,-0.3,3
31/07/2012,8:00,185,2,14.6,0.6,16.2,56.1,0.001,0.002,0.003,0.001,0,,,4
31/07/2012,9:00,158,1.8,20,0.7,19.5,51.5,0.002,0.002,0.004,0.001,0,1.6,-1.1,4
31/07/2012,10:00,137,2,22.1,0.7,21.7,45.2,0,0.001,0.001,0.001,0,6.3,1,4
31/07/2012,11:00,126,1.9,31.9,0.9,21.9,46.6,0,0.001,0.001,0.001,0,9,3.9,4
31/07/2012,12:00,83,2.4,22.8,0.8,21.5,50.4,0,0.001,0.001,0.001,0,9.5,2.5,5
31/07/2012,13:00,98,2.4,24,0.9,21.8,47.7,0,0,0,0,0,-1.3,-3.1,6
31/07/2012,14:00,72,2.8,23.4,1,21.5,53,0,0.001,0.001,0,0,10.4,3.7,6
31/07/2012,15:00,80,2.6,17.7,0.9,20.6,59.3,0,0.001,0.001,0,0,12.6,2.6,8
31/07/2012,16:00,84,2.4,16.8,0.9,19.4,67.7,0,0.001,0.001,0,0,14.2,3.1,10
31/07/2012,17:00,103,1.6,21.2,0.7,18.2,70.1,0,0.001,0.001,0.001,0,16.5,4.9,10
31/07/2012,18:00,122,1.1,24.4,0.6,17.2,74.5,0,0.003,0.003,0,0,,,12
31/07/2012,19:00,166,0.8,16,0.3,15.9,74.9,0,0.003,0.003,0,0,,,11
31/07/2012,20:00,179,0.7,14.9,0.2,14.9,77.7,0,0.002,0.002,0,0,9.6,0.4,11
31/07/2012,21:00,182,1.1,10,0.2,14.9,77,0,0.001,0.001,0,0,9.2,1.2,9
31/07/2012,22:00,191,1.5,11.1,0.3,14.6,74.9,0,0.002,0.002,0,0,13.8,4.9,9
31/07/2012,23:00,190,1.4,11.8,0.3,14.6,72.6,0,0.001,0.001,0,0,13.4,4.3,9
1/08/2012,0:00,186,1.3,13.1,0.4,14,74.1,,,,,,14.4,6.8,
1/08/2012,1:00,206,1.1,14.8,0.3,13.3,80.1,0,0.001,0.001,0,0,11.6,4.8,11
1/08/2012,2:00,197,1.2,14.6,0.4,13.1,80.9,0,0.001,0.001,0,0,15.8,5.1,9
1/08/2012,3:00,189,1,16.2,0.3,12.7,81.2,0,0.001,0.001,0,0,11.1,5.6,8
1/08/2012,4:00,190,0.9,21.6,0.4,11.8,83.9,0,0.001,0.001,0,0,9.5,5,8
1/08/2012,5:00,194,0.9,14.7,0.3,12.4,80.2,0.001,0.006,0.007,0,0.1,4.8,0.1,20
1/08/2012,6:00,199,1.3,27.9,0.6,12.3,80.4,0.001,0.007,0.007,0,0,32.3,14.6,36
1/08/2012,7:00,186,1.7,11,0.4,13.6,77.9,0.001,0.002,0.002,0,0,27.5,8.9,9
1/08/2012,8:00,181,1.8,13.5,0.5,16.7,65.4,0.001,0.002,0.003,0,0,7,2.7,9
1/08/2012,9:00,175,1.6,32.3,0.6,19.3,57.9,0.001,0.003,0.004,0,0,9.7,4.2,8
1/08/2012,10:00,127,1.5,34.9,0.7,22.2,44.4,0.001,0.001,0.002,0,0,13.8,6,7
1/08/2012,11:00,59,2.4,24.9,0.9,21.1,51.1,0.001,0.001,0.002,0.001,0,13.8,7.2,8
1/08/2012,12:00,43,2.5,21.6,0.8,20.2,55.6,0,0.001,0.001,0.001,0,8,2.2,7
1/08/2012,13:00,47,3,19.2,1,20.1,57.8,0,0.001,0.001,0.001,0,7.2,2.8,7
1/08/2012,14:00,49,2.7,19.8,0.9,20.2,54.7,0.001,0.001,0.002,0.001,0,10.6,6,7
1/08/2012,15:00,58,2.8,18.7,0.9,19.9,56.2,0,0.001,0.001,0,0,10.2,3.2,7
1/08/2012,16:00,73,2.1,18.3,0.8,19.1,58.7,0,0.001,0.001,0.001,0,7.1,0.4,7
1/08/2012,17:00,55,1.1,27.7,0.5,17.6,65.7,0,0.002,0.002,0.001,0,,,8
1/08/2012,18:00,358,0.2,166.6,0.3,16.1,72.5,0,0.002,0.002,0.001,0,,,9
1/08/2012,19:00,231,0.2,47.1,0.2,14.7,79.5,0,0.002,0.002,0.001,0,10.5,5.3,9
1/08/2012,20:00,181,0.4,28.7,0.2,13.3,83.6,0,0.004,0.004,0.001,0,9.6,4.9,9
1/08/2012,21:00,202,0.3,29.8,0.2,12.6,84.9,0,0.002,0.002,0.001,0,5.3,2.2,8
1/08/2012,22:00,171,0.5,24,0.2,12.1,86.1,0,0.003,0.003,0,0,,,8
1/08/2012,23:00,207,0.8,54.1,0.7,12.6,84.9,0,0.002,0.002,0,0,,,8
2/08/2012,0:00,220,1,54.5,0.7,13.2,79.6,,,,,,10.5,4.8,
2/08/2012,1:00,86,0.4,49.4,0.2,11.4,86,0,0.002,0.002,0,0,0.1,1.7,8
2/08/2012,2:00,127,0.2,77,0.3,10.7,87.3,0,0.002,0.002,0.001,0,9.7,6.8,7
2/08/2012,3:00,231,0.7,38.8,0.5,10.6,85.9,0,0.002,0.002,0.001,0,7.4,4.5,6
2/08/2012,4:00,179,1.1,19.1,0.3,9.8,84.3,0,0.002,0.002,0.001,0,7.2,4.6,6
2/08/2012,5:00,185,0.6,80.7,0.6,9.2,83.9,0,0.003,0.003,0.001,0,17.4,5.7,5
2/08/2012,6:00,7,0.3,176,0.3,8.7,87.2,0.001,0.004,0.004,0,0,17.6,5.7,5
2/08/2012,7:00,120,0.2,84.6,0.4,11.2,77.6,0.004,0.008,0.012,0.001,0,13.5,6.4,7
2/08/2012,8:00,187,1.8,17.5,0.5,15.1,52.5,0.001,0.002,0.003,0.001,0,3,-0.2,3
2/08/2012,9:00,184,2.1,18.8,0.7,17.7,45.6,0.001,0.002,0.003,0.001,0,3,-0.5,3
2/08/2012,10:00,181,2.6,20.8,0.8,19.9,31.7,0,0.001,0.001,0.001,0,1.7,-0.1,1
2/08/2012,11:00,191,2.3,25.2,0.9,20.7,27,0,0.001,0.001,0.001,0,5.6,2.5,3
2/08/2012,12:00,187,2.4,26.2,1,21,28.2,0,0.001,0.001,0.001,0,10.5,7.4,17
2/08/2012,13:00,188,1.9,31.7,1,22.2,26.6,0,0.001,0.001,0.001,0,11.8,9.8,9
2/08/2012,14:00,178,2,25.5,0.8,23,24.2,0,0.001,0.001,0.001,0,5.5,2.6,2
2/08/2012,15:00,147,1.2,62.7,0.9,22.6,28.5,0,0.001,0.001,0.001,0,3.4,1.3,1
2/08/2012,16:00,63,1.3,28.7,0.7,19.3,47.5,0.001,0.002,0.002,0.001,0,8.1,5.1,1
2/08/2012,17:00,4,0.4,167.5,0.4,16.9,60.1,0,0.002,0.002,0.001,0,-0.1,2.4,3
2/08/2012,18:00,341,0.6,35,0.3,15.3,65.2,0,0.002,0.002,0.001,0,,,3
2/08/2012,19:00,308,0.4,33.8,0.2,15,65.8,0,0.001,0.001,0.001,0,3,0.6,2
2/08/2012,20:00,237,0.2,76.8,0.3,12.8,73.7,0,0.002,0.002,0.001,0,5.1,2,3
2/08/2012,21:00,207,0.4,44,0.3,11.4,77.7,0.001,0.01,0.01,0.001,0,7.5,3.8,6
2/08/2012,22:00,200,0.6,30.1,0.3,10.8,78.2,0,0.009,0.009,0.001,0,,,6
2/08/2012,23:00,183,0.7,14.2,0.2,11.4,74.1,0,0.006,0.006,0.001,0,,,5
3/08/2012,0:00,179,0.5,25.1,0.2,10.8,80.6,,,,,,7.5,3.3,
3/08/2012,1:00,153,0.7,14.4,0.2,10.1,79.3,0,0.003,0.003,0.001,0,12,-0.6,3
3/08/2012,2:00,158,0.7,14.7,0.2,9.5,75.4,0,0.003,0.003,0.001,0,9.2,4.2,3
3/08/2012,3:00,167,0.6,14.7,0.2,9.1,75.6,0,0.003,0.003,0.001,0,23.6,6,2
3/08/2012,4:00,154,0.6,18.2,0.2,8.7,75.4,0,0.003,0.003,0.001,0,5.1,-0.4,2
3/08/2012,5:00,127,0.6,26.3,0.2,8.1,77.1,0.001,0.006,0.007,0.001,0,5.2,3.3,2
3/08/2012,6:00,116,0.4,46.2,0.2,7.9,77,0.001,0.006,0.007,0.001,0,8.1,-0.4,3
3/08/2012,7:00,97,0.6,29.7,0.3,11.4,66.4,0.002,0.005,0.006,0.001,0,11.6,4.4,4
3/08/2012,8:00,156,0.4,70.8,0.4,15.8,56.6,0.003,0.005,0.008,0.001,0,1.9,-0.3,3
3/08/2012,9:00,214,1.3,27.1,0.6,19.2,48,0.001,0.003,0.004,0.001,0,12,3.9,3
3/08/2012,10:00,112,0.3,93.7,0.6,21.2,39.2,0.002,0.004,0.006,0.003,0,6,2.3,6
3/08/2012,11:00,33,2.2,23.8,0.7,20.5,45.3,0.017,0.018,0.035,0.015,0,7.7,3.1,5
3/08/2012,12:00,23,2.8,22.7,0.9,20.4,35.7,0.004,0.005,0.008,0.003,0,9.6,5.5,4
3/08/2012,13:00,55,2.6,20.2,0.8,20.3,50,0.002,0.004,0.006,0.002,0,2.2,3.1,4
3/08/2012,14:00,35,2.5,27.2,0.9,20.7,47.4,0.001,0.003,0.004,0.001,0,,,4
3/08/2012,15:00,6,2.4,176.8,1.1,20.4,48.2,0.001,0.001,0.002,0.001,0,,,4
3/08/2012,16:00,355,1.6,25.5,0.8,18.9,52.1,0,0.001,0.001,0.001,0,,,4
3/08/2012,17:00,344,1,30.2,0.6,17,57.9,0,0.002,0.002,0.001,0,,,4
3/08/2012,18:00,345,0.7,36.6,0.5,16.1,64.4,0,0.005,0.005,0.001,0,31.4,10,8
3/08/2012,19:00,294,0.6,64.2,0.5,15.8,65.7,0,0.004,0.004,0.007,0,14.6,5.5,8
3/08/2012,20:00,216,0.2,55.1,0.2,13.2,74.3,0,0.007,0.007,0.002,0,8.9,3.2,6
3/08/2012,21:00,209,0.3,51.5,0.2,11.9,78.2,0,0.007,0.007,0.001,0,8,4.2,6
3/08/2012,22:00,187,0.3,37.5,0.2,11.1,81.3,0,0.007,0.007,0.001,0,,,7
3/08/2012,23:00,187,0.5,32.2,0.3,10.7,84,0,0.005,0.005,0.001,0,6.2,4.2,5
4/08/2012,0:00,184,0.6,19,0.2,10.5,85.6,,,,,,5,2.8,
4/08/2012,1:00,227,0.3,70.5,0.4,10.7,86.7,0,0.008,0.008,0.001,0,7.5,3.9,7
4/08/2012,2:00,218,0.5,38.2,0.3,9.9,89.2,0,0.007,0.007,0.001,0,9.9,7.3,8
4/08/2012,3:00,236,1,24.9,0.5,11.8,76.1,0,0.005,0.005,0.003,0,4.3,0.9,6
4/08/2012,4:00,220,0.3,46.3,0.3,10,81.5,0,0.005,0.005,0.002,0,6.4,4.9,6
4/08/2012,5:00,154,0.4,32.9,0.2,8.8,85.2,0.001,0.008,0.009,0.002,0,16.2,10.7,7
4/08/2012,6:00,167,0.4,38.8,0.2,8.6,85.3,0.001,0.01,0.011,0.002,0,9.9,5.6,7
4/08/2012,7:00,125,0.5,24.2,0.2,12.1,72.6,0.002,0.008,0.01,0.002,0,38.2,11.4,7
4/08/2012,8:00,218,0.5,75.2,0.6,15.4,61.8,0.004,0.007,0.011,0.002,0,,,7
4/08/2012,9:00,203,1.1,34,0.5,18.8,53.4,0.003,0.006,0.008,0.002,0,6.1,2.6,10
4/08/2012,10:00,178,0.5,67.5,0.5,22.3,41.6,0.002,0.003,0.004,0.002,0,5.7,1.9,7
4/08/2012,11:00,46,1.9,19.3,0.5,20.7,54.5,0.001,0.003,0.004,0.001,0,12,7.2,6
4/08/2012,12:00,43,2.1,18.9,0.6,20.3,54.1,0.001,0.002,0.003,0.002,0,39.8,14.9,7
4/08/2012,13:00,46,2.5,17.9,0.8,20.8,55.8,0.002,0.004,0.006,0.005,0,13.3,7.1,9
4/08/2012,14:00,58,2.9,19.6,1,20.1,56.9,0.002,0.004,0.005,0.008,0,14.5,9.5,10
4/08/2012,15:00,53,2.1,22.3,0.7,20.2,58.9,0.001,0.004,0.005,0.01,0.1,,,12
4/08/2012,16:00,51,1.7,19.1,0.5,19.1,65.5,0.001,0.005,0.006,0.008,0,,,11
4/08/2012,17:00,9,0.5,147.9,0.3,17.1,74.7,0,0.003,0.003,0.003,0,14.8,11.1,11
4/08/2012,18:00,252,0.2,64.4,0.2,15.2,79.7,0,0.007,0.007,0.003,0,12.2,10.8,12
4/08/2012,19:00,204,0.3,43.2,0.2,13.8,82.8,0,0.012,0.012,0.004,0,9.1,7.8,16
4/08/2012,20:00,194,0.3,48.2,0.2,12.7,83.9,0,0.01,0.01,0.003,0,13.6,11.5,44
4/08/2012,21:00,193,0.4,31.5,0.2,12.1,87,0,0.01,0.01,0.003,0.1,13.9,11.2,50
4/08/2012,22:00,195,0.4,39.8,0.2,11.6,88.5,0,0.007,0.007,0.002,0.1,18.5,16.1,26
4/08/2012,23:00,184,0.6,24.5,0.2,11.7,86.7,0,0.004,0.004,0.001,0.1,21.9,20.5,34
5/08/2012,0:00,179,0.7,36.8,0.4,11.2,86.3,,,,,,14.1,13.1,
5/08/2012,1:00,194,0.3,38.1,0.3,10.3,87.4,0,0.002,0.002,0.001,0,12.1,9.7,11
5/08/2012,2:00,186,0.6,33.2,0.3,9.9,87.7,0,0.001,0.001,0.001,0,7.9,6.4,9
5/08/2012,3:00,182,0.6,18.6,0.2,9.4,87.9,0,0.001,0.001,0.001,0,8,6.5,9
5/08/2012,4:00,188,0.4,37.4,0.2,9.1,87,0,0.002,0.002,0.001,0,5.7,4.9,9
5/08/2012,5:00,166,0.5,22,0.2,8.8,85.5,0,0.004,0.004,0.001,0,7.2,5.7,8
5/08/2012,6:00,169,0.4,40.6,0.3,8.9,82.7,0.001,0.006,0.006,0.002,0,4.9,3.4,8
5/08/2012,7:00,150,0.3,57.7,0.3,12,75.6,0.002,0.004,0.006,0.002,0,6.1,4,7
5/08/2012,8:00,155,0.8,18.4,0.3,16.8,57.2,0.003,0.006,0.008,0.004,0,5.6,3.9,8
5/08/2012,9:00,131,0.9,30.4,0.4,21.1,50.4,0.007,0.01,0.017,0.007,0,11.5,9.1,11
5/08/2012,10:00,56,1.6,13.3,0.4,20.1,60.9,0.007,0.008,0.015,0.006,0,9.7,6.6,9
5/08/2012,11:00,55,1.9,16.1,0.5,20.2,62.2,0.007,0.01,0.017,0.008,0,12.8,7.8,10
5/08/2012,12:00,52,1.9,22.8,0.6,20.7,62.6,0.004,0.008,0.011,0.006,0,24.4,11,10
5/08/2012,13:00,53,2.2,17.4,0.7,20.5,64.8,0.005,0.01,0.015,0.008,0,12.3,7.5,10
5/08/2012,14:00,43,2.4,22.8,0.8,20.6,67.6,0.001,0.004,0.005,0.004,0,9.2,4.9,8
5/08/2012,15:00,15,2.2,174.7,0.9,20.7,65.5,0.001,0.002,0.003,0.002,0,7.8,3.9,7
5/08/2012,16:00,3,2,23.6,0.8,19.3,72.4,0.001,0.002,0.002,0.002,0,10.9,7.6,8
5/08/2012,17:00,7,1.3,20,0.6,17.6,80.8,0,0.002,0.002,0.001,0,9.4,5.5,13
5/08/2012,18:00,337,0.4,33.3,0.3,16.4,86.4,0,0.003,0.003,0.002,0,22,13.3,15
5/08/2012,19:00,316,0.5,20.7,0.2,15.8,89.5,0,0.002,0.002,0.001,0,15,9.8,9
5/08/2012,20:00,285,0.7,26.2,0.4,15.9,88.8,0,0.004,0.004,0.004,0,,,12
5/08/2012,21:00,273,0.6,45.7,0.4,15.3,88.3,0,0.008,0.008,0.002,0,10.3,8.1,14
5/08/2012,22:00,203,0.4,69.4,0.4,13.9,91.2,0,0.007,0.007,0.001,0.1,15,11.8,26
5/08/2012,23:00,191,0.6,30.2,0.3,12.9,92.6,0,0.007,0.007,0.001,0.1,22.4,17.3,32
6/08/2012,0:00,197,0.6,31.7,0.3,12.7,93.6,,,,,,18.5,16.7,
6/08/2012,1:00,175,0.4,29,0.2,12.3,94.1,0,0.005,0.005,0.001,0,18.1,14.6,26
6/08/2012,2:00,186,0.3,63.7,0.2,11.9,94.5,0,0.005,0.005,0.001,0,12.1,10.4,19
6/08/2012,3:00,190,0.4,34.9,0.2,12,94.6,0,0.003,0.003,0.001,0,6.5,3.9,16
6/08/2012,4:00,164,0.6,23.3,0.3,11.5,94.7,0,0.003,0.003,0.001,0,9.1,7.7,14
