Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
11/01/2012,0:00,353,1.8,20.7,0.7,25,86.5,,,,,,13.9,1.8,
11/01/2012,1:00,333,0.7,56.2,0.5,24.9,86.6,0.001,0.006,0.006,0.01,0.2,18.6,5.2,13
11/01/2012,2:00,312,0.7,56,0.6,25.1,85.8,0,0.005,0.005,0.006,0.1,22.4,9.2,14
11/01/2012,3:00,305,0.7,56.1,0.7,25.2,85.2,0.001,0.007,0.007,0.016,0.2,18.6,6.7,17
11/01/2012,4:00,303,0.6,47.3,0.4,24.8,83.2,0,0.004,0.004,0.008,0.2,12.5,3.3,18
11/01/2012,5:00,336,1.5,30.2,0.8,25,73.6,0.003,0.009,0.012,0.023,0.2,17.6,8.7,28
11/01/2012,6:00,287,1.1,50.2,0.8,25.8,71.2,0.003,0.008,0.01,0.017,0.2,24.4,14.7,24
11/01/2012,7:00,325,1.2,48.5,0.8,27.5,70.4,0.005,0.007,0.011,0.023,0.3,21.6,11.8,37
11/01/2012,8:00,355,1.1,165.1,0.9,28.7,70,0.009,0.009,0.017,0.022,0.3,30.3,15.8,61
11/01/2012,9:00,21,2.9,24.8,1.1,29.2,70.8,0.003,0.003,0.005,0.007,0.2,30.8,14.6,41
11/01/2012,10:00,12,3.8,175.7,1.2,28.6,74.9,0.002,0.001,0.003,0.003,0.1,23.5,10.8,15
11/01/2012,11:00,6,3.7,20.2,1.4,29,74,0.001,0,0.001,0.002,0.1,20.9,6.3,12
11/01/2012,12:00,8,3.8,178.6,1.3,29.3,73.5,0,0,0,0.002,0.1,19.5,5.9,11
11/01/2012,13:00,359,3.8,21.5,1.5,28.8,74.9,0,0,0,0.002,0.1,16.8,6.6,12
11/01/2012,14:00,356,3.4,20.5,1.4,28.7,75,0,0,0,0.002,0.1,12.5,1.6,13
11/01/2012,15:00,10,3.5,177.4,1.4,28.6,74.8,0,0,0,0.002,0.1,11.3,-1.6,14
11/01/2012,16:00,11,2.9,22.3,1.1,27.4,78.2,0,0,0,0.002,0.1,21.1,8.8,13
11/01/2012,17:00,352,1.9,32.8,1,26,86.7,0.001,0.001,0.001,0.002,0.1,22,7.1,22
11/01/2012,18:00,348,1.9,24.3,0.9,25.1,90.5,0,0.001,0.001,0.002,0.1,30.3,8.6,21
11/01/2012,19:00,341,2,22.6,1,25.3,88.8,0,0.002,0.002,0.002,0.1,20.7,5.1,17
11/01/2012,20:00,354,1.6,25.6,0.8,25.5,86.6,0,0.003,0.003,0.002,0.1,19.6,3,20
11/01/2012,21:00,1,1.3,21.4,0.5,25.2,88.6,0,0.001,0.001,0.002,0.1,23.5,4.9,17
11/01/2012,22:00,359,1.1,34.4,0.6,25.2,88.8,0,0.001,0.001,0.002,0.1,21.3,6.3,16
11/01/2012,23:00,237,0.2,62.2,0.3,25,89.8,0,0.002,0.002,0.003,0.1,19.3,4.2,17
12/01/2012,0:00,200,0.3,82.8,0.3,24.5,91.3,,,,,,21,7.1,
12/01/2012,1:00,192,0.6,38.1,0.4,24.1,92.6,0.001,0.003,0.003,0.003,0.2,11.5,-2,20
12/01/2012,2:00,206,0.8,34.2,0.3,23.8,93.2,0,0.003,0.003,0.002,0.2,14.8,1.8,24
12/01/2012,3:00,224,0.2,64.4,0.2,23.3,94,0.001,0.004,0.005,0.002,0.2,11.3,-0.3,23
12/01/2012,4:00,222,0.3,43.7,0.3,23,94.6,0.001,0.004,0.005,0.002,0.2,15.4,6.2,31
12/01/2012,5:00,166,0.3,75.9,0.3,22.9,94.7,0.002,0.006,0.008,0.002,0.2,16.4,7.6,37
12/01/2012,6:00,162,0.5,65.6,0.5,24,93.1,0.003,0.005,0.008,0.002,0.2,18.2,11.4,50
12/01/2012,7:00,183,1.2,23.3,0.5,27.1,76.2,0.003,0.003,0.006,0.003,0.2,19.7,13.1,66
12/01/2012,8:00,172,1.4,26.2,0.6,30.2,50.7,0.001,0.002,0.003,0.003,0.1,21.3,13.9,61
12/01/2012,9:00,136,2.2,19.4,0.8,33.2,27.5,0.001,0.001,0.002,0.002,0.1,20.9,11.1,25
12/01/2012,10:00,90,2,44.7,1.1,32.4,33.7,0.001,0.001,0.002,0.003,0.1,24.9,15,41
12/01/2012,11:00,54,2.8,18.3,0.9,30,51.3,0.001,0.002,0.003,0.003,0.1,23.3,15.7,52
12/01/2012,12:00,53,3.4,18.4,1,29.8,47.6,0.001,0.001,0.002,0.003,0.1,29,19.4,24
12/01/2012,13:00,62,4.3,15.3,1.3,30.3,42,0.001,0.001,0.001,0.002,0,18.9,8.2,13
12/01/2012,14:00,71,4.9,16.4,1.6,29.6,48.7,0.001,0.001,0.001,0.003,0,22.9,9.6,17
12/01/2012,15:00,83,5.6,15.8,1.8,28.1,65.8,0,0.001,0.001,0.002,0.1,28.1,11,31
12/01/2012,16:00,87,5.7,16.5,2.1,26.4,74.9,0,0,0,0.002,0.1,46,15.8,38
12/01/2012,17:00,97,4.4,20.5,1.8,25.6,74.9,0,0,0,0.002,0,51.6,16.9,37
12/01/2012,18:00,110,4.2,19.2,1.8,24.9,75.2,0,0.001,0.001,0.002,0,45.5,10.5,35
12/01/2012,19:00,111,3.7,19.5,1.5,24.6,76.2,0,0,0,0.002,0,47.3,14,34
12/01/2012,20:00,131,2.6,16.4,0.9,24,76.5,0,0,0,0.002,0,40.4,7.4,33
12/01/2012,21:00,109,3.1,24.9,1.5,24,76.6,0,0,0,0.002,0,42.2,9.6,30
12/01/2012,22:00,106,3.9,20.2,1.6,24,75.4,0,0,0,0.001,0,43.7,10.3,27
12/01/2012,23:00,111,3.2,20.4,1.4,23.9,75.2,0,0,0,0.002,0,41,8.7,27
13/01/2012,0:00,125,2.5,20.4,1.1,23.5,75.6,,,,,,39.5,8.1,
13/01/2012,1:00,134,2,16.8,0.8,23.1,76.3,0,0,0,0.002,0,36.3,6.3,26
13/01/2012,2:00,141,2.4,13.7,0.8,23,76.5,0,0,0,0.001,0,35.1,5.6,27
13/01/2012,3:00,137,2.5,14.6,0.9,22.8,77.1,0,0,0,0.002,0,33,5.1,26
13/01/2012,4:00,140,2.6,13.7,0.8,22.6,75.9,0,0,0,0.002,0,32,4.9,26
13/01/2012,5:00,144,2.4,13,0.7,22.4,75.6,0,0.001,0.001,0.001,0,34.5,9.1,25
13/01/2012,6:00,147,2,16.7,0.7,23.6,71.7,0,0.001,0.001,0.002,0,35.6,11,24
13/01/2012,7:00,129,2.5,25.8,1,25.7,64.3,0,0.001,0.001,0.002,0,29.8,6.6,23
13/01/2012,8:00,109,3.8,22.5,1.5,26.6,61.9,0,0,0,0.001,0,30.3,5.5,22
13/01/2012,9:00,101,4.3,19.1,1.7,26.9,61.5,0,0,0,0.001,0,32.5,5.4,21
13/01/2012,10:00,91,4.8,20.1,1.7,27,60.4,0,0,0,0.002,0,27.8,3.8,20
13/01/2012,11:00,78,5.5,15.2,1.6,26.7,62.1,0.001,0,0.001,0.002,0,31.1,5.6,20
13/01/2012,12:00,77,5.6,15,1.7,26.6,61.7,0.001,0,0.001,0.002,0,33.8,8.5,19
13/01/2012,13:00,77,5.2,17.1,1.8,26.8,62.6,0,0,0,0.002,0,30.9,7.1,21
13/01/2012,14:00,84,5.2,17,1.8,26.7,62.7,0,0,0,0.002,0,31.9,6.8,20
13/01/2012,15:00,78,5.1,17.4,1.7,26.4,62.9,0,0,0,0.002,0,31.6,7.1,19
13/01/2012,16:00,82,4.8,16.8,1.7,25.7,65.7,0,0,0,0.002,0,31.2,6.9,20
13/01/2012,17:00,86,4.7,17.3,1.5,24.9,69.4,0,0,0,0.002,0,27.2,3.5,19
13/01/2012,18:00,87,4.1,16.6,1.5,24.4,67.7,0,0,0,0.002,0,26.6,3.2,16
13/01/2012,19:00,88,3.9,19.8,1.5,24.1,68.5,0,0,0,0.002,0,21.8,0.3,16
13/01/2012,20:00,92,3.9,17.8,1.4,24,68.1,0,0,0,0.002,0,23.7,2.8,15
13/01/2012,21:00,98,3.2,20.1,1.2,24,69.1,0,0,0,0.002,0,30.2,8.8,16
13/01/2012,22:00,95,3.2,21.3,1.3,24,69.5,0,0,0,0,0,27.8,4.6,16
13/01/2012,23:00,88,3.7,16.3,1.4,23.9,69.4,0,0,0,0.002,0,29.6,7.5,16
14/01/2012,0:00,90,3.5,18.8,1.3,23.8,70,,,,,,25,3.7,
14/01/2012,1:00,84,3.8,16.3,1.3,23.7,70.2,0,0,0,0.002,0,27.2,6.7,15
14/01/2012,2:00,81,4,17.4,1.3,23.6,70.3,0,0,0,0.002,0,22.1,1.9,14
14/01/2012,3:00,84,3.6,16.5,1.3,23.5,70.8,0,0,0,0.002,0,17.4,-1.3,14
14/01/2012,4:00,82,3.4,18.4,1.3,23.4,70.5,0,0,0,0.001,0,21.9,2.7,14
14/01/2012,5:00,84,3.3,16.6,1.2,23.5,69.8,0,0,0,0.002,0,24,5.2,14
14/01/2012,6:00,79,3.2,19,1.1,24.1,68,0,0,0,0.002,0,26.6,8,14
14/01/2012,7:00,79,3.9,17.2,1.3,24.8,66.6,0,0.001,0.001,0.002,0,23.7,4.2,14
14/01/2012,8:00,85,3.7,20.7,1.3,25.8,63.8,0,0,0,0.002,0,21.8,2.3,13
14/01/2012,9:00,82,4.1,18.7,1.3,26.3,61.4,0,0,0,0.002,0,16,-1.7,12
14/01/2012,10:00,85,3.9,21.1,1.4,26.8,60.4,0,0,0,0.002,0,17.6,0,12
14/01/2012,11:00,77,4.2,17.3,1.4,26.2,62,0,0,0,0.002,0,20,1.4,12
14/01/2012,12:00,79,4.5,18.7,1.5,25.8,63.5,0,0,0,0.002,0,16.6,-1.6,12
14/01/2012,13:00,79,4.1,17.3,1.5,25.4,64.3,0,0,0,0.002,0,16.2,-0.4,11
14/01/2012,14:00,85,3.8,19.1,1.4,25.3,63.2,0,0,0,0.002,0,15.5,-0.3,10
14/01/2012,15:00,86,3.8,17.7,1.3,24.3,66.8,0,0,0,0.002,0,17.4,3.1,10
14/01/2012,16:00,101,3.3,23.7,1.4,23.5,71.5,0,0.001,0.001,0.002,0,15.4,1.6,11
14/01/2012,17:00,130,2.4,17.1,0.9,22.9,74.8,0,0.001,0.001,0.002,0,15.5,1.5,11
14/01/2012,18:00,145,2.4,14,0.7,22.5,76,0.001,0.001,0.001,0.002,0.1,14,1.5,19
14/01/2012,19:00,137,1.8,14.7,0.7,21.7,81.1,0,0.001,0.001,0.002,0,10.1,0,12
14/01/2012,20:00,153,1.8,11.7,0.5,20.9,84.4,0,0.001,0.001,0.002,0.1,10.2,0.1,17
14/01/2012,21:00,151,1.7,11.6,0.5,20.6,87.6,0,0.001,0.001,0.002,0.1,12.7,3.1,17
14/01/2012,22:00,163,1.7,18.8,0.5,20.5,88.2,0,0.001,0.001,0.001,0,9.6,-1.2,11
14/01/2012,23:00,149,2.1,16.7,0.6,20,91.5,0,0.001,0.001,0.002,0,14.9,5.6,10
15/01/2012,0:00,159,1.1,19.5,0.7,19.9,92.7,,,,,,10.3,3.8,
15/01/2012,1:00,166,1.8,14.7,0.5,19.6,93.1,0,0.001,0.001,0.002,0.1,9.1,3.3,12
15/01/2012,2:00,170,2.3,11.7,0.6,19.3,93.4,0,0.001,0.001,0.002,0,3.3,-2.3,12
15/01/2012,3:00,162,2,12.5,0.6,19.2,93.2,0,0.001,0.001,0.002,0,7.7,1.4,11
15/01/2012,4:00,166,2.1,11.9,0.6,19.2,92.5,0,0.001,0.001,0.002,0,7.7,3.1,8
15/01/2012,5:00,164,2,12.7,0.6,19.3,91.8,0,0.001,0.001,0.002,0,5.2,0.6,7
15/01/2012,6:00,158,2.3,11.7,0.6,19.5,91.2,0,0.001,0.001,0.002,0,1.8,-1.1,7
15/01/2012,7:00,163,2.3,14.1,0.6,20.2,88.8,0,0.001,0.001,0.002,0,4.1,0.2,8
15/01/2012,8:00,165,2.5,12.6,0.6,21,86.3,0,0.001,0.001,0.002,0,7.8,4.4,8
15/01/2012,9:00,161,2.5,14.6,0.7,21.6,84,0.001,0.001,0.001,0.002,0,9.9,6,9
15/01/2012,10:00,166,2.8,16.5,0.9,21.5,82.8,0.001,0.001,0.002,0.002,0,4,-2.3,9
15/01/2012,11:00,161,2.6,15.6,0.7,22.1,81.3,0.001,0.001,0.002,0.002,0,6.4,0.9,9
15/01/2012,12:00,155,2.5,12.9,0.8,21.3,87.9,0.001,0.001,0.002,0.002,0,9.7,4.2,9
15/01/2012,13:00,159,3.1,13.4,1,20.6,87.8,0,0.001,0.001,0.002,0,6.8,4.4,8
15/01/2012,14:00,158,2.7,15,0.8,21.1,83.5,0,0.001,0.001,0.002,0,7.7,5.5,7
15/01/2012,15:00,162,2.6,13.5,0.8,20.4,85.6,0,0.001,0.001,0.002,0,7.1,4,6
15/01/2012,16:00,159,2.5,12.4,0.7,19.7,90,0,0.001,0.001,0.002,0,3.7,1.1,5
15/01/2012,17:00,163,2.5,13.2,0.7,19.4,90.3,0,0.001,0.001,0.002,0,3.5,1,5
15/01/2012,18:00,160,2.4,14.1,0.6,19.1,90.8,0,0.001,0.001,0.002,0,2,-0.6,6
15/01/2012,19:00,152,2,12.3,0.5,18.9,91.8,0,0.001,0.001,0.002,0,0.5,-2.5,6
15/01/2012,20:00,147,2.4,12.2,0.7,18.9,92.7,0,0.001,0.001,0.002,0,1,-2.1,5
15/01/2012,21:00,154,3,13.5,0.8,18.7,93.4,0,0,0,0.002,0,6.7,2.9,5
15/01/2012,22:00,159,2.6,13.2,0.7,18.7,93.4,0,0,0,0.002,0,3.8,0.1,4
15/01/2012,23:00,149,2.9,12.7,0.8,18.8,93.2,0,0,0,0.002,0,6.2,3.7,4
16/01/2012,0:00,159,2.8,13.8,0.8,18.6,92.6,,,,,,-0.4,-3.2,
16/01/2012,1:00,157,3,11.8,0.9,18.6,92,0,0.001,0.001,0.002,0,4.5,0.5,4
16/01/2012,2:00,158,3.1,12,0.8,18.3,91.9,0,0.001,0.001,0.002,0,3.1,-1.3,4
16/01/2012,3:00,157,3.1,12.3,0.8,18.6,91.7,0,0,0,0.002,0,5.6,2.2,4
16/01/2012,4:00,155,3.3,11.5,0.9,18.8,91,0,0,0,0.002,0,5.2,1.5,4
16/01/2012,5:00,160,2.8,13.2,0.8,18.6,91.9,0.001,0.001,0.001,0.002,0,3.9,1,5
16/01/2012,6:00,168,3.2,13.4,0.9,18.6,93,0,0.001,0.001,0.002,0,-0.7,-4,4
16/01/2012,7:00,165,3.4,14,0.9,19.1,92.7,0.001,0.001,0.001,0.002,0,0.1,-1.7,4
16/01/2012,8:00,167,3.5,13.9,1,20.3,88.7,0.001,0.001,0.001,0.002,0,,,3
16/01/2012,9:00,161,3.4,12.7,1,21.1,88.2,0.001,0.001,0.001,0.002,0,-0.8,-2.4,3
16/01/2012,10:00,159,3.6,13.2,1.1,21.3,90.1,0.001,0.001,0.001,0.002,0,4.2,3.2,3
16/01/2012,11:00,158,3.1,16.2,1.1,21.2,90.7,0,0.001,0.001,0.002,0,4.3,2.1,2
16/01/2012,12:00,157,3.9,13.8,1.3,20.9,90.2,0.001,0.001,0.001,0.002,0,0.1,-2.2,2
16/01/2012,13:00,162,3.9,14.6,1.1,20.5,90.5,0.001,0.001,0.001,0.002,0,1.5,-0.5,2
16/01/2012,14:00,164,3.7,14.7,1.2,20.8,90,0,0.001,0.001,0.002,0,,,2
16/01/2012,15:00,164,3.1,15.5,1,21.2,89.7,0,0.001,0.001,0.002,0,2.1,-0.1,2
16/01/2012,16:00,153,3.1,14.1,1,20.9,90.6,0,0.002,0.002,0.002,0.1,-0.5,-2.6,2
16/01/2012,17:00,165,3.8,14.8,1.1,20.5,91.4,0,0.001,0.001,0.002,0,7.3,4.7,2
16/01/2012,18:00,167,3.1,13.3,1,20.1,90.4,0,0.001,0.001,0.002,0.1,1.5,-1.3,3
16/01/2012,19:00,163,2.7,14.5,0.8,19.9,90.6,0,0.001,0.001,0.002,0,1.4,-1.3,3
16/01/2012,20:00,163,3.4,12.6,0.9,19.8,91.2,0,0,0,0.002,0,1,-3.5,3
16/01/2012,21:00,159,3.1,13.6,0.9,19.7,91.5,0,0,0,0.002,0,5.9,1.4,4
16/01/2012,22:00,158,2.7,11.6,0.8,19.6,91.9,0,0,0,0.002,0,5.8,0.2,5
16/01/2012,23:00,156,2.9,13,0.9,19.4,93,0,0,0,0.002,0,7.8,1.6,6
17/01/2012,0:00,159,2.9,12,0.8,19.4,93.3,,,,,,5.5,-0.7,
17/01/2012,1:00,158,2.8,13.6,0.8,19.4,93.2,0,0,0,0.002,0,5,0.5,4
17/01/2012,2:00,163,3,13.9,0.9,19.4,92.8,0,0,0,0.002,0,3.3,-0.9,5
17/01/2012,3:00,159,3,13.9,0.8,19.5,92.3,0,0,0,0.002,0,3,-1.3,3
17/01/2012,4:00,161,3.3,12.5,1,19.6,92.5,0,0,0,0.002,0,0.3,-3,3
17/01/2012,5:00,166,3.6,13.1,1.1,20,91,0,0.001,0.001,0.002,0,3.6,1.1,3
17/01/2012,6:00,168,3.3,15,0.9,20.6,89.2,0,0.001,0.001,0.002,0,-1.2,-3.9,2
17/01/2012,7:00,162,3.4,14.4,1,21.4,87.1,0.001,0.001,0.002,0.002,0,4.4,3.5,3
17/01/2012,8:00,169,3.1,14.3,1,21.8,87.8,0,0.001,0.001,0.002,0,5.5,3.9,4
17/01/2012,9:00,158,3.2,14.2,0.9,22.7,84.2,0,0.001,0.001,0.002,0,5.7,2.6,4
17/01/2012,10:00,170,3,16.1,1,23.3,84.2,0,0.001,0.001,0.002,0,3.7,0.6,4
17/01/2012,11:00,186,2.5,15.9,0.7,22.7,89.9,0,0.001,0.001,0.002,0.1,2.2,-1,4
17/01/2012,12:00,176,2.9,15.3,0.8,22.9,90,0,0.001,0.001,0.002,0.1,-1.3,-2.8,3
17/01/2012,13:00,177,3.5,13.3,0.9,23.6,87.9,0.001,0,0.001,0.002,0.1,1,-1.2,2
17/01/2012,14:00,154,2.6,18.7,0.7,27.4,79.9,,,,,0.3,,,2
17/01/2012,15:00,134,2.2,20,0.9,27,80.4,0,0.001,0.001,0.002,0.1,,,3
17/01/2012,16:00,132,2.4,18,0.9,25.6,85.8,0,0.001,0.001,0.002,0.1,1.6,-0.7,3
17/01/2012,17:00,142,2.5,15,0.8,25.6,84.4,0,0.001,0.001,0.002,0.1,2.4,0.4,2
17/01/2012,18:00,160,2.8,15.2,0.9,24.5,85.7,0,0.001,0.001,0.002,0,4.5,1.8,2
17/01/2012,19:00,158,3.3,15,0.9,23.8,86.2,0,0.001,0.001,0.002,0,4.8,1.7,2
17/01/2012,20:00,160,3.1,14.1,1,23.5,84.8,0,0.001,0.001,0.002,0,2.3,-1.3,2
17/01/2012,21:00,159,3.3,13.5,1,23.3,85.2,0.001,0.001,0.001,0.002,0,0.6,-2.9,2
17/01/2012,22:00,166,3,13.4,0.9,23.3,85.2,0,0.001,0.001,0.002,0,2.7,-0.2,2
17/01/2012,23:00,173,3.2,13.3,0.9,23.3,84.3,0,0.001,0.001,0.002,0,1,-2.7,2
18/01/2012,0:00,171,2.1,13.2,0.6,23,84.8,,,,,,4.6,1.7,
18/01/2012,1:00,166,2.3,13.8,0.7,22.8,85.2,0.001,0.001,0.001,0.002,0,5.1,2.2,2
18/01/2012,2:00,175,2.3,21.1,1,23,84.3,0,0.001,0.001,0.002,0,4,1.2,2
18/01/2012,3:00,182,0.7,24.6,0.5,22.3,86.5,0.001,0.001,0.001,0.002,0,4.2,0.2,3
18/01/2012,4:00,199,1.1,19.3,0.4,22.3,86.9,0.001,0.001,0.001,0.002,0,3.8,-0.6,3
18/01/2012,5:00,202,0.8,20.9,0.3,22.4,87.7,0.001,0.001,0.002,0.002,0.1,5.9,1.4,5
18/01/2012,6:00,198,1.3,18.4,0.5,23.6,83.1,0.001,0.001,0.002,0.002,0,6.4,2.2,3
18/01/2012,7:00,181,1.1,26.2,0.5,24.9,79.2,0.001,0,0.001,0.002,0,2.2,-1.6,4
18/01/2012,8:00,152,0.8,48.6,0.5,27,72.6,0.001,0.001,0.002,0.002,0.1,2.2,-1.5,5
18/01/2012,9:00,120,1.2,37.6,0.6,28.3,69.6,0.001,0.001,0.002,0.002,0,5.1,1.4,5
18/01/2012,10:00,54,1.5,38.8,0.7,27.5,73.6,0.001,0,0.001,0.002,0,6.6,2.3,5
18/01/2012,11:00,38,2.3,21.3,0.7,27.2,75.9,0.001,0,0.001,0.002,0,5,0,5
18/01/2012,12:00,49,2.5,20.4,0.7,28,74.1,0.001,0,0.001,0.002,0.1,5,0.6,5
18/01/2012,13:00,47,3,18.6,0.8,27.9,75.4,0.001,0.001,0.001,0.002,0.1,4.2,-0.1,5
18/01/2012,14:00,49,3.1,17.5,1,27.7,77.7,0.001,0.001,0.002,0.004,0.1,6.6,2.2,6
18/01/2012,15:00,53,3.4,16.6,0.9,27.7,78.9,0.001,0.001,0.002,0.003,0.1,6,2.1,6
18/01/2012,16:00,56,3,16.9,0.9,27.4,80,0.001,0,0.001,0.003,0.1,4.1,-0.2,6
18/01/2012,17:00,61,2.9,16.3,0.8,26.8,82.5,0,0.001,0.001,0.002,0.1,5.9,1.3,6
18/01/2012,18:00,66,2.3,17.1,0.8,25.9,86.7,0.001,0,0.001,0.002,0.1,4.6,-0.5,6
18/01/2012,19:00,87,1.6,16.4,0.6,25.5,88.3,0.001,0.001,0.001,0.002,0.1,5.6,1.5,6
18/01/2012,20:00,98,1.7,23.5,0.7,25.6,88.7,0,0.001,0.001,0.002,0.1,3.8,0.6,6
18/01/2012,21:00,131,1.2,26.4,0.5,25.3,89.4,0.001,0.001,0.001,0.002,0.1,,,7
18/01/2012,22:00,166,1.3,12.9,0.3,24.7,90.9,0,0.001,0.001,0.002,0.1,,,7
18/01/2012,23:00,167,1.1,17,0.3,24.5,90.8,0.001,0.001,0.001,0.002,0.1,,,7
19/01/2012,0:00,181,1.1,11.8,0.3,24.2,90.8,,,,,,3.3,-0.4,
19/01/2012,1:00,167,0.6,15.7,0.2,23.9,91.8,0.001,0,0.001,0.002,0.1,7.9,4.1,10
19/01/2012,2:00,163,0.9,16.9,0.3,24,92.4,0.001,0.001,0.002,0.002,0.2,10.4,6.6,12
19/01/2012,3:00,175,1.2,15.6,0.4,24,92.4,0.001,0.001,0.001,0.002,0.2,6,1,12
19/01/2012,4:00,186,1.3,11.7,0.4,23.9,92.2,0.001,0.001,0.002,0.002,0.2,3.3,-1.9,11
19/01/2012,5:00,185,1.3,12.5,0.4,23.9,91.3,0.001,0.002,0.003,0.002,0.2,4,-0.2,11
19/01/2012,6:00,175,1.7,13.4,0.4,26,83,0.001,0.001,0.002,0.002,0.1,6.7,2.4,7
19/01/2012,7:00,167,1.4,27.8,0.7,28.5,72.7,0.001,0.001,0.002,0.002,0.1,3.8,0.2,6
19/01/2012,8:00,127,0.8,55.9,0.5,30.4,66.2,0.001,0,0.001,0.002,0.1,2.7,-0.6,5
19/01/2012,9:00,63,2.5,31.6,1.1,29.1,71.9,,,,,,1.7,-2,7
19/01/2012,10:00,49,2.5,22.5,0.8,28.7,74.9,,,,,,2.9,-0.4,
19/01/2012,11:00,41,2.9,18.8,0.8,28.4,77.7,,,,,0.1,,,8
19/01/2012,12:00,50,3.2,23.1,1.1,28.4,78,0.001,0.002,0.002,0.003,0.1,5.9,4.2,9
19/01/2012,13:00,58,3.8,17.7,1.1,28.5,78,0.001,0.002,0.003,0.003,0.1,10.6,6.3,8
19/01/2012,14:00,74,3.7,18.4,1.1,28.5,78.2,0.002,0.003,0.005,0.003,0.1,12.5,7.5,9
19/01/2012,15:00,72,3.3,18.3,1.1,28.4,78.4,0.001,0,0.001,0.003,0.1,15.5,10.5,9
19/01/2012,16:00,70,3.7,15.2,1,27.9,80.5,0.001,0.001,0.002,0.003,0.1,11.7,6.6,9
19/01/2012,17:00,73,3.2,17.3,1,27.2,82.3,0.001,0.001,0.002,0.002,0.1,10.9,5.9,9
19/01/2012,18:00,96,3.6,18,1.3,26.8,85.3,0.001,0.001,0.002,0.002,0.1,9.7,4.5,10
19/01/2012,19:00,115,3.2,20.9,1.4,26.9,84.7,0,0.001,0.001,0.002,0.1,10.8,5.7,13
19/01/2012,20:00,119,2.8,20.9,1.2,26.7,84.4,0,0.001,0.001,0.002,0.1,13.7,8.8,13
19/01/2012,21:00,143,1.8,21.6,0.7,26.4,83.2,0,0.002,0.002,0.002,0.1,7.3,3.1,11
19/01/2012,22:00,149,1.7,18.7,0.5,26,83.6,0.001,0.002,0.002,0.002,0.2,10.1,6.6,9
19/01/2012,23:00,162,1.8,13,0.5,25.7,83.4,0.001,0.002,0.002,0.002,0,9.1,5,8
20/01/2012,0:00,155,2.5,13.6,0.7,25.3,85.6,,,,,,10.2,5.5,
20/01/2012,1:00,159,1.9,12.7,0.5,24.5,88.6,0,0.002,0.002,0.002,0.1,6.5,2.2,8
20/01/2012,2:00,164,2,12.9,0.5,24.3,88.5,0,0.002,0.002,0.002,0.1,7.7,2.4,9
20/01/2012,3:00,163,2.1,12.9,0.6,24,88.4,0,0.002,0.002,0.002,0,8.1,1.2,9
20/01/2012,4:00,164,2,12.3,0.6,23.8,88.5,0.001,0.002,0.002,0.002,0,10,2.6,10
20/01/2012,5:00,164,1.8,13.6,0.5,23.7,88.2,0.001,0.002,0.003,0.002,0,10.9,3.4,11
20/01/2012,6:00,168,2.3,15.7,0.8,25.7,80.5,0.001,0.002,0.003,0.002,0,11.6,3.5,11
20/01/2012,7:00,153,2.3,18.8,0.8,27.9,71.9,0.001,0.001,0.002,0.002,0,12.4,3.9,10
20/01/2012,8:00,151,2.6,20,0.8,28.5,68.4,0.001,0.001,0.002,0.002,0,12.2,4.8,9
20/01/2012,9:00,130,2.1,33.1,0.9,29.5,64.8,0.001,0.001,0.002,0.002,0,8.7,2.2,9
20/01/2012,10:00,76,3.3,19.9,1.1,29.3,67.1,0.001,0.001,0.002,0.002,0,11.1,6.1,9
20/01/2012,11:00,72,3.8,17.9,1,29.2,69.4,0.001,0.001,0.002,0.002,0.1,11.5,4.4,9
20/01/2012,12:00,72,4.3,17.5,1.4,29.3,68.6,0.001,0,0.001,0.002,0.1,11.3,4.6,8
20/01/2012,13:00,73,5.3,14.8,1.5,28.8,70.3,0.001,0.001,0.002,0.003,0,9.8,2.8,8
20/01/2012,14:00,73,4.7,16.9,1.5,28.9,70.6,0.001,0.001,0.002,0.003,0,13.5,5.2,8
20/01/2012,15:00,72,4.7,16,1.4,28.8,71.4,0.001,0.001,0.001,0.003,0.1,14.9,6.4,8
20/01/2012,16:00,80,4,18,1.3,28.8,73.1,0.001,0.001,0.002,0.003,0.1,12.9,4.2,9
20/01/2012,17:00,90,4.4,17.2,1.6,28.2,75.3,0.001,0.001,0.001,0.002,0.1,15.8,6.7,9
20/01/2012,18:00,101,4.3,18.1,1.6,27.1,78,0.001,0,0.001,0.002,0,9.3,0.3,9
20/01/2012,19:00,107,3.9,18.8,1.5,26.8,78.2,0,0.001,0.001,0.002,0,12.3,4.9,9
20/01/2012,20:00,116,3.6,21.8,1.5,26.6,76.7,0.001,0.001,0.001,0.002,0,14.1,7.4,8
20/01/2012,21:00,140,2.3,16.4,0.9,25.8,78.3,0.001,0.001,0.001,0.002,0,12.2,6.3,8
20/01/2012,22:00,138,1.7,15.3,0.6,25.5,79.7,0,0.001,0.001,0.002,0,8.7,2.5,8
