Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3)
1/01/2012,0:00,195,0.7,37.3,0.4,20.2,67.9,0,1012,,,,,18.6,5.5
1/01/2012,1:00,185,1,26.7,0.5,20.2,68.2,0,1012,0.011,0,0.004,0.004,18.2,6.4
1/01/2012,2:00,205,0.8,32.9,0.5,19.8,68.3,0,1011,0.012,0,0.003,0.003,16.6,5.1
1/01/2012,3:00,197,0.9,27.3,0.5,19.4,67.5,0,1011,0.014,0,0.002,0.002,14.3,2.8
1/01/2012,4:00,195,1.1,21.7,0.5,19,67.8,0,1011,0.015,0,0.001,0.001,13.8,3.2
1/01/2012,5:00,192,1.3,20.5,0.6,19.2,66.3,0,1012,0.015,0,0.001,0.001,14.2,3.9
1/01/2012,6:00,180,1.7,27.8,0.9,20.7,60.7,0,1012,0.016,0,0.001,0.001,12.1,2.5
1/01/2012,7:00,171,2.3,26.3,1.1,22.1,56.7,0,1013,0.017,0,0.002,0.002,13,2.6
1/01/2012,8:00,158,3.2,25.9,1.2,23.4,50.1,0,1013,0.021,0,0,0,15,4.5
1/01/2012,9:00,147,3,25.1,1.2,23.9,45.8,0,1013,0.022,0,0.001,0.001,14.8,4.8
1/01/2012,10:00,133,3,26.8,1.3,23.8,47.5,0,1013,0.023,0,0.001,0.001,14.8,4.9
1/01/2012,11:00,130,4.1,19.1,1.5,24.3,46.8,0,1012,0.024,0.001,0.001,0.001,14.4,2.9
1/01/2012,12:00,123,3.9,22.5,1.5,24.7,44.8,0,1012,0.023,0,0,0,14,4
1/01/2012,13:00,127,4.8,18.6,1.7,24.4,45.6,0,1012,0.021,0,0,0,10.9,2.1
1/01/2012,14:00,126,4.9,17.1,1.7,24.5,45.8,0,1011,0.02,0,0,0,11.2,2.8
1/01/2012,15:00,123,4.5,19.5,1.4,24.3,48.5,0,1011,0.018,0,0,0,7.8,0
1/01/2012,16:00,125,3.9,21.4,1.5,24.1,49.4,0,1011,0.018,0,0.001,0.001,11.5,3.8
1/01/2012,17:00,125,3.4,20.7,1.3,23.7,49.2,0,1012,0.018,0.001,0.001,0.001,8,0.4
1/01/2012,18:00,132,2.4,20.9,1,23.1,51,0,1012,0.018,0,0.002,0.002,9.8,2.6
1/01/2012,19:00,141,1.5,22,0.7,22.5,56,0,1013,0.016,0,0.003,0.003,9.7,1.5
1/01/2012,20:00,159,1.4,28.6,0.6,22.2,58.3,0,1013,0.015,0,0.003,0.003,12,3.7
1/01/2012,21:00,182,1.2,19.1,0.5,20.9,63.8,0,1014,0.01,0,0.007,0.007,11.7,2.9
1/01/2012,22:00,183,1,19.8,0.4,20.2,66.5,0,1013,0.01,0,0.006,0.006,13.8,5.5
1/01/2012,23:00,179,1.2,22,0.5,20,66.4,0,1013,0.012,0,0.004,0.004,9.8,2.1
2/01/2012,0:00,178,0.9,19.6,0.4,19.7,67.4,0,1013,,,,,9.6,1.8
2/01/2012,1:00,183,0.7,29.4,0.4,19.2,69.9,0,1012,0.011,0,0.003,0.003,8.3,2.2
2/01/2012,2:00,183,0.8,23.5,0.4,19.2,70.4,0,1012,0.013,0,0.002,0.002,9.4,2.6
2/01/2012,3:00,177,0.7,18.8,0.3,19,71.1,0,1012,0.012,0,0.001,0.001,7.7,1.2
2/01/2012,4:00,175,0.8,24.2,0.4,18.7,72.5,0,1013,0.013,0,0.001,0.001,9.3,2.5
2/01/2012,5:00,182,1.1,17.6,0.4,19.2,70.9,0,1013,0.013,0,0.002,0.002,8.7,2.1
2/01/2012,6:00,174,1.8,23.4,0.9,21.4,61.6,0,1014,0.016,0.001,0.001,0.002,11.1,3.8
2/01/2012,7:00,160,2.4,28,1,22.9,54.4,0,1014,0.02,0.001,0.001,0.002,7.8,0.6
2/01/2012,8:00,136,3.1,27.5,1.2,23.7,49.2,0,1015,0.023,0,0.001,0.001,11.5,4.4
2/01/2012,9:00,138,3,26.5,1.1,24.3,46.6,0,1015,0.026,0,0.001,0.001,10.7,2.9
2/01/2012,10:00,125,3.1,23.5,1.1,25,45.7,0,1014,0.027,0.001,0.001,0.002,12,3.3
2/01/2012,11:00,104,3.3,27.6,1.4,25,46.9,0,1014,0.025,0.002,0.002,0.004,12.6,2.7
2/01/2012,12:00,104,3.4,26.7,1.2,25.1,45.7,0,1014,0.022,0.002,0.003,0.005,12,4.7
2/01/2012,13:00,108,3.3,25.6,1.2,25.2,46,0,1013,0.019,0.003,0.003,0.005,9.5,3.1
2/01/2012,14:00,116,3.5,25.7,1.4,24.6,51.6,0,1013,0.018,0,0.001,0.001,10.1,3.6
2/01/2012,15:00,111,3.1,27.3,1.4,24.4,55,0,1013,0.018,0.003,0.002,0.005,8.9,2.4
2/01/2012,16:00,114,2.7,26.9,1.3,23.8,55.8,0,1013,0.018,0.001,0.002,0.002,9.5,3
2/01/2012,17:00,121,2.8,20.9,1,23.8,55.7,0,1013,0.018,0,0.002,0.002,7.2,0
2/01/2012,18:00,122,2.5,21.7,1.1,23.4,57.5,0,1014,0.017,0,0.002,0.002,4.4,-1.1
2/01/2012,19:00,119,2.2,22,1,23.2,60.1,0,1015,0.015,0,0.002,0.002,4.4,-1.2
2/01/2012,20:00,120,2.3,19.5,0.9,23.2,59.6,0,1015,0.016,0,0.001,0.001,9.1,2.6
2/01/2012,21:00,118,1.6,22.9,0.8,22.8,59.9,0,1015,0.015,0,0.002,0.002,6.6,0.6
2/01/2012,22:00,162,1,29.4,0.5,22.2,62.4,0,1015,0.013,0,0.003,0.003,7.6,1
2/01/2012,23:00,172,1,21,0.4,21.3,65.8,0,1015,0.01,0,0.005,0.005,4.7,-1.8
3/01/2012,0:00,173,0.7,28.8,0.4,20.7,68.3,0,1014,,,,,9.8,4.3
3/01/2012,1:00,175,0.8,22.9,0.4,20.2,70.4,0,1014,0.011,0,0.002,0.002,7.6,3.3
3/01/2012,2:00,176,0.9,21.4,0.4,19.9,72.1,0,1013,0.012,0,0.002,0.002,8.3,3.7
3/01/2012,3:00,171,0.7,18.6,0.3,19.1,75.4,0,1013,0.01,0,0.001,0.001,1.5,-3.2
3/01/2012,4:00,175,1,23.3,0.5,19.5,74.2,0,1014,0.011,0,0.001,0.001,6.7,1.7
3/01/2012,5:00,171,1.1,21.6,0.6,19.5,76.1,0,1014,0.008,0.001,0.004,0.004,7.4,2
3/01/2012,6:00,179,1.3,21.7,0.5,20.2,76.3,0,1015,0.007,0.003,0.006,0.009,8.6,3.1
3/01/2012,7:00,171,1.6,27.2,0.7,22.1,68.7,0,1016,0.01,0.004,0.006,0.01,6.6,-0.3
3/01/2012,8:00,118,1.4,53.5,1.3,23.1,65.1,0,1016,0.014,0.003,0.006,0.009,12.3,3.5
3/01/2012,9:00,106,2.9,29.5,1.2,24.4,53.1,0,1016,0.021,0.002,0.003,0.004,10.6,1.9
3/01/2012,10:00,113,2.7,28.5,1.1,24.7,50.7,0,1016,0.02,0.003,0.003,0.006,9.9,2.5
3/01/2012,11:00,102,2.9,29.3,1.1,25,47.8,0,1015,0.024,0.001,0.001,0.002,8.3,1.6
3/01/2012,12:00,96,3.2,29.1,1.2,24.9,47.5,0,1015,0.02,0.003,0.003,0.006,6.2,-0.3
3/01/2012,13:00,104,3,30.6,1.3,25,48.2,0,1014,0.021,0.002,0.003,0.005,4.2,-0.8
3/01/2012,14:00,104,2.9,29.7,1.2,24.8,50.5,0,1014,0.019,0.002,0.002,0.004,8.5,2.8
3/01/2012,15:00,108,2.7,29.6,1.2,24.5,54.5,0,1014,0.02,0.004,0.004,0.008,8.2,2.2
3/01/2012,16:00,103,2.3,29.6,1,24.1,55.1,0,1014,0.02,0.002,0.002,0.004,10.5,3
3/01/2012,17:00,105,2,29,0.9,23.6,56.3,0,1014,0.019,0.004,0.005,0.009,7.9,0.8
3/01/2012,18:00,101,1.6,22.7,0.7,23.2,57.3,0,1014,0.019,0.001,0.003,0.004,8.8,2.4
3/01/2012,19:00,110,1.7,19.3,0.6,23.1,57,0,1015,0.02,0,0.002,0.002,5.6,-0.3
3/01/2012,20:00,111,1.2,17.3,0.5,22.6,56.9,0,1015,0.02,0,0.002,0.002,7.3,1.1
3/01/2012,21:00,128,0.5,31.7,0.3,22.1,59.4,0,1015,0.016,0,0.003,0.003,6.4,0.1
3/01/2012,22:00,133,0.6,25.6,0.4,21.8,62.1,0,1015,0.013,0,0.006,0.006,6.7,1.4
3/01/2012,23:00,155,0.5,35,0.3,21.5,64.4,0,1014,0.013,0,0.004,0.004,6.8,0.4
4/01/2012,0:00,170,0.7,22.7,0.3,20.7,67.9,0,1014,,,,,7.7,1.6
4/01/2012,1:00,165,0.7,23.1,0.3,20.3,69.5,0,1013,0.014,0,0.002,0.002,4.9,-0.1
4/01/2012,2:00,182,0.1,81.6,0.2,19.3,74.4,0,1013,0.012,0,0.002,0.002,7.5,2.9
4/01/2012,3:00,174,0.3,40,0.2,19,76.1,0,1013,0.011,0,0.001,0.001,6.8,2.2
4/01/2012,4:00,137,0.2,75.5,0.4,18.4,77.9,0,1013,0.009,0,0.002,0.002,5.7,1.6
4/01/2012,5:00,156,0.5,30,0.3,19.2,75.4,0,1014,0.007,0.001,0.004,0.004,5.6,2.1
4/01/2012,6:00,166,0.7,55.5,0.5,22.3,62.1,0,1014,0.014,0.002,0.004,0.005,7.1,1.9
4/01/2012,7:00,180,0.4,80.3,0.5,23.8,52.6,0,1014,0.021,0.001,0.002,0.003,9.7,3.2
4/01/2012,8:00,342,1.2,45.8,0.6,24.8,46,0,1014,0.025,0.001,0.002,0.002,8.6,3.3
4/01/2012,9:00,337,0.7,166.8,0.9,25.2,46.3,0,1013,0.03,0,0.002,0.002,6.2,0.2
4/01/2012,10:00,18,1.5,167.6,1,26,44.7,0,1013,0.033,0,0.001,0.001,10,1.9
4/01/2012,11:00,56,2.8,36.4,1.3,26,44,0,1012,0.023,0.008,0.007,0.015,11.8,1
4/01/2012,12:00,32,2.5,35.2,1.1,25.9,46.4,0,1011,0.025,0.001,0.002,0.003,14.5,4.8
4/01/2012,13:00,40,2.4,39.3,1.2,26.1,48.2,0,1011,0.027,0.002,0.003,0.004,14.8,4.7
4/01/2012,14:00,49,2.7,33.3,1.2,26,50.4,0,1010,0.025,0,0.002,0.002,15,5
4/01/2012,15:00,28,2.6,31.4,1.1,25.9,48.6,0,1009,0.028,0,0.001,0.001,12.7,3.1
4/01/2012,16:00,28,2.6,30.4,1,25.6,51.3,0,1009,0.023,0,0.001,0.001,13.5,3.9
4/01/2012,17:00,15,2.4,24.8,1.1,25.1,53.9,0,1010,0.022,0,0.001,0.001,11.2,2.6
4/01/2012,18:00,12,2,180.6,1,24.2,59.4,0,1010,0.023,0,0.001,0.001,11.6,3
4/01/2012,19:00,4,1.2,22.3,0.6,23.7,64,0,1011,0.019,0,0.001,0.001,13.7,3
4/01/2012,20:00,340,0.8,32.1,0.4,23.3,66,0,1011,0.015,0,0.002,0.002,14.2,3.7
4/01/2012,21:00,298,0.5,47,0.3,22.8,69.2,0,1011,0.01,0,0.005,0.005,11.9,2.3
4/01/2012,22:00,287,0.5,50.5,0.4,22.3,71.4,0,1011,0.011,0,0.003,0.003,11.9,1.9
4/01/2012,23:00,284,0.5,45.3,0.3,22.2,72.8,0,1011,0.007,0,0.006,0.006,10.7,-1.4
5/01/2012,0:00,280,0.4,42.4,0.3,21.7,75.3,0,1010,,,,,10.8,1.4
5/01/2012,1:00,283,0.4,37.8,0.2,21.1,77.5,0,1009,0.004,0,0.007,0.007,10.2,2
5/01/2012,2:00,181,0.2,47.9,0.2,20.6,79.6,0,1009,0.005,0,0.006,0.006,9.1,1.8
5/01/2012,3:00,171,0.4,40.1,0.2,20.4,81.6,0,1009,0.008,0,0.003,0.003,8.9,1.4
5/01/2012,4:00,212,0.1,101.4,0.2,20.8,80.6,0,1009,0.006,0,0.004,0.004,8.1,1.2
5/01/2012,5:00,176,0.5,50.7,0.4,21.4,78.4,0,1010,0.002,0.003,0.009,0.012,9.3,2.5
5/01/2012,6:00,152,1.1,22.8,0.5,21.9,75.5,0,1011,0.004,0.003,0.008,0.01,10.9,3.3
5/01/2012,7:00,188,1,29.2,0.5,21.8,80.7,0,1012,0.007,0.004,0.006,0.01,11.7,4
5/01/2012,8:00,156,1.1,42.9,0.6,23.4,72,0,1012,0.014,0.003,0.004,0.006,12.3,2.4
5/01/2012,9:00,94,1.9,41.3,1.1,24.7,60.2,0,1012,0.019,0.003,0.004,0.007,12.6,3.2
5/01/2012,10:00,101,2.7,30.8,1.2,24.9,58,0,1012,0.022,0.003,0.003,0.006,11.7,3.4
5/01/2012,11:00,95,2.8,31.7,1.2,25.3,55,0,1012,0.02,0.006,0.005,0.01,9.3,2.8
5/01/2012,12:00,106,2.6,34.8,1.2,25.4,55.3,0,1011,0.02,0.003,0.003,0.006,11.5,4.7
5/01/2012,13:00,102,2.7,33,1.2,25.3,55.3,0,1011,0.019,0.003,0.004,0.006,9.6,2.9
5/01/2012,14:00,96,2.7,29.6,1.2,25.1,55.8,0,1010,0.019,0.004,0.003,0.007,11.1,3.7
5/01/2012,15:00,107,3,27.8,1.2,24.9,54.8,0,1010,0.021,0.002,0.003,0.005,11.1,3.9
5/01/2012,16:00,100,2.4,26,1.1,24.6,55.6,0,1010,0.02,0.002,0.003,0.005,11,4.4
5/01/2012,17:00,104,2,22.9,0.9,24,59.2,0,1010,0.019,0,0.001,0.001,11.2,5.1
5/01/2012,18:00,93,1.3,26,0.7,23.6,61.5,0,1010,0.018,0,0.001,0.001,11.3,3.7
5/01/2012,19:00,96,0.8,32.6,0.5,23.5,62.2,0,1011,0.016,0.001,0.004,0.005,10.1,2.1
5/01/2012,20:00,107,1,20.8,0.5,23.3,62.3,0,1011,0.015,0.002,0.003,0.005,10,2.6
5/01/2012,21:00,151,0.4,51.6,0.3,23,64,0,1011,0.013,0,0.004,0.004,9.3,1.9
5/01/2012,22:00,198,0.4,47.3,0.3,22.6,66.1,0,1011,0.007,0,0.008,0.008,9.3,2.8
5/01/2012,23:00,201,0.2,72.4,0.2,22.1,68.6,0,1010,0.006,0,0.008,0.008,7.2,1.6
6/01/2012,0:00,235,0.2,77.2,0.2,21.5,71.3,0,1009,,,,,8.9,2.8
6/01/2012,1:00,236,0.3,77.6,0.3,20.8,73.9,0,1009,0.009,0,0.003,0.003,5.9,-0.2
6/01/2012,2:00,281,0.3,69.4,0.3,19.8,78.3,0,1008,0.004,0,0.006,0.006,7.8,2.6
6/01/2012,3:00,278,0.4,44.6,0.3,19.3,80.8,0,1007,0.003,0,0.006,0.006,6.8,1.9
6/01/2012,4:00,316,0.2,80.6,0.2,19,82.4,0,1007,0.004,0,0.005,0.005,8.1,3.5
6/01/2012,5:00,257,0.6,36.8,0.4,19.4,80.9,0,1008,0.002,0.008,0.007,0.015,4.9,0.3
6/01/2012,6:00,272,0.7,61.3,1.7,22.3,68,0,1008,0.006,0.009,0.008,0.017,8,2
6/01/2012,7:00,343,1.6,26.9,0.7,23.9,57.9,0,1008,0.016,0.002,0.002,0.004,10.7,4.1
6/01/2012,8:00,344,1,70.1,0.9,24.9,54.1,0,1008,0.021,0.001,0.002,0.003,9.1,3.9
6/01/2012,9:00,303,1.1,62,0.9,26,52,0,1008,0.023,0,0.002,0.002,11.2,5.1
6/01/2012,10:00,249,0.5,98.8,0.8,26.6,51,0,1008,0.026,0,0.001,0.001,13.8,5.3
6/01/2012,11:00,58,2.2,40.7,1.2,27,52.4,0,1007,0.027,0.002,0.004,0.005,11.6,2.4
6/01/2012,12:00,53,2.4,36,1.1,26.7,53.7,0,1007,0.023,0.005,0.005,0.01,15.7,4.3
6/01/2012,13:00,71,2.5,32.5,1.2,26.5,54.5,0,1007,0.024,0.008,0.008,0.015,16,5
6/01/2012,14:00,64,2.3,32.5,1,26.4,55.2,0,1007,0.024,0.01,0.01,0.019,13.6,2.5
6/01/2012,15:00,84,1.9,36.1,0.9,25.8,57.8,0,1007,0.023,0.007,0.008,0.015,13.1,3.7
6/01/2012,16:00,103,2.4,29,1,25.8,57.6,0,1007,0.033,0.001,0.003,0.004,9.7,1.9
6/01/2012,17:00,117,2.3,22,0.9,25.2,61.8,0,1008,0.03,0,0.003,0.003,11.2,4.2
6/01/2012,18:00,121,2.4,20.7,0.9,24.8,63.9,0,1009,0.024,0,0.004,0.004,8.1,1.6
6/01/2012,19:00,132,2.4,20.4,1,24.8,64.3,0,1010,0.023,0,0.002,0.002,10.4,3.9
6/01/2012,20:00,148,1.6,22.6,0.7,24.6,64.9,0,1010,0.019,0,0.002,0.002,7.9,0.8
6/01/2012,21:00,178,1.2,23.2,0.5,24.1,67,0,1011,0.015,0,0.005,0.005,9.3,0.4
6/01/2012,22:00,196,0.4,42.4,0.3,23.5,69.2,0,1011,0.015,0,0.005,0.005,8.1,1.4
6/01/2012,23:00,209,0.4,32.9,0.3,22.9,71.6,0,1011,0.012,0,0.007,0.007,7.3,1.4
7/01/2012,0:00,190,0.5,40.9,0.4,22.9,71.5,0,1010,,,,,4.5,-1.3
7/01/2012,1:00,184,1,22.3,0.5,22.7,72.9,0,1009,0.019,0,0.001,0.001,8,3.6
7/01/2012,2:00,165,2,21.5,1.1,22.5,75.9,0,1009,0.022,0,0.001,0.001,6.9,3
7/01/2012,3:00,148,2.1,26.7,1,22.2,80.5,0,1009,0.024,0,0,0,4.5,2.8
7/01/2012,4:00,148,1.6,27.9,0.7,22.1,81.7,0,1010,0.021,0,0,0,4.7,0.9
7/01/2012,5:00,172,1.9,22.8,0.8,22.5,72.4,0,1011,0.023,0,0,0,7,2.5
7/01/2012,6:00,162,2.4,21.4,1,23.1,68.1,0,1011,0.025,0,0.001,0.001,9.4,0.5
7/01/2012,7:00,155,2.6,22.8,1.1,24,64.6,0,1011,0.026,0,0.001,0.001,19.3,5.5
7/01/2012,8:00,138,2.9,26.7,1.2,24.8,61.7,0,1011,0.028,0,0.001,0.001,22.5,6.7
7/01/2012,9:00,130,3.5,19.3,1.3,25.2,59.6,0,1011,0.029,0,0.001,0.001,21.2,5.2
7/01/2012,10:00,131,3.1,23,1.1,25.4,59.1,0,1011,0.03,0,0.002,0.002,23.9,7.3
7/01/2012,11:00,109,2.9,26,1.1,25.6,58.6,0,1011,0.031,0.001,0.003,0.004,25.7,5.4
7/01/2012,12:00,107,3,25.9,1.2,25.1,62.8,0,1011,0.028,0.001,0.002,0.003,24.2,4.8
7/01/2012,13:00,102,2.6,27.3,1,24.7,65.2,0,1010,0.027,0.001,0.002,0.003,22.4,6.2
7/01/2012,14:00,119,1.9,25.6,0.9,24.4,64.9,0,1010,0.025,0,0.003,0.003,21,4.8
7/01/2012,15:00,103,2,33.9,0.9,24.6,63.6,0,1009,0.024,0.002,0.003,0.005,22,5.4
7/01/2012,16:00,104,1.8,28.1,0.7,24.5,64.3,0,1009,0.023,0.002,0.003,0.005,23.5,6.3
7/01/2012,17:00,93,1.4,36.2,0.7,24.2,65.8,0,1010,0.02,0.006,0.009,0.014,23.3,7.1
7/01/2012,18:00,83,1.3,36.4,0.7,24.1,66.4,0,1010,0.015,0.009,0.012,0.021,19.7,4
7/01/2012,19:00,74,0.9,36.7,0.6,23.9,67.2,0,1010,0.019,0.002,0.005,0.007,17.4,1.3
7/01/2012,20:00,62,1.1,35.8,0.6,23.9,67.6,0,1011,0.022,0.001,0.005,0.006,17.7,2.8
7/01/2012,21:00,40,0.8,34.5,0.4,23.9,67.7,0,1011,0.026,0,0,0,20,5.4
7/01/2012,22:00,353,0.7,31.4,0.4,23.9,68.2,0,1011,0.026,0,0,0,18.7,5.2
7/01/2012,23:00,320,0.4,43.5,0.3,23.7,69.7,0,1011,0.022,0,0.001,0.001,18,6
8/01/2012,0:00,283,0.7,21.2,0.3,23.2,72.3,0,1010,,,,,16,3.4
8/01/2012,1:00,293,0.6,24,0.3,23.1,72.5,0,1009,0.019,0,0.002,0.002,15.6,2.9
8/01/2012,2:00,280,0.5,28.1,0.3,23,73.1,0,1008,0.017,0,0.003,0.003,14.1,2.6
8/01/2012,3:00,276,0.6,29.5,0.3,23,73.2,0,1008,0.017,0,0.003,0.003,14.6,3.1
8/01/2012,4:00,269,0.4,29.9,0.3,22.6,74.7,0,1009,0.016,0,0.002,0.002,14.2,2.7
8/01/2012,5:00,291,0.5,42.5,0.3,22.8,74.8,0,1009,0.015,0,0.003,0.003,14.1,3.4
8/01/2012,6:00,344,1.3,24.8,0.7,24.3,69,0,1010,0.019,0,0.003,0.003,14.5,3.4
8/01/2012,7:00,352,2.1,19.4,0.8,25.2,65.1,0,1010,0.025,0,0.001,0.001,14.9,3.6
8/01/2012,8:00,351,2,25.8,0.9,26.2,61.1,0,1009,0.028,0,0.001,0.001,14.5,3.3
8/01/2012,9:00,337,1.9,32,0.9,26.8,56.9,0,1009,0.033,0,0.002,0.002,20.1,8.9
8/01/2012,10:00,349,2.4,19.8,1,27.6,54.7,0,1008,0.035,0,0.001,0.001,16.8,6.8
8/01/2012,11:00,356,2.6,18.6,0.9,27.9,55.4,0,1008,0.037,0,0.001,0.001,15.9,6.4
8/01/2012,12:00,358,2.4,30.8,1.1,29.3,48.7,0,1007,0.04,0,0.001,0.001,16,6.3
8/01/2012,13:00,22,2.9,30.4,1.3,29.1,54,0,1006,0.036,0,0.001,0.001,17.4,6.3
8/01/2012,14:00,33,3,30.2,1.4,28.5,57.8,0,1005,0.028,0,0.001,0.001,24.3,7.5
8/01/2012,15:00,29,2.7,29.1,1.2,28.4,59.2,0,1005,0.028,0,0.001,0.001,25.9,10.6
8/01/2012,16:00,5,2.9,174.3,1.2,28.4,59.3,0,1004,0.031,0,0.001,0.001,23.6,8
8/01/2012,17:00,350,3.3,12.6,1,27.8,61,0,1004,0.036,0,0.001,0.001,33.6,19
8/01/2012,18:00,346,2.7,12.9,1,26.7,65.7,0,1004,0.026,0,0.001,0.001,22.3,12.3
8/01/2012,19:00,348,2.4,12.7,0.8,25.9,69.5,0,1005,0.023,0,0.001,0.001,11.8,2.7
8/01/2012,20:00,349,1.6,12.2,0.6,25.5,73.7,0,1006,0.021,0,0.001,0.001,11,2.5
8/01/2012,21:00,329,0.5,37.6,0.4,25,76.3,0,1006,0.014,0,0.003,0.003,14,5.4
8/01/2012,22:00,334,1.1,26,0.5,25.1,77.3,0,1006,0.015,0,0.003,0.003,14.5,6.6
8/01/2012,23:00,333,1.4,24,0.7,25,78.5,0,1005,0.018,0,0.001,0.001,17,7.2
9/01/2012,0:00,339,1.2,22.2,0.5,24.9,79.6,0,1005,,,,,12.8,1.4
9/01/2012,1:00,335,1,28.8,0.5,24.6,81.4,0,1004,0.016,0,0.001,0.001,15.5,4.4
9/01/2012,2:00,342,1.6,13.9,0.5,24.3,80.9,0,1003,0.015,0,0.001,0.001,14.3,3.6
9/01/2012,3:00,314,0.7,35.3,0.4,23.8,81.1,0,1003,0.013,0,0.001,0.001,13.8,4
9/01/2012,4:00,340,1.2,20,0.5,23.5,81.2,0,1003,0.01,0,0.004,0.004,13.2,4.6
9/01/2012,5:00,343,1.7,19.8,0.6,23.7,79.1,0,1003,0.009,0,0.006,0.006,12.6,5.5
9/01/2012,6:00,342,2.7,18,1.3,24.9,72.1,0,1004,0.011,0.002,0.006,0.008,10.8,3.2
9/01/2012,7:00,340,2.9,13.2,0.9,25.8,68.5,0,1004,0.013,0.003,0.006,0.009,14.4,5.6
9/01/2012,8:00,339,2.6,20.3,1,27.4,61.6,0,1004,0.02,0.002,0.004,0.006,13.5,3.8
9/01/2012,9:00,339,2.2,28,1.1,29.8,51.6,0,1003,0.038,0.001,0.006,0.006,21.3,8.8
9/01/2012,10:00,353,2.8,16.5,0.9,30.5,51.9,0,1003,0.048,0,0.005,0.005,24,10.5
9/01/2012,11:00,0,2.8,23.7,1.2,31.8,50,0,1002,0.046,0,0.003,0.003,26.8,10.6
9/01/2012,12:00,5,3.1,23.5,1.2,31.4,50.6,0,1001,0.044,0,0.002,0.002,30.5,8
9/01/2012,13:00,356,2.8,19.8,1,32.5,47.3,0,1001,0.05,0,0.001,0.001,24.9,7.4
9/01/2012,14:00,359,3.2,16.8,1.1,32.8,46.8,0,1000,0.053,0,0.001,0.001,20.7,7.5
9/01/2012,15:00,359,3.3,16.6,1.2,32.6,48.5,0,999,0.051,0,0.001,0.001,26.5,13.6
9/01/2012,16:00,349,3.4,15.1,1.1,31.6,53.7,0,999,0.044,0,0.001,0.001,33.4,17.6
9/01/2012,17:00,358,2.4,27.3,1.1,30.7,59.9,0,999,0.044,0,0.002,0.002,51.4,30.4
9/01/2012,18:00,8,2,21.7,0.7,29.2,68.2,0,1001,0.032,0,0.002,0.002,69.9,46.1
9/01/2012,19:00,359,2.4,15.1,0.8,28.2,70.8,0,1001,0.022,0,0.002,0.002,50.4,29
9/01/2012,20:00,341,1.3,45.6,1,27.6,73.5,0,1002,0.018,0,0.001,0.001,33,15.7
9/01/2012,21:00,292,0.7,30.5,0.4,27.1,76.5,0,1003,0.015,0,0.001,0.001,22.8,6.4
9/01/2012,22:00,217,0.3,62.5,0.3,26.5,79.3,0,1003,0.013,0,0.002,0.002,24.8,8.4
9/01/2012,23:00,146,0.7,40.3,0.6,26.2,81.3,0,1003,0.011,0,0.003,0.003,23.8,7.1
10/01/2012,0:00,139,0.7,59.6,0.5,25.9,82.9,0,1002,,,,,32.3,8.1
10/01/2012,1:00,171,0.9,49.4,1,25.5,83.3,0,1002,0.015,0,0.004,0.004,32.9,9.7
10/01/2012,2:00,164,2.4,21.3,1,26.3,75,0,1002,0.038,0,0.001,0.001,23.6,11
10/01/2012,3:00,155,2.1,21.9,0.9,26.2,76.6,0,1002,0.037,0,0,0,19,12.1
10/01/2012,4:00,151,3.2,21.5,1.3,25.7,77.5,0,1003,0.04,0,0,0,16.3,8.5
10/01/2012,5:00,159,3.3,19.4,1.3,25.3,77,0,1004,0.039,0,0.001,0.001,18.7,8.6
10/01/2012,6:00,150,3.4,20.1,1.2,25.9,70.7,0,1005,0.037,0,0.002,0.002,23,9.7
10/01/2012,7:00,153,3.5,23,1.3,26.7,62.7,0,1005,0.035,0,0.002,0.002,23.1,7.4
10/01/2012,8:00,155,2.9,26.8,1.2,27.8,57.3,0,1005,0.04,0,0.003,0.003,19.5,5.8
10/01/2012,9:00,138,3.1,26.7,1.3,28.7,53.8,0,1005,0.04,0.006,0.003,0.008,22.4,9
10/01/2012,10:00,120,3.1,26.5,1.2,29,54.4,0,1005,0.043,0,0.003,0.003,22.5,8.1
10/01/2012,11:00,122,3.9,21,1.4,29.1,51.5,0,1004,0.042,0,0.003,0.003,23.3,6.9
10/01/2012,12:00,124,4.5,20,1.4,28.6,51.2,0,1004,0.038,0.002,0.002,0.004,20.8,5.5
10/01/2012,13:00,127,4.5,19.6,1.6,28.1,54.3,0,1003,0.034,0,0.002,0.002,21.4,6.1
10/01/2012,14:00,126,4.1,20.3,1.4,27.6,58.3,0,1003,0.031,0,0.002,0.002,20.1,5.5
10/01/2012,15:00,121,3.7,19,1.4,27.1,63.9,0,1003,0.03,0,0.002,0.002,21.9,8
10/01/2012,16:00,118,3.1,25.8,1.2,26.5,67.4,0,1002,0.027,0.001,0.002,0.003,20.2,6.5
10/01/2012,17:00,128,2.7,21.4,1.1,25.8,70.8,0,1003,0.024,0,0.003,0.003,18.8,3.8
10/01/2012,18:00,129,1.8,22.7,0.7,25.6,72.9,0,1004,0.025,0,0.003,0.003,22.1,6.9
