Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3)
14/07/2012,17:00,,,,,,
14/07/2012,18:00,,,,,,
14/07/2012,19:00,,,,,,
14/07/2012,20:00,,,,,,
14/07/2012,21:00,,,,,,
14/07/2012,22:00,,,,,,
14/07/2012,23:00,,,,,,
15/07/2012,0:00,,,,,,
15/07/2012,1:00,,,,,,
15/07/2012,2:00,,,,,,
15/07/2012,3:00,,,,,,
15/07/2012,4:00,,,,,,
15/07/2012,5:00,,,,,,
15/07/2012,6:00,,,,,,
15/07/2012,7:00,,,,,,
15/07/2012,8:00,,,,,,
15/07/2012,9:00,,,,,,
15/07/2012,10:00,,,,,,
15/07/2012,11:00,,,,,,
15/07/2012,12:00,,,,,,
15/07/2012,13:00,,,,,,
15/07/2012,14:00,,,,,,
15/07/2012,15:00,,,,,,
15/07/2012,16:00,,,,,,
15/07/2012,17:00,,,,,,
15/07/2012,18:00,,,,,,
15/07/2012,19:00,,,,,,
15/07/2012,20:00,,,,,,
15/07/2012,21:00,,,,,,
15/07/2012,22:00,,,,,,
15/07/2012,23:00,,,,,,
16/07/2012,0:00,,,,,,
16/07/2012,1:00,,,,,,
16/07/2012,2:00,,,,,,
16/07/2012,3:00,,,,,,
16/07/2012,4:00,,,,,,
16/07/2012,5:00,,,,,,
16/07/2012,6:00,,,,,,
16/07/2012,7:00,,,,,,
16/07/2012,8:00,,,,,,
16/07/2012,9:00,,,,,,
16/07/2012,10:00,,,,,,
16/07/2012,11:00,,,,,,
16/07/2012,12:00,,,,,,
16/07/2012,13:00,,,,,,
16/07/2012,14:00,,,,,,
16/07/2012,15:00,,,,,,
16/07/2012,16:00,,,,,,
16/07/2012,17:00,,,,,,
16/07/2012,18:00,,,,,,
16/07/2012,19:00,,,,,,
16/07/2012,20:00,,,,,,
16/07/2012,21:00,,,,,,
16/07/2012,22:00,,,,,,
16/07/2012,23:00,,,,,,
17/07/2012,0:00,,,,,,
17/07/2012,1:00,,,,,,
17/07/2012,2:00,,,,,,
17/07/2012,3:00,,,,,,
17/07/2012,4:00,,,,,,
17/07/2012,5:00,,,,,,
17/07/2012,6:00,,,,,,
17/07/2012,7:00,,,,,,
17/07/2012,8:00,,,,,,
17/07/2012,9:00,,,,,,
17/07/2012,10:00,,,,,,
17/07/2012,11:00,,,,,,
17/07/2012,12:00,,,,,,
17/07/2012,13:00,,,,,,
17/07/2012,14:00,,,,,,
17/07/2012,15:00,,,,,,
17/07/2012,16:00,,,,,,
17/07/2012,17:00,,,,,,
17/07/2012,18:00,,,,,,
17/07/2012,19:00,,,,,,
17/07/2012,20:00,,,,,,
17/07/2012,21:00,,,,,,
17/07/2012,22:00,,,,,,
17/07/2012,23:00,,,,,,
18/07/2012,0:00,,,,,,
18/07/2012,1:00,,,,,,
18/07/2012,2:00,,,,,,
18/07/2012,3:00,,,,,,
18/07/2012,4:00,,,,,,
18/07/2012,5:00,,,,,,
18/07/2012,6:00,,,,,,
18/07/2012,7:00,,,,,,
18/07/2012,8:00,,,,,,
18/07/2012,9:00,,,,,,
18/07/2012,10:00,138,3.2,13.4,0.7,17.9,
18/07/2012,11:00,122,2.9,19.3,0.9,19.1,
18/07/2012,12:00,131,2.4,19,0.8,19.5,
18/07/2012,13:00,140,2.2,18.6,0.7,19.8,2
18/07/2012,14:00,157,1.7,30.1,0.7,20.2,0.6
18/07/2012,15:00,148,2.7,18.7,0.7,19.9,4.8
18/07/2012,16:00,134,2.7,15,0.7,20.2,8.1
18/07/2012,17:00,137,2.6,8.1,0.6,19.3,11.4
18/07/2012,18:00,143,1.9,8,0.6,17.5,8.4
18/07/2012,19:00,132,0.8,21.5,0.2,16.5,10
18/07/2012,20:00,128,1.5,16,0.6,17.1,9.6
18/07/2012,21:00,109,1.8,15.8,0.6,17.7,5.8
18/07/2012,22:00,137,1.1,36.3,0.5,16.6,5.1
18/07/2012,23:00,181,1.2,20.2,0.6,15,8.5
19/07/2012,0:00,150,1.5,19,0.3,15,5.2
19/07/2012,1:00,154,1.7,11,0.4,15.3,14.5
19/07/2012,2:00,132,1.6,12.1,0.4,15.5,13.4
19/07/2012,3:00,131,1.5,16.1,0.5,15.7,4.1
19/07/2012,4:00,155,2.5,11.6,0.7,15.7,4.4
19/07/2012,5:00,150,1.8,13.4,0.7,15.5,4.3
19/07/2012,6:00,140,2.3,12.3,0.6,15.7,7.8
19/07/2012,7:00,129,0.9,31.7,0.6,15.9,10.9
19/07/2012,8:00,162,1.3,26.9,0.4,16.2,8.3
19/07/2012,9:00,214,1.7,21.5,0.5,16.8,8.7
19/07/2012,10:00,181,2.4,16.6,0.7,17.1,7.6
19/07/2012,11:00,141,2.6,18,0.7,18.8,9.4
19/07/2012,12:00,142,2.3,32,0.8,20,7.4
19/07/2012,13:00,136,2.1,43.9,1.3,22.2,5.4
19/07/2012,14:00,141,1.8,37.3,1,22.4,8.1
19/07/2012,15:00,182,3.3,24.3,1.1,23,8
19/07/2012,16:00,177,3.7,18.1,1,22.9,9.9
19/07/2012,17:00,169,2.2,9.1,0.6,20.7,11.1
19/07/2012,18:00,152,1.8,9.2,0.3,17.5,21.2
19/07/2012,19:00,157,1.3,10.6,0.3,15.5,21.8
19/07/2012,20:00,179,1.3,23.1,0.4,14.2,26.8
19/07/2012,21:00,180,1.8,12,0.3,13.6,13.1
19/07/2012,22:00,171,1.5,19,0.4,12.6,1.9
19/07/2012,23:00,165,0.4,78.3,0.3,10.4,7.3
20/07/2012,0:00,171,0.7,21.7,0.4,9.5,7.7
20/07/2012,1:00,166,0.8,25,0.5,9.7,10.9
20/07/2012,2:00,187,0.5,20.9,0.3,8.1,8.4
20/07/2012,3:00,140,1,18,0.2,8.4,6.7
20/07/2012,4:00,128,1,11.9,0.3,8.4,6.3
20/07/2012,5:00,150,0.6,12.7,0.2,7.3,10.3
20/07/2012,6:00,157,1,20.1,0.2,6.9,15.6
20/07/2012,7:00,156,1.2,22.6,0.4,9.6,19.4
20/07/2012,8:00,118,1.8,17,0.7,12.6,12.1
20/07/2012,9:00,132,4.2,14.8,1,13.2,8.6
20/07/2012,10:00,148,4.9,16.1,1.1,15,13
20/07/2012,11:00,156,4.1,17.3,1.2,16.3,34.5
20/07/2012,12:00,170,3,28.3,1.3,17.4,17.9
20/07/2012,13:00,179,2.2,39.1,1.1,18.9,31.3
20/07/2012,14:00,178,2.7,31.3,1.1,19.6,23.4
20/07/2012,15:00,179,2.6,28.1,1,19.9,23.2
20/07/2012,16:00,171,3.4,17.4,0.8,19.4,30.3
20/07/2012,17:00,163,3,12.5,0.6,17,19.2
20/07/2012,18:00,172,1.9,18.7,0.5,13.7,13.1
20/07/2012,19:00,203,2,7.4,0.3,11.5,17.1
20/07/2012,20:00,211,2,5.9,0.3,10.7,9.3
20/07/2012,21:00,158,0.5,49.9,0.3,8,7
20/07/2012,22:00,188,0.3,76,0.3,6.4,8
20/07/2012,23:00,225,0.3,77.5,0.3,6.1,7.7
21/07/2012,0:00,161,0.3,70.8,0.2,5.3,8.1
21/07/2012,1:00,287,0.3,53.5,0.2,4.8,6.3
21/07/2012,2:00,172,0.8,12.3,0.3,4.5,6.6
21/07/2012,3:00,159,0.6,69.6,0.5,4.3,4.3
21/07/2012,4:00,292,0.4,43.3,0.1,3.7,4.7
21/07/2012,5:00,151,1,53.5,0.7,4.5,10.9
21/07/2012,6:00,139,1,16.5,0.6,5.1,11.5
21/07/2012,7:00,109,0.5,125.7,0.8,7.9,15.4
21/07/2012,8:00,131,3.9,11.3,1.1,12,6.4
21/07/2012,9:00,134,5.7,11,1.3,13.6,16
21/07/2012,10:00,125,4.9,15.6,1.6,16.5,14.3
21/07/2012,11:00,127,3.6,23.8,1.1,18.4,11
21/07/2012,12:00,110,2.9,27.5,1,20.2,17.8
21/07/2012,13:00,114,2.8,29.6,1,21.5,39.1
21/07/2012,14:00,129,2.9,33.7,1.2,22.2,55.2
21/07/2012,15:00,139,3.4,17.9,1.2,22.1,9
21/07/2012,16:00,137,3.5,17.4,0.8,21.5,8.7
21/07/2012,17:00,132,2.3,9.2,0.6,19.2,10.7
21/07/2012,18:00,133,1.3,6.9,0.4,15.4,17.1
21/07/2012,19:00,138,1,6.8,0.2,12.9,17.2
21/07/2012,20:00,177,1.3,20.6,0.6,11.6,14.1
21/07/2012,21:00,160,1.4,15,0.3,11.1,22.3
21/07/2012,22:00,172,1.6,13.6,0.3,10.6,30.3
21/07/2012,23:00,171,1.3,9.3,0.2,9.6,24.6
22/07/2012,0:00,196,0.3,75.8,0.3,7.8,19.1
22/07/2012,1:00,237,0.4,59.9,0.1,6.8,12
22/07/2012,2:00,253,0.3,66.9,0.2,6.4,10.2
22/07/2012,3:00,197,0.1,80.7,0.2,5.8,11
22/07/2012,4:00,183,0.4,65.7,0.3,5.9,10.5
22/07/2012,5:00,233,0.2,88.6,0.3,5.8,9.4
22/07/2012,6:00,162,0.9,39.9,0.5,5.8,10.7
22/07/2012,7:00,141,0.8,23.5,0.4,10.6,18.4
22/07/2012,8:00,135,3.3,11.5,1.1,14,7.6
22/07/2012,9:00,123,4.6,14.9,1.1,16.2,10.9
22/07/2012,10:00,121,4.7,15.5,1.2,18.6,10.7
22/07/2012,11:00,124,5.2,16.3,1.4,19.9,19.2
22/07/2012,12:00,133,5.5,15.8,1.3,20.8,18
22/07/2012,13:00,129,4.7,18.1,1.2,21.9,11.6
22/07/2012,14:00,135,4.5,17.6,1.1,22.4,9
22/07/2012,15:00,127,4.1,18.7,1.3,22.9,10
22/07/2012,16:00,140,4,13.8,1,22.5,9
22/07/2012,17:00,136,3.2,9.4,0.9,20.2,9.2
22/07/2012,18:00,135,2.5,6.6,0.4,17.5,11.3
22/07/2012,19:00,131,1.7,8,0.4,15.6,9
22/07/2012,20:00,144,1.9,8.7,0.4,14.3,8.9
22/07/2012,21:00,150,2.1,11.1,0.5,13.7,8.9
22/07/2012,22:00,174,1.8,9.7,0.3,12.3,16.4
22/07/2012,23:00,166,1.1,40.5,0.6,10.7,27.8
23/07/2012,0:00,166,2,12,0.7,10.6,20.5
23/07/2012,1:00,158,1.7,22.5,0.6,10.1,11.2
23/07/2012,2:00,146,1.6,15.5,0.5,10.3,12.3
23/07/2012,3:00,195,0.7,17.6,0.2,8.7,10.7
23/07/2012,4:00,254,0.3,42.6,0.1,6.9,6.9
23/07/2012,5:00,163,0.4,23,0.2,6.1,9.9
23/07/2012,6:00,205,0.5,27.5,0.2,5.9,14.9
23/07/2012,7:00,115,0.2,84.2,0.3,9.1,25.9
23/07/2012,8:00,127,2,19.4,0.9,13.8,15.5
23/07/2012,9:00,132,2.7,24.2,0.8,16,42.7
23/07/2012,10:00,109,3.7,20.6,1.1,18.7,21.7
23/07/2012,11:00,126,4.3,20.6,1.4,19.5,46.8
23/07/2012,12:00,124,3.9,22.6,1.3,20.6,92.9
23/07/2012,13:00,121,3.4,26.9,1.2,21.8,30.6
23/07/2012,14:00,110,3.2,24.3,1.2,22.7,30.3
23/07/2012,15:00,125,3.2,24.2,1.1,22.6,29.4
23/07/2012,16:00,124,3,17.4,1,22.3,28.3
23/07/2012,17:00,130,2.3,17.3,0.7,19.5,16.1
23/07/2012,18:00,147,2.3,5.9,0.3,16.2,23.7
23/07/2012,19:00,144,1.7,9.9,0.3,14.5,26.1
23/07/2012,20:00,161,1,17.6,0.4,12.1,30.4
23/07/2012,21:00,142,1.3,12.7,0.4,10.6,16
23/07/2012,22:00,169,0.5,23,0.2,8.7,16.1
23/07/2012,23:00,184,1.1,24.5,0.5,8.3,13.2
24/07/2012,0:00,287,0.4,69.8,0.3,6.6,14.8
24/07/2012,1:00,256,0.2,86.6,0.2,5.7,14.9
24/07/2012,2:00,331,0.3,148.5,0.3,5.3,15.5
24/07/2012,3:00,308,0.7,32.5,0.3,4.8,14.8
24/07/2012,4:00,320,0.1,172.9,0.1,4,12.1
24/07/2012,5:00,324,0.2,130.8,0.2,3.3,11.5
24/07/2012,6:00,257,0.1,86.7,0.2,3,10.9
24/07/2012,7:00,38,0.2,73.6,0.2,6.5,17.6
24/07/2012,8:00,107,0.8,47.4,0.6,12.8,18.5
24/07/2012,9:00,120,1.8,27.7,0.7,15.3,16.9
24/07/2012,10:00,110,2.2,37.5,1,19,26.1
24/07/2012,11:00,96,2.2,41.5,1.1,20.6,18.6
24/07/2012,12:00,82,1.9,44.6,1.2,21.8,23.7
24/07/2012,13:00,82,1.7,47.2,1,23.5,22.8
24/07/2012,14:00,80,1.6,52.1,1,24.2,27.7
24/07/2012,15:00,88,1.9,30.7,0.9,24.4,17.6
24/07/2012,16:00,91,1.9,26.4,0.8,23.9,19.4
24/07/2012,17:00,129,2,11,0.4,20.5,23.5
24/07/2012,18:00,145,1.9,3.9,0.3,17,21
24/07/2012,19:00,147,1.9,4.4,0.3,15.6,90.6
24/07/2012,20:00,143,1.7,27.3,0.7,13.8,78.5
24/07/2012,21:00,137,1.3,17.6,0.4,12.6,21.8
24/07/2012,22:00,169,1.5,19.7,0.4,12.2,18.6
24/07/2012,23:00,189,1.2,12.9,0.6,10.6,24
25/07/2012,0:00,165,1.9,17.6,0.4,10.7,26.5
25/07/2012,1:00,183,1.4,10.9,0.3,10,10.2
25/07/2012,2:00,180,1.4,6.2,0.3,9.3,13
25/07/2012,3:00,180,0.6,86.2,0.6,8.3,13.8
25/07/2012,4:00,181,0.6,32.1,0.3,6.6,11
25/07/2012,5:00,141,0.8,20.3,0.4,6.2,9.3
25/07/2012,6:00,163,0.8,20.3,0.4,7.2,15.7
25/07/2012,7:00,155,1.5,9.5,0.5,9.7,25.4
25/07/2012,8:00,154,2.3,9.9,0.3,13.3,24
25/07/2012,9:00,130,1.7,35.7,0.7,16.3,28.2
25/07/2012,10:00,84,2.5,32.9,1.1,20.4,22.5
25/07/2012,11:00,72,2.2,34.4,1.1,21.5,15.3
25/07/2012,12:00,53,1.5,51.2,0.9,23.3,15.4
25/07/2012,13:00,29,1.2,75.3,1.1,23.7,24.6
25/07/2012,14:00,4,1.2,166.2,0.8,25.3,12.3
25/07/2012,15:00,59,1.2,55.4,0.9,26.2,12.9
25/07/2012,16:00,76,1.1,53.7,0.8,25.3,14.5
25/07/2012,17:00,125,1.7,13.8,0.6,22,21.7
25/07/2012,18:00,141,1.2,14.5,0.3,18,34.9
25/07/2012,19:00,86,0.9,28.5,0.4,16.1,31.5
25/07/2012,20:00,81,1.3,19.7,0.5,15.6,24.9
25/07/2012,21:00,114,1.1,30.5,0.4,14.9,23.1
25/07/2012,22:00,180,0.8,28.5,0.3,13.5,19.3
25/07/2012,23:00,194,1.1,27,0.5,12.7,23.5
26/07/2012,0:00,198,1,29,0.6,12.2,25.5
26/07/2012,1:00,206,1.5,20,0.8,11.6,23.8
26/07/2012,2:00,193,1.4,18.2,0.5,11.3,22.4
26/07/2012,3:00,189,0.9,14.6,0.3,10.9,9.5
26/07/2012,4:00,194,1.4,16.1,0.4,11,12.4
26/07/2012,5:00,154,0.7,55.6,0.5,11.5,12.2
26/07/2012,6:00,183,0.6,44.4,0.4,10.5,14
26/07/2012,7:00,170,1,14.2,0.3,12.2,23.5
26/07/2012,8:00,156,1.1,20,0.3,16,24.7
26/07/2012,9:00,90,0.6,70.3,0.6,19.5,17.6
26/07/2012,10:00,53,0.6,88.8,0.7,22.5,22.9
26/07/2012,11:00,219,0.8,62.8,0.6,23.8,30.5
26/07/2012,12:00,333,0.5,88.4,0.6,25.3,14.1
26/07/2012,13:00,284,0.7,97,1,26.1,18.4
26/07/2012,14:00,280,1.7,52.1,1,26.9,59.4
26/07/2012,15:00,266,2.1,24.7,0.7,25.2,34.3
26/07/2012,16:00,263,1.7,19.8,0.6,26.6,44.2
26/07/2012,17:00,269,1.4,14,0.5,23.6,34.9
26/07/2012,18:00,279,0.5,43.6,0.3,18.2,47.4
26/07/2012,19:00,117,0.5,64.1,0.4,17,35.3
26/07/2012,20:00,67,0.3,71.8,0.3,17.4,26.3
26/07/2012,21:00,174,0.4,92.5,1,16.3,29.1
26/07/2012,22:00,30,0.1,114.2,0.4,14.3,16
26/07/2012,23:00,320,1.5,14,0.4,13,19.7
27/07/2012,0:00,262,0.9,24.2,0.4,13.2,15.6
27/07/2012,1:00,295,0.6,29.1,0.3,11.6,14.8
27/07/2012,2:00,183,0.1,87.8,0.2,10.7,14.9
27/07/2012,3:00,259,0.2,137.5,0.3,9.4,12.6
27/07/2012,4:00,329,1.1,34.1,0.8,9.6,11.7
27/07/2012,5:00,314,2.5,9.3,0.5,12.1,11.1
27/07/2012,6:00,325,1.9,12.7,0.5,11.9,10.1
27/07/2012,7:00,326,3.3,11.1,1.1,13.3,18.5
27/07/2012,8:00,312,4.2,13,0.9,15.8,11.8
27/07/2012,9:00,308,3.8,15,0.7,17.7,18.3
27/07/2012,10:00,275,3.5,22.7,0.9,19.6,11.6
27/07/2012,11:00,275,3.1,23.5,0.9,21.2,25.1
27/07/2012,12:00,275,2.7,28.2,1.1,23.3,49.3
27/07/2012,13:00,244,3.5,21.5,1.3,24.3,26
27/07/2012,14:00,241,3.3,22.7,1.2,23.8,34.9
27/07/2012,15:00,237,3.9,22.5,1.3,24,20.3
27/07/2012,16:00,235,3.9,17.8,1.1,22.7,19.9
27/07/2012,17:00,243,2.9,12,1.1,19.4,10.7
27/07/2012,18:00,256,1.9,11.8,0.6,17.8,11.4
27/07/2012,19:00,260,2.1,10.2,0.5,16.8,11.2
27/07/2012,20:00,261,2.2,11.9,0.6,15.7,7.9
27/07/2012,21:00,245,2.2,13.9,0.6,14.4,8.2
27/07/2012,22:00,230,1.5,17.3,0.4,12.8,10.7
27/07/2012,23:00,216,1.4,13.3,0.4,11.3,6.8
28/07/2012,0:00,232,1.5,13.9,0.5,10.5,10.1
28/07/2012,1:00,201,0.7,37.6,0.4,8.1,
28/07/2012,2:00,213,1.1,17.4,0.4,7.6,4.9
28/07/2012,3:00,226,1.3,27,0.6,7.5,7.2
28/07/2012,4:00,266,0.5,72.1,0.5,4.1,5.1
28/07/2012,5:00,306,0.5,31.3,0.3,3.1,5.9
28/07/2012,6:00,312,0.9,40.4,0.4,3.2,9
28/07/2012,7:00,337,0.8,153.2,0.5,7.4,15
28/07/2012,8:00,264,0.2,84.8,0.5,13.1,19.3
28/07/2012,9:00,157,4,27.5,2.9,16.7,58.6
28/07/2012,10:00,162,5.1,15.7,1.3,17.7,25.6
28/07/2012,11:00,159,4.2,21.2,1.2,18.7,16.6
28/07/2012,12:00,165,3.1,29.1,1.2,20.1,33.6
28/07/2012,13:00,184,2.8,34.5,1.3,21.2,16.3
28/07/2012,14:00,177,3.7,23.3,1.3,21.8,12.1
28/07/2012,15:00,174,4.1,18.8,1.1,21.8,10.6
28/07/2012,16:00,169,4.2,16.1,1,21.2,7.5
28/07/2012,17:00,174,2.9,8.7,0.8,18.9,9
28/07/2012,18:00,178,1.3,15.3,0.3,13.8,15.1
28/07/2012,19:00,204,1.7,7.8,0.3,12.4,19.7
28/07/2012,20:00,193,1.3,28.6,0.6,10.6,11
28/07/2012,21:00,202,0.2,92.5,0.3,8.1,12.2
28/07/2012,22:00,227,0.3,64.7,0.3,6.9,10.6
28/07/2012,23:00,178,0.3,45.1,0.2,5.9,6.7
29/07/2012,0:00,311,0.4,34,0.2,5.1,7.1
29/07/2012,1:00,194,0.1,88.2,0.2,4.5,8.4
29/07/2012,2:00,319,0.3,42.3,0.1,3.7,6.7
29/07/2012,3:00,307,0.5,40.6,0.2,3.3,8.8
29/07/2012,4:00,321,0.4,67.2,0.4,3,9.2
29/07/2012,5:00,318,0.8,22.9,0.3,2.5,12.6
29/07/2012,6:00,300,0.5,52.3,0.4,2.4,18.7
29/07/2012,7:00,146,0.9,35.6,0.5,7.2,29.9
29/07/2012,8:00,135,3.5,11.8,1.1,11.6,8.4
29/07/2012,9:00,134,5.4,12.6,1.4,13.4,67.3
29/07/2012,10:00,134,4.9,14.7,1.4,14.8,20.1
29/07/2012,11:00,134,4.2,22.6,1.2,16.1,12.8
29/07/2012,12:00,146,3.6,23.5,1.5,17.6,9.4
29/07/2012,13:00,130,2.5,31.7,1.1,19.4,7.6
29/07/2012,14:00,127,2.1,37.5,1.2,20.8,8.1
29/07/2012,15:00,141,2,40.5,1.1,21.2,9.4
29/07/2012,16:00,159,2.4,22.5,0.8,20.5,10.8
29/07/2012,17:00,154,2.1,8,0.6,18.1,14.5
29/07/2012,18:00,142,0.6,51.3,0.5,12.7,32.9
29/07/2012,19:00,292,0.3,43.9,0.1,10.2,15.4
29/07/2012,20:00,257,0.5,57.8,0.5,9.1,23.7
29/07/2012,21:00,199,1.2,23,0.5,9.1,20.6
29/07/2012,22:00,97,0.3,65.2,0.2,5.8,16.8
29/07/2012,23:00,292,0.4,44.1,0.3,5,19
30/07/2012,0:00,143,0.1,119.5,0.2,4,14.7
30/07/2012,1:00,304,0.7,14.3,0.1,3.6,14.1
30/07/2012,2:00,301,0.2,92.6,0.3,3,11.7
30/07/2012,3:00,165,0.2,85.8,0.3,2.4,11
30/07/2012,4:00,259,0.1,79.6,0.2,2,12.4
30/07/2012,5:00,229,0.1,94,0.2,1.5,10
30/07/2012,6:00,167,0.2,68.1,0.1,1.1,10.9
30/07/2012,7:00,153,0.4,70.7,0.6,5.7,24
30/07/2012,8:00,129,2.6,33,1.8,11.6,13.8
30/07/2012,9:00,134,6.3,12,1.4,14.3,93.3
30/07/2012,10:00,137,5.7,13.7,1.3,16.6,16.8
30/07/2012,11:00,129,5,16.4,1.3,18.2,15.1
30/07/2012,12:00,126,4,19.4,1.2,19.8,11.5
30/07/2012,13:00,132,3.2,26.7,1.2,21.3,16
30/07/2012,14:00,84,1.6,51,1,23.2,13.5
30/07/2012,15:00,59,1.5,39.5,0.7,23.5,11.8
30/07/2012,16:00,87,1.3,48.4,0.7,23.5,14
30/07/2012,17:00,108,0.9,34.1,0.5,20.3,17.4
30/07/2012,18:00,174,0.1,98.5,0.1,14.4,33.4
30/07/2012,19:00,224,0.5,63.3,0.9,12,41.6
30/07/2012,20:00,199,2.3,6.8,0.6,13.1,30.8
30/07/2012,21:00,194,1.7,12.2,0.4,11.6,8.4
30/07/2012,22:00,121,0.3,43,0.2,8.1,8
30/07/2012,23:00,119,0.3,57.2,0.3,6.7,7.3
31/07/2012,0:00,181,0.3,52.9,0.2,6.5,10.3
31/07/2012,1:00,176,0.8,20.7,0.4,6,13.9
31/07/2012,2:00,190,0.8,39.9,0.6,6.1,9.7
31/07/2012,3:00,202,0.2,66.4,0.1,4.7,14.7
31/07/2012,4:00,128,0.6,79.7,0.6,4.6,16.8
31/07/2012,5:00,131,1.6,7.7,0.3,7,16
31/07/2012,6:00,125,1.3,8.2,0.3,6.4,17.7
31/07/2012,7:00,124,1.5,12.7,0.5,9.2,17.6
31/07/2012,8:00,120,3.4,14.3,1.4,12.4,10.4
31/07/2012,9:00,128,3.9,16.7,1,14,11.9
31/07/2012,10:00,131,3.9,15.1,1.2,16.2,14.4
31/07/2012,11:00,122,2.9,25.7,1.2,18.4,10.2
31/07/2012,12:00,129,2.6,36,1.1,19.9,12
31/07/2012,13:00,154,2.6,43.9,1.2,21,9.1
31/07/2012,14:00,174,2.2,43.8,1.1,21.7,28.3
31/07/2012,15:00,170,1.2,78,1,22.4,28.5
31/07/2012,16:00,133,1.9,32.7,1.1,22.2,18.4
31/07/2012,17:00,128,1.8,11.9,0.6,19.3,23.3
31/07/2012,18:00,138,1,9.6,0.2,14.2,32.2
31/07/2012,19:00,208,1.2,44,1.1,12.4,29.4
31/07/2012,20:00,196,1,23.9,0.4,10.9,23.2
31/07/2012,21:00,241,0.2,72.9,0.2,7.6,17.9
31/07/2012,22:00,278,0.1,70.8,0.1,5.9,13.1
31/07/2012,23:00,322,0.3,60.5,0.2,5,10.1
1/08/2012,0:00,300,0.4,36.4,0.2,4.6,11.5
1/08/2012,1:00,269,0.2,86.5,0.3,3.5,16.3
1/08/2012,2:00,221,0.3,90.1,0.4,3.4,28.2
1/08/2012,3:00,303,0.1,164.9,0.3,2.5,26.8
1/08/2012,4:00,254,0.1,98.1,0.1,1.8,23.5
1/08/2012,5:00,,0,142.3,0.2,1.6,21.3
1/08/2012,6:00,319,0.2,70.3,0.2,1.1,17.4
1/08/2012,7:00,337,0.3,160.8,0.1,6.2,25.2
1/08/2012,8:00,115,0.4,74.1,0.7,13.6,22.4
1/08/2012,9:00,124,3.8,15.2,1,15.1,13.5
1/08/2012,10:00,132,3.3,19.2,0.9,18,14.9
1/08/2012,11:00,122,3.2,25.6,1,19.7,17.8
1/08/2012,12:00,121,2.7,34.2,1.2,21,12.1
1/08/2012,13:00,117,2.4,39.3,1.1,22.2,10.5
1/08/2012,14:00,120,2.3,38.3,1,22.9,9.6
1/08/2012,15:00,126,2.4,35.2,1,23.2,11
1/08/2012,16:00,150,2.8,18,0.8,22.6,18.8
1/08/2012,17:00,140,1.7,10.7,0.6,19.9,24
1/08/2012,18:00,141,1.2,5.7,0.3,15.2,47.7
1/08/2012,19:00,146,1.1,5,0.2,12.6,29.8
1/08/2012,20:00,174,0.5,42.3,0.2,10.3,26.1
1/08/2012,21:00,259,0.3,68.1,0.3,8.2,17
1/08/2012,22:00,118,0.6,55.1,0.5,6.6,17.1
1/08/2012,23:00,213,0.6,30.4,0.3,7.5,32.4
2/08/2012,0:00,184,0.3,88.4,0.4,6.1,19
2/08/2012,1:00,298,0.2,48.3,0.2,4.1,17.7
2/08/2012,2:00,295,0.4,59.7,0.3,3.5,18.6
2/08/2012,3:00,287,0.4,54,0.3,3.3,27.4
2/08/2012,4:00,241,0.1,117.2,0.2,2.6,30.5
2/08/2012,5:00,308,0.5,55.1,0.3,2.4,25.6
2/08/2012,6:00,314,0.3,53,0.3,1.8,21.9
2/08/2012,7:00,60,0.1,138.6,0.2,6.4,42.1
2/08/2012,8:00,143,0.5,96.1,0.6,13.8,50.6
2/08/2012,9:00,137,2.3,17.9,0.7,16.1,22.6
2/08/2012,10:00,120,2.3,27.2,1,19.3,21.5
2/08/2012,11:00,125,3.1,28.5,1.3,20.5,50.7
2/08/2012,12:00,119,2.5,31.8,1.1,21.5,9.5
2/08/2012,13:00,110,2.5,31,1.1,22.7,12.3
2/08/2012,14:00,121,2.3,38,1.1,23.3,10.4
2/08/2012,15:00,107,2.1,29.8,0.9,23.9,13
2/08/2012,16:00,121,2.3,21.3,0.8,23.2,13.1
2/08/2012,17:00,105,1,29.9,0.6,20.4,16.5
2/08/2012,18:00,204,0.2,53.9,0.1,13.7,29.3
2/08/2012,19:00,213,0.2,91.3,0.6,11.2,38.4
2/08/2012,20:00,259,0.2,66.2,0.2,9.3,38.8
2/08/2012,21:00,177,0.4,51,0.4,7.8,38.4
2/08/2012,22:00,210,0.4,45.3,0.4,7.1,36.1
2/08/2012,23:00,226,0.1,97.9,0.2,5.3,28.9
3/08/2012,0:00,303,0.5,31.2,0.2,3.9,24.6
3/08/2012,1:00,117,0.2,82.4,0.2,2.6,20.9
3/08/2012,2:00,299,0.6,48.7,0.4,2.4,21.9
3/08/2012,3:00,115,0.3,65.6,0.2,1.6,17.7
3/08/2012,4:00,319,0.4,42.1,0.2,1.3,17.5
3/08/2012,5:00,308,0.7,17.1,0.2,1.1,17.7
3/08/2012,6:00,290,0.3,53.8,0.2,0.5,14.7
3/08/2012,7:00,50,0.3,48.4,0.1,5.4,24.5
3/08/2012,8:00,128,0.3,124.5,0.4,13.3,24.4
3/08/2012,9:00,182,0.3,72.3,0.3,17.3,21.1
3/08/2012,10:00,193,0.2,116.4,0.5,20.2,14
3/08/2012,11:00,119,0.6,84.5,0.7,22.4,8.5
3/08/2012,12:00,90,0.9,83.3,0.9,23.3,24
