Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3)
12/04/2012,0:00,140,3.3,12.8,0.6,17.4,18.8
12/04/2012,1:00,132,2.8,13.3,0.6,16.7,11.4
12/04/2012,2:00,145,2.8,7.1,0.5,15.9,16.4
12/04/2012,3:00,137,2.9,8.4,0.7,15.6,15
12/04/2012,4:00,139,3.4,7.6,0.8,15.5,13.6
12/04/2012,5:00,138,4,7.7,0.6,15.5,7.9
12/04/2012,6:00,133,4,9.2,0.9,15.5,7.4
12/04/2012,7:00,130,4.8,10.9,1.3,17.4,13.3
12/04/2012,8:00,127,5.7,12.8,1.6,19.8,17.7
12/04/2012,9:00,119,6,15.4,1.7,22,28.3
12/04/2012,10:00,105,5.4,16.9,1.7,23.8,30.9
12/04/2012,11:00,117,6.3,15.2,1.8,25.1,30.6
12/04/2012,12:00,110,6.1,17.4,1.7,26.3,27.6
12/04/2012,13:00,107,5.8,17.6,1.8,27,25.3
12/04/2012,14:00,105,5.8,18,1.8,27.2,26.6
12/04/2012,15:00,107,5.1,15.9,1.7,26.3,19.3
12/04/2012,16:00,102,4.4,16.3,1.8,25.7,29.4
12/04/2012,17:00,99,3.6,13.6,1.3,24.8,30.8
12/04/2012,18:00,97,3,14.1,1.1,22.4,29.1
12/04/2012,19:00,102,2.8,14.5,0.9,21.3,20.6
12/04/2012,20:00,105,3.4,13,1.1,20.4,18
12/04/2012,21:00,105,3.2,14.3,1.1,19.5,17.1
12/04/2012,22:00,112,3.2,13.4,1,18.8,13.8
12/04/2012,23:00,111,3.9,13.6,1.2,18.6,25.5
13/04/2012,0:00,120,3.5,12.3,0.9,17.7,15.4
13/04/2012,1:00,128,2.5,10.7,0.6,16.2,13.3
13/04/2012,2:00,144,3.2,10.5,0.8,15.2,5.2
13/04/2012,3:00,135,3.8,8.1,0.8,15.2,9.3
13/04/2012,4:00,143,4.2,7.4,0.8,15.2,13.7
13/04/2012,5:00,135,3.5,8.9,0.7,14.9,7.8
13/04/2012,6:00,126,2.7,10.4,0.7,14.3,11.8
13/04/2012,7:00,137,4.6,10.7,1,16.5,19.4
13/04/2012,8:00,127,5.2,13.1,1.5,19.9,18.3
13/04/2012,9:00,122,5.6,13.9,1.5,22,22.2
13/04/2012,10:00,113,5.5,19,1.6,23.7,23.9
13/04/2012,11:00,112,5.8,14.8,1.7,24.8,15
13/04/2012,12:00,108,5.3,18.1,1.7,26,27.2
13/04/2012,13:00,108,4.7,18.8,1.5,26.7,18.4
13/04/2012,14:00,104,4.3,16.3,1.7,27.2,24.9
13/04/2012,15:00,101,4.4,18.6,1.6,27.6,31.5
13/04/2012,16:00,108,4.4,17.1,1.4,26.3,24.6
13/04/2012,17:00,104,3.2,15.1,1.2,24.8,20.5
13/04/2012,18:00,100,2,17.5,0.7,22.7,33.2
13/04/2012,19:00,99,1.7,12.5,0.6,21.3,30.3
13/04/2012,20:00,105,3,13.4,1,21,24.2
13/04/2012,21:00,119,2.8,16.2,0.8,20,19.7
13/04/2012,22:00,128,2.5,10.7,0.6,19,8.9
13/04/2012,23:00,125,2.3,11,0.5,17.7,13.6
14/04/2012,0:00,142,2.2,10.1,0.4,16.8,18
14/04/2012,1:00,163,2.1,10.4,0.5,16,15.7
14/04/2012,2:00,144,1.6,12.7,0.4,15.8,17.7
14/04/2012,3:00,153,1.6,14.1,0.5,15.6,28
14/04/2012,4:00,146,2.2,8.4,0.5,15.4,14.8
14/04/2012,5:00,134,3,7.2,0.7,15.4,10.5
14/04/2012,6:00,137,3.6,8,0.7,15.5,10.2
14/04/2012,7:00,137,4.1,10.9,1.3,17.4,15.7
14/04/2012,8:00,135,6.4,11.7,1.3,20.2,21
14/04/2012,9:00,128,6,13.3,1.4,22.2,21.9
14/04/2012,10:00,122,5.3,17,1.5,23.8,20.9
14/04/2012,11:00,121,5.2,15.8,1.4,24.9,19
14/04/2012,12:00,110,4.6,17.5,1.5,26.3,18
14/04/2012,13:00,103,4.2,18.4,1.3,27,22.4
14/04/2012,14:00,119,4.3,17.9,1.4,26.7,19.5
14/04/2012,15:00,124,4.5,14.7,1.4,26.2,15.3
14/04/2012,16:00,131,5.6,10.9,1.4,24.8,20.3
14/04/2012,17:00,122,4.3,12.1,1.3,23.3,14.5
14/04/2012,18:00,113,3.7,13.1,1.2,21.6,19.8
14/04/2012,19:00,120,2.7,12.3,0.9,20.5,14.7
14/04/2012,20:00,129,1.8,10.8,0.4,19.4,14.6
14/04/2012,21:00,132,1.8,9.1,0.3,18.7,20
14/04/2012,22:00,132,2,11.6,0.5,18.7,20.6
14/04/2012,23:00,143,2.4,12.5,0.4,18.2,6
15/04/2012,0:00,145,2.5,8.6,0.4,17.6,4.7
15/04/2012,1:00,158,2.4,7.8,0.3,16.8,3.4
15/04/2012,2:00,147,2.2,6.6,0.4,16.6,1.1
15/04/2012,3:00,138,1.4,16.1,0.5,16.1,4.4
15/04/2012,4:00,135,1.5,14.6,0.5,15.6,7.4
15/04/2012,5:00,119,1,28.9,0.6,15.8,15.2
15/04/2012,6:00,140,2.1,14.8,0.5,16.6,10.2
15/04/2012,7:00,140,3,10.2,0.7,17.9,18.8
15/04/2012,8:00,127,2.9,16.9,1,20.1,19.9
15/04/2012,9:00,128,4.3,11.9,1.1,21.8,14
15/04/2012,10:00,123,4.8,16.4,1.4,24.3,8.4
15/04/2012,11:00,113,4.7,16.8,1.4,25.5,10.9
15/04/2012,12:00,111,4.7,17.4,1.4,27,8.8
15/04/2012,13:00,117,4.2,16.8,1.2,26.7,21.5
15/04/2012,14:00,115,4,16.6,1.2,26.8,25
15/04/2012,15:00,97,3.7,18.2,1.3,27.6,25.3
15/04/2012,16:00,97,3.3,19.6,1.2,26.8,14.2
15/04/2012,17:00,92,2.2,14.5,1,24.9,23.8
15/04/2012,18:00,98,0.7,15.7,0.4,22.5,22.5
15/04/2012,19:00,123,1.1,19,0.6,21.3,25.3
15/04/2012,20:00,113,3.1,15.7,0.9,22,27.3
15/04/2012,21:00,125,2.4,15.9,0.7,21.2,14.8
15/04/2012,22:00,130,2.3,8.3,0.5,20.2,6.3
15/04/2012,23:00,145,2.5,8.3,0.6,19.1,1.3
16/04/2012,0:00,131,1.8,16.7,0.5,18.3,
16/04/2012,1:00,134,1.4,11.2,0.4,17.9,8.2
16/04/2012,2:00,144,2.5,8.4,0.5,18.2,5.3
16/04/2012,3:00,130,2.6,11.2,0.7,18.2,10.2
16/04/2012,4:00,125,2.2,11.7,0.7,17.4,4.5
16/04/2012,5:00,144,2.8,8.3,0.5,17,3.4
16/04/2012,6:00,141,3.4,9.3,0.6,17.1,15.1
16/04/2012,7:00,133,3,12,0.8,18.9,17
16/04/2012,8:00,129,4.1,10.9,1.1,21.4,12.7
16/04/2012,9:00,125,4.6,13.5,1.1,22.6,9.5
16/04/2012,10:00,115,3.8,16.7,1.2,24.1,9.3
16/04/2012,11:00,124,4,17,1.1,25.6,11
16/04/2012,12:00,128,3.7,22.6,1.1,26.3,12.3
16/04/2012,13:00,133,5,18,1.2,25.2,26.2
16/04/2012,14:00,134,4.1,15.2,1.4,24.8,10.9
16/04/2012,15:00,141,4.6,14.9,1.4,25.7,
16/04/2012,16:00,133,3.9,17.6,0.9,22.2,21.2
16/04/2012,17:00,124,3.5,12.2,1,21.1,
16/04/2012,18:00,128,3.1,10.4,0.7,20.3,5.1
16/04/2012,19:00,127,2.9,12.5,1,19.6,
16/04/2012,20:00,115,1.7,17.1,0.5,19.1,8.1
16/04/2012,21:00,135,2.3,9.1,0.6,19.2,10
16/04/2012,22:00,137,1.7,15.8,0.3,18.9,9.6
16/04/2012,23:00,139,1.7,16.4,0.5,18.9,11
17/04/2012,0:00,136,1.4,12.8,0.3,18.9,9.6
17/04/2012,1:00,152,2,12.6,0.8,19.2,11
17/04/2012,2:00,149,2.7,8,0.5,19.1,4.7
17/04/2012,3:00,143,3,6.4,0.5,19,6.9
17/04/2012,4:00,135,2.3,8,0.5,18.7,6.6
17/04/2012,5:00,140,2.6,7.8,0.4,18.6,7.4
17/04/2012,6:00,122,1.5,22.7,0.6,18,6
17/04/2012,7:00,135,3.1,11.3,0.9,20,20.4
17/04/2012,8:00,129,3.5,14.8,0.8,22.1,17.7
17/04/2012,9:00,111,3.4,19.4,1.1,24.3,
17/04/2012,10:00,117,3.7,19.8,1.2,25.8,
17/04/2012,11:00,116,3.8,22.9,1.3,27.1,
17/04/2012,12:00,124,3.9,21.5,1.3,28.1,
17/04/2012,13:00,113,3.4,23.4,1.1,29.2,14.2
17/04/2012,14:00,118,3.5,19.6,1.3,29.9,12.6
17/04/2012,15:00,129,3.4,19.6,1.1,30.1,11.4
17/04/2012,16:00,129,3.1,17.7,0.8,28.7,15
17/04/2012,17:00,120,2.1,13.3,0.6,27.4,19.3
17/04/2012,18:00,131,1.2,8.6,0.3,24,20.7
17/04/2012,19:00,132,0.9,8.4,0.2,21.3,25.4
17/04/2012,20:00,88,0.6,26.9,0.2,20.3,18.4
17/04/2012,21:00,53,0.4,46.2,0.2,20.2,38.2
17/04/2012,22:00,163,0.5,50.9,0.2,19.7,21.5
17/04/2012,23:00,221,1.2,19.6,0.5,18.3,14.6
18/04/2012,0:00,194,1.6,18.6,0.6,18.1,23.8
18/04/2012,1:00,168,1.5,13.8,0.4,17.7,19.5
18/04/2012,2:00,176,0.9,19.6,0.5,17,4.5
18/04/2012,3:00,154,1.3,23.9,0.7,16.9,18.3
18/04/2012,4:00,172,0.9,14.3,0.2,16.4,
18/04/2012,5:00,165,1.2,10.8,0.3,16.3,10.4
18/04/2012,6:00,135,1.2,14.4,0.5,16.3,13.2
18/04/2012,7:00,122,1.8,14.3,0.7,18.4,25.1
18/04/2012,8:00,128,2.7,16,1,21.6,13
18/04/2012,9:00,120,3.2,21.2,0.9,24.1,4.2
18/04/2012,10:00,118,3.3,20.1,1.2,25.9,8.8
18/04/2012,11:00,115,3.7,23.8,1.2,27.7,
18/04/2012,12:00,118,3.9,22.9,1.4,28.9,11.9
18/04/2012,13:00,128,3.1,21.4,1.1,29.3,5.7
18/04/2012,14:00,121,3.6,22,1.3,30.4,
18/04/2012,15:00,128,3.1,21,0.9,30.3,6.9
18/04/2012,16:00,116,2.7,17.8,1,30.4,15
18/04/2012,17:00,121,1.9,11.1,0.5,27.9,11.5
18/04/2012,18:00,144,1.1,11.3,0.2,23.9,18.7
18/04/2012,19:00,145,0.9,7,0.3,21.2,25.6
18/04/2012,20:00,125,0.5,59,0.4,19.5,36.2
18/04/2012,21:00,218,0.6,50.6,0.4,18.9,38.5
18/04/2012,22:00,234,0.5,56.8,0.4,17.7,30.8
18/04/2012,23:00,219,0.9,19.2,0.3,17.4,28.8
19/04/2012,0:00,206,0.9,27.3,0.4,17.4,30.9
19/04/2012,1:00,198,1.1,21.3,0.4,16.8,25.1
19/04/2012,2:00,180,1.3,9.8,0.3,16.4,21
19/04/2012,3:00,180,1.2,8.4,0.2,15.6,16.8
19/04/2012,4:00,166,0.8,15.8,0.3,14.8,5.2
19/04/2012,5:00,139,1.2,13.1,0.4,15.2,30.2
19/04/2012,6:00,135,1.5,18.8,0.6,15.9,26.9
19/04/2012,7:00,142,2.4,11.6,0.6,17.2,26.4
19/04/2012,8:00,128,2.4,17.2,0.7,19.1,22
19/04/2012,9:00,121,2.5,19.9,0.8,22.7,16.5
19/04/2012,10:00,93,2.5,28.1,1,26.3,2.5
19/04/2012,11:00,102,3.1,21.4,1.2,28.8,
19/04/2012,12:00,120,3.6,27.2,1.4,30,
19/04/2012,13:00,118,2.9,26.7,1.2,30.6,
19/04/2012,14:00,135,3.5,17.2,1.4,30.3,
19/04/2012,15:00,130,3,22.8,1.2,31.6,
19/04/2012,16:00,133,2.8,21.7,0.8,31,9.1
19/04/2012,17:00,126,2.1,15.7,0.6,28.3,27.3
19/04/2012,18:00,130,1.7,11.3,0.4,24.6,29.5
19/04/2012,19:00,92,0.7,22.1,0.3,22.7,39.1
19/04/2012,20:00,100,0.8,25.3,0.4,21.3,24.3
19/04/2012,21:00,39,0.5,45.9,0.3,19.7,22
19/04/2012,22:00,159,0.2,90.1,0.3,18.8,23.1
19/04/2012,23:00,213,1.2,13,0.3,17.2,14.5
20/04/2012,0:00,217,0.6,29.6,0.4,15.9,4.2
20/04/2012,1:00,188,1.1,28.9,0.5,15.9,17.6
20/04/2012,2:00,171,1.2,21,0.5,14.7,
20/04/2012,3:00,178,1.1,16.1,0.4,14.7,18.9
20/04/2012,4:00,184,0.8,57.5,0.6,14.5,
20/04/2012,5:00,325,0.5,29.5,0.3,13.3,
20/04/2012,6:00,119,0.3,80,0.3,12.6,12.6
20/04/2012,7:00,101,0.3,59.9,0.3,17.4,43.4
20/04/2012,8:00,128,1.7,20.8,0.6,22.1,37.3
20/04/2012,9:00,65,1.2,42.9,0.7,25.9,
20/04/2012,10:00,105,1.5,50.1,1,28.2,
20/04/2012,11:00,128,2.3,39.3,1.1,29.4,28.3
20/04/2012,12:00,130,2.8,30.2,1.3,30.3,
20/04/2012,13:00,113,2.6,33.1,1.1,31.4,
20/04/2012,14:00,142,3.4,22.1,1.3,31.5,15.4
20/04/2012,15:00,120,3.2,22.8,1.1,31.3,10.4
20/04/2012,16:00,130,3.2,17.4,1,30.6,15.8
20/04/2012,17:00,133,1.6,12.2,0.8,28.1,29.2
20/04/2012,18:00,149,0.4,46.9,0.3,22.5,43.5
20/04/2012,19:00,234,0.4,43.3,0.3,20.1,18.5
20/04/2012,20:00,287,0.2,96.5,0.3,18.7,20.6
20/04/2012,21:00,260,0.2,101.9,0.2,17.8,29.6
20/04/2012,22:00,237,0.4,51.6,0.3,16.6,32.7
20/04/2012,23:00,314,0.3,59.1,0.2,16,60.8
21/04/2012,0:00,286,0.2,96.4,0.2,15.1,59.2
21/04/2012,1:00,30,0.2,65.8,0.1,14.3,36.7
21/04/2012,2:00,230,0.2,60.2,0.2,14.1,31.3
21/04/2012,3:00,336,0.1,82.1,0.1,13.6,21.8
21/04/2012,4:00,,0,112.8,0.2,13.3,19.5
21/04/2012,5:00,115,0.2,66.2,0.1,12.8,17.5
21/04/2012,6:00,215,0.2,62.7,0.2,13.4,37.1
21/04/2012,7:00,12,0.3,179.9,0.3,18.9,82.1
21/04/2012,8:00,38,0.4,57.2,0.3,24.3,53.5
21/04/2012,9:00,356,0.7,155.2,0.4,26.5,24.9
21/04/2012,10:00,307,0.7,64,0.6,28.7,
21/04/2012,11:00,15,0.2,116.4,0.8,30.1,
21/04/2012,12:00,162,1.6,47.3,1,30.8,66.1
21/04/2012,13:00,151,1.8,44.9,1.2,31.9,32.4
21/04/2012,14:00,127,2.1,35.4,1.1,32,14.4
21/04/2012,15:00,174,1.7,39.9,0.8,32.7,15.5
21/04/2012,16:00,95,1.7,25.3,0.6,32.4,18.9
21/04/2012,17:00,105,1,27.7,0.6,28.8,35.6
21/04/2012,18:00,127,0.4,33.3,0.2,23.1,15.4
21/04/2012,19:00,123,0.2,47.3,0.1,21.2,33.7
21/04/2012,20:00,296,0.3,50.9,0.2,19.9,38.8
21/04/2012,21:00,247,0.4,65.3,0.3,19.4,66.3
21/04/2012,22:00,193,0.5,47.1,0.4,18.6,59.7
21/04/2012,23:00,285,0.2,82.2,0.2,17.1,52.7
22/04/2012,0:00,318,0.9,23.5,0.4,16.4,35.2
22/04/2012,1:00,306,0.6,29.5,0.2,15.8,28.7
22/04/2012,2:00,320,0.3,49.6,0.3,15.2,15.1
22/04/2012,3:00,308,0.3,46,0.2,14.5,17
22/04/2012,4:00,147,0.1,92.2,0.1,14.2,14.3
22/04/2012,5:00,102,0.1,128.5,0.1,13.9,13.1
22/04/2012,6:00,196,0.7,24.7,0.2,14.5,32.8
22/04/2012,7:00,132,0.3,65.5,0.3,20.3,46.9
22/04/2012,8:00,350,0.3,134.7,0.4,25.7,39.5
22/04/2012,9:00,349,0.6,158.4,0.4,28.1,
22/04/2012,10:00,318,1.2,52.2,0.8,29.3,
22/04/2012,11:00,96,0.6,96.6,0.9,30.9,11.3
22/04/2012,12:00,126,1.6,51.5,1.1,31.9,3.3
22/04/2012,13:00,107,1.3,70.7,1.3,32.9,13.5
22/04/2012,14:00,97,1.7,46.7,0.9,33.1,29
22/04/2012,15:00,86,2,37,1,33.2,20.9
22/04/2012,16:00,107,2.5,21.8,0.9,32.1,26.4
22/04/2012,17:00,109,1.8,14.5,0.7,29.2,18.2
22/04/2012,18:00,121,0.6,56.9,0.5,24.5,28.3
22/04/2012,19:00,69,0.7,37.4,0.3,23,30.4
22/04/2012,20:00,71,0.3,63.4,0.3,21.6,30.4
22/04/2012,21:00,311,0.6,23,0.2,19.3,34.8
22/04/2012,22:00,223,0.7,36.6,0.5,18.6,26.4
22/04/2012,23:00,201,0.6,29.6,0.2,18,22.3
23/04/2012,0:00,45,0.1,133.8,0.2,16.5,21.2
23/04/2012,1:00,175,0.5,57.1,0.3,16,11.9
23/04/2012,2:00,333,0.3,27,0.2,14.9,10.2
23/04/2012,3:00,295,0.6,25.6,0.4,14.5,15.3
23/04/2012,4:00,211,0.3,60,0.3,14.3,11.4
23/04/2012,5:00,11,0.1,142.7,0.1,13.7,10.6
23/04/2012,6:00,4,0.1,192.2,0.1,13.4,14.8
23/04/2012,7:00,93,0.3,49.1,0.2,18.4,39.5
23/04/2012,8:00,146,1.5,19.4,0.5,23.6,26.3
23/04/2012,9:00,132,1.2,43.1,0.7,26.7,
23/04/2012,10:00,116,1,67.3,0.8,28.4,33.4
23/04/2012,11:00,122,1.7,46.5,0.9,30.1,27.2
23/04/2012,12:00,136,2.6,31.5,1.1,30.6,24.3
23/04/2012,13:00,140,2.7,35.2,1.3,31.4,18.4
23/04/2012,14:00,132,3.4,25,1.2,31.9,22.7
23/04/2012,15:00,114,2.5,29.4,1.2,32.4,54.8
23/04/2012,16:00,122,2.6,18.7,0.9,31.1,17.5
23/04/2012,17:00,118,1.4,13.5,0.6,28.8,20.1
23/04/2012,18:00,159,0.4,28.3,0.2,23.7,41.7
23/04/2012,19:00,123,0.4,40.1,0.2,21.2,38.9
23/04/2012,20:00,159,0.6,63.5,0.4,21,17.8
23/04/2012,21:00,336,0.1,108.2,0.1,19.4,19.2
23/04/2012,22:00,182,0.3,114.5,0.3,18.7,17.1
23/04/2012,23:00,212,0.6,41,0.3,19.4,23.6
24/04/2012,0:00,201,0.8,37.6,0.4,19.3,31.3
24/04/2012,1:00,324,0.4,41.3,0.3,17.8,28
24/04/2012,2:00,231,0.1,126.4,0.3,16.6,20.6
24/04/2012,3:00,291,0.4,63.7,0.3,16.8,25.1
24/04/2012,4:00,82,0.1,79.5,0.1,15.9,15.5
24/04/2012,5:00,323,0.3,44.4,0.1,15.5,18.3
24/04/2012,6:00,317,0.3,42.3,0.2,15.4,21.7
24/04/2012,7:00,350,0.4,161.3,0.2,18.1,51.2
24/04/2012,8:00,358,0.4,151.9,0.4,22.7,47.6
24/04/2012,9:00,270,1.6,40.3,0.8,26.6,49.6
24/04/2012,10:00,34,0.6,158.4,0.6,28.5,
24/04/2012,11:00,122,2,40.8,1,30.2,9.2
24/04/2012,12:00,124,3,31,1.4,30.9,16.2
24/04/2012,13:00,124,3,24.6,1,30.8,11.4
24/04/2012,14:00,104,2.6,22.2,1.1,31.3,16.7
24/04/2012,15:00,126,2.8,22.8,0.9,31.3,16.5
24/04/2012,16:00,132,2.8,14.8,0.9,30,24.1
24/04/2012,17:00,129,2.2,10.1,0.5,28.6,33.2
24/04/2012,18:00,131,1.7,8.2,0.3,26,41.4
24/04/2012,19:00,138,2.2,8.8,0.5,25.4,32.8
24/04/2012,20:00,144,1.7,8.5,0.3,23.9,33.3
24/04/2012,21:00,154,1.2,6.4,0.4,22.6,31.9
24/04/2012,22:00,162,0.4,24.3,0.2,20.5,31.6
24/04/2012,23:00,133,0.4,42.9,0.2,19.1,22.5
25/04/2012,0:00,157,0.9,27.4,0.4,19.2,24.7
25/04/2012,1:00,173,1,19.1,0.3,19.2,25.7
25/04/2012,2:00,315,0.3,82.2,0.2,17.9,27.5
25/04/2012,3:00,249,0.3,63.7,0.3,17.3,18.9
25/04/2012,4:00,166,1.5,21.2,0.5,18.1,11.4
25/04/2012,5:00,132,1.7,7.8,0.3,18.6,22.5
25/04/2012,6:00,119,0.7,30.1,0.4,18,22.4
25/04/2012,7:00,115,1.8,18.8,0.9,21,21.8
25/04/2012,8:00,129,4.2,13.6,1.3,23.6,11
25/04/2012,9:00,131,4.8,14.3,1.3,25.3,10.7
25/04/2012,10:00,127,3.6,20.6,1.1,27,28.5
25/04/2012,11:00,129,3.3,24.1,1.2,27.6,18.6
25/04/2012,12:00,143,3.6,23.2,1.4,28.5,10.3
25/04/2012,13:00,143,3.5,24.1,1.2,29.4,11.7
25/04/2012,14:00,143,4,14.2,1.1,28.7,17.2
25/04/2012,15:00,143,3.6,21.9,1.1,29.2,19.7
25/04/2012,16:00,153,3.6,11.9,0.7,27.6,19
25/04/2012,17:00,136,2.5,9.6,0.7,26.3,34.5
25/04/2012,18:00,125,1.4,12,0.4,25,26.7
25/04/2012,19:00,140,1.5,10.4,0.4,23.8,24.5
25/04/2012,20:00,135,1.6,14.6,0.4,23.2,25.4
25/04/2012,21:00,134,2.9,9.3,0.7,22.5,4.6
25/04/2012,22:00,132,3.4,8.6,0.7,21.5,
25/04/2012,23:00,138,3,10.6,0.6,20.7,13
26/04/2012,0:00,139,2.5,12.2,0.5,19.7,21.6
26/04/2012,1:00,132,2.2,8.4,0.4,18.9,17.7
26/04/2012,2:00,127,2.1,9.3,0.7,18.1,16.6
26/04/2012,3:00,132,4.1,9.4,1,18.2,14.4
26/04/2012,4:00,135,5.3,10.9,1.2,17.5,14.2
26/04/2012,5:00,142,6.7,8.5,1.3,16.9,7.4
26/04/2012,6:00,132,4.3,12.2,1.3,16.1,13.3
26/04/2012,7:00,135,4.9,10.5,1.1,16.5,11.6
26/04/2012,8:00,133,5.8,12.3,1.3,17.7,17.2
26/04/2012,9:00,137,5.8,12.1,1.3,18.8,26.9
26/04/2012,10:00,123,4.4,13.5,1.2,19.9,28
26/04/2012,11:00,124,3.5,17.7,1,20.8,24
26/04/2012,12:00,112,3.2,18.5,1,21.4,23.5
26/04/2012,13:00,122,3,19.8,0.9,22.4,28.2
26/04/2012,14:00,128,3.3,16.8,0.9,22.3,23.1
26/04/2012,15:00,119,2.8,17.7,0.9,21.8,23.3
26/04/2012,16:00,108,1.9,24.2,0.6,21.2,21.7
26/04/2012,17:00,126,1.4,15.1,0.6,20.2,25.8
26/04/2012,18:00,138,1.9,19.4,0.7,19.4,20
26/04/2012,19:00,127,1.2,23.3,0.5,18.9,17.5
26/04/2012,20:00,155,1.3,29.7,0.5,18.7,20.7
26/04/2012,21:00,124,1.2,61.8,0.9,18.4,21.7
26/04/2012,22:00,129,1.5,26.5,0.6,18.5,23.2
26/04/2012,23:00,104,0.7,43,0.5,18.4,28.7
27/04/2012,0:00,165,1.1,40.9,0.8,18.1,32.8
27/04/2012,1:00,193,2,20.9,0.5,16.9,48.7
27/04/2012,2:00,99,0.4,80.3,0.4,14.7,37.8
27/04/2012,3:00,113,0.7,53.1,0.4,14,17.1
27/04/2012,4:00,75,1,24.7,0.4,13.7,18.5
27/04/2012,5:00,103,1.1,31.3,0.6,13.6,10.4
27/04/2012,6:00,79,0.7,53.6,0.5,13.6,8.8
27/04/2012,7:00,107,1.1,24.5,0.5,14.3,
27/04/2012,8:00,121,2.4,14.3,0.9,15.8,
27/04/2012,9:00,127,3.1,12.6,0.9,17.3,11.8
27/04/2012,10:00,113,3,14.6,1,19.4,9.5
27/04/2012,11:00,114,3.5,18.6,1.1,21.3,
27/04/2012,12:00,113,3.3,16.9,1.1,21.2,7.3
27/04/2012,13:00,110,3.2,18.4,1,21.5,24
27/04/2012,14:00,131,2.8,18.6,0.9,19.1,32.5
27/04/2012,15:00,158,2.5,19.8,0.6,16.6,26.5
27/04/2012,16:00,149,2.4,19.5,1,16.2,20
27/04/2012,17:00,157,3.9,9.1,0.8,15.4,
27/04/2012,18:00,161,2.6,37.8,1,14.3,5.7
27/04/2012,19:00,144,1.8,55,1.3,13.9,5.8
27/04/2012,20:00,139,2.1,17.5,0.8,13.7,7.2
27/04/2012,21:00,119,1.9,15.2,0.6,13.8,6
27/04/2012,22:00,134,3.6,14.9,0.9,14,4.4
27/04/2012,23:00,275,0.3,100.4,0.7,14.2,9.4
28/04/2012,0:00,153,0.9,68.8,0.8,14.5,8
28/04/2012,1:00,127,1.9,20.3,0.7,14.8,8.7
28/04/2012,2:00,115,2.2,18.4,0.9,15,6.7
28/04/2012,3:00,123,1.9,14.3,0.5,15.1,7
28/04/2012,4:00,114,1.6,15.4,0.5,15,7.3
28/04/2012,5:00,126,2.1,10.9,0.5,14.9,4.2
28/04/2012,6:00,114,2.1,13.8,0.7,14.8,8.2
28/04/2012,7:00,134,2.5,16,0.6,15.3,8.1
28/04/2012,8:00,145,3.3,13,0.7,16.6,8.3
28/04/2012,9:00,143,3.8,13.3,0.7,17.5,8.9
28/04/2012,10:00,138,3.3,16.1,0.8,18.8,10.6
28/04/2012,11:00,132,3.1,21.7,0.9,21.1,10.2
28/04/2012,12:00,141,2.9,17.2,0.8,21,7.1
28/04/2012,13:00,139,3.2,15.7,0.8,21.3,12.1
28/04/2012,14:00,133,2.9,17.6,0.8,20.7,11.2
28/04/2012,15:00,113,1.8,23,0.7,21.2,9.4
28/04/2012,16:00,120,1.8,16,0.8,20.7,8.2
28/04/2012,17:00,126,1.7,14.3,0.6,20.1,9.4
28/04/2012,18:00,129,1.4,15.2,0.4,19.7,9.5
28/04/2012,19:00,130,1.4,10.2,0.3,19.5,11.3
28/04/2012,20:00,138,2.1,17.6,0.5,19.2,12.5
28/04/2012,21:00,159,2,11.4,0.3,19,9.6
28/04/2012,22:00,156,1.5,20.1,0.6,18.8,9.4
28/04/2012,23:00,132,1.9,14.3,0.7,18.3,7.2
29/04/2012,0:00,137,1.7,18.2,0.8,17.7,
29/04/2012,1:00,346,0.1,101.4,0.2,16.2,
29/04/2012,2:00,256,0.2,75.9,0.2,15.4,
29/04/2012,3:00,240,0.8,48.2,0.6,15.1,14.1
29/04/2012,4:00,237,0.9,27.1,0.5,15.8,10.8
29/04/2012,5:00,293,0.3,71.5,0.2,15.6,
29/04/2012,6:00,343,0.2,135.7,0.2,14.6,
29/04/2012,7:00,58,0.3,153.2,0.3,15.8,25
29/04/2012,8:00,103,0.6,55.2,0.5,18,12.5
29/04/2012,9:00,145,2,26.2,0.8,20.2,
29/04/2012,10:00,146,2.7,16.2,0.9,21.6,
29/04/2012,11:00,148,2.7,24.3,1,23.9,
29/04/2012,12:00,144,3.1,21.2,1.3,25.1,4.9
29/04/2012,13:00,145,2.9,26,1.1,26.1,2.9
29/04/2012,14:00,146,3.7,23,1.3,26.6,11.7
29/04/2012,15:00,134,3.8,18.1,1.1,26.3,13.9
29/04/2012,16:00,139,4.7,11.4,1.1,24.8,16.9
29/04/2012,17:00,144,4.1,8.3,0.9,22.5,9.6
29/04/2012,18:00,151,2.7,6,0.6,20,9.3
29/04/2012,19:00,130,1.5,10.3,0.3,18.4,18.7
29/04/2012,20:00,135,1.5,7.3,0.3,17.6,13.2
29/04/2012,21:00,130,0.8,14.3,0.3,16.3,12.9
29/04/2012,22:00,157,1,17.2,0.3,15.8,
29/04/2012,23:00,173,1.5,13.7,0.4,15.2,16.7
30/04/2012,0:00,156,1.1,7.3,0.3,14.1,0.8
30/04/2012,1:00,148,0.8,29.2,0.5,13.8,
30/04/2012,2:00,180,0.5,101.6,0.6,13,
30/04/2012,3:00,163,0.4,80.1,0.6,12.9,
