Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Benzene (ppb),Toluene (ppb),Xylenes (total) (ppb),Formaldehyde (ppb)
08/08/2016,12:00,214,1.4,49.5,23.8,40.7,1018,0.025,,0.002,0.001,8.9,7.0,,2.9,10.4,14.0
08/08/2016,13:00,123,1.8,52.4,21.6,47.8,1018,0.023,,0.001,0.001,7.1,4.4,,3.0,7.5,13.8
08/08/2016,14:00,117,2.1,28.8,20.7,53.6,1018,0.022,,0.000,0.001,8.2,4.2,,3.4,8.5,14.8
08/08/2016,15:00,110,2.3,17.4,20.7,55.3,1018,0.018,,0.000,0.001,8.8,4.4,,2.9,11.4,11.6
08/08/2016,16:00,94,3.2,9.0,18.0,64.0,1018,0.018,,0.000,0.001,6.0,1.7,,2.2,8.0,13.6
08/08/2016,17:00,97,2.3,7.4,17.0,70.1,1019,0.018,,0.000,0.001,6.1,2.5,,2.4,7.5,13.9
08/08/2016,18:00,94,1.8,10.6,15.7,74.9,1019,0.018,,0.001,0.001,7.4,4.2,,2.7,9.5,12.3
08/08/2016,19:00,95,2.3,5.8,15.5,73.5,1020,0.021,,0.001,0.001,6.8,3.1,,3.0,7.9,12.7
08/08/2016,20:00,106,1.8,10.7,15.2,75.4,1019,0.019,,0.002,0.001,7.1,2.6,,3.4,8.1,11.5
08/08/2016,21:00,120,1.5,7.7,14.5,78.1,1020,0.016,,0.007,0.001,6.3,1.7,,3.1,9.1,10.2
08/08/2016,22:00,137,1.0,14.0,14.4,78.4,1020,0.015,,0.005,0.001,6.3,1.6,,3.3,7.2,10.3
08/08/2016,23:00,191,0.5,24.3,13.7,81.2,1020,0.010,,0.012,0.001,4.9,1.0,,3.3,11.4,9.3
09/08/2016,00:00,191,1.0,4.1,13.0,83.2,1020,0.007,,0.015,0.001,9.6,5.6,1.5,2.4,8.9,5.7
09/08/2016,01:00,199,1.2,5.9,11.9,86.6,1020,0.011,,0.007,0.001,10.7,7.1,,3.6,6.9,8.5
09/08/2016,02:00,199,1.0,5.5,11.2,88.2,1019,0.012,,0.006,0.001,9.4,6.2,1.1,3.4,6.7,8.5
09/08/2016,03:00,200,0.9,5.7,10.7,89.2,1019,0.010,,0.006,0.001,8.5,5.5,,1.0,8.6,8.4
09/08/2016,04:00,205,0.8,5.5,10.2,90.3,1019,0.005,,0.010,0.001,9.2,6.0,,1.8,9.4,7.6
09/08/2016,05:00,207,0.8,7.5,9.5,91.0,1019,0.005,,0.019,0.001,5.2,1.8,,2.4,11.1,6.4
09/08/2016,06:00,209,0.6,8.4,9.5,90.7,1019,0.000,,0.023,0.001,10.6,7.2,,2.5,12.9,4.1
09/08/2016,07:00,214,0.8,8.4,11.1,84.9,1020,0.003,,0.021,0.001,10.4,7.3,,3.5,11.4,5.7
09/08/2016,08:00,218,0.9,10.9,15.4,70.1,1020,0.006,,0.019,0.001,10.1,6.4,,1.6,13.3,7.1
09/08/2016,09:00,221,1.2,9.3,19.2,57.0,1020,0.010,,0.016,0.001,12.1,7.5,1.5,1.4,10.7,11.3
09/08/2016,10:00,214,1.3,22.9,22.4,47.1,1020,0.013,,0.011,0.001,11.1,6.1,,3.2,12.9,12.9
09/08/2016,11:00,225,1.1,61.0,24.4,41.0,1019,0.021,,0.005,0.001,10.4,5.7,,2.8,8.1,13.5
09/08/2016,12:00,229,0.6,115.1,24.7,37.7,1019,0.024,,0.003,0.001,11.8,7.2,,3.0,12.0,13.4
09/08/2016,13:00,84,1.0,90.5,21.5,46.8,1018,0.025,,0.002,0.001,11.2,6.6,,3.5,7.3,15.3
09/08/2016,14:00,71,1.4,21.0,19.9,53.9,1018,0.024,,0.001,0.001,10.1,5.1,,3.0,14.1,14.4
09/08/2016,15:00,50,1.6,83.3,21.7,46.3,1017,0.026,,0.001,0.001,9.8,4.4,,3.2,11.5,11.2
09/08/2016,16:00,50,2.4,12.9,19.5,58.8,1018,0.023,,0.001,0.001,8.0,2.8,,2.0,8.8,11.6
09/08/2016,17:00,64,1.6,8.7,17.0,70.2,1018,0.022,,0.002,0.001,8.4,2.8,,3.2,10.6,14.3
09/08/2016,18:00,60,1.2,14.3,15.5,77.6,1018,0.018,,0.005,0.001,13.0,8.1,,3.9,11.5,12.8
09/08/2016,19:00,73,0.8,16.5,13.9,84.3,1018,0.015,,0.006,0.001,16.6,12.1,,4.3,15.2,12.1
09/08/2016,20:00,70,0.8,11.9,12.7,88.1,1019,0.012,,0.007,0.001,18.1,13.9,,5.5,15.0,10.7
09/08/2016,21:00,28,1.0,85.9,12.1,90.2,1018,0.008,,0.010,0.001,23.5,18.2,,5.0,13.6,9.5
09/08/2016,22:00,39,0.6,82.3,12.0,91.1,1019,0.008,,0.010,0.000,21.9,15.2,,4.5,13.3,8.2
09/08/2016,23:00,56,0.6,19.8,11.7,92.6,1019,0.006,,0.007,0.001,14.6,10.3,,4.4,13.8,8.3
10/08/2016,00:00,149,0.5,39.6,12.1,93.4,1018,0.008,,0.011,0.001,10.4,7.8,,2.1,8.8,5.2
10/08/2016,01:00,104,0.4,19.4,11.5,93.4,1018,0.001,,0.021,0.001,12.3,9.5,,3.8,11.8,2.7
10/08/2016,02:00,136,0.3,49.7,10.9,93.9,1018,0.003,,0.016,0.001,12.2,9.5,,3.2,9.7,1.2
10/08/2016,03:00,223,0.3,36.8,10.8,94.4,1017,0.003,,0.019,0.001,12.1,9.0,,1.9,9.5,
10/08/2016,04:00,210,0.4,13.2,10.7,94.5,1018,0.000,,0.023,0.001,16.2,12.7,,3.5,14.1,1.0
10/08/2016,05:00,216,0.2,45.6,10.5,94.7,1018,0.001,,0.022,0.001,16.2,12.7,,,,
10/08/2016,06:00,209,0.6,10.3,10.8,94.4,1018,0.005,,0.020,0.001,15.9,11.9,,,,
10/08/2016,07:00,205,0.5,13.7,13.0,89.6,1019,0.004,,0.023,0.001,16.5,12.4,,3.1,9.8,2.1
10/08/2016,08:00,207,0.9,16.5,18.1,70.7,1019,0.010,,0.028,0.001,19.2,13.5,,3.0,16.6,6.5
10/08/2016,09:00,217,1.2,16.1,21.6,57.4,1019,0.013,,0.017,0.001,15.9,10.0,2.0,1.9,9.9,12.7
10/08/2016,10:00,253,1.2,42.6,24.4,46.6,1018,0.014,,0.012,0.001,12.2,8.0,,2.6,9.0,12.8
10/08/2016,11:00,303,2.6,27.5,25.2,41.3,1018,0.020,,0.007,0.001,13.6,8.6,,3.1,11.0,12.2
10/08/2016,12:00,316,2.4,56.2,26.1,38.6,1017,0.024,,0.007,0.001,16.6,9.8,,3.3,12.8,12.7
10/08/2016,13:00,299,2.3,40.9,25.4,43.1,1016,0.030,,0.005,0.002,16.1,11.3,,3.7,10.6,13.1
10/08/2016,14:00,32,2.5,114.4,22.7,54.8,1015,0.029,,0.004,0.003,18.9,11.1,,3.8,15.7,12.7
10/08/2016,15:00,31,3.3,92.0,22.6,55.3,1016,0.026,,0.003,0.003,14.9,6.5,,,,9.4
10/08/2016,16:00,32,3.6,7.6,20.6,62.4,1016,0.026,,0.003,0.002,10.8,5.3,,,,9.1
10/08/2016,17:00,29,3.0,4.1,18.8,71.2,1016,0.025,,0.002,0.001,7.7,2.4,,3.0,10.0,12.4
10/08/2016,18:00,29,2.5,4.9,17.9,79.2,1017,0.019,,0.002,0.001,7.4,1.8,,3.1,9.9,12.9
10/08/2016,19:00,27,2.3,4.7,17.3,83.3,1017,0.016,,0.003,0.001,8.9,2.7,,3.1,10.6,10.8
10/08/2016,20:00,23,2.7,4.8,17.1,83.8,1018,0.019,,0.003,0.003,9.3,3.3,,3.6,13.1,11.4
10/08/2016,21:00,21,2.3,92.6,16.6,85.3,1018,0.017,,0.005,0.002,9.8,3.1,,2.7,10.3,9.9
10/08/2016,22:00,18,2.8,3.6,16.6,84.1,1017,0.015,,0.007,0.002,10.1,4.7,,2.7,8.5,8.9
10/08/2016,23:00,21,3.1,5.1,16.5,83.7,1017,0.014,,0.006,0.002,9.4,4.4,,3.1,7.8,8.9
11/08/2016,00:00,20,2.5,122.0,16.1,84.0,1017,0.014,,0.006,0.001,8.1,3.7,,2.8,10.0,9.8
11/08/2016,01:00,16,1.3,209.9,14.2,89.3,1016,0.014,,0.005,0.001,6.5,3.2,,1.7,9.0,9.5
11/08/2016,02:00,72,0.7,34.1,13.1,92.0,1016,0.012,,0.005,0.002,8.6,6.3,,2.5,7.4,7.8
11/08/2016,03:00,96,0.5,58.2,12.3,93.1,1016,0.008,,0.008,0.001,8.6,6.5,,1.0,9.0,5.7
11/08/2016,04:00,115,0.6,13.3,11.6,93.7,1016,0.006,,0.008,0.001,11.1,9.5,,,9.4,4.2
11/08/2016,05:00,129,0.5,38.1,11.4,94.3,1017,0.007,,0.012,0.001,12.0,10.1,,2.7,11.8,3.4
11/08/2016,06:00,84,0.7,16.9,10.9,94.5,1018,0.003,,0.016,0.001,13.2,11.0,,,,1.8
11/08/2016,07:00,158,0.3,73.8,13.7,90.5,1018,0.002,,0.020,0.001,19.3,15.6,,,,2.2
11/08/2016,08:00,9,0.7,159.7,19.6,68.0,1018,0.006,,0.027,0.001,30.3,23.3,,,,
11/08/2016,09:00,332,2.0,119.9,23.7,52.3,1018,0.012,,0.019,0.002,26.9,18.6,,2.5,15.5,12.1
11/08/2016,10:00,327,1.6,96.0,25.7,46.5,1017,0.015,,0.014,0.002,21.0,14.3,,3.2,13.3,13.5
11/08/2016,11:00,281,4.0,73.1,25.4,46.2,1016,0.017,,0.012,0.002,19.6,12.6,0.8,2.8,13.7,12.0
11/08/2016,12:00,271,4.6,10.6,25.9,43.6,1015,0.028,,0.006,0.001,22.2,15.2,0.6,3.5,10.1,13.0
11/08/2016,13:00,258,4.0,11.7,25.3,44.3,1014,0.028,,0.005,0.001,22.4,14.2,1.3,3.1,8.1,12.8
11/08/2016,14:00,270,3.1,19.2,25.4,43.5,1014,0.031,,0.005,0.001,24.5,14.6,,3.4,9.9,13.2
11/08/2016,15:00,263,2.8,20.4,24.3,44.2,1014,0.026,,0.008,0.001,24.9,13.2,,3.7,12.4,12.6
11/08/2016,16:00,263,2.3,34.6,19.5,68.1,1015,0.019,,0.010,0.001,15.1,9.3,1.3,3.7,11.0,12.8
11/08/2016,17:00,168,0.2,105.6,16.1,91.0,1016,0.015,,0.013,0.001,13.0,8.9,2.1,2.8,12.3,10.8
11/08/2016,18:00,206,0.4,49.5,16.0,91.1,1016,0.007,,0.024,0.001,13.5,10.6,1.4,2.6,11.3,9.1
11/08/2016,19:00,214,0.8,22.5,16.7,79.6,1016,0.008,,0.020,0.001,16.8,14.6,1.3,3.6,8.9,6.9
11/08/2016,20:00,198,0.4,78.8,15.6,86.7,1016,0.013,,0.011,0.001,5.2,3.9,0.6,2.9,5.6,8.8
11/08/2016,21:00,39,0.7,120.2,15.0,92.2,1017,0.009,,0.010,0.001,4.8,3.0,1.9,2.5,10.5,7.5
11/08/2016,22:00,285,0.3,89.5,15.0,92.3,1017,0.005,,0.022,0.000,9.5,7.6,1.5,3.1,13.4,5.6
11/08/2016,23:00,137,0.5,28.2,14.7,92.9,1016,0.005,,0.020,0.000,11.4,9.8,,1.9,12.0,5.2
12/08/2016,00:00,207,0.3,57.8,14.8,93.0,1017,0.005,,0.015,0.001,11.6,10.0,,1.5,11.7,3.5
12/08/2016,01:00,213,0.4,30.5,14.9,91.4,1017,0.009,,0.012,0.001,9.9,8.3,,3.3,8.7,4.4
12/08/2016,02:00,200,0.7,33.5,14.4,92.6,1016,0.011,,0.008,0.001,6.6,5.2,,2.5,10.9,6.9
12/08/2016,03:00,250,0.4,110.9,14.2,93.5,1016,0.012,,0.007,0.001,6.2,4.8,,2.9,12.7,6.8
12/08/2016,04:00,220,0.4,60.4,13.8,94.2,1016,0.010,,0.010,0.001,5.1,3.7,,,10.8,4.2
12/08/2016,05:00,230,0.6,23.6,13.2,94.7,1017,0.004,,0.019,0.000,8.0,6.3,,3.0,12.5,1.1
12/08/2016,06:00,228,0.5,10.9,13.1,95.1,1018,0.002,,0.021,0.001,8.5,6.6,,,,0.9
12/08/2016,07:00,225,0.6,9.6,14.1,94.1,1018,0.004,,0.020,0.001,11.2,8.9,,,,3.1
12/08/2016,08:00,219,1.1,14.8,18.0,77.9,1018,0.005,,0.016,0.001,10.1,8.0,,,,4.1
12/08/2016,09:00,211,1.4,10.0,20.2,65.3,1017,0.014,,0.009,0.001,11.1,8.8,,2.1,11.4,12.1
12/08/2016,10:00,226,1.6,16.0,22.8,54.7,1019,0.015,,0.005,0.001,12.0,8.3,,3.2,9.7,13.0
12/08/2016,11:00,171,1.5,38.9,23.0,53.6,1018,0.019,,0.004,0.001,11.8,7.1,,3.0,10.7,13.3
12/08/2016,12:00,131,2.5,29.1,22.8,53.1,1017,0.022,,0.002,0.001,9.6,4.3,,3.3,9.9,13.2
12/08/2016,13:00,115,3.3,23.7,22.5,54.3,1016,0.024,,0.001,0.001,11.2,5.6,,2.9,8.5,13.8
12/08/2016,14:00,116,3.5,10.3,22.6,51.7,1016,0.024,,0.001,0.001,8.9,3.6,,2.9,8.0,10.8
12/08/2016,15:00,114,2.9,23.0,21.8,52.7,1016,0.023,,0.001,0.001,9.6,4.7,,3.3,12.8,11.1
12/08/2016,16:00,96,2.5,19.1,19.9,63.1,1017,0.022,,0.001,0.001,10.3,5.6,,3.6,8.8,10.6
12/08/2016,17:00,88,1.6,20.9,17.5,74.4,1018,0.021,,0.001,0.001,8.3,3.4,,2.2,12.5,13.6
12/08/2016,18:00,88,1.0,11.3,15.2,84.6,1018,0.015,,0.003,0.001,7.1,2.9,1.4,3.5,10.7,13.3
12/08/2016,19:00,82,1.2,20.7,14.0,89.2,1018,0.013,,0.004,0.001,7.5,3.5,1.3,3.5,9.0,10.8
12/08/2016,20:00,86,0.7,33.0,13.1,91.1,1017,0.011,,0.005,0.001,6.9,3.2,0.4,3.2,7.8,9.8
12/08/2016,21:00,114,0.4,40.9,12.6,92.9,1018,0.012,,0.004,0.001,6.6,3.6,,2.6,8.1,8.1
12/08/2016,22:00,141,0.2,67.3,12.3,93.7,1018,0.009,,0.007,0.001,5.8,2.7,,1.7,5.9,6.9
12/08/2016,23:00,123,0.5,32.1,11.8,94.2,1017,0.008,,0.004,0.001,3.9,1.2,,1.5,6.6,6.6
13/08/2016,00:00,212,0.4,49.0,11.9,94.7,1017,0.004,,0.020,0.000,10.0,6.5,,3.9,10.4,2.2
13/08/2016,01:00,213,0.6,12.6,11.8,94.3,1017,0.002,,0.021,0.001,17.9,13.1,,5.1,12.8,2.4
13/08/2016,02:00,216,0.6,10.9,11.6,93.1,1018,0.003,,0.017,0.001,17.4,12.2,,4.8,13.6,2.2
13/08/2016,03:00,217,0.5,6.1,11.4,92.1,1018,0.004,,0.018,0.001,16.3,11.0,,4.4,16.3,3.2
13/08/2016,04:00,215,0.4,10.1,11.0,93.0,1018,0.004,,0.017,0.001,13.5,9.1,,4.0,14.7,2.6
13/08/2016,05:00,203,0.7,7.0,11.1,92.6,1018,0.005,,0.013,0.001,12.5,8.0,,3.8,10.6,2.1
13/08/2016,06:00,205,0.6,8.8,11.1,92.1,1019,0.004,,0.018,0.001,10.2,5.7,,4.1,7.5,0.9
13/08/2016,07:00,221,0.3,7.5,13.0,86.8,1019,0.004,,0.019,0.001,15.0,10.3,,,,3.6
13/08/2016,08:00,212,1.1,7.7,16.9,74.6,1019,0.008,,0.015,0.001,15.5,9.8,,,,6.9
13/08/2016,09:00,239,1.7,9.3,19.2,66.5,1020,0.014,,0.009,0.001,12.2,6.6,1.6,3.1,11.4,12.9
13/08/2016,10:00,247,1.8,14.3,22.9,52.8,1019,0.018,,0.008,0.001,10.9,5.0,1.3,2.8,8.3,13.5
13/08/2016,11:00,249,2.6,13.6,24.5,43.8,1018,0.024,,0.004,0.001,11.4,6.1,1.6,4.1,7.6,13.1
13/08/2016,12:00,269,4.0,16.0,24.8,35.5,1017,0.026,,0.003,0.002,14.3,9.5,,3.6,11.0,12.4
13/08/2016,13:00,272,4.8,8.9,24.7,35.2,1016,0.028,,0.002,0.001,11.2,7.8,,3.4,9.4,11.5
13/08/2016,14:00,286,3.5,13.0,25.4,29.4,1016,0.029,,0.002,0.001,10.1,7.0,,,,10.3
13/08/2016,15:00,277,3.3,10.0,24.8,28.6,1016,0.028,,0.002,0.001,9.2,6.5,,,,10.1
13/08/2016,16:00,267,2.6,11.5,22.6,31.7,1016,0.028,,0.003,0.001,6.6,3.7,,,,9.6
13/08/2016,17:00,261,0.9,140.2,18.6,45.6,1017,0.024,,0.005,0.001,8.4,5.5,,3.7,13.3,12.5
13/08/2016,18:00,81,0.9,30.8,14.6,63.9,1017,0.016,,0.007,0.001,6.7,3.6,,6.2,20.4,13.7
13/08/2016,19:00,81,1.0,14.0,13.4,73.5,1018,0.014,,0.006,0.001,11.6,8.6,,11.2,22.0,12.8
13/08/2016,20:00,120,2.3,11.4,16.4,67.7,1018,0.018,,0.008,0.001,13.5,9.2,,5.0,12.8,11.2
13/08/2016,21:00,120,2.8,5.4,16.4,66.1,1019,0.017,,0.003,0.001,11.5,7.0,,3.2,9.4,10.4
13/08/2016,22:00,136,1.8,12.5,15.7,65.8,1019,0.018,,0.002,0.001,10.1,5.9,,2.6,9.8,10.9
13/08/2016,23:00,150,0.9,28.6,14.3,71.6,1019,0.014,,0.003,0.001,8.8,4.6,,3.6,14.3,11.5
14/08/2016,00:00,206,0.5,50.8,12.9,77.1,1018,0.007,,0.021,0.001,10.2,6.6,0.5,7.3,14.7,8.4
14/08/2016,01:00,193,1.4,7.2,12.3,75.0,1019,0.009,,0.017,0.001,19.9,15.9,1.6,11.1,22.3,7.8
14/08/2016,02:00,196,1.1,5.1,11.5,75.9,1019,0.012,,0.009,0.001,20.2,17.0,1.5,12.0,4.0,11.0
14/08/2016,03:00,203,1.2,10.1,11.0,77.0,1019,0.011,,0.007,0.001,15.7,12.9,1.4,8.2,19.4,10.7
14/08/2016,04:00,209,1.0,6.0,10.4,79.5,1019,0.010,,0.006,0.001,14.1,11.5,1.1,6.8,14.2,10.5
14/08/2016,05:00,200,1.1,7.2,10.2,80.3,1020,0.013,,0.004,0.001,12.4,9.9,1.5,4.5,12.0,11.0
14/08/2016,06:00,192,1.4,4.4,10.5,79.0,1020,0.012,,0.004,0.001,13.4,10.5,0.5,5.5,10.9,10.2
14/08/2016,07:00,198,1.1,8.8,12.3,73.6,1021,0.009,,0.004,0.001,10.5,7.1,0.8,3.3,8.2,10.6
14/08/2016,08:00,213,1.0,14.4,16.5,60.0,1022,0.012,,0.007,0.001,11.8,8.4,0.5,4.3,11.1,12.1
14/08/2016,09:00,215,1.5,11.1,20.4,49.8,1023,0.016,,0.005,0.001,14.2,10.3,1.9,3.4,10.5,15.5
14/08/2016,10:00,213,1.5,18.0,23.6,41.9,1022,0.017,,0.003,0.001,12.9,8.5,,3.0,9.3,15.4
14/08/2016,11:00,178,1.9,33.5,24.6,36.7,1022,0.023,,0.002,0.001,9.5,4.6,,3.2,13.7,13.6
14/08/2016,12:00,180,1.7,38.9,25.4,32.0,1020,0.025,,0.001,0.001,8.5,4.9,,,,14.3
14/08/2016,13:00,151,1.0,59.7,24.6,31.6,1020,0.028,,0.001,0.001,7.1,4.1,,3.2,11.4,15.5
14/08/2016,14:00,98,3.0,32.6,22.8,39.3,1019,0.025,,0.000,0.001,8.7,4.9,,2.8,7.8,14.0
14/08/2016,15:00,96,3.8,11.7,22.0,42.7,1020,0.023,,0.001,0.001,10.5,4.9,,2.8,10.5,10.0
14/08/2016,16:00,104,3.4,12.6,20.2,50.1,1020,0.024,,0.001,0.001,10.2,4.4,,,,10.5
14/08/2016,17:00,106,3.8,7.2,18.4,57.8,1021,0.022,,0.000,0.001,9.6,3.4,,3.4,11.5,13.7
14/08/2016,18:00,107,2.8,7.0,17.4,62.4,1022,0.023,,0.000,0.001,11.6,5.5,,3.4,11.8,13.7
14/08/2016,19:00,127,2.7,10.6,16.7,63.0,1022,0.023,,0.001,0.001,11.9,5.7,,4.1,12.1,13.4
14/08/2016,20:00,140,2.1,8.5,16.0,64.8,1023,0.018,,0.003,0.001,11.0,5.9,,3.3,9.8,12.2
14/08/2016,21:00,144,1.7,14.4,15.6,65.7,1024,0.022,,0.002,0.001,8.6,3.7,,3.5,12.1,12.6
14/08/2016,22:00,150,1.7,12.2,15.3,65.9,1023,0.020,,0.002,0.001,8.6,4.1,,3.6,9.5,11.9
14/08/2016,23:00,186,1.1,14.1,14.0,70.7,1023,0.014,,0.008,0.001,9.8,5.4,,3.2,14.4,10.7
15/08/2016,00:00,191,1.2,3.8,13.0,71.2,1023,0.015,,0.006,0.001,10.4,6.3,,4.5,11.6,10.5
15/08/2016,01:00,191,1.6,4.1,12.2,73.4,1023,0.016,,0.004,0.001,9.4,6.0,1.0,4.3,11.4,11.8
15/08/2016,02:00,193,1.6,5.8,11.6,75.5,1022,0.017,,0.003,0.001,9.8,6.6,1.4,4.2,9.4,11.7
15/08/2016,03:00,198,1.1,7.3,11.2,77.3,1022,0.016,,0.003,0.001,10.5,7.5,1.5,3.4,11.4,11.2
15/08/2016,04:00,194,1.6,4.0,11.7,79.5,1023,0.014,,0.003,0.001,8.9,5.6,0.9,3.5,8.3,11.5
15/08/2016,05:00,189,1.3,21.8,11.3,88.3,1024,0.014,,0.005,0.001,8.0,4.9,1.3,2.9,11.1,10.4
15/08/2016,06:00,204,1.1,6.7,11.8,88.3,1024,0.006,,0.023,0.001,12.4,9.2,1.4,1.9,9.3,8.4
15/08/2016,07:00,192,1.0,8.0,12.7,85.2,1025,0.005,,0.028,0.001,14.9,10.8,1.0,3.9,12.3,4.9
15/08/2016,08:00,191,1.0,35.1,12.5,90.6,1026,0.006,,0.025,0.001,12.2,8.1,0.2,2.8,6.6,7.1
15/08/2016,09:00,205,1.2,17.4,16.3,83.1,1026,0.008,,0.027,0.001,11.5,7.4,,2.5,12.0,4.6
15/08/2016,10:00,188,1.8,12.2,21.7,64.0,1026,0.013,,0.013,0.001,15.7,9.2,,3.5,11.4,11.2
15/08/2016,11:00,127,3.2,16.2,22.7,56.7,1025,0.020,,0.005,0.001,16.4,7.8,,2.9,12.4,13.9
15/08/2016,12:00,109,4.4,18.5,22.0,58.7,1024,0.021,,0.000,0.001,14.4,6.8,,2.9,12.1,14.5
15/08/2016,13:00,116,4.9,13.1,21.9,59.3,1024,0.022,,0.000,0.001,12.9,4.8,,3.2,11.9,12.9
15/08/2016,14:00,120,4.6,12.8,21.4,61.1,1023,0.021,,0.000,0.001,17.7,6.2,,3.4,11.3,11.7
15/08/2016,15:00,114,4.7,13.6,21.5,57.4,1023,0.020,,0.000,0.001,17.1,4.6,,3.9,9.2,10.5
15/08/2016,16:00,129,4.3,8.5,20.0,62.1,1024,0.018,,0.001,0.001,16.9,4.7,,3.0,10.6,9.9
15/08/2016,17:00,123,3.6,8.3,18.3,66.6,1025,0.017,,0.001,0.001,16.0,2.8,,2.7,11.0,13.4
15/08/2016,18:00,134,3.0,7.6,17.3,69.8,1026,0.017,,0.002,0.001,16.4,3.7,,3.2,11.6,12.5
15/08/2016,19:00,149,1.5,7.3,16.3,74.3,1026,0.014,,0.008,0.001,18.8,6.5,,3.1,8.0,11.0
15/08/2016,20:00,143,1.0,11.5,15.4,78.0,1026,0.011,,0.013,0.001,18.8,6.9,,2.4,8.6,8.4
15/08/2016,21:00,159,1.0,8.5,15.4,76.6,1027,0.014,,0.009,0.001,17.6,5.0,,3.2,11.0,9.7
15/08/2016,22:00,154,1.2,9.9,15.0,75.4,1027,0.016,,0.008,0.001,17.9,5.8,,3.6,7.5,9.8
15/08/2016,23:00,164,1.1,17.2,15.1,74.1,1027,0.016,,0.007,0.001,16.7,4.9,,3.5,11.2,8.8
16/08/2016,00:00,188,0.7,9.2,14.0,78.4,1026,0.013,,0.004,0.001,15.8,4.4,,3.6,6.6,9.9
16/08/2016,01:00,201,0.8,14.2,13.4,79.7,1026,0.010,,0.010,0.001,15.7,4.8,,3.1,8.7,8.1
16/08/2016,02:00,195,1.2,6.8,13.2,79.0,1026,0.012,,0.007,0.001,17.1,6.0,,2.7,7.8,9.2
16/08/2016,03:00,185,1.5,9.7,13.2,78.4,1026,0.016,,0.003,0.001,14.7,4.7,,3.4,8.1,9.1
16/08/2016,04:00,177,1.2,11.5,12.0,83.2,1025,0.016,,0.002,0.001,12.5,3.6,,3.2,9.2,9.8
16/08/2016,05:00,193,0.7,28.2,11.2,85.9,1026,0.014,,0.004,0.001,12.0,3.7,,3.1,11.1,9.8
16/08/2016,06:00,191,1.1,4.9,12.2,83.1,1027,0.007,,0.019,0.001,12.2,3.5,2.1,2.9,12.2,7.2
16/08/2016,07:00,199,1.4,6.9,13.3,80.2,1027,0.005,,0.022,0.001,13.3,3.6,1.6,2.6,10.5,5.3
16/08/2016,08:00,198,1.4,6.7,18.6,61.2,1027,0.006,,0.021,0.001,16.6,6.0,0.9,2.7,12.1,7.6
16/08/2016,09:00,184,1.8,13.3,21.3,52.7,1027,0.010,,0.018,0.001,20.0,7.5,,1.6,11.3,11.1
16/08/2016,10:00,145,2.6,21.4,21.3,49.6,1027,0.016,,0.006,0.001,19.2,6.5,,2.8,13.4,14.1
16/08/2016,11:00,124,3.4,19.8,20.9,50.4,1026,0.021,,0.000,0.001,16.9,6.4,,3.3,9.6,14.8
16/08/2016,12:00,128,3.8,16.3,21.5,50.0,1025,0.023,,0.000,0.001,14.7,4.2,,2.9,9.6,14.1
16/08/2016,13:00,110,3.9,20.9,21.8,48.5,1024,0.022,,0.000,0.001,16.3,5.7,,2.5,10.8,11.6
16/08/2016,14:00,113,3.9,17.2,21.7,46.7,1023,0.023,,0.001,0.001,15.0,5.0,,3.3,11.3,11.2
16/08/2016,15:00,123,3.8,14.6,21.0,48.0,1024,0.022,,0.001,0.001,13.5,4.4,,2.9,9.5,11.5
16/08/2016,16:00,115,3.8,20.5,19.2,52.7,1023,0.021,,0.001,0.001,13.5,5.1,,3.5,10.8,9.7
16/08/2016,17:00,101,2.9,8.3,17.3,61.2,1023,0.020,,0.000,0.001,11.0,2.7,,2.4,11.4,12.7
16/08/2016,18:00,115,2.0,7.6,16.2,64.8,1023,0.018,,0.001,0.001,9.7,1.9,,2.5,4.5,12.9
16/08/2016,19:00,124,2.0,12.2,15.5,66.5,1024,0.018,,0.001,0.001,11.1,3.4,,3.2,9.3,12.6
16/08/2016,20:00,139,1.3,10.5,14.7,69.6,1025,0.015,,0.009,0.001,10.8,3.3,,3.3,10.6,9.9
16/08/2016,21:00,144,1.1,12.5,14.3,70.6,1024,0.016,,0.007,0.001,12.1,4.8,,3.8,9.6,10.3
16/08/2016,22:00,163,1.2,6.2,14.4,69.2,1024,0.018,,0.004,0.001,12.2,5.4,,2.9,11.5,10.7
16/08/2016,23:00,188,1.0,20.9,13.0,76.6,1024,0.014,,0.011,0.001,11.6,5.3,,4.5,11.5,9.8
17/08/2016,00:00,198,1.0,5.8,12.4,77.6,1023,0.010,,0.016,0.001,13.7,7.2,1.6,6.4,16.5,8.9
17/08/2016,01:00,195,1.4,9.5,12.2,78.2,1022,0.012,,0.007,0.001,13.7,7.6,1.1,4.3,12.7,9.7
17/08/2016,02:00,188,1.9,6.1,11.7,79.8,1022,0.012,,0.004,0.001,10.8,4.6,1.4,3.1,7.8,10.3
17/08/2016,03:00,200,1.4,6.2,10.9,82.8,1022,0.012,,0.006,0.001,9.8,3.7,0.5,3.0,7.1,11.4
