Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm)
15/01/2016,06:00,259,0.6,42.7,0.3,0.034,0.008,0.042,0.4
15/01/2016,07:00,200,1.1,38.8,0.7,0.026,0.010,0.036,0.3
15/01/2016,08:00,211,0.8,51.9,0.6,0.017,0.010,0.027,0.2
15/01/2016,09:00,192,0.1,108.3,0.6,0.026,0.012,0.037,0.2
15/01/2016,10:00,185,0.6,95.9,0.7,0.022,0.017,0.039,0.3
15/01/2016,11:00,151,0.3,95.7,0.7,0.018,0.020,0.038,0.3
15/01/2016,12:00,107,1.5,54.6,1.0,0.029,0.029,0.058,0.4
15/01/2016,13:00,84,2.4,42.1,1.3,0.025,0.021,0.045,0.3
15/01/2016,14:00,107,3.4,28.3,1.4,0.024,0.019,0.042,0.3
15/01/2016,15:00,97,2.8,34.6,1.4,0.031,0.021,0.051,0.4
15/01/2016,16:00,108,2.8,34.3,1.2,0.026,0.017,0.043,0.4
15/01/2016,17:00,138,2.7,27.7,1.4,0.017,0.016,0.033,0.3
15/01/2016,18:00,151,3.3,25.6,1.6,0.009,0.009,0.017,0.2
15/01/2016,19:00,155,2.8,24.8,1.4,0.006,0.006,0.012,0.2
15/01/2016,20:00,161,3.3,22.3,1.5,0.004,0.003,0.007,0.1
15/01/2016,21:00,164,3.1,25.2,1.5,0.004,0.005,0.009,0.1
15/01/2016,22:00,165,2.9,23.0,1.2,0.004,0.004,0.007,0.1
15/01/2016,23:00,168,2.9,24.2,1.4,0.002,0.001,0.003,0.0
16/01/2016,00:00,185,1.5,39.7,1.0,,,,
16/01/2016,01:00,216,0.9,49.3,0.7,0.001,0.002,0.003,0.1
16/01/2016,02:00,200,1.6,25.8,0.8,0.000,0.000,0.000,0.1
16/01/2016,03:00,206,1.5,26.8,0.8,0.000,0.000,0.000,0.0
16/01/2016,04:00,195,1.5,44.8,1.1,0.001,0.001,0.001,0.0
16/01/2016,05:00,218,1.0,38.4,0.6,0.002,0.002,0.004,0.0
16/01/2016,06:00,215,0.8,40.4,0.5,0.006,0.005,0.011,0.1
16/01/2016,07:00,250,0.6,52.6,0.5,0.016,0.007,0.022,0.2
16/01/2016,08:00,212,0.9,45.5,0.7,0.010,0.006,0.016,0.1
16/01/2016,09:00,249,0.6,48.2,0.4,0.018,0.008,0.025,0.2
16/01/2016,10:00,188,1.5,29.4,0.9,0.015,0.007,0.022,0.2
16/01/2016,11:00,172,2.1,29.7,1.0,0.015,0.008,0.023,0.2
16/01/2016,12:00,166,2.7,22.9,1.2,0.012,0.008,0.019,0.2
16/01/2016,13:00,159,3.1,24.7,1.4,0.010,0.006,0.016,0.2
16/01/2016,14:00,151,2.8,30.5,1.4,0.011,0.006,0.017,0.2
16/01/2016,15:00,148,2.8,27.0,1.3,0.011,0.006,0.017,0.2
16/01/2016,16:00,168,2.5,21.2,1.3,0.009,0.007,0.016,0.2
16/01/2016,17:00,168,2.7,25.3,1.1,0.009,0.007,0.016,0.2
16/01/2016,18:00,152,2.3,24.6,1.0,0.010,0.007,0.017,0.2
16/01/2016,19:00,161,2.5,23.0,1.2,0.007,0.005,0.012,0.1
16/01/2016,20:00,173,2.1,25.9,1.0,0.005,0.004,0.009,0.1
16/01/2016,21:00,179,1.9,20.7,0.9,0.005,0.004,0.009,0.1
16/01/2016,22:00,177,1.8,26.5,0.9,0.004,0.004,0.008,0.1
16/01/2016,23:00,185,1.4,26.7,0.7,0.003,0.003,0.006,0.1
17/01/2016,00:00,209,1.2,36.9,0.7,,,,
17/01/2016,01:00,237,0.7,43.4,0.5,0.000,0.002,0.002,0.1
17/01/2016,02:00,224,0.6,57.4,0.6,0.002,0.006,0.007,0.1
17/01/2016,03:00,227,0.6,51.4,0.5,0.001,0.001,0.002,0.1
17/01/2016,04:00,189,0.5,63.7,0.5,0.002,0.003,0.005,0.1
17/01/2016,05:00,200,0.8,48.0,0.5,0.003,0.003,0.005,0.1
17/01/2016,06:00,203,0.8,44.5,0.6,0.006,0.002,0.008,0.1
17/01/2016,07:00,183,1.4,29.2,0.8,0.004,0.001,0.005,0.1
17/01/2016,08:00,162,2.8,28.8,1.4,0.006,0.002,0.008,0.2
17/01/2016,09:00,146,3.1,26.8,1.4,0.008,0.002,0.009,0.2
17/01/2016,10:00,149,3.2,26.1,1.4,0.008,0.003,0.011,0.2
17/01/2016,11:00,147,3.1,27.9,1.4,0.008,0.004,0.011,0.3
17/01/2016,12:00,135,2.9,31.0,1.3,0.009,0.004,0.012,0.2
17/01/2016,13:00,141,3.3,28.6,1.5,0.007,0.004,0.010,0.3
17/01/2016,14:00,142,3.1,29.2,1.4,0.008,0.004,0.011,0.3
17/01/2016,15:00,132,3.3,31.0,1.4,0.009,0.003,0.011,0.3
17/01/2016,16:00,137,3.3,29.5,1.5,0.007,0.002,0.009,0.3
17/01/2016,17:00,143,3.0,26.0,1.4,0.009,0.003,0.011,0.3
17/01/2016,18:00,137,2.5,29.5,1.2,0.008,0.004,0.012,0.3
17/01/2016,19:00,144,1.6,31.0,0.8,0.008,0.005,0.012,0.2
17/01/2016,20:00,149,1.3,28.4,0.8,0.008,0.006,0.014,0.2
17/01/2016,21:00,135,1.8,29.0,0.9,0.008,0.004,0.012,0.2
17/01/2016,22:00,164,1.4,23.5,0.6,0.006,0.005,0.011,0.1
17/01/2016,23:00,179,1.7,24.5,0.8,0.003,0.003,0.006,0.1
18/01/2016,00:00,182,1.5,22.6,0.7,,,,
18/01/2016,01:00,200,1.4,23.4,0.7,0.001,0.000,0.001,0.1
18/01/2016,02:00,203,1.3,25.0,0.7,0.000,0.001,0.001,0.1
18/01/2016,03:00,218,0.8,38.2,0.5,0.001,0.001,0.001,0.0
18/01/2016,04:00,204,0.8,34.9,0.5,0.004,0.003,0.007,0.1
18/01/2016,05:00,192,1.1,22.9,0.5,0.010,0.007,0.016,0.1
18/01/2016,06:00,194,1.5,24.6,0.7,0.017,0.010,0.027,0.2
18/01/2016,07:00,198,1.7,30.3,0.8,0.016,0.006,0.022,0.2
18/01/2016,08:00,159,1.6,38.9,1.0,0.032,0.015,0.046,0.3
18/01/2016,09:00,143,2.1,31.4,1.0,0.029,0.016,0.045,0.2
18/01/2016,10:00,157,2.2,32.0,1.0,0.022,0.012,0.034,0.3
18/01/2016,11:00,143,2.2,38.0,1.2,0.029,0.015,0.043,0.4
18/01/2016,12:00,123,2.3,34.2,1.1,0.034,0.017,0.050,0.4
18/01/2016,13:00,113,1.7,43.6,1.1,0.036,0.017,0.053,0.4
18/01/2016,14:00,110,2.1,37.2,1.1,0.031,0.017,0.048,0.4
18/01/2016,15:00,105,2.2,35.3,1.1,0.035,0.019,0.053,0.4
18/01/2016,16:00,85,2.3,36.1,1.1,0.040,0.018,0.058,0.5
18/01/2016,17:00,83,2.3,29.6,1.0,0.044,0.019,0.062,0.5
18/01/2016,18:00,93,2.2,30.1,0.9,0.024,0.012,0.036,0.4
18/01/2016,19:00,74,1.4,29.7,0.6,0.020,0.011,0.031,0.3
18/01/2016,20:00,71,1.1,25.9,0.5,0.024,0.013,0.037,0.3
18/01/2016,21:00,72,0.8,34.0,0.4,0.031,0.014,0.045,0.4
18/01/2016,22:00,97,0.5,46.0,0.3,0.028,0.014,0.041,0.3
18/01/2016,23:00,161,0.6,21.7,0.2,0.015,0.013,0.028,0.3
19/01/2016,00:00,171,0.5,42.5,0.3,,,,
19/01/2016,01:00,260,0.2,70.9,0.3,0.008,0.011,0.018,0.2
19/01/2016,02:00,262,0.7,34.7,0.4,0.011,0.011,0.022,0.2
19/01/2016,03:00,260,0.6,30.4,0.2,0.007,0.011,0.018,0.2
19/01/2016,04:00,224,0.7,31.2,0.4,0.011,0.011,0.021,0.1
19/01/2016,05:00,209,0.7,33.9,0.4,0.017,0.011,0.028,0.2
19/01/2016,06:00,211,0.6,46.2,0.4,0.039,0.012,0.051,0.4
19/01/2016,07:00,190,1.2,36.9,0.7,0.035,0.015,0.049,0.4
19/01/2016,08:00,202,0.9,58.9,0.7,0.027,0.014,0.041,0.4
19/01/2016,09:00,161,0.4,119.3,0.7,0.037,0.019,0.056,0.4
19/01/2016,10:00,31,0.2,129.7,0.6,0.032,0.017,0.049,0.4
19/01/2016,11:00,92,0.9,73.9,0.8,0.032,0.020,0.052,0.4
19/01/2016,12:00,33,1.3,57.1,1.0,0.026,0.019,0.045,0.4
19/01/2016,13:00,44,2.1,41.0,1.1,0.030,0.021,0.051,0.4
19/01/2016,14:00,65,2.5,36.5,1.1,0.028,0.019,0.047,0.4
19/01/2016,15:00,64,2.4,35.6,1.1,0.043,0.021,0.064,0.6
19/01/2016,16:00,70,2.6,31.0,0.9,0.043,0.019,0.061,0.6
19/01/2016,17:00,39,2.5,28.5,1.0,0.037,0.015,0.052,0.5
19/01/2016,18:00,59,2.2,29.6,0.9,0.032,0.014,0.046,0.5
19/01/2016,19:00,67,1.9,19.9,0.7,0.016,0.008,0.024,0.4
19/01/2016,20:00,71,1.6,19.3,0.5,0.015,0.008,0.023,0.4
19/01/2016,21:00,61,1.3,22.0,0.4,0.020,0.012,0.032,0.5
19/01/2016,22:00,53,1.0,30.2,0.5,0.016,0.012,0.027,0.4
19/01/2016,23:00,29,1.3,25.5,0.6,0.006,0.006,0.011,0.3
20/01/2016,00:00,32,1.0,21.9,0.4,,,,
20/01/2016,01:00,110,0.4,53.3,0.2,0.009,0.007,0.015,0.2
20/01/2016,02:00,281,0.5,35.2,0.2,0.002,0.007,0.009,0.1
20/01/2016,03:00,226,0.5,36.1,0.2,0.010,0.010,0.020,0.1
20/01/2016,04:00,230,0.5,32.4,0.3,0.014,0.011,0.025,0.2
20/01/2016,05:00,236,0.5,38.3,0.3,0.033,0.011,0.044,0.3
20/01/2016,06:00,209,0.6,37.8,0.3,0.035,0.011,0.046,0.4
20/01/2016,07:00,205,0.5,67.6,0.5,0.033,0.014,0.047,0.5
20/01/2016,08:00,310,0.3,75.1,0.4,0.035,0.015,0.050,0.3
20/01/2016,09:00,30,0.9,165.6,0.7,0.036,0.019,0.054,0.3
20/01/2016,10:00,31,1.1,59.4,0.8,0.026,0.020,0.046,0.4
20/01/2016,11:00,32,1.7,44.7,1.1,0.030,0.020,0.049,0.4
20/01/2016,12:00,38,2.0,37.4,1.1,0.028,0.024,0.052,0.4
20/01/2016,13:00,31,2.5,34.6,1.2,0.029,0.021,0.050,0.5
20/01/2016,14:00,30,2.8,32.2,1.4,0.026,0.022,0.048,0.4
20/01/2016,15:00,35,2.8,31.3,1.3,0.034,0.020,0.054,0.5
20/01/2016,16:00,37,3.3,26.3,1.4,0.027,0.014,0.040,0.5
20/01/2016,17:00,36,2.9,28.9,1.4,0.032,0.019,0.051,0.6
20/01/2016,18:00,33,2.9,27.9,1.2,0.019,0.012,0.031,0.4
20/01/2016,19:00,32,2.4,25.5,1.1,0.014,0.012,0.026,0.3
20/01/2016,20:00,27,1.8,29.3,0.9,0.012,0.010,0.022,0.3
20/01/2016,21:00,19,1.8,27.6,1.0,0.009,0.010,0.018,0.2
20/01/2016,22:00,14,1.4,32.0,0.7,0.006,0.008,0.014,0.2
20/01/2016,23:00,7,1.0,173.7,0.7,0.005,0.007,0.011,0.2
21/01/2016,00:00,332,0.7,38.9,0.5,,,,
21/01/2016,01:00,339,0.5,48.2,0.4,0.001,0.004,0.005,0.1
21/01/2016,02:00,340,0.6,44.4,0.5,0.001,0.003,0.004,0.1
21/01/2016,03:00,353,0.5,51.7,0.4,0.008,0.004,0.012,0.1
21/01/2016,04:00,339,0.8,38.5,0.5,0.005,0.006,0.011,0.1
21/01/2016,05:00,318,0.5,42.9,0.4,0.015,0.011,0.026,0.2
21/01/2016,06:00,323,0.6,46.9,0.4,0.028,0.015,0.043,0.3
21/01/2016,07:00,330,0.9,35.4,0.6,0.019,0.011,0.030,0.3
21/01/2016,08:00,9,1.6,44.3,1.0,0.044,0.021,0.065,0.4
21/01/2016,09:00,27,1.9,39.6,1.0,0.038,0.018,0.055,0.3
21/01/2016,10:00,48,2.1,42.0,1.3,0.026,0.017,0.043,0.3
21/01/2016,11:00,44,2.6,30.7,1.2,0.031,0.021,0.052,0.3
21/01/2016,12:00,48,2.5,36.0,1.3,0.027,0.019,0.045,0.4
21/01/2016,13:00,44,2.5,35.2,1.3,0.031,0.015,0.046,0.3
21/01/2016,14:00,41,3.0,31.4,1.3,0.026,0.014,0.040,0.4
21/01/2016,15:00,43,3.0,27.6,1.3,0.042,0.018,0.060,0.5
21/01/2016,16:00,30,2.9,28.3,1.3,0.035,0.017,0.051,0.5
21/01/2016,17:00,34,3.1,28.7,1.5,0.034,0.015,0.049,0.5
21/01/2016,18:00,33,3.0,27.1,1.3,0.020,0.011,0.031,0.4
21/01/2016,19:00,28,2.7,26.2,1.2,0.015,0.008,0.023,0.3
21/01/2016,20:00,21,2.4,27.1,1.2,0.010,0.008,0.018,0.2
21/01/2016,21:00,15,2.1,178.0,1.1,0.008,0.006,0.014,0.3
21/01/2016,22:00,18,2.0,30.4,1.1,0.005,0.004,0.009,0.2
21/01/2016,23:00,19,1.6,31.7,0.9,0.005,0.005,0.010,0.3
22/01/2016,00:00,23,1.4,31.2,0.7,,,,
22/01/2016,01:00,355,0.9,42.4,0.6,0.001,0.002,0.002,0.1
22/01/2016,02:00,37,1.0,24.8,0.4,0.006,0.005,0.010,0.0
22/01/2016,03:00,54,0.6,49.8,0.4,0.007,0.007,0.014,0.1
22/01/2016,04:00,4,0.5,154.8,0.4,0.009,0.008,0.017,0.1
22/01/2016,05:00,299,0.4,38.9,0.2,0.034,0.014,0.048,0.2
22/01/2016,06:00,311,0.3,66.4,0.3,0.070,0.023,0.093,0.5
22/01/2016,07:00,353,0.8,51.2,0.6,0.053,0.020,0.072,0.4
22/01/2016,08:00,339,0.5,60.0,0.5,0.042,0.016,0.058,0.3
22/01/2016,09:00,13,0.8,174.7,0.7,0.035,0.023,0.058,0.3
22/01/2016,10:00,44,1.3,58.1,1.0,0.039,0.022,0.061,0.3
22/01/2016,11:00,37,1.0,63.8,0.9,0.034,0.024,0.058,0.3
22/01/2016,12:00,37,2.5,33.6,1.2,0.031,0.024,0.055,0.3
22/01/2016,13:00,48,2.8,29.6,1.2,0.036,0.021,0.057,0.3
22/01/2016,14:00,44,3.5,24.2,1.3,0.031,0.017,0.048,0.4
22/01/2016,15:00,28,3.2,26.3,1.4,0.028,0.017,0.045,0.4
22/01/2016,16:00,35,3.1,27.4,1.4,0.033,0.018,0.050,0.4
22/01/2016,17:00,36,3.1,26.0,1.3,0.031,0.015,0.046,0.4
22/01/2016,18:00,41,3.0,21.8,1.2,0.023,0.011,0.034,0.3
22/01/2016,19:00,34,2.7,24.3,1.0,0.014,0.009,0.022,0.3
22/01/2016,20:00,35,2.5,26.7,1.1,0.011,0.005,0.016,0.2
22/01/2016,21:00,20,2.4,27.6,1.3,0.009,0.005,0.014,0.2
22/01/2016,22:00,18,2.3,28.5,1.3,0.007,0.005,0.012,0.2
22/01/2016,23:00,13,1.7,32.6,1.0,0.006,0.004,0.009,0.2
23/01/2016,00:00,12,1.3,169.2,0.7,,,,
23/01/2016,01:00,25,1.4,32.8,0.7,0.003,0.003,0.005,0.2
23/01/2016,02:00,18,1.3,34.8,0.7,0.002,0.002,0.003,0.1
23/01/2016,03:00,13,1.0,32.6,0.6,0.005,0.004,0.008,0.1
23/01/2016,04:00,324,0.5,40.0,0.3,0.002,0.004,0.005,0.0
23/01/2016,05:00,21,0.8,44.9,0.5,0.017,0.009,0.026,0.2
23/01/2016,06:00,13,1.3,179.0,0.7,0.017,0.009,0.026,0.2
23/01/2016,07:00,349,1.1,38.1,0.7,0.009,0.006,0.015,0.1
23/01/2016,08:00,2,0.9,164.7,0.7,0.013,0.009,0.022,0.2
23/01/2016,09:00,352,0.9,39.6,0.7,0.013,0.011,0.024,0.2
23/01/2016,10:00,16,1.1,164.0,0.8,0.023,0.015,0.038,0.2
23/01/2016,11:00,38,1.7,29.4,0.8,0.032,0.021,0.053,0.4
23/01/2016,12:00,54,1.5,30.0,0.6,0.028,0.022,0.050,0.4
23/01/2016,13:00,47,2.0,26.4,0.8,0.021,0.015,0.036,0.3
23/01/2016,14:00,54,1.9,31.8,0.8,0.021,0.016,0.037,0.4
23/01/2016,15:00,42,2.3,26.0,1.0,0.021,0.013,0.034,0.4
23/01/2016,16:00,32,2.4,27.3,1.0,0.014,0.008,0.022,0.2
23/01/2016,17:00,48,1.9,34.6,0.8,0.018,0.010,0.027,0.3
23/01/2016,18:00,85,1.9,45.9,1.0,0.015,0.010,0.025,0.3
23/01/2016,19:00,57,1.6,29.7,0.8,0.017,0.012,0.029,0.3
23/01/2016,20:00,181,1.4,47.8,1.1,0.005,0.009,0.014,0.2
23/01/2016,21:00,167,0.5,94.8,1.4,0.005,0.010,0.014,0.2
23/01/2016,22:00,223,0.7,51.1,0.7,0.001,0.013,0.014,0.2
23/01/2016,23:00,220,0.7,39.7,0.5,0.001,0.008,0.009,0.1
24/01/2016,00:00,265,0.5,47.6,0.4,,,,
24/01/2016,01:00,246,0.4,57.3,0.3,0.002,0.007,0.009,0.2
24/01/2016,02:00,230,0.5,35.8,0.3,0.002,0.009,0.011,0.1
24/01/2016,03:00,217,0.7,35.8,0.4,0.001,0.009,0.010,0.1
24/01/2016,04:00,241,0.2,59.5,0.2,0.002,0.012,0.014,0.1
24/01/2016,05:00,219,0.4,56.1,0.3,0.004,0.008,0.012,0.1
24/01/2016,06:00,198,0.8,37.8,0.5,0.006,0.008,0.014,0.1
24/01/2016,07:00,201,0.4,67.2,0.4,0.008,0.006,0.013,0.2
24/01/2016,08:00,155,1.5,33.7,0.8,0.005,0.005,0.010,0.2
24/01/2016,09:00,139,1.4,42.3,0.8,0.006,0.007,0.012,0.2
24/01/2016,10:00,137,1.6,31.8,0.8,0.010,0.009,0.019,0.3
24/01/2016,11:00,126,1.8,39.8,0.9,0.011,0.007,0.017,0.3
24/01/2016,12:00,96,2.2,38.0,1.2,0.010,0.007,0.016,0.2
24/01/2016,13:00,92,2.4,35.0,1.1,0.011,0.008,0.018,0.2
24/01/2016,14:00,100,2.5,31.6,1.1,0.008,0.007,0.015,0.2
24/01/2016,15:00,102,3.0,30.7,1.2,0.009,0.006,0.015,0.2
24/01/2016,16:00,106,2.7,28.0,1.2,0.009,0.005,0.014,0.2
24/01/2016,17:00,108,2.7,25.9,1.0,0.009,0.005,0.014,0.2
24/01/2016,18:00,102,2.3,31.0,1.0,0.009,0.005,0.014,0.2
24/01/2016,19:00,96,1.9,29.7,1.0,0.005,0.005,0.010,0.2
24/01/2016,20:00,103,1.1,33.0,0.5,0.008,0.008,0.015,0.3
24/01/2016,21:00,119,1.2,24.3,0.5,0.007,0.005,0.011,0.2
24/01/2016,22:00,114,1.1,21.1,0.5,0.007,0.005,0.012,0.2
24/01/2016,23:00,110,0.8,31.8,0.4,0.006,0.007,0.013,0.2
25/01/2016,00:00,122,0.8,22.0,0.4,,,,
25/01/2016,01:00,145,0.6,27.9,0.3,0.002,0.003,0.005,0.2
25/01/2016,02:00,158,0.6,31.3,0.3,0.001,0.004,0.004,0.2
25/01/2016,03:00,248,0.3,42.0,0.2,0.000,0.004,0.004,0.2
25/01/2016,04:00,251,0.4,45.0,0.2,0.002,0.008,0.010,0.2
25/01/2016,05:00,245,0.5,44.0,0.3,0.006,0.010,0.016,0.2
25/01/2016,06:00,251,0.5,37.3,0.2,0.017,0.013,0.029,0.3
25/01/2016,07:00,187,0.9,39.8,0.5,0.023,0.017,0.040,0.4
25/01/2016,08:00,148,1.1,33.5,0.5,0.035,0.021,0.056,0.4
25/01/2016,09:00,111,1.0,62.4,0.7,0.031,0.017,0.048,0.4
25/01/2016,10:00,72,1.2,49.6,0.8,0.027,0.019,0.045,0.3
25/01/2016,11:00,66,1.5,50.4,1.0,0.027,0.017,0.043,0.4
25/01/2016,12:00,57,2.3,34.4,1.1,0.026,0.019,0.045,0.3
25/01/2016,13:00,77,2.6,33.1,1.2,0.026,0.017,0.043,0.3
25/01/2016,14:00,69,2.9,32.0,1.2,0.025,0.016,0.041,0.4
25/01/2016,15:00,56,3.4,24.5,1.2,0.028,0.014,0.042,0.4
25/01/2016,16:00,64,3.3,26.9,1.2,0.030,0.015,0.045,0.5
25/01/2016,17:00,75,2.6,31.0,1.2,0.029,0.017,0.046,0.5
25/01/2016,18:00,108,2.2,27.4,0.9,0.019,0.012,0.031,0.4
25/01/2016,19:00,70,1.4,32.3,0.6,0.017,0.012,0.029,0.4
25/01/2016,20:00,99,1.4,34.5,0.6,0.010,0.009,0.019,0.4
25/01/2016,21:00,118,1.3,27.6,0.6,0.012,0.010,0.021,0.3
25/01/2016,22:00,116,1.3,26.5,0.6,0.010,0.009,0.019,0.3
25/01/2016,23:00,116,1.1,30.0,0.5,0.007,0.006,0.013,0.3
26/01/2016,00:00,147,1.0,26.2,0.5,,,,
26/01/2016,01:00,140,0.8,29.7,0.4,0.002,0.004,0.006,0.3
26/01/2016,02:00,154,1.0,22.7,0.4,0.001,0.003,0.004,0.3
26/01/2016,03:00,145,0.5,89.0,0.6,0.001,0.002,0.003,0.2
26/01/2016,04:00,283,0.3,47.4,0.2,0.002,0.006,0.008,0.2
26/01/2016,05:00,239,0.3,57.8,0.3,0.002,0.006,0.008,0.3
26/01/2016,06:00,198,0.8,28.0,0.5,0.003,0.005,0.008,0.3
26/01/2016,07:00,178,0.9,33.3,0.4,0.010,0.007,0.017,0.3
26/01/2016,08:00,218,0.7,48.3,0.5,0.005,0.006,0.010,0.3
26/01/2016,09:00,130,0.9,43.5,0.6,0.014,0.007,0.021,0.4
26/01/2016,10:00,122,1.1,43.7,0.7,0.019,0.013,0.032,0.4
26/01/2016,11:00,120,1.8,35.0,0.8,0.015,0.008,0.023,0.4
26/01/2016,12:00,97,2.1,36.1,1.0,0.014,0.010,0.023,0.3
26/01/2016,13:00,113,2.3,28.2,1.1,0.014,0.005,0.019,0.3
26/01/2016,14:00,114,2.4,29.6,1.1,0.012,0.007,0.019,0.3
26/01/2016,15:00,111,2.4,33.5,1.1,0.013,0.005,0.018,0.3
26/01/2016,16:00,124,2.1,31.5,1.0,0.010,0.007,0.017,0.3
26/01/2016,17:00,123,1.8,33.1,0.9,0.014,0.007,0.020,0.3
26/01/2016,18:00,120,1.6,30.7,0.7,0.010,0.007,0.017,0.3
26/01/2016,19:00,150,1.7,28.0,0.8,0.012,0.008,0.020,0.2
26/01/2016,20:00,148,1.0,30.5,0.6,0.011,0.010,0.021,0.3
26/01/2016,21:00,138,0.9,31.2,0.5,0.014,0.010,0.023,0.2
26/01/2016,22:00,152,1.6,26.9,0.8,0.008,0.007,0.015,0.2
26/01/2016,23:00,161,1.2,25.9,0.7,0.003,0.003,0.005,0.1
27/01/2016,00:00,188,1.0,40.0,0.6,,,,
27/01/2016,01:00,201,0.9,36.7,0.5,0.001,0.000,0.001,0.1
27/01/2016,02:00,220,0.7,35.9,0.5,0.001,0.001,0.002,0.1
27/01/2016,03:00,235,0.6,36.8,0.4,0.000,0.004,0.004,0.1
27/01/2016,04:00,253,0.5,47.8,0.3,0.002,0.005,0.007,0.1
27/01/2016,05:00,212,0.6,46.1,0.4,0.032,0.013,0.045,0.3
27/01/2016,06:00,205,0.8,37.4,0.4,0.026,0.010,0.035,0.3
27/01/2016,07:00,177,1.0,46.9,0.6,0.034,0.012,0.045,0.3
27/01/2016,08:00,168,1.1,55.8,0.9,0.033,0.013,0.046,0.3
27/01/2016,09:00,117,1.3,51.7,0.8,0.046,0.017,0.063,0.4
27/01/2016,10:00,125,1.9,29.8,0.8,0.039,0.014,0.053,0.3
27/01/2016,11:00,96,1.5,43.7,0.9,0.039,0.019,0.058,0.4
27/01/2016,12:00,53,2.2,31.5,1.0,0.040,0.015,0.055,0.4
27/01/2016,13:00,84,2.2,34.0,0.9,0.046,0.017,0.063,0.3
27/01/2016,14:00,81,2.2,31.7,0.9,0.048,0.019,0.067,0.4
27/01/2016,15:00,74,2.2,31.6,0.9,0.052,0.020,0.072,0.6
27/01/2016,16:00,92,2.6,29.4,1.0,0.052,0.020,0.071,0.6
27/01/2016,17:00,74,2.5,26.3,1.1,0.053,0.020,0.072,0.6
27/01/2016,18:00,82,2.0,32.6,0.9,0.039,0.015,0.054,0.5
27/01/2016,19:00,74,1.5,29.6,0.7,0.028,0.010,0.038,0.4
27/01/2016,20:00,71,1.3,24.1,0.5,0.023,0.008,0.031,0.3
27/01/2016,21:00,64,1.4,22.9,0.5,0.026,0.009,0.035,0.3
27/01/2016,22:00,59,1.0,31.4,0.4,0.016,0.006,0.022,0.2
27/01/2016,23:00,69,0.8,26.4,0.3,0.019,0.008,0.027,0.2
28/01/2016,00:00,67,0.9,21.1,0.3,,,,
28/01/2016,01:00,38,0.4,149.7,0.3,0.004,0.005,0.008,0.1
28/01/2016,02:00,28,0.6,168.8,0.4,0.004,0.004,0.008,0.2
28/01/2016,03:00,283,0.2,59.5,0.2,0.003,0.004,0.006,0.1
28/01/2016,04:00,276,0.1,110.6,0.2,0.009,0.006,0.015,0.2
28/01/2016,05:00,66,0.5,92.4,0.5,0.056,0.017,0.073,0.5
28/01/2016,06:00,47,0.4,63.3,0.3,0.108,0.023,0.131,0.8
28/01/2016,07:00,338,0.4,56.0,0.5,0.065,0.022,0.087,0.6
28/01/2016,08:00,351,1.0,39.9,0.7,0.048,0.018,0.065,0.4
28/01/2016,09:00,17,0.7,156.4,0.7,0.067,0.022,0.089,0.6
28/01/2016,10:00,53,1.3,32.8,0.6,0.077,0.021,0.098,0.7
28/01/2016,11:00,31,1.8,34.0,0.9,0.050,0.019,0.069,0.5
28/01/2016,12:00,34,2.0,31.3,0.9,0.041,0.022,0.063,0.5
28/01/2016,13:00,31,1.8,32.0,0.9,0.043,0.026,0.068,0.6
28/01/2016,14:00,48,2.2,26.2,0.9,0.051,0.022,0.073,0.6
28/01/2016,15:00,34,2.2,28.9,1.0,0.053,0.022,0.075,0.7
28/01/2016,16:00,36,2.2,29.2,1.0,0.047,0.020,0.067,0.7
28/01/2016,17:00,29,2.3,30.8,1.1,0.033,0.016,0.048,0.6
28/01/2016,18:00,21,1.8,34.5,1.1,0.024,0.013,0.037,0.5
28/01/2016,19:00,17,1.4,173.9,0.8,0.013,0.010,0.023,0.5
28/01/2016,20:00,5,1.1,175.5,0.7,0.010,0.010,0.020,0.5
28/01/2016,21:00,30,1.2,37.6,0.7,0.016,0.011,0.027,0.5
28/01/2016,22:00,327,0.5,41.7,0.4,0.003,0.007,0.010,0.4
28/01/2016,23:00,316,0.4,40.7,0.3,0.004,0.007,0.011,0.3
29/01/2016,00:00,238,0.4,60.4,0.4,,,,
29/01/2016,01:00,211,0.6,32.2,0.4,0.002,0.005,0.006,0.2
29/01/2016,02:00,192,0.7,29.1,0.3,0.002,0.006,0.008,0.1
29/01/2016,03:00,202,0.4,54.8,0.3,0.005,0.006,0.011,0.1
29/01/2016,04:00,208,0.5,38.6,0.3,0.004,0.005,0.008,0.2
29/01/2016,05:00,234,0.3,66.9,0.3,0.022,0.010,0.031,0.4
29/01/2016,06:00,,0.0,112.7,0.3,0.054,0.016,0.070,0.6
29/01/2016,07:00,11,0.4,189.7,0.5,0.071,0.023,0.094,0.6
29/01/2016,08:00,357,0.6,63.8,0.5,0.055,0.024,0.079,0.5
29/01/2016,09:00,357,0.4,156.7,0.7,0.040,0.023,0.063,0.4
29/01/2016,10:00,273,0.2,85.7,0.4,0.016,0.016,0.032,0.3
29/01/2016,11:00,356,0.7,58.7,0.7,0.027,0.020,0.046,0.3
