Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm)
24/03/2016,08:00,202,1.1,38.7,0.6,0.029,0.014,0.042,0.2
24/03/2016,09:00,192,0.7,74.7,0.7,0.033,0.018,0.051,0.2
24/03/2016,10:00,170,0.8,58.8,0.6,0.029,0.013,0.041,0.1
24/03/2016,11:00,131,0.4,98.7,0.5,0.035,0.021,0.056,0.2
24/03/2016,12:00,166,0.3,95.9,0.6,0.025,0.020,0.045,0.2
24/03/2016,13:00,64,2.1,33.3,0.9,0.042,0.028,0.070,0.2
24/03/2016,14:00,67,2.4,31.2,1.0,0.035,0.020,0.055,0.3
24/03/2016,15:00,78,2.5,29.9,1.0,0.036,0.021,0.057,0.4
24/03/2016,16:00,86,2.3,32.6,1.1,0.042,0.026,0.068,0.5
24/03/2016,17:00,95,2.2,28.8,1.0,0.034,0.022,0.055,0.4
24/03/2016,18:00,81,1.6,33.7,0.8,0.033,0.021,0.054,0.4
24/03/2016,19:00,88,1.3,27.0,0.5,0.023,0.018,0.041,0.4
24/03/2016,20:00,66,1.1,22.8,0.3,0.028,0.018,0.046,0.3
24/03/2016,21:00,90,0.8,35.6,0.3,0.028,0.017,0.044,0.4
24/03/2016,22:00,138,0.6,34.7,0.3,0.018,0.016,0.034,0.3
24/03/2016,23:00,139,0.4,32.8,0.2,0.014,0.015,0.028,0.3
25/03/2016,00:00,161,0.6,28.2,0.2,,,,
25/03/2016,01:00,199,0.5,31.3,0.2,0.003,0.011,0.014,0.1
25/03/2016,02:00,272,0.3,53.9,0.2,0.007,0.011,0.018,0.1
25/03/2016,03:00,287,0.4,39.8,0.2,0.008,0.011,0.019,0.0
25/03/2016,04:00,288,0.6,27.6,0.2,0.005,0.011,0.016,0.0
25/03/2016,05:00,254,0.5,39.3,0.3,0.004,0.010,0.014,0.0
25/03/2016,06:00,248,0.6,37.9,0.3,0.005,0.006,0.011,0.0
25/03/2016,07:00,222,0.6,43.2,0.4,0.012,0.006,0.018,0.0
25/03/2016,08:00,235,0.5,63.4,0.4,0.007,0.005,0.012,0.0
25/03/2016,09:00,201,0.5,79.0,0.6,0.008,0.005,0.012,0.1
25/03/2016,10:00,104,0.1,123.6,0.5,0.007,0.006,0.012,0.1
25/03/2016,11:00,8,0.2,144.3,0.4,0.004,0.005,0.009,0.1
25/03/2016,12:00,51,0.6,83.3,0.7,0.009,0.010,0.019,0.2
25/03/2016,13:00,69,1.5,49.9,0.9,0.008,0.007,0.014,0.1
25/03/2016,14:00,52,2.0,39.4,1.1,0.010,0.008,0.018,0.1
25/03/2016,15:00,65,2.3,30.4,0.9,0.009,0.005,0.014,0.1
25/03/2016,16:00,57,2.5,28.9,0.9,0.010,0.006,0.016,0.1
25/03/2016,17:00,65,2.1,26.5,0.8,0.012,0.006,0.017,0.1
25/03/2016,18:00,54,1.4,23.0,0.5,0.018,0.013,0.031,0.2
25/03/2016,19:00,57,1.2,21.9,0.4,0.012,0.013,0.025,0.2
25/03/2016,20:00,44,1.3,19.9,0.6,0.011,0.010,0.020,0.2
25/03/2016,21:00,43,1.0,18.4,0.4,0.013,0.012,0.025,0.2
25/03/2016,22:00,37,0.8,29.1,0.3,0.022,0.017,0.038,0.3
25/03/2016,23:00,177,0.4,47.8,0.2,0.024,0.015,0.039,0.3
26/03/2016,00:00,171,0.7,26.3,0.3,,,,
26/03/2016,01:00,173,0.6,28.6,0.2,0.017,0.012,0.029,0.3
26/03/2016,02:00,263,0.2,84.5,0.3,0.005,0.010,0.015,0.1
26/03/2016,03:00,229,0.3,46.6,0.2,0.002,0.010,0.012,0.1
26/03/2016,04:00,250,0.6,47.4,0.4,0.003,0.010,0.012,0.0
26/03/2016,05:00,209,0.5,34.6,0.3,0.004,0.008,0.011,0.0
26/03/2016,06:00,205,0.7,38.5,0.4,0.012,0.008,0.019,0.1
26/03/2016,07:00,194,0.9,40.1,0.5,0.014,0.006,0.020,0.2
26/03/2016,08:00,204,0.7,61.4,0.6,0.010,0.008,0.018,0.0
26/03/2016,09:00,265,0.3,71.3,0.4,0.008,0.006,0.014,0.0
26/03/2016,10:00,20,0.4,151.9,0.7,0.012,0.009,0.021,0.0
26/03/2016,11:00,96,0.5,91.9,0.7,0.009,0.011,0.020,0.0
26/03/2016,12:00,17,0.9,175.4,0.7,0.008,0.011,0.018,0.0
26/03/2016,13:00,31,1.9,40.0,1.0,0.008,0.011,0.019,0.0
26/03/2016,14:00,46,2.6,27.3,1.0,0.010,0.011,0.021,0.0
26/03/2016,15:00,47,2.5,29.0,1.1,0.009,0.014,0.022,0.0
26/03/2016,16:00,38,3.1,27.0,1.3,0.008,0.006,0.014,0.0
26/03/2016,17:00,35,2.7,26.6,1.2,0.010,0.007,0.016,0.0
26/03/2016,18:00,31,2.2,25.7,1.0,0.010,0.009,0.018,0.0
26/03/2016,19:00,3,0.8,167.6,0.8,0.005,0.008,0.013,0.0
26/03/2016,20:00,119,0.4,82.2,0.5,0.008,0.010,0.018,0.0
26/03/2016,21:00,225,0.7,47.5,0.5,0.001,0.005,0.006,0.0
26/03/2016,22:00,184,1.0,40.3,0.6,0.001,0.005,0.006,0.0
26/03/2016,23:00,337,0.4,152.7,0.3,0.002,0.011,0.013,0.0
27/03/2016,00:00,221,0.7,46.4,0.4,,,,
27/03/2016,01:00,194,1.3,23.3,0.6,0.000,0.003,0.003,0.1
27/03/2016,02:00,202,1.2,27.4,0.5,0.000,0.001,0.001,0.0
27/03/2016,03:00,201,0.6,32.0,0.4,0.000,0.001,0.001,0.0
27/03/2016,04:00,219,0.4,56.6,0.4,0.002,0.003,0.005,0.0
27/03/2016,05:00,204,0.5,46.7,0.4,0.006,0.007,0.013,0.0
27/03/2016,06:00,207,0.3,78.0,0.4,0.006,0.008,0.014,0.1
27/03/2016,07:00,237,0.4,57.7,0.3,0.008,0.006,0.013,0.2
27/03/2016,08:00,223,0.5,65.6,0.4,0.005,0.003,0.008,0.1
27/03/2016,09:00,229,0.7,60.2,0.6,0.004,0.003,0.007,0.1
27/03/2016,10:00,201,0.9,37.3,0.6,0.006,0.003,0.008,0.1
27/03/2016,11:00,198,1.1,40.6,0.7,0.004,0.003,0.006,0.1
27/03/2016,12:00,203,0.8,52.2,0.6,0.006,0.005,0.011,0.1
27/03/2016,13:00,227,0.6,61.3,0.5,0.003,0.004,0.007,0.1
27/03/2016,14:00,246,0.4,66.3,0.3,0.004,0.005,0.008,0.2
27/03/2016,15:00,157,0.7,40.4,0.4,0.007,0.009,0.015,0.3
27/03/2016,16:00,64,1.1,33.4,0.6,0.013,0.016,0.029,0.3
27/03/2016,17:00,71,1.2,22.8,0.5,0.015,0.016,0.030,0.4
27/03/2016,18:00,101,0.8,36.7,0.4,0.016,0.016,0.031,0.4
27/03/2016,19:00,153,0.7,31.1,0.4,0.011,0.014,0.024,0.3
27/03/2016,20:00,152,0.5,42.8,0.3,0.010,0.014,0.024,0.3
27/03/2016,21:00,165,0.6,38.9,0.3,0.006,0.015,0.021,0.3
27/03/2016,22:00,250,0.4,58.4,0.2,0.003,0.012,0.015,0.3
27/03/2016,23:00,221,0.6,39.2,0.4,0.002,0.010,0.012,0.2
28/03/2016,00:00,279,0.3,47.3,0.2,,,,
28/03/2016,01:00,217,0.8,37.9,0.5,0.001,0.006,0.007,0.1
28/03/2016,02:00,248,0.6,38.2,0.3,0.000,0.005,0.005,0.1
28/03/2016,03:00,234,0.7,44.4,0.4,0.001,0.006,0.007,0.1
28/03/2016,04:00,197,0.8,31.3,0.4,0.002,0.005,0.007,0.1
28/03/2016,05:00,205,0.5,38.9,0.3,0.004,0.006,0.010,0.1
28/03/2016,06:00,205,0.7,39.0,0.4,0.013,0.008,0.020,0.2
28/03/2016,07:00,196,1.2,26.6,0.5,0.005,0.003,0.008,0.1
28/03/2016,08:00,228,0.6,61.3,0.6,0.008,0.005,0.013,0.1
28/03/2016,09:00,170,1.1,43.4,0.7,0.007,0.006,0.012,0.1
28/03/2016,10:00,139,1.2,42.5,0.7,0.008,0.009,0.017,0.1
28/03/2016,11:00,121,0.9,81.8,0.9,0.007,0.008,0.015,0.2
28/03/2016,12:00,83,1.3,69.5,1.0,0.012,0.009,0.020,0.3
28/03/2016,13:00,30,1.8,34.2,1.0,0.012,0.009,0.021,0.2
28/03/2016,14:00,70,1.5,46.6,1.0,0.012,0.009,0.021,0.2
28/03/2016,15:00,73,2.2,33.4,1.0,0.009,0.007,0.016,0.2
28/03/2016,16:00,67,2.2,28.7,0.9,0.010,0.008,0.018,0.2
28/03/2016,17:00,52,1.8,28.7,0.7,0.014,0.011,0.025,0.2
28/03/2016,18:00,65,1.0,24.7,0.4,0.020,0.017,0.037,0.3
28/03/2016,19:00,93,0.6,38.8,0.4,0.020,0.019,0.039,0.4
28/03/2016,20:00,90,0.6,35.9,0.3,0.024,0.020,0.044,0.5
28/03/2016,21:00,254,0.1,129.8,0.3,0.015,0.019,0.033,0.5
28/03/2016,22:00,155,0.2,78.0,0.2,0.029,0.019,0.048,0.5
28/03/2016,23:00,181,0.2,44.9,0.1,0.054,0.018,0.071,0.7
29/03/2016,00:00,190,0.2,60.5,0.2,,,,
29/03/2016,01:00,236,0.1,99.7,0.2,0.017,0.014,0.031,0.2
29/03/2016,02:00,275,0.3,56.4,0.2,0.016,0.014,0.029,0.3
29/03/2016,03:00,269,0.6,37.3,0.3,0.014,0.012,0.026,0.2
29/03/2016,04:00,256,0.6,39.8,0.4,0.007,0.011,0.018,0.1
29/03/2016,05:00,216,0.6,37.0,0.4,0.020,0.011,0.031,0.2
29/03/2016,06:00,213,0.6,37.6,0.3,0.048,0.013,0.061,0.4
29/03/2016,07:00,199,0.6,41.6,0.4,0.036,0.012,0.048,0.3
29/03/2016,08:00,213,0.7,46.2,0.5,0.031,0.015,0.045,0.3
29/03/2016,09:00,233,0.4,88.5,0.5,0.027,0.017,0.044,0.3
29/03/2016,10:00,238,0.4,72.3,0.5,0.015,0.013,0.027,0.2
29/03/2016,11:00,85,0.1,140.5,0.6,0.022,0.016,0.038,0.3
29/03/2016,12:00,75,0.4,106.3,0.7,0.024,0.023,0.046,0.3
29/03/2016,13:00,59,1.4,60.3,1.2,0.024,0.029,0.053,0.3
29/03/2016,14:00,51,2.2,32.1,1.0,0.027,0.025,0.052,0.3
29/03/2016,15:00,53,2.8,26.5,0.9,0.032,0.021,0.053,0.4
29/03/2016,16:00,50,2.6,23.0,1.0,0.033,0.023,0.056,0.4
29/03/2016,17:00,47,2.6,21.3,1.0,0.032,0.020,0.051,0.4
29/03/2016,18:00,47,2.1,20.6,0.8,0.030,0.014,0.044,0.4
29/03/2016,19:00,40,1.8,23.3,0.7,0.014,0.011,0.024,0.3
29/03/2016,20:00,30,1.8,24.9,0.8,0.012,0.010,0.022,0.2
29/03/2016,21:00,25,1.3,167.9,0.7,0.015,0.010,0.025,0.2
29/03/2016,22:00,13,1.3,29.6,0.7,0.006,0.009,0.015,0.2
29/03/2016,23:00,356,0.8,41.7,0.6,0.003,0.007,0.010,0.1
30/03/2016,00:00,311,0.4,38.0,0.3,,,,
30/03/2016,01:00,320,0.2,66.2,0.2,0.002,0.004,0.006,0.0
30/03/2016,02:00,261,0.3,52.9,0.2,0.002,0.005,0.006,0.0
30/03/2016,03:00,182,0.4,23.5,0.2,0.006,0.008,0.014,0.1
30/03/2016,04:00,158,0.3,61.2,0.2,0.031,0.013,0.044,0.2
30/03/2016,05:00,235,0.4,43.2,0.3,0.024,0.009,0.033,0.2
30/03/2016,06:00,201,0.6,35.7,0.3,0.039,0.012,0.051,0.3
30/03/2016,07:00,245,0.5,53.1,0.3,0.043,0.012,0.055,0.3
30/03/2016,08:00,297,0.4,66.9,0.4,0.033,0.015,0.048,0.2
30/03/2016,09:00,351,0.8,51.3,0.7,0.034,0.014,0.047,0.2
30/03/2016,10:00,352,1.0,42.8,0.8,0.016,0.011,0.027,0.1
30/03/2016,11:00,18,0.4,104.9,0.6,0.030,0.019,0.049,0.2
30/03/2016,12:00,117,0.2,110.7,0.6,0.024,0.019,0.043,0.3
30/03/2016,13:00,236,0.4,82.3,0.5,0.016,0.013,0.028,0.2
30/03/2016,14:00,31,0.2,120.2,0.8,0.027,0.023,0.050,0.4
30/03/2016,15:00,80,1.0,75.2,1.0,0.045,0.030,0.075,0.7
30/03/2016,16:00,78,1.0,63.1,0.9,0.042,0.030,0.072,0.6
30/03/2016,17:00,69,1.2,25.5,0.5,0.076,0.036,0.112,1.0
30/03/2016,18:00,7,0.1,124.7,0.4,0.039,0.027,0.066,0.5
30/03/2016,19:00,68,0.6,34.3,0.3,0.034,0.026,0.060,0.5
30/03/2016,20:00,60,0.8,32.1,0.3,0.038,0.027,0.065,0.6
30/03/2016,21:00,227,0.3,87.3,0.3,0.019,0.021,0.040,0.4
30/03/2016,22:00,225,0.3,52.7,0.2,0.008,0.018,0.025,0.3
30/03/2016,23:00,227,0.3,47.3,0.2,0.015,0.018,0.032,0.3
31/03/2016,00:00,252,0.4,42.4,0.3,,,,
31/03/2016,01:00,242,0.5,45.8,0.4,0.004,0.009,0.013,0.2
31/03/2016,02:00,221,0.7,29.0,0.4,0.000,0.004,0.004,0.0
31/03/2016,03:00,213,0.9,27.6,0.4,0.001,0.006,0.007,0.0
31/03/2016,04:00,205,0.6,32.1,0.3,0.008,0.011,0.019,0.1
31/03/2016,05:00,200,0.7,29.9,0.3,0.012,0.012,0.024,0.1
31/03/2016,06:00,219,0.5,39.4,0.3,0.034,0.016,0.050,0.4
31/03/2016,07:00,259,0.5,48.4,0.4,0.046,0.018,0.063,0.5
31/03/2016,08:00,255,0.5,63.5,0.4,0.026,0.013,0.039,0.3
31/03/2016,09:00,241,0.5,71.9,0.5,0.019,0.013,0.031,0.3
31/03/2016,10:00,245,0.5,67.6,0.5,0.016,0.012,0.028,0.2
31/03/2016,11:00,297,0.4,71.4,0.5,0.015,0.015,0.030,0.5
31/03/2016,12:00,311,0.3,87.6,0.5,0.017,0.020,0.037,0.3
31/03/2016,13:00,182,1.2,58.5,0.8,0.014,0.017,0.031,0.3
31/03/2016,14:00,170,0.6,62.3,0.7,0.016,0.018,0.034,0.3
31/03/2016,15:00,122,1.9,32.3,0.9,0.029,0.029,0.057,0.4
31/03/2016,16:00,124,2.4,31.0,1.0,0.022,0.019,0.041,0.3
31/03/2016,17:00,117,2.3,25.3,1.0,0.027,0.020,0.046,0.4
31/03/2016,18:00,99,1.2,34.5,0.7,0.032,0.026,0.058,0.4
31/03/2016,19:00,112,1.1,32.6,0.5,0.015,0.018,0.033,0.3
31/03/2016,20:00,120,0.7,34.6,0.3,0.013,0.018,0.030,0.3
31/03/2016,21:00,193,0.5,45.6,0.4,0.004,0.016,0.020,0.2
31/03/2016,22:00,175,0.3,68.7,0.3,0.004,0.014,0.018,0.1
31/03/2016,23:00,211,0.4,45.5,0.2,0.001,0.011,0.012,0.1
01/04/2016,00:00,198,0.7,28.3,0.3,,,,
01/04/2016,01:00,229,0.5,47.8,0.3,0.000,0.013,0.013,0.1
01/04/2016,02:00,254,0.4,45.4,0.2,0.001,0.011,0.012,0.1
01/04/2016,03:00,301,0.6,22.8,0.2,0.000,0.008,0.008,0.0
01/04/2016,04:00,278,0.6,36.7,0.2,0.001,0.012,0.012,0.0
01/04/2016,05:00,237,0.7,33.6,0.3,0.009,0.018,0.027,0.1
01/04/2016,06:00,202,0.7,39.7,0.5,0.032,0.025,0.056,0.3
01/04/2016,07:00,228,0.6,60.2,0.5,0.026,0.020,0.046,0.5
01/04/2016,08:00,277,0.4,55.9,0.3,0.034,0.024,0.058,0.5
01/04/2016,09:00,134,1.0,55.6,0.7,0.025,0.015,0.040,0.2
01/04/2016,10:00,108,0.6,72.7,0.6,0.024,0.019,0.043,0.2
01/04/2016,11:00,59,0.9,61.0,0.7,0.036,0.024,0.060,0.3
01/04/2016,12:00,57,1.6,43.8,0.9,0.032,0.022,0.054,0.3
01/04/2016,13:00,82,1.9,40.3,0.9,0.026,0.023,0.049,0.2
01/04/2016,14:00,103,2.1,41.2,1.3,0.027,0.021,0.048,0.3
01/04/2016,15:00,67,2.4,30.8,1.0,0.038,0.019,0.056,0.4
01/04/2016,16:00,59,2.5,28.7,1.0,0.033,0.022,0.054,0.4
01/04/2016,17:00,69,2.1,25.0,0.8,0.037,0.023,0.060,0.5
01/04/2016,18:00,89,1.6,25.8,0.6,0.030,0.024,0.054,0.5
01/04/2016,19:00,93,1.1,32.9,0.5,0.022,0.022,0.043,0.4
01/04/2016,20:00,65,1.0,27.4,0.4,0.018,0.017,0.035,0.4
01/04/2016,21:00,71,0.6,37.6,0.3,0.028,0.018,0.046,0.5
01/04/2016,22:00,148,0.3,32.7,0.2,0.026,0.019,0.045,0.6
01/04/2016,23:00,174,0.3,25.9,0.2,0.039,0.019,0.057,0.5
02/04/2016,00:00,203,0.3,67.0,0.2,,,,
02/04/2016,01:00,249,0.1,96.3,0.2,0.017,0.015,0.032,0.2
02/04/2016,02:00,251,0.6,41.7,0.4,0.010,0.015,0.025,0.1
02/04/2016,03:00,245,0.7,31.2,0.3,0.003,0.010,0.013,0.1
02/04/2016,04:00,204,1.0,24.2,0.5,0.001,0.004,0.005,0.0
02/04/2016,05:00,206,0.7,33.2,0.4,0.008,0.009,0.017,0.1
02/04/2016,06:00,209,0.7,33.7,0.4,0.022,0.012,0.034,0.2
02/04/2016,07:00,199,0.6,45.5,0.4,0.021,0.011,0.031,0.2
02/04/2016,08:00,196,1.0,43.2,0.7,0.012,0.007,0.019,0.1
02/04/2016,09:00,231,0.4,79.4,0.5,0.011,0.007,0.018,0.1
02/04/2016,10:00,354,0.2,176.9,0.4,0.013,0.011,0.024,0.2
02/04/2016,11:00,5,0.3,138.2,0.5,0.012,0.014,0.026,0.3
02/04/2016,12:00,20,0.6,181.9,0.7,0.017,0.020,0.036,0.2
02/04/2016,13:00,58,1.5,49.8,1.1,0.012,0.017,0.029,0.2
02/04/2016,14:00,51,2.0,35.4,1.0,0.014,0.020,0.034,0.3
02/04/2016,15:00,42,2.6,26.2,0.9,0.012,0.017,0.029,0.3
02/04/2016,16:00,38,2.2,32.9,1.1,0.011,0.015,0.026,0.2
02/04/2016,17:00,36,2.7,23.3,1.0,0.011,0.013,0.024,0.2
02/04/2016,18:00,22,2.0,31.5,1.0,0.012,0.012,0.024,0.2
02/04/2016,19:00,30,1.8,26.7,0.8,0.015,0.014,0.028,0.2
02/04/2016,20:00,33,1.4,23.2,0.6,0.013,0.012,0.025,0.3
02/04/2016,21:00,15,0.8,167.2,0.5,0.012,0.014,0.025,0.3
02/04/2016,22:00,353,0.5,48.9,0.4,0.006,0.012,0.018,0.2
02/04/2016,23:00,316,0.3,76.3,0.4,0.003,0.011,0.013,0.1
03/04/2016,00:00,176,0.8,17.3,0.2,,,,
03/04/2016,01:00,190,0.4,36.0,0.2,0.007,0.014,0.021,0.2
03/04/2016,02:00,195,0.3,35.3,0.1,0.004,0.013,0.017,0.1
03/04/2016,03:00,208,0.1,53.6,0.2,0.007,0.012,0.019,0.1
03/04/2016,04:00,221,0.2,78.9,0.2,0.012,0.011,0.023,0.1
03/04/2016,05:00,249,0.4,59.9,0.4,0.004,0.009,0.012,0.1
03/04/2016,06:00,216,0.7,29.6,0.4,0.005,0.007,0.012,0.1
03/04/2016,07:00,193,1.2,28.1,0.6,0.007,0.005,0.012,0.1
03/04/2016,08:00,194,0.9,39.7,0.5,0.008,0.006,0.013,0.1
03/04/2016,09:00,210,0.5,65.9,0.5,0.005,0.005,0.010,0.1
03/04/2016,10:00,202,0.5,82.2,0.7,0.006,0.006,0.011,0.1
03/04/2016,11:00,126,1.2,50.5,0.8,0.008,0.008,0.016,0.1
03/04/2016,12:00,72,1.7,44.4,1.1,0.009,0.010,0.019,0.1
03/04/2016,13:00,98,2.7,33.6,1.2,0.009,0.006,0.015,0.1
03/04/2016,14:00,107,3.1,27.9,1.3,0.007,0.006,0.013,0.1
03/04/2016,15:00,121,2.4,32.0,1.0,0.008,0.007,0.014,0.1
03/04/2016,16:00,120,2.5,29.5,1.1,0.007,0.004,0.010,0.1
03/04/2016,17:00,116,2.2,27.7,1.0,0.010,0.008,0.017,0.1
03/04/2016,18:00,108,1.4,27.7,0.7,0.011,0.011,0.022,0.1
03/04/2016,19:00,90,1.0,36.4,0.5,0.010,0.010,0.020,0.1
03/04/2016,20:00,108,0.9,35.1,0.5,0.011,0.015,0.026,0.2
03/04/2016,21:00,135,0.7,43.8,0.5,0.006,0.009,0.015,0.1
03/04/2016,22:00,169,0.9,38.3,0.5,0.002,0.009,0.011,0.1
03/04/2016,23:00,224,0.5,50.0,0.4,0.001,0.006,0.007,0.1
04/04/2016,00:00,205,0.5,50.2,0.4,,,,
04/04/2016,01:00,208,0.5,54.6,0.5,0.002,0.004,0.006,0.1
04/04/2016,02:00,195,0.8,42.8,0.6,0.001,0.002,0.003,0.0
04/04/2016,03:00,195,1.2,28.3,0.6,0.000,0.002,0.002,0.0
04/04/2016,04:00,191,0.6,51.9,0.5,0.003,0.006,0.008,0.0
04/04/2016,05:00,225,0.5,44.5,0.3,0.009,0.015,0.024,0.1
04/04/2016,06:00,216,0.8,33.8,0.5,0.018,0.018,0.036,0.2
04/04/2016,07:00,202,1.0,29.2,0.5,0.017,0.020,0.036,0.2
04/04/2016,08:00,172,1.7,40.5,0.9,0.023,0.016,0.038,0.2
04/04/2016,09:00,160,2.6,24.4,1.2,0.018,0.019,0.037,0.1
04/04/2016,10:00,145,2.5,36.7,1.3,0.023,0.017,0.040,0.1
04/04/2016,11:00,135,2.7,33.0,1.2,0.025,0.014,0.039,0.0
04/04/2016,12:00,142,2.8,29.8,1.4,0.023,0.011,0.033,0.0
04/04/2016,13:00,128,3.1,31.8,1.4,0.023,0.011,0.033,0.0
04/04/2016,14:00,136,2.8,30.5,1.4,0.026,0.015,0.041,0.1
04/04/2016,15:00,133,3.0,29.1,1.5,0.019,0.013,0.032,0.1
04/04/2016,16:00,132,2.8,30.0,1.3,0.026,0.015,0.040,0.2
04/04/2016,17:00,132,2.3,32.0,1.1,0.022,0.017,0.039,0.2
04/04/2016,18:00,151,2.5,26.1,1.2,0.011,0.009,0.020,0.1
04/04/2016,19:00,150,2.0,25.4,1.0,0.006,0.007,0.013,0.0
04/04/2016,20:00,137,1.9,29.9,1.0,0.008,0.007,0.015,0.1
04/04/2016,21:00,138,1.4,39.7,0.8,0.006,0.007,0.013,0.0
04/04/2016,22:00,146,1.7,32.5,0.9,0.004,0.004,0.008,0.0
04/04/2016,23:00,179,0.8,45.1,0.5,0.004,0.004,0.008,0.0
05/04/2016,00:00,217,0.9,37.1,0.6,,,,
05/04/2016,01:00,243,0.6,43.8,0.4,0.001,0.005,0.005,0.0
05/04/2016,02:00,213,0.8,39.0,0.5,0.001,0.005,0.006,0.0
05/04/2016,03:00,200,1.2,29.1,0.6,0.000,0.002,0.002,0.0
05/04/2016,04:00,199,1.3,24.5,0.6,0.001,0.003,0.004,0.0
05/04/2016,05:00,198,1.1,30.9,0.6,0.008,0.006,0.014,0.0
05/04/2016,06:00,192,0.8,46.0,0.6,0.034,0.017,0.051,0.2
05/04/2016,07:00,190,1.8,22.5,0.8,0.013,0.009,0.022,0.0
05/04/2016,08:00,191,1.8,23.4,0.7,0.016,0.014,0.030,0.1
05/04/2016,09:00,168,2.1,36.0,1.1,0.018,0.013,0.031,0.1
05/04/2016,10:00,145,2.5,31.8,1.1,0.021,0.014,0.035,0.1
05/04/2016,11:00,132,2.6,32.9,1.2,0.025,0.017,0.042,0.1
05/04/2016,12:00,135,2.6,33.8,1.2,0.026,0.014,0.039,0.1
05/04/2016,13:00,122,2.7,32.4,1.3,0.030,0.018,0.048,0.1
05/04/2016,14:00,132,2.7,31.4,1.3,0.023,0.013,0.036,0.1
05/04/2016,15:00,139,2.8,31.0,1.3,0.022,0.012,0.034,0.2
05/04/2016,16:00,124,2.7,30.2,1.3,0.026,0.014,0.040,0.2
05/04/2016,17:00,135,2.0,27.1,0.9,0.029,0.017,0.046,0.3
05/04/2016,18:00,130,1.7,30.2,0.8,0.023,0.014,0.036,0.3
05/04/2016,19:00,146,1.1,41.3,0.6,0.010,0.011,0.021,0.1
05/04/2016,20:00,255,0.3,55.6,0.3,0.005,0.011,0.015,0.1
05/04/2016,21:00,234,0.6,44.1,0.4,0.004,0.013,0.017,0.1
05/04/2016,22:00,286,0.5,36.6,0.2,0.004,0.014,0.018,0.1
05/04/2016,23:00,223,0.5,46.8,0.3,0.005,0.013,0.018,0.0
06/04/2016,00:00,251,0.3,59.0,0.3,,,,
06/04/2016,01:00,213,0.6,43.1,0.4,0.001,0.008,0.008,0.1
06/04/2016,02:00,230,0.5,42.1,0.4,0.002,0.007,0.009,0.1
06/04/2016,03:00,215,0.4,61.5,0.3,0.007,0.008,0.014,0.1
06/04/2016,04:00,180,0.6,41.7,0.4,0.025,0.014,0.039,0.2
06/04/2016,05:00,236,0.7,39.7,0.4,0.030,0.017,0.047,0.2
06/04/2016,06:00,208,0.8,33.1,0.4,0.039,0.018,0.057,0.2
06/04/2016,07:00,192,0.8,43.4,0.5,0.059,0.018,0.076,0.4
06/04/2016,08:00,190,1.3,32.5,0.7,0.034,0.019,0.052,0.4
06/04/2016,09:00,178,0.9,55.0,0.7,0.031,0.020,0.051,0.3
06/04/2016,10:00,117,1.6,43.0,1.0,0.033,0.016,0.049,0.3
06/04/2016,11:00,109,1.6,42.4,0.9,0.032,0.018,0.050,0.3
06/04/2016,12:00,52,1.7,49.1,1.1,0.032,0.017,0.048,0.3
06/04/2016,13:00,56,2.3,39.3,1.1,0.032,0.016,0.048,0.3
06/04/2016,14:00,60,2.3,31.1,1.0,0.042,0.021,0.063,0.4
06/04/2016,15:00,57,2.4,25.8,0.9,0.048,0.023,0.071,0.5
06/04/2016,16:00,54,2.2,25.0,0.8,0.050,0.025,0.075,0.6
06/04/2016,17:00,65,1.8,26.7,0.7,0.057,0.030,0.087,0.7
06/04/2016,18:00,51,1.4,19.7,0.5,0.049,0.021,0.070,0.7
06/04/2016,19:00,58,1.1,25.0,0.4,0.037,0.021,0.057,0.6
06/04/2016,20:00,47,0.7,28.9,0.3,0.039,0.021,0.060,0.6
06/04/2016,21:00,41,1.0,19.9,0.4,0.030,0.020,0.050,0.6
06/04/2016,22:00,41,0.6,46.2,0.4,0.030,0.021,0.050,0.6
06/04/2016,23:00,180,0.1,91.6,0.3,0.022,0.018,0.039,0.4
07/04/2016,00:00,176,0.3,44.9,0.2,,,,
07/04/2016,01:00,268,0.3,64.2,0.2,0.026,0.014,0.040,0.3
07/04/2016,02:00,210,0.4,41.6,0.3,0.020,0.015,0.035,0.2
07/04/2016,03:00,215,0.8,32.7,0.5,0.013,0.013,0.026,0.1
07/04/2016,04:00,201,0.8,25.7,0.4,0.012,0.014,0.025,0.1
07/04/2016,05:00,212,1.0,30.2,0.5,0.034,0.015,0.049,0.2
07/04/2016,06:00,219,0.6,36.9,0.4,0.063,0.019,0.082,0.4
07/04/2016,07:00,219,0.6,43.2,0.4,0.051,0.017,0.068,0.4
07/04/2016,08:00,215,0.8,53.8,0.6,0.030,0.014,0.044,0.3
07/04/2016,09:00,247,0.4,76.6,0.4,0.034,0.019,0.053,0.2
07/04/2016,10:00,12,0.4,187.7,0.6,0.032,0.022,0.054,0.3
07/04/2016,11:00,13,0.5,189.4,0.7,0.027,0.023,0.050,0.3
07/04/2016,12:00,23,0.4,173.8,0.6,0.028,0.030,0.058,0.4
07/04/2016,13:00,47,2.1,39.0,1.1,0.032,0.028,0.060,0.4
