Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
10/01/2016,13:00,184,0.8,63.1,0.8,32.6,29.4,,,0.031,0.000,0.001,0.001,0.001,4.3,14
10/01/2016,14:00,107,1.3,49.5,1.1,32.4,31.3,,,0.031,0.001,0.002,0.002,0.001,11.5,15
10/01/2016,15:00,71,3.1,21.6,1.1,30.8,43.6,,,0.038,0.002,0.004,0.005,0.000,32.5,21
10/01/2016,16:00,74,3.3,21.7,1.2,30.0,44.9,,,0.036,0.002,0.003,0.005,0.001,26.5,21
10/01/2016,17:00,77,3.4,18.6,1.2,28.4,49.2,,,0.029,0.001,0.004,0.005,0.001,20.8,18
10/01/2016,18:00,84,3.6,16.3,1.3,26.0,55.7,,,0.022,0.001,0.003,0.004,0.001,15.4,15
10/01/2016,19:00,82,2.8,16.8,1.0,24.6,61.3,,,0.017,0.001,0.004,0.005,0.000,15.0,15
10/01/2016,20:00,71,2.0,15.1,0.7,24.1,64.7,,,0.017,0.001,0.004,0.005,0.001,16.3,16
10/01/2016,21:00,77,1.2,20.2,0.5,23.6,68.0,,,0.013,0.001,0.006,0.007,0.001,17.5,17
10/01/2016,22:00,89,0.4,37.2,0.3,22.6,73.0,,,0.007,0.002,0.010,0.012,0.001,14.1,18
10/01/2016,23:00,131,0.3,33.2,0.2,22.1,76.3,,,0.006,0.002,0.011,0.013,0.001,15.7,19
11/01/2016,00:00,139,0.4,32.1,0.2,22.4,75.9,,,,,,,,14.3,
11/01/2016,01:00,111,0.8,17.3,0.3,20.9,82.0,,,0.006,0.002,0.007,0.009,0.001,13.8,18
11/01/2016,02:00,143,0.6,39.6,0.3,20.0,88.5,,,0.010,0.001,0.003,0.003,0.001,10.4,19
11/01/2016,03:00,134,0.3,39.1,0.3,19.5,89.9,,,0.006,0.002,0.005,0.007,0.001,11.0,20
11/01/2016,04:00,115,0.5,27.6,0.3,18.8,91.8,,,0.002,0.008,0.008,0.016,0.001,10.5,21
11/01/2016,05:00,246,0.1,77.9,0.2,19.0,92.0,,,0.001,0.014,0.010,0.024,0.001,17.2,23
11/01/2016,06:00,296,0.4,49.6,0.4,22.2,78.2,,,0.006,0.012,0.008,0.019,0.001,17.6,23
11/01/2016,07:00,302,0.5,73.2,0.4,24.8,66.0,,,0.011,0.006,0.005,0.011,0.001,19.7,20
11/01/2016,08:00,337,0.6,66.9,0.5,26.2,57.4,,,0.015,0.004,0.003,0.006,0.001,9.5,13
11/01/2016,09:00,43,0.9,58.3,0.7,28.5,47.4,,,0.019,0.003,0.003,0.006,0.001,15.3,13
11/01/2016,10:00,13,0.4,99.7,0.7,29.3,43.5,,,0.025,0.003,0.004,0.006,0.001,15.5,13
11/01/2016,11:00,359,0.8,64.5,0.7,30.2,40.8,,,0.037,0.002,0.004,0.006,0.001,21.7,15
11/01/2016,12:00,28,0.9,168.3,0.9,31.5,36.2,,,0.047,0.002,0.004,0.006,0.001,20.1,16
11/01/2016,13:00,48,1.0,172.0,1.0,32.5,32.3,,,0.051,0.001,0.004,0.005,0.001,18.5,14
11/01/2016,14:00,25,1.8,40.9,0.9,32.9,31.2,,,0.060,0.002,0.006,0.007,0.001,21.6,15
11/01/2016,15:00,25,1.5,156.9,1.2,33.6,30.6,,,0.064,0.002,0.007,0.008,0.001,26.3,17
11/01/2016,16:00,58,3.7,15.3,1.1,31.5,39.2,,,0.046,0.003,0.011,0.014,0.002,37.1,17
11/01/2016,17:00,59,4.0,15.7,1.2,29.2,47.2,,,0.025,0.004,0.009,0.013,0.003,24.6,13
11/01/2016,18:00,60,3.7,14.2,1.2,27.1,56.4,,,0.019,0.002,0.007,0.009,0.001,19.1,11
11/01/2016,19:00,64,3.1,13.3,1.0,25.8,63.2,,,0.011,0.002,0.007,0.009,0.001,16.3,9
11/01/2016,20:00,69,3.1,15.8,0.9,25.0,67.6,,,0.011,0.002,0.005,0.007,0.001,13.4,8
11/01/2016,21:00,70,2.1,15.0,0.8,24.3,69.1,,,0.009,0.002,0.004,0.006,0.001,9.2,7
11/01/2016,22:00,90,2.0,16.9,0.6,23.5,72.9,,,0.008,0.001,0.004,0.005,0.001,8.6,6
11/01/2016,23:00,102,1.5,16.7,0.6,22.4,78.3,,,0.004,0.001,0.007,0.008,0.001,9.3,7
12/01/2016,00:00,92,1.5,16.7,0.4,22.0,80.5,,,,,,,,9.2,
12/01/2016,01:00,100,1.0,15.8,0.3,21.5,82.6,,,0.004,0.001,0.006,0.007,0.001,7.1,7
12/01/2016,02:00,121,0.4,50.3,0.3,20.6,88.7,,,0.002,0.003,0.006,0.009,0.001,7.0,7
12/01/2016,03:00,201,0.1,84.2,0.1,20.2,89.7,,,0.000,0.005,0.007,0.012,0.001,7.0,7
12/01/2016,04:00,131,0.3,39.0,0.2,19.6,91.8,,,0.000,0.013,0.007,0.020,0.001,8.1,8
12/01/2016,05:00,223,0.2,68.3,0.2,19.7,92.3,,,0.001,0.017,0.006,0.023,0.001,11.8,9
12/01/2016,06:00,230,0.3,54.3,0.3,22.4,81.9,,,0.003,0.015,0.006,0.021,0.001,13.4,11
12/01/2016,07:00,272,0.9,44.0,0.5,25.2,67.9,,,0.009,0.007,0.005,0.012,0.001,13.2,11
12/01/2016,08:00,293,1.1,49.3,0.6,27.4,58.8,,,0.014,0.005,0.004,0.008,0.001,14.1,10
12/01/2016,09:00,262,0.7,70.2,0.7,28.8,53.4,,,0.023,0.001,0.003,0.004,0.001,13.4,10
12/01/2016,10:00,288,0.8,75.8,0.7,30.0,49.3,,,0.027,0.002,0.003,0.004,0.001,11.9,11
12/01/2016,11:00,57,0.6,90.8,0.8,31.4,45.2,,,0.034,0.001,0.002,0.003,0.001,13.4,12
12/01/2016,12:00,15,0.8,178.1,0.8,33.2,39.1,,,0.041,0.001,0.004,0.005,0.001,12.9,13
12/01/2016,13:00,304,0.5,85.9,0.7,35.2,31.8,,,0.044,0.002,0.003,0.004,0.001,11.2,15
12/01/2016,14:00,13,1.5,169.6,0.9,36.1,28.4,,,0.050,0.002,0.005,0.007,0.001,12.8,17
12/01/2016,15:00,37,2.8,27.2,1.1,35.6,32.0,,,0.054,0.002,0.006,0.008,0.001,31.2,22
12/01/2016,16:00,49,3.7,16.5,1.0,33.6,42.3,,,0.048,0.002,0.008,0.010,0.001,46.3,46
12/01/2016,17:00,69,3.8,14.7,1.1,31.2,46.5,,,0.030,0.003,0.009,0.012,0.001,18.1,11
12/01/2016,18:00,78,3.3,15.6,1.1,28.6,54.7,,,0.015,0.003,0.010,0.013,0.001,17.9,9
12/01/2016,19:00,76,3.2,16.4,1.0,27.0,61.4,,,0.009,0.002,0.009,0.011,0.001,13.9,7
12/01/2016,20:00,83,3.1,15.4,1.0,25.8,65.1,,,0.009,0.002,0.005,0.007,0.001,11.4,7
12/01/2016,21:00,99,2.1,22.4,1.0,25.2,66.7,,,0.007,0.002,0.005,0.007,0.000,9.7,6
12/01/2016,22:00,73,2.5,18.1,0.9,25.1,67.0,,,0.007,0.002,0.004,0.005,0.001,7.6,6
12/01/2016,23:00,76,2.1,22.0,0.9,24.6,68.6,,,0.007,0.001,0.003,0.004,0.001,6.2,5
13/01/2016,00:00,84,1.9,16.4,0.7,23.9,71.7,,,,,,,,6.7,
13/01/2016,01:00,95,1.4,19.1,0.6,23.4,74.1,,,0.007,0.001,0.003,0.004,0.001,8.3,5
13/01/2016,02:00,94,1.0,24.2,0.4,22.7,77.4,,,0.005,0.001,0.005,0.006,0.001,8.6,6
13/01/2016,03:00,118,0.7,21.9,0.4,22.0,80.7,,,0.004,0.003,0.005,0.008,0.001,8.1,7
13/01/2016,04:00,124,0.4,32.8,0.3,21.5,83.5,,,0.002,0.006,0.008,0.013,0.001,9.2,7
13/01/2016,05:00,122,0.2,66.2,0.3,21.4,85.0,,,0.001,0.014,0.009,0.022,0.001,12.6,9
13/01/2016,06:00,92,0.7,59.5,0.6,24.1,73.9,,,0.005,0.011,0.007,0.018,0.001,16.3,10
13/01/2016,07:00,43,0.9,43.9,0.5,26.6,64.1,,,0.008,0.010,0.007,0.017,0.001,20.6,12
13/01/2016,08:00,23,0.6,152.4,0.6,28.4,57.3,,,0.014,0.007,0.008,0.014,0.001,21.7,12
13/01/2016,09:00,38,0.8,71.7,0.7,30.1,49.7,,,0.027,0.003,0.006,0.009,0.001,23.3,13
13/01/2016,10:00,104,0.9,62.8,0.9,31.7,39.8,,,0.038,0.001,0.004,0.005,0.001,14.2,10
13/01/2016,11:00,62,1.6,49.6,1.1,32.9,35.5,,,0.051,0.002,0.007,0.009,0.001,18.7,12
13/01/2016,12:00,56,2.3,34.8,1.0,34.1,31.9,,,0.064,0.002,0.007,0.009,0.001,19.1,13
13/01/2016,13:00,51,3.1,23.6,1.3,34.2,33.9,,,0.070,0.002,0.008,0.009,0.002,34.3,16
13/01/2016,14:00,52,3.4,22.0,0.9,33.7,37.5,,,0.055,0.002,0.006,0.008,0.001,29.2,13
13/01/2016,15:00,49,3.6,19.3,1.1,32.4,42.0,,,0.045,0.002,0.006,0.008,0.001,29.0,14
13/01/2016,16:00,50,3.6,16.5,1.1,30.4,47.4,,,0.033,0.003,0.007,0.010,0.001,24.1,14
13/01/2016,17:00,55,3.8,15.1,1.1,28.7,51.9,,,0.020,0.003,0.007,0.010,0.001,18.7,11
13/01/2016,18:00,63,3.5,12.5,1.0,27.3,57.0,,,0.016,0.002,0.008,0.010,0.002,17.9,10
13/01/2016,19:00,75,2.9,14.5,1.0,26.1,62.2,,,0.009,0.002,0.009,0.011,0.002,16.4,10
13/01/2016,20:00,82,2.0,18.2,0.7,25.1,67.0,,,0.009,0.002,0.007,0.009,0.002,14.3,9
13/01/2016,21:00,94,1.4,19.6,0.6,24.3,71.4,,,0.007,0.002,0.007,0.009,0.001,12.4,9
13/01/2016,22:00,109,0.8,31.9,0.5,23.0,77.2,,,0.005,0.003,0.009,0.012,0.001,9.7,10
13/01/2016,23:00,148,0.4,27.9,0.3,22.0,81.6,,,0.004,0.002,0.007,0.009,0.001,7.4,9
14/01/2016,00:00,113,0.5,36.5,0.3,21.6,84.0,,,,,,,,7.4,
14/01/2016,01:00,125,0.5,21.7,0.2,21.1,87.9,,,0.003,0.002,0.006,0.008,0.001,6.3,7
14/01/2016,02:00,125,0.4,27.2,0.3,20.9,88.8,,,0.002,0.003,0.006,0.009,0.001,6.1,7
14/01/2016,03:00,116,0.5,32.7,0.3,20.2,90.5,,,0.001,0.008,0.007,0.015,0.001,7.8,8
14/01/2016,04:00,131,0.2,69.5,0.3,19.6,92.2,,,0.001,0.006,0.005,0.011,0.001,5.2,8
14/01/2016,05:00,89,0.1,81.0,0.2,19.5,92.9,,,0.001,0.023,0.008,0.030,0.001,14.4,10
14/01/2016,06:00,230,0.5,40.1,0.2,22.1,83.6,,,0.003,0.018,0.008,0.026,0.001,13.2,11
14/01/2016,07:00,238,0.6,58.0,0.4,25.0,69.1,,,0.008,0.010,0.007,0.016,0.001,13.0,11
14/01/2016,08:00,21,1.4,34.1,0.7,27.1,57.7,,,0.013,0.005,0.004,0.009,0.001,6.1,7
14/01/2016,09:00,20,0.7,77.3,0.8,28.6,50.4,,,0.020,0.003,0.003,0.005,0.001,6.5,7
14/01/2016,10:00,21,0.8,163.2,0.9,30.1,44.9,,,0.027,0.002,0.003,0.005,0.001,8.8,10
14/01/2016,11:00,14,0.9,172.2,0.9,31.5,38.8,,,0.028,0.001,0.003,0.004,0.001,7.6,8
14/01/2016,12:00,55,1.4,53.9,0.9,32.7,34.6,,,0.043,0.002,0.003,0.005,0.001,11.6,11
14/01/2016,13:00,49,1.5,52.2,1.1,33.5,32.9,,,0.048,0.001,0.004,0.005,0.001,15.3,10
14/01/2016,14:00,55,2.2,37.6,1.0,33.6,33.8,,,0.048,0.001,0.005,0.006,0.001,18.6,10
14/01/2016,15:00,64,2.9,22.1,1.0,33.3,35.7,,,0.044,0.002,0.006,0.008,0.001,20.4,10
14/01/2016,16:00,58,3.6,15.4,1.0,31.9,39.3,,,0.033,0.004,0.007,0.010,0.001,20.6,10
14/01/2016,17:00,51,3.6,14.7,1.1,30.1,44.7,,,0.022,0.003,0.008,0.011,0.001,18.5,8
14/01/2016,18:00,61,3.4,14.5,1.1,27.9,51.9,,,0.014,0.003,0.009,0.012,0.001,13.9,9
14/01/2016,19:00,61,3.4,14.6,1.1,26.1,58.6,,,0.010,0.002,0.005,0.007,0.000,12.5,8
14/01/2016,20:00,63,3.1,14.4,0.9,25.1,65.9,,,0.008,0.002,0.004,0.006,0.001,15.1,8
14/01/2016,21:00,57,3.1,14.6,1.0,24.6,70.6,,,0.007,0.001,0.004,0.005,0.001,13.2,8
14/01/2016,22:00,62,2.3,13.9,0.8,24.2,72.3,,,0.007,0.001,0.004,0.005,0.001,11.3,8
14/01/2016,23:00,70,1.5,12.3,0.4,23.6,74.0,,,0.006,0.001,0.005,0.006,0.001,10.2,9
15/01/2016,00:00,86,1.5,13.3,0.3,22.7,78.0,,,,,,,,12.5,
15/01/2016,01:00,26,0.2,147.0,0.3,22.1,80.7,,,0.004,0.002,0.007,0.008,0.001,7.5,10
15/01/2016,02:00,235,0.6,17.9,0.2,21.2,83.5,,,0.001,0.006,0.008,0.014,0.001,9.7,11
15/01/2016,03:00,224,0.2,83.9,0.2,20.9,86.3,,,0.000,0.011,0.009,0.020,0.001,12.5,11
15/01/2016,04:00,134,0.3,67.2,0.3,19.9,91.0,,,0.000,0.026,0.009,0.035,0.001,13.0,12
15/01/2016,05:00,225,0.6,22.1,0.2,20.4,91.3,,,0.001,0.015,0.007,0.022,0.001,15.3,10
15/01/2016,06:00,238,0.5,42.5,0.3,22.9,80.7,,,0.003,0.011,0.007,0.017,0.001,14.7,10
15/01/2016,07:00,218,1.6,19.6,0.5,24.7,72.0,,,0.006,0.007,0.005,0.011,0.001,17.2,11
15/01/2016,08:00,236,0.9,73.6,0.9,27.5,59.6,,,0.014,0.001,0.002,0.003,0.001,12.0,11
15/01/2016,09:00,259,0.9,69.3,0.8,28.5,52.3,,,0.019,0.001,0.001,0.002,0.000,7.9,12
15/01/2016,10:00,259,0.6,91.2,0.8,30.0,47.1,,,0.027,0.001,0.002,0.003,0.001,11.2,13
15/01/2016,11:00,210,1.1,60.4,1.0,31.6,41.7,,,0.027,0.001,0.001,0.002,0.001,12.2,12
15/01/2016,12:00,118,1.1,52.2,0.9,32.2,40.0,,,0.028,0.001,0.003,0.004,0.001,14.5,14
15/01/2016,13:00,117,1.6,43.4,1.2,33.6,34.8,,,0.032,0.001,0.002,0.003,0.001,16.0,18
15/01/2016,14:00,75,3.7,21.5,1.3,31.9,43.8,,,0.045,0.002,0.006,0.008,0.001,36.7,20
15/01/2016,15:00,71,3.9,19.9,1.3,31.2,47.7,,,0.043,0.002,0.007,0.009,0.001,35.7,24
15/01/2016,16:00,69,3.2,20.1,1.2,30.2,51.5,,,0.036,0.002,0.006,0.008,0.001,31.5,25
15/01/2016,17:00,134,1.9,27.5,1.2,26.6,61.9,,,0.023,0.001,0.003,0.003,0.000,16.5,14
15/01/2016,18:00,138,1.8,33.5,1.3,25.6,59.0,,,0.025,0.000,0.002,0.002,0.001,5.5,6
15/01/2016,19:00,140,1.8,30.0,1.2,24.4,60.2,,,0.024,0.001,0.001,0.001,0.000,2.5,3
15/01/2016,20:00,142,1.6,30.1,1.1,23.7,61.2,,,0.022,0.000,0.001,0.001,0.000,2.2,2
15/01/2016,21:00,151,1.6,28.7,1.1,22.7,60.9,,,0.023,0.001,0.001,0.001,0.000,,1
15/01/2016,22:00,154,1.1,31.2,0.8,22.1,60.9,,,0.023,0.000,0.001,0.001,0.001,,3
15/01/2016,23:00,140,1.3,30.1,0.9,21.5,61.8,,,0.021,0.000,0.001,0.001,0.000,,2
16/01/2016,00:00,140,1.0,34.0,0.7,20.8,62.1,,,,,,,,,
16/01/2016,01:00,157,0.5,33.8,0.4,20.5,63.7,,,0.020,0.000,0.002,0.002,0.000,,3
16/01/2016,02:00,134,0.7,37.8,0.5,20.3,65.5,,,0.019,0.000,0.001,0.001,0.000,0.1,3
16/01/2016,03:00,168,0.7,28.1,0.5,20.3,65.7,,,0.019,0.000,0.001,0.001,0.000,1.0,1
16/01/2016,04:00,157,0.6,32.3,0.5,20.0,68.9,,,0.018,0.000,0.001,0.001,0.001,3.4,1
16/01/2016,05:00,202,0.5,46.1,0.3,19.1,78.6,,,0.015,0.000,0.003,0.003,0.001,7.3,1
16/01/2016,06:00,262,0.6,45.1,0.3,18.8,87.5,,,0.013,0.001,0.003,0.003,0.001,8.9,2
16/01/2016,07:00,212,1.3,29.8,0.6,18.4,91.0,,,0.010,0.002,0.003,0.005,0.001,9.1,3
16/01/2016,08:00,198,0.9,23.5,0.4,19.1,91.7,,,0.011,0.002,0.002,0.004,0.000,9.8,3
16/01/2016,09:00,202,1.5,25.7,0.7,20.8,82.5,,,0.013,0.001,0.002,0.003,0.000,9.2,3
16/01/2016,10:00,171,1.2,38.6,0.9,22.1,70.7,,,0.014,0.001,0.002,0.003,0.001,2.5,4
16/01/2016,11:00,151,1.1,40.6,0.9,22.8,64.8,,,0.016,0.001,0.001,0.002,0.001,5.4,9
16/01/2016,12:00,185,1.3,37.7,1.0,23.4,60.2,,,0.017,0.001,0.001,0.002,0.001,5.9,9
16/01/2016,13:00,151,0.8,41.4,0.6,24.7,56.4,,,0.017,0.001,0.000,0.001,0.001,7.8,9
16/01/2016,14:00,128,1.3,38.9,0.9,24.2,56.9,,,0.017,0.001,0.001,0.002,0.001,6.1,8
16/01/2016,15:00,119,1.4,31.1,0.9,24.9,52.1,,,0.017,0.001,0.001,0.002,0.001,6.3,8
16/01/2016,16:00,135,1.4,35.6,0.9,23.6,57.9,,,0.017,0.001,0.001,0.002,0.000,10.5,9
16/01/2016,17:00,132,0.6,37.3,0.5,22.9,61.0,,,0.016,0.001,0.002,0.003,0.000,10.8,12
16/01/2016,18:00,138,0.5,36.2,0.4,23.0,59.9,,,0.014,0.001,0.003,0.004,0.000,16.6,24
16/01/2016,19:00,140,0.5,33.7,0.4,22.4,55.3,,,0.014,0.001,0.004,0.004,0.001,9.1,13
16/01/2016,20:00,141,0.6,31.0,0.4,21.8,56.5,,,0.014,0.001,0.003,0.004,0.001,10.5,12
16/01/2016,21:00,139,0.4,31.9,0.4,21.0,61.6,,,0.012,0.001,0.004,0.005,0.000,12.1,13
16/01/2016,22:00,149,0.4,27.6,0.3,19.6,67.9,,,0.010,0.001,0.005,0.006,0.001,9.7,12
16/01/2016,23:00,174,0.4,27.1,0.3,18.2,73.7,,,0.007,0.004,0.008,0.012,0.001,9.7,12
17/01/2016,00:00,173,0.4,27.2,0.3,18.8,69.3,,,,,,,,9.8,
17/01/2016,01:00,197,0.5,24.9,0.2,17.5,75.7,,,0.004,0.003,0.008,0.011,0.001,9.7,10
17/01/2016,02:00,188,0.3,53.3,0.4,16.7,79.3,,,0.004,0.003,0.008,0.011,0.000,10.5,12
17/01/2016,03:00,174,0.5,27.9,0.4,17.1,77.0,,,0.008,0.003,0.004,0.007,0.001,10.3,12
17/01/2016,04:00,160,0.4,37.8,0.3,16.7,80.6,,,0.005,0.002,0.004,0.005,0.001,11.0,11
17/01/2016,05:00,170,0.3,29.4,0.3,17.0,79.8,,,0.007,0.003,0.005,0.007,0.001,9.6,11
17/01/2016,06:00,180,0.5,39.1,0.4,20.8,65.7,,,0.011,0.002,0.002,0.004,0.000,14.9,11
17/01/2016,07:00,148,1.5,30.3,1.0,23.8,51.0,,,0.016,0.001,0.001,0.001,0.001,10.7,11
17/01/2016,08:00,132,1.6,37.5,1.1,24.7,46.8,,,0.017,0.001,0.000,0.001,0.001,11.4,10
17/01/2016,09:00,116,1.9,31.8,1.1,26.2,44.1,,,0.019,0.001,0.000,0.001,0.000,13.5,10
17/01/2016,10:00,97,2.1,36.0,1.3,27.5,40.8,,,0.020,0.002,0.001,0.003,0.001,13.6,9
17/01/2016,11:00,120,1.8,32.3,1.2,26.8,42.7,,,0.020,0.001,0.001,0.002,0.000,12.9,9
17/01/2016,12:00,106,1.8,36.0,1.1,27.2,40.9,,,0.022,0.001,0.001,0.002,0.001,9.8,9
17/01/2016,13:00,96,2.1,23.7,1.0,27.4,38.9,,,0.022,0.002,0.002,0.004,0.001,12.1,10
17/01/2016,14:00,116,1.5,34.7,1.0,27.7,37.1,,,0.022,0.001,0.001,0.002,0.001,11.4,9
17/01/2016,15:00,92,2.5,23.1,1.2,26.9,40.6,,,0.023,0.001,0.003,0.004,0.001,16.2,10
17/01/2016,16:00,86,3.3,25.1,1.6,26.1,43.7,,,0.022,0.002,0.003,0.004,0.001,17.1,10
17/01/2016,17:00,95,3.1,19.4,1.2,24.7,46.7,,,0.020,0.001,0.002,0.003,0.001,11.1,8
17/01/2016,18:00,99,1.8,25.0,1.1,23.6,49.3,,,0.019,0.001,0.003,0.004,0.001,11.0,8
17/01/2016,19:00,98,1.4,19.3,0.6,22.2,53.5,,,0.017,0.001,0.005,0.006,0.001,11.4,9
17/01/2016,20:00,151,0.4,33.9,0.2,20.7,59.8,,,0.008,0.003,0.012,0.014,0.001,12.7,10
17/01/2016,21:00,168,0.4,33.1,0.3,19.4,66.1,,,0.005,0.006,0.016,0.022,0.001,11.0,9
17/01/2016,22:00,179,0.2,100.0,0.3,19.3,68.1,,,0.004,0.005,0.013,0.017,0.001,9.1,8
17/01/2016,23:00,245,0.3,35.5,0.2,19.7,68.5,,,0.002,0.005,0.014,0.019,0.001,8.7,8
18/01/2016,00:00,220,0.4,40.9,0.3,19.9,67.9,,,,,,,,7.9,
18/01/2016,01:00,197,0.5,29.2,0.3,18.7,72.2,,,0.005,0.002,0.009,0.011,0.000,6.7,6
18/01/2016,02:00,208,0.7,33.8,0.3,17.9,76.2,,,0.006,0.002,0.007,0.009,0.000,7.8,6
18/01/2016,03:00,225,0.7,39.2,0.3,18.0,76.8,,,0.009,0.001,0.004,0.005,0.001,8.9,7
18/01/2016,04:00,240,0.6,49.5,0.4,17.8,77.1,,,0.007,0.002,0.004,0.006,0.001,9.2,7
18/01/2016,05:00,210,0.8,35.1,0.4,17.3,78.3,,,0.004,0.007,0.008,0.015,0.001,8.4,8
18/01/2016,06:00,199,1.8,15.7,0.8,19.7,66.8,,,0.010,0.005,0.006,0.010,0.001,11.0,8
18/01/2016,07:00,211,1.1,54.2,0.8,22.4,57.1,,,0.014,0.002,0.002,0.003,0.001,10.9,7
18/01/2016,08:00,109,1.4,38.7,1.0,26.0,43.1,,,0.019,0.002,0.002,0.003,0.001,9.8,8
18/01/2016,09:00,136,1.1,45.4,0.9,26.2,39.5,,,0.019,0.002,0.001,0.003,0.001,8.1,7
18/01/2016,10:00,94,1.3,56.7,1.0,27.3,37.1,,,0.021,0.002,0.002,0.004,0.001,10.0,7
18/01/2016,11:00,36,1.4,47.7,0.9,27.9,34.3,,,0.024,0.002,0.003,0.005,0.001,10.7,7
18/01/2016,12:00,77,0.5,156.3,0.7,28.1,33.1,,,0.026,0.002,0.002,0.003,0.001,10.2,7
18/01/2016,13:00,42,1.7,34.4,0.7,27.8,32.4,,,0.031,0.002,0.004,0.006,0.001,13.4,8
18/01/2016,14:00,32,1.8,161.3,1.1,29.2,29.7,,,0.034,0.004,0.006,0.010,0.001,15.6,8
18/01/2016,15:00,76,2.9,23.6,1.1,28.7,31.5,,,0.033,0.005,0.006,0.011,0.001,19.4,8
18/01/2016,16:00,66,2.4,23.3,0.9,28.6,32.9,,,0.032,0.004,0.007,0.010,0.001,21.1,9
18/01/2016,17:00,73,3.0,19.8,1.1,27.4,38.4,,,0.026,0.003,0.007,0.010,0.001,21.0,8
18/01/2016,18:00,78,3.0,15.9,1.1,25.2,45.7,,,0.020,0.003,0.006,0.008,0.001,15.4,8
18/01/2016,19:00,76,2.4,14.9,0.8,23.8,52.5,,,0.017,0.002,0.005,0.007,0.001,14.3,7
18/01/2016,20:00,72,1.8,14.3,0.6,22.8,57.6,,,0.013,0.002,0.007,0.009,0.001,14.0,7
18/01/2016,21:00,81,1.2,16.1,0.4,21.8,63.5,,,0.007,0.004,0.013,0.017,0.001,16.5,9
18/01/2016,22:00,104,0.8,22.9,0.3,20.1,70.8,,,0.003,0.008,0.016,0.024,0.001,16.3,10
18/01/2016,23:00,130,0.4,18.2,0.2,19.0,75.5,,,0.004,0.006,0.013,0.019,0.001,11.4,8
19/01/2016,00:00,234,0.1,85.0,0.2,19.6,74.4,,,,,,,,10.9,
19/01/2016,01:00,193,0.2,74.0,0.2,19.9,73.9,,,0.001,0.007,0.012,0.019,0.001,10.4,8
19/01/2016,02:00,303,0.2,69.9,0.2,20.1,73.9,,,0.002,0.003,0.011,0.014,0.000,10.4,8
19/01/2016,03:00,278,0.2,60.4,0.2,19.5,75.7,,,0.001,0.003,0.010,0.012,0.001,10.0,8
19/01/2016,04:00,323,0.2,58.1,0.2,18.5,79.8,,,0.001,0.015,0.011,0.026,0.001,11.1,9
19/01/2016,05:00,305,0.4,40.8,0.2,18.2,81.2,,,0.001,0.028,0.011,0.039,0.001,13.9,11
19/01/2016,06:00,258,1.2,25.7,0.5,20.3,73.2,,,0.006,0.010,0.007,0.017,0.001,14.8,9
19/01/2016,07:00,234,1.2,33.0,0.6,23.5,60.1,,,0.012,0.005,0.005,0.009,0.001,12.7,7
19/01/2016,08:00,248,1.4,30.8,0.7,26.0,49.6,,,0.019,0.001,0.001,0.002,0.001,8.2,5
19/01/2016,09:00,251,0.6,77.9,0.6,26.7,46.3,,,0.021,0.001,0.002,0.003,0.001,8.1,5
19/01/2016,10:00,312,0.9,62.0,0.7,27.7,43.4,,,0.025,0.002,0.002,0.003,0.001,8.8,6
19/01/2016,11:00,358,0.6,187.0,0.8,29.7,37.0,,,0.031,0.001,0.002,0.003,0.001,12.2,7
19/01/2016,12:00,324,1.0,66.7,0.8,30.5,33.9,,,0.036,0.002,0.003,0.004,0.001,17.6,8
19/01/2016,13:00,359,0.7,78.0,0.7,31.1,32.2,,,0.040,0.002,0.003,0.005,0.001,18.0,8
19/01/2016,14:00,64,1.2,60.3,1.0,32.1,29.9,,,0.044,0.002,0.004,0.005,0.001,15.3,9
19/01/2016,15:00,66,3.7,23.3,1.5,30.8,37.1,,,0.048,0.003,0.009,0.011,0.002,39.8,13
19/01/2016,16:00,50,4.2,17.7,1.2,29.7,41.2,,,0.045,0.002,0.008,0.010,0.002,28.9,11
19/01/2016,17:00,54,3.9,15.8,1.2,28.2,46.6,,,0.030,0.004,0.007,0.010,0.002,21.8,9
19/01/2016,18:00,63,3.4,15.4,1.1,26.4,52.4,,,0.018,0.003,0.009,0.011,0.002,16.1,8
19/01/2016,19:00,74,3.4,14.0,1.0,25.0,58.0,,,0.014,0.002,0.006,0.008,0.002,13.4,6
19/01/2016,20:00,76,2.5,14.9,0.9,24.0,63.8,,,0.010,0.003,0.007,0.009,0.001,16.2,8
19/01/2016,21:00,84,2.1,16.0,0.7,23.2,67.9,,,0.009,0.002,0.007,0.009,0.001,14.1,9
19/01/2016,22:00,95,1.0,22.2,0.6,22.2,72.8,,,0.007,0.001,0.010,0.011,0.001,13.0,7
19/01/2016,23:00,125,0.5,21.1,0.3,21.1,77.6,,,0.004,0.003,0.013,0.016,0.001,10.3,7
20/01/2016,00:00,121,0.6,20.5,0.2,20.8,79.7,,,,,,,,10.3,
20/01/2016,01:00,119,0.5,19.3,0.3,20.3,82.0,,,0.005,0.003,0.010,0.013,0.001,10.6,9
