Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),Visibility-reducing Particles (Mm^-1)
31/05/2016,23:00,187,1.3,15.2,0.5,16.3,64.5,,,0.021,0.001,0.003,0.004,0.000,1.5,24
01/06/2016,00:00,226,0.2,88.1,0.5,16.0,66.1,,,,,,,,4.7,
01/06/2016,01:00,338,0.2,76.5,0.3,15.0,71.9,,,0.011,0.001,0.008,0.009,0.000,5.2,38
01/06/2016,02:00,298,0.4,30.3,0.2,14.7,73.9,,,0.010,0.000,0.007,0.007,0.000,5.7,42
01/06/2016,03:00,248,0.5,43.5,0.3,14.4,73.9,,,0.013,0.001,0.007,0.008,0.000,4.4,35
01/06/2016,04:00,277,0.4,49.0,0.2,14.0,74.8,,,0.008,0.009,0.011,0.020,0.000,6.4,41
01/06/2016,05:00,249,0.7,26.1,0.2,13.7,76.4,,,0.007,0.010,0.014,0.024,0.000,6.9,40
01/06/2016,06:00,288,0.5,34.2,0.2,13.7,76.3,,,0.002,0.034,0.023,0.057,0.001,10.4,42
01/06/2016,07:00,251,0.7,34.7,0.3,14.5,74.1,,,0.004,0.023,0.021,0.044,0.001,14.7,44
01/06/2016,08:00,292,0.5,69.5,0.5,16.4,67.1,,,0.011,0.008,0.015,0.023,0.000,16.2,36
01/06/2016,09:00,238,1.0,23.7,0.4,17.4,64.1,,,0.013,0.006,0.012,0.017,0.001,20.5,40
01/06/2016,10:00,234,0.4,85.9,0.5,19.4,57.1,,,,,,,,15.7,
01/06/2016,11:00,60,0.5,75.3,0.5,21.6,47.3,,,,,,,,,
01/06/2016,12:00,79,1.0,54.8,0.8,22.2,44.6,,,,,,,,,
01/06/2016,13:00,96,1.7,30.7,1.0,22.2,42.8,,,,,,,,,
01/06/2016,14:00,99,1.5,40.3,1.0,22.3,41.8,,,,,,,,,
01/06/2016,15:00,80,1.7,25.0,0.8,21.9,42.8,,,,,,,,,
01/06/2016,16:00,85,1.4,17.9,0.6,20.9,48.1,,,0.016,0.006,0.020,0.026,0.002,9.9,14
01/06/2016,17:00,93,1.1,17.7,0.4,19.6,53.1,,,0.008,0.007,0.028,0.035,0.002,13.8,17
01/06/2016,18:00,109,0.7,25.6,0.4,18.5,57.2,,,0.016,0.001,0.016,0.017,0.002,8.2,17
01/06/2016,19:00,117,0.7,29.9,0.5,17.8,60.3,,,0.016,0.001,0.014,0.015,0.002,3.2,15
01/06/2016,20:00,144,0.6,47.2,0.4,17.5,62.9,,,0.023,0.000,0.006,0.006,0.001,3.3,13
01/06/2016,21:00,157,0.3,33.7,0.2,16.4,68.2,,,0.004,0.024,0.026,0.050,0.002,5.0,15
01/06/2016,22:00,207,0.9,15.7,0.3,16.4,68.4,,,0.011,0.006,0.017,0.023,0.002,4.9,21
01/06/2016,23:00,269,0.4,67.6,0.3,16.2,69.9,,,0.014,0.001,0.010,0.010,0.001,6.9,30
02/06/2016,00:00,206,0.2,53.8,0.2,15.0,85.6,,,,,,,,8.4,
02/06/2016,01:00,208,0.6,69.9,0.5,14.6,89.8,,,0.007,0.005,0.013,0.018,0.002,6.2,29
02/06/2016,02:00,327,0.2,115.2,0.3,14.3,91.1,,,0.003,0.004,0.012,0.016,0.002,5.6,31
02/06/2016,03:00,46,0.2,80.0,0.2,13.9,93.2,,,0.003,0.003,0.010,0.013,0.001,7.1,37
02/06/2016,04:00,53,0.8,40.8,0.6,14.2,93.0,,,0.002,0.015,0.012,0.027,0.002,7.6,37
02/06/2016,05:00,187,0.4,36.6,0.2,14.2,92.1,,,0.000,0.027,0.015,0.042,0.002,9.7,35
02/06/2016,06:00,213,0.5,64.9,0.4,14.2,92.8,,,0.001,0.029,0.017,0.046,0.002,10.3,35
02/06/2016,07:00,209,0.8,27.6,0.3,14.9,91.2,,,0.006,0.010,0.013,0.023,0.002,5.7,21
02/06/2016,08:00,120,0.7,50.8,0.5,18.2,74.8,,,0.012,0.008,0.010,0.018,0.001,7.2,16
02/06/2016,09:00,123,1.1,36.2,0.7,19.1,66.8,,,0.021,0.003,0.006,0.009,0.001,3.6,7
02/06/2016,10:00,132,0.9,47.3,0.6,21.3,59.2,,,0.025,0.002,0.004,0.005,0.001,,5
02/06/2016,11:00,95,1.6,35.6,0.8,22.4,54.4,,,0.027,0.002,0.003,0.004,0.001,1.1,6
02/06/2016,12:00,97,1.9,31.1,1.0,20.6,61.6,,,0.025,0.002,0.005,0.006,0.001,4.6,10
02/06/2016,13:00,75,2.2,26.5,0.9,20.6,65.6,,,0.025,0.003,0.006,0.009,0.001,5.8,17
02/06/2016,14:00,102,2.1,31.7,1.3,20.1,67.3,,,0.024,0.003,0.006,0.008,0.001,5.3,6
02/06/2016,15:00,89,2.0,22.6,0.8,20.0,65.7,,,0.022,0.003,0.008,0.011,0.001,3.2,4
02/06/2016,16:00,95,1.6,19.0,0.6,19.5,64.0,,,0.018,0.003,0.012,0.015,0.001,7.3,7
02/06/2016,17:00,141,0.5,44.4,0.4,18.6,71.0,,,0.015,0.002,0.012,0.014,0.001,9.6,9
02/06/2016,18:00,157,0.3,31.5,0.3,17.5,78.4,,,0.013,0.001,0.011,0.012,0.001,3.0,6
02/06/2016,19:00,214,0.6,25.5,0.3,16.6,82.2,,,0.004,0.009,0.020,0.029,0.001,4.4,11
02/06/2016,20:00,211,0.7,29.9,0.2,16.7,80.9,,,0.009,0.002,0.012,0.014,0.001,4.1,11
02/06/2016,21:00,181,0.3,52.4,0.3,16.1,83.1,,,0.008,0.002,0.013,0.015,0.001,3.4,9
02/06/2016,22:00,97,0.1,116.5,0.2,14.9,88.8,,,0.005,0.002,0.010,0.012,0.001,2.6,7
02/06/2016,23:00,258,0.4,59.9,0.3,14.1,91.8,,,0.003,0.002,0.012,0.014,0.001,4.5,16
03/06/2016,00:00,122,0.3,66.1,0.5,13.4,93.2,,,,,,,,2.2,
03/06/2016,01:00,57,0.5,53.7,0.4,13.8,93.9,,,0.001,0.011,0.011,0.022,0.001,3.7,14
03/06/2016,02:00,148,0.3,33.9,0.3,14.1,93.6,,,0.001,0.015,0.012,0.027,0.001,3.3,15
03/06/2016,03:00,316,0.2,137.1,0.2,14.3,93.5,,,0.001,0.006,0.010,0.016,0.001,3.2,15
03/06/2016,04:00,303,0.5,42.5,0.2,14.1,93.2,,,0.001,0.010,0.009,0.019,0.001,3.7,14
03/06/2016,05:00,290,0.4,42.3,0.2,13.9,93.0,,,0.000,0.025,0.011,0.036,0.001,4.7,16
03/06/2016,06:00,304,0.7,41.9,0.4,13.8,93.0,,,0.001,0.029,0.011,0.040,0.001,8.5,26
03/06/2016,07:00,262,0.6,45.0,0.3,14.6,91.9,,,0.002,0.019,0.011,0.030,0.001,112.8,55
03/06/2016,08:00,221,1.0,20.7,0.3,16.0,84.4,,,0.004,0.011,0.011,0.022,0.001,143.5,89
03/06/2016,09:00,274,0.7,53.8,0.4,18.7,70.6,,,0.011,0.006,0.007,0.012,0.001,449.3,150
03/06/2016,10:00,274,1.0,33.9,0.5,19.8,66.2,,,0.017,0.003,0.005,0.008,0.001,12.5,8
03/06/2016,11:00,317,0.7,43.2,0.4,21.0,64.9,,,0.017,0.005,0.006,0.011,0.001,3.5,9
03/06/2016,12:00,73,2.1,29.2,1.2,22.4,59.1,,,0.019,0.005,0.008,0.013,0.001,9.3,11
03/06/2016,13:00,93,2.7,22.1,1.1,21.1,67.5,,,0.022,0.003,0.007,0.010,0.001,6.8,7
03/06/2016,14:00,90,3.0,20.6,1.1,21.5,63.5,,,0.023,0.004,0.007,0.011,0.001,8.5,6
03/06/2016,15:00,86,2.6,20.2,0.9,21.2,65.6,,,0.021,0.004,0.009,0.012,0.001,4.0,7
03/06/2016,16:00,87,1.9,22.3,0.9,20.4,69.6,,,0.017,0.004,0.012,0.016,0.001,6.0,9
03/06/2016,17:00,103,1.0,24.5,0.6,19.5,73.4,,,0.018,0.002,0.009,0.011,0.001,6.4,10
03/06/2016,18:00,113,0.9,28.1,0.6,18.9,76.9,,,0.017,0.001,0.009,0.010,0.001,5.0,10
03/06/2016,19:00,113,1.1,26.8,0.7,18.9,79.2,,,0.020,0.000,0.005,0.005,0.001,4.1,9
03/06/2016,20:00,85,1.8,22.7,0.9,18.5,88.1,,,0.018,0.001,0.005,0.006,0.001,3.2,8
03/06/2016,21:00,122,0.5,34.6,0.3,17.9,93.5,,,0.011,0.000,0.009,0.009,0.001,2.9,13
03/06/2016,22:00,122,0.6,34.0,0.4,17.6,94.7,,,0.010,0.001,0.008,0.009,0.001,5.4,19
03/06/2016,23:00,95,1.6,18.6,0.6,18.2,95.1,,,0.015,0.001,0.005,0.005,0.001,3.9,15
04/06/2016,00:00,73,1.3,32.6,0.7,18.5,94.9,,,,,,,,5.1,
04/06/2016,01:00,64,1.7,19.7,1.0,19.0,94.6,,,0.016,0.001,0.005,0.006,0.001,5.1,15
04/06/2016,02:00,51,2.3,20.8,1.1,18.5,92.5,,,0.023,0.000,0.002,0.002,0.001,1.6,9
04/06/2016,03:00,64,1.4,18.5,0.7,18.5,93.7,,,0.021,0.000,0.003,0.003,0.001,2.6,9
04/06/2016,04:00,75,1.1,34.9,0.8,18.8,95.1,,,0.019,0.001,0.003,0.004,0.001,4.3,16
04/06/2016,05:00,63,1.2,44.0,0.8,19.2,95.6,,,0.017,0.001,0.004,0.005,0.001,7.7,23
04/06/2016,06:00,48,3.1,18.5,1.2,19.1,95.8,,,0.021,0.001,0.003,0.004,0.001,4.2,15
04/06/2016,07:00,70,2.2,40.2,1.3,19.0,95.9,,,0.022,0.001,0.003,0.004,0.001,3.5,15
04/06/2016,08:00,326,0.9,74.4,0.9,18.6,96.7,,,0.022,0.002,0.003,0.005,0.001,3.2,8
04/06/2016,09:00,121,0.9,83.3,1.5,18.6,97.1,,,0.020,0.001,0.006,0.007,0.001,,6
04/06/2016,10:00,8,1.2,142.6,0.7,18.4,97.2,,,0.018,0.002,0.006,0.008,0.001,1.2,3
04/06/2016,11:00,59,1.4,41.3,0.8,18.4,96.7,,,0.019,0.004,0.008,0.012,0.001,,4
04/06/2016,12:00,43,0.1,115.6,0.4,18.9,96.2,,,0.015,0.003,0.010,0.013,0.001,0.4,11
04/06/2016,13:00,36,0.8,130.9,0.8,19.4,96.1,,,0.017,0.003,0.007,0.010,0.001,3.7,15
04/06/2016,14:00,301,1.3,26.9,0.7,19.1,95.9,,,0.021,0.001,0.003,0.004,0.001,,3
04/06/2016,15:00,273,0.6,47.5,0.3,19.2,95.5,,,0.018,0.002,0.005,0.006,0.001,0.8,3
04/06/2016,16:00,210,0.5,29.8,0.3,19.1,95.3,,,0.015,0.001,0.007,0.008,0.001,0.8,5
04/06/2016,17:00,,0.0,118.1,0.2,18.9,95.3,,,0.006,0.005,0.014,0.019,0.001,2.6,6
04/06/2016,18:00,262,0.7,28.8,0.3,18.8,95.8,,,0.004,0.008,0.015,0.022,0.001,4.3,15
04/06/2016,19:00,239,1.3,18.2,0.5,18.6,96.4,,,0.012,0.000,0.007,0.007,0.001,1.2,13
04/06/2016,20:00,263,1.9,18.3,0.6,17.9,96.4,,,0.014,0.000,0.004,0.004,0.001,0.8,5
04/06/2016,21:00,257,1.6,19.7,0.7,17.0,94.5,,,0.015,0.001,0.003,0.003,0.001,0.9,2
04/06/2016,22:00,276,1.6,16.6,0.6,16.5,90.6,,,0.017,0.001,0.002,0.003,0.001,0.7,1
04/06/2016,23:00,281,2.4,15.5,0.7,16.3,81.4,,,0.020,0.001,0.001,0.002,0.001,0.5,1
05/06/2016,00:00,275,2.4,16.5,0.8,15.7,78.2,,,,,,,,0.9,
05/06/2016,01:00,281,2.5,16.2,0.8,15.2,78.5,,,0.021,0.001,0.001,0.001,0.001,,1
05/06/2016,02:00,275,2.6,15.6,0.9,14.9,77.1,,,0.021,0.000,0.001,0.001,0.000,,1
05/06/2016,03:00,279,2.6,14.6,0.8,14.5,75.0,,,0.022,0.000,0.001,0.001,0.001,,1
05/06/2016,04:00,281,3.2,15.0,1.0,14.3,75.1,,,0.022,0.000,0.001,0.001,0.001,0.5,1
05/06/2016,05:00,285,3.5,16.0,1.1,14.3,75.7,,,0.021,0.001,0.001,0.001,0.001,,1
05/06/2016,06:00,282,3.7,15.3,1.2,14.1,75.6,,,0.019,0.001,0.000,0.001,0.001,,1
05/06/2016,07:00,280,4.5,17.0,1.5,15.1,70.5,,,0.018,0.001,0.001,0.001,0.001,1.4,1
05/06/2016,08:00,278,4.5,16.8,1.6,16.6,64.2,,,0.018,0.001,0.001,0.002,0.001,1.7,1
05/06/2016,09:00,279,4.8,18.4,1.6,17.9,58.4,,,0.017,0.002,0.001,0.003,0.001,1.1,1
05/06/2016,10:00,279,5.0,18.0,1.9,19.2,53.9,,,0.019,0.002,0.001,0.003,0.001,,1
05/06/2016,11:00,276,5.6,16.3,1.9,19.2,53.0,,,0.020,0.002,0.001,0.003,0.001,2.3,2
05/06/2016,12:00,268,5.7,18.2,2.0,18.2,55.6,,,0.019,0.001,0.002,0.003,0.001,2.7,1
05/06/2016,13:00,263,5.0,17.5,1.9,16.9,59.2,,,0.020,0.001,0.001,0.002,0.001,2.6,1
05/06/2016,14:00,262,5.0,18.7,1.8,16.3,61.3,,,0.020,0.001,0.001,0.002,0.001,2.7,2
05/06/2016,15:00,259,4.3,17.4,1.6,16.6,57.8,,,0.021,0.002,0.002,0.004,0.001,2.3,4
05/06/2016,16:00,264,4.2,17.6,1.5,16.2,59.7,,,0.020,0.001,0.003,0.004,0.001,4.0,10
05/06/2016,17:00,265,4.5,16.1,1.6,15.4,62.6,,,0.021,0.001,0.002,0.003,0.001,3.7,6
05/06/2016,18:00,273,4.6,16.5,1.5,14.8,64.2,,,0.021,0.001,0.002,0.003,0.001,19.9,88
05/06/2016,19:00,270,4.5,16.5,1.6,14.7,65.1,,,0.021,0.001,0.001,0.002,0.001,1.5,2
05/06/2016,20:00,271,4.1,15.5,1.4,14.6,66.3,,,0.021,0.001,0.001,0.002,0.001,2.1,2
05/06/2016,21:00,269,4.9,16.4,1.6,15.0,66.9,,,0.022,0.001,0.001,0.002,0.001,3.0,3
05/06/2016,22:00,270,5.2,15.6,1.8,15.1,67.3,,,0.023,0.000,0.001,0.001,0.001,2.3,7
05/06/2016,23:00,271,5.4,15.6,1.7,15.1,65.3,,,0.024,0.001,0.001,0.001,0.001,4.0,7
06/06/2016,00:00,268,4.7,18.3,1.9,15.4,61.9,,,,,,,,4.3,
06/06/2016,01:00,268,3.7,19.8,1.4,15.4,61.0,,,0.024,0.001,0.000,0.001,0.001,3.5,5
06/06/2016,02:00,257,5.4,18.3,2.2,15.1,60.8,,,0.024,0.000,0.001,0.001,0.001,3.5,5
06/06/2016,03:00,293,2.3,44.5,1.5,14.8,61.0,,,0.024,0.001,0.000,0.001,0.001,2.9,5
06/06/2016,04:00,320,1.9,35.8,1.1,14.3,60.4,,,0.023,0.002,0.002,0.004,0.000,3.8,6
06/06/2016,05:00,306,3.0,22.9,1.2,14.1,56.0,,,0.023,0.003,0.003,0.005,0.001,4.5,7
06/06/2016,06:00,272,3.2,26.5,1.3,13.4,56.1,,,0.022,0.003,0.004,0.006,0.001,4.8,8
06/06/2016,07:00,278,3.7,15.9,1.4,14.1,52.3,,,0.022,0.003,0.005,0.008,0.001,6.8,9
06/06/2016,08:00,273,4.3,18.8,1.6,15.0,50.2,,,0.024,0.002,0.003,0.005,0.001,6.1,8
06/06/2016,09:00,267,4.0,19.0,1.4,15.5,48.0,,,0.024,0.002,0.002,0.004,0.001,4.6,9
06/06/2016,10:00,267,4.0,20.1,1.6,16.8,42.1,,,0.026,0.001,0.002,0.003,0.001,3.8,8
06/06/2016,11:00,272,3.7,24.4,1.5,18.2,37.7,,,0.027,0.002,0.002,0.004,0.001,3.1,7
06/06/2016,12:00,257,5.6,19.1,1.7,18.0,43.1,,,0.026,0.002,0.001,0.003,0.001,3.7,7
06/06/2016,13:00,258,4.7,19.5,1.8,18.5,42.2,,,0.026,0.001,0.002,0.003,0.001,4.7,6
06/06/2016,14:00,258,5.4,18.9,1.9,18.9,41.1,,,0.027,0.001,0.002,0.003,0.001,7.5,4
06/06/2016,15:00,260,5.2,18.7,1.7,18.7,40.9,,,0.026,0.002,0.002,0.004,0.001,8.0,6
06/06/2016,16:00,251,4.4,19.6,1.7,17.8,43.8,,,0.026,0.001,0.003,0.004,0.000,9.0,29
06/06/2016,17:00,265,2.9,19.5,1.2,16.9,49.2,,,0.021,0.002,0.007,0.009,0.001,6.0,11
06/06/2016,18:00,268,3.2,14.1,1.0,16.4,51.1,,,0.021,0.001,0.007,0.008,0.002,5.3,8
06/06/2016,19:00,272,3.0,15.4,1.0,16.1,52.1,,,0.023,0.002,0.006,0.007,0.002,15.1,193
06/06/2016,20:00,269,2.8,13.6,0.9,15.7,54.6,,,0.021,0.001,0.005,0.006,0.002,3.6,5
06/06/2016,21:00,263,3.1,14.0,0.9,15.5,56.3,,,0.019,0.001,0.007,0.008,0.002,4.9,6
06/06/2016,22:00,267,3.4,13.2,0.9,15.2,58.2,,,0.021,0.001,0.004,0.005,0.002,2.6,4
06/06/2016,23:00,278,3.6,14.0,1.1,14.7,61.0,,,0.023,0.001,0.002,0.002,0.001,2.3,4
07/06/2016,00:00,284,3.6,13.4,1.0,14.5,63.0,,,,,,,,2.6,
07/06/2016,01:00,276,3.3,22.3,1.7,14.2,63.7,,,0.023,0.001,0.001,0.002,0.001,2.5,3
07/06/2016,02:00,284,1.6,38.8,1.0,13.4,66.7,,,0.022,0.001,0.002,0.003,0.001,2.5,4
07/06/2016,03:00,279,2.1,16.0,0.7,12.8,68.5,,,0.021,0.001,0.002,0.002,0.000,3.5,4
07/06/2016,04:00,270,1.7,17.6,0.6,12.1,70.2,,,0.019,0.001,0.003,0.004,0.001,2.8,5
07/06/2016,05:00,270,2.0,16.2,0.7,11.5,72.7,,,0.015,0.002,0.007,0.009,0.001,3.1,7
07/06/2016,06:00,259,1.9,11.7,0.7,11.1,72.8,,,0.014,0.002,0.008,0.010,0.000,8.3,8
07/06/2016,07:00,269,1.4,21.1,0.5,12.5,67.6,,,0.011,0.008,0.012,0.020,0.002,10.6,13
07/06/2016,08:00,279,2.4,18.7,1.0,15.5,55.2,,,0.018,0.006,0.006,0.012,0.001,6.9,8
07/06/2016,09:00,287,2.7,21.0,1.0,17.7,47.0,,,0.021,0.004,0.005,0.009,0.001,7.5,8
07/06/2016,10:00,300,2.9,23.8,1.1,19.2,41.8,,,0.024,0.003,0.003,0.006,0.001,4.7,7
07/06/2016,11:00,278,3.0,29.8,1.6,20.4,36.3,,,0.027,0.003,0.003,0.006,0.001,3.6,7
07/06/2016,12:00,258,4.3,20.8,1.5,21.2,31.8,,,0.029,0.002,0.001,0.003,0.000,3.4,5
07/06/2016,13:00,267,4.2,19.9,1.6,21.8,30.3,,,0.031,0.001,0.002,0.003,0.001,4.1,6
07/06/2016,14:00,263,4.6,20.7,1.7,21.9,29.3,,,0.032,0.001,0.002,0.003,0.002,4.6,6
07/06/2016,15:00,255,4.8,19.5,1.8,21.4,29.1,,,0.031,0.001,0.003,0.004,0.002,5.8,5
07/06/2016,16:00,255,3.9,16.6,1.7,20.2,32.0,,,0.028,0.001,0.005,0.006,0.002,6.7,6
07/06/2016,17:00,250,3.7,15.5,1.2,18.9,36.1,,,0.026,0.001,0.005,0.006,0.002,7.3,7
07/06/2016,18:00,256,2.4,14.0,0.8,17.8,40.1,,,0.023,0.001,0.007,0.008,0.002,6.9,9
07/06/2016,19:00,260,1.9,17.1,0.6,16.6,45.0,,,0.016,0.001,0.013,0.014,0.001,7.9,9
07/06/2016,20:00,273,0.8,57.0,0.6,15.8,48.8,,,0.017,0.002,0.009,0.011,0.001,6.8,8
07/06/2016,21:00,10,1.1,176.8,0.5,14.0,57.5,,,0.014,0.003,0.011,0.014,0.001,6.2,11
07/06/2016,22:00,347,1.1,19.5,0.5,14.3,56.0,,,0.020,0.002,0.005,0.007,0.001,4.5,8
07/06/2016,23:00,323,1.4,24.5,0.5,13.4,60.2,,,0.017,0.003,0.007,0.009,0.001,3.4,8
08/06/2016,00:00,269,1.1,26.8,0.4,12.6,63.7,,,,,,,,4.7,
08/06/2016,01:00,323,0.5,114.2,0.6,12.1,67.0,,,0.018,0.001,0.005,0.005,0.001,3.7,7
08/06/2016,02:00,13,0.2,139.3,0.5,10.5,74.7,,,0.010,0.002,0.011,0.013,0.000,3.5,8
08/06/2016,03:00,281,0.8,40.7,0.6,11.3,71.2,,,0.017,0.001,0.005,0.006,0.001,,6
08/06/2016,04:00,269,0.7,47.1,0.5,10.7,73.6,,,0.011,0.009,0.011,0.020,0.001,4.5,7
08/06/2016,05:00,183,0.4,55.2,0.2,9.2,81.1,,,0.002,0.047,0.024,0.071,0.001,13.1,16
08/06/2016,06:00,225,1.0,19.0,0.4,9.3,81.4,,,0.002,0.050,0.026,0.076,0.001,6.8,13
08/06/2016,07:00,285,0.4,109.1,0.8,12.5,70.0,,,0.007,0.016,0.016,0.032,0.001,8.0,10
08/06/2016,08:00,286,1.4,41.5,0.9,17.0,52.7,,,0.016,0.010,0.010,0.020,0.000,8.4,8
08/06/2016,09:00,281,1.5,38.0,0.8,19.9,42.7,,,0.021,0.004,0.005,0.009,0.001,5.8,6
08/06/2016,10:00,290,2.6,25.9,0.9,21.2,37.9,,,0.025,0.003,0.003,0.006,0.000,3.8,9
08/06/2016,11:00,273,2.7,26.7,1.1,22.2,32.7,,,0.028,0.002,0.003,0.004,0.001,2.4,5
08/06/2016,12:00,265,2.5,25.9,1.0,23.5,27.4,,,0.029,0.002,0.002,0.003,0.001,2.4,4
08/06/2016,13:00,261,2.6,27.4,1.1,23.9,26.3,,,0.029,0.002,0.002,0.003,0.001,3.8,4
08/06/2016,14:00,262,2.4,27.5,1.0,24.2,27.0,,,0.028,0.002,0.003,0.005,0.001,4.2,4
08/06/2016,15:00,277,2.1,24.9,0.9,24.0,27.3,,,0.027,0.003,0.004,0.007,0.001,4.2,4
08/06/2016,16:00,287,1.8,17.1,0.7,22.6,29.5,,,0.024,0.003,0.006,0.009,0.001,5.7,5
08/06/2016,17:00,293,1.4,16.3,0.5,20.2,34.5,,,0.016,0.005,0.014,0.019,0.001,6.8,7
08/06/2016,18:00,244,0.2,97.8,0.4,18.2,42.4,,,0.009,0.024,0.022,0.046,0.001,9.3,13
08/06/2016,19:00,232,0.4,120.8,0.5,15.8,53.2,,,0.002,0.058,0.031,0.089,0.002,10.3,13
08/06/2016,20:00,272,0.2,68.3,0.2,15.4,54.4,,,0.004,0.013,0.024,0.037,0.001,5.3,8
08/06/2016,21:00,251,0.8,25.7,0.3,14.1,60.5,,,0.002,0.031,0.029,0.060,0.001,7.0,15
08/06/2016,22:00,117,0.1,127.6,0.5,13.2,66.1,,,0.002,0.033,0.023,0.056,0.001,7.6,16
08/06/2016,23:00,205,0.2,119.5,0.3,12.2,71.6,,,0.001,0.017,0.021,0.037,0.001,7.4,13
09/06/2016,00:00,225,0.5,32.3,0.3,11.5,76.0,,,,,,,,7.0,
09/06/2016,01:00,191,0.2,62.4,0.2,11.3,77.0,,,0.002,0.013,0.016,0.028,0.001,5.5,12
09/06/2016,02:00,103,0.8,18.9,0.4,10.5,80.8,,,0.005,0.006,0.010,0.016,0.000,4.0,8
09/06/2016,03:00,152,0.3,62.3,0.3,10.3,81.1,,,0.004,0.007,0.011,0.018,0.001,1.4,7
09/06/2016,04:00,103,0.5,37.2,0.3,10.1,82.5,,,0.003,0.016,0.012,0.028,0.001,4.9,8
09/06/2016,05:00,155,0.3,54.8,0.2,9.8,83.5,,,0.001,0.045,0.019,0.064,0.001,7.8,11
09/06/2016,06:00,242,0.8,24.7,0.4,10.7,79.9,,,0.002,0.032,0.019,0.050,0.001,7.5,13
09/06/2016,07:00,228,0.8,31.6,0.4,13.9,65.9,,,0.006,0.033,0.017,0.050,0.001,10.2,10
09/06/2016,08:00,251,1.4,23.6,0.5,16.5,55.5,,,0.011,0.010,0.010,0.019,0.001,8.6,10
09/06/2016,09:00,286,2.0,23.3,0.8,20.4,43.5,,,0.017,0.006,0.007,0.013,0.001,6.7,8
09/06/2016,10:00,309,1.4,35.5,0.7,24.1,30.9,,,0.026,0.004,0.005,0.009,0.000,4.5,7
09/06/2016,11:00,311,1.6,31.4,0.7,26.3,26.4,,,0.030,0.003,0.004,0.007,0.000,4.4,6
09/06/2016,12:00,325,1.6,32.9,0.8,27.7,25.0,,,0.034,0.003,0.004,0.007,0.000,5.5,8
09/06/2016,13:00,318,1.9,26.5,0.8,29.1,24.3,,,0.036,0.002,0.004,0.006,0.000,6.3,8
09/06/2016,14:00,330,1.8,24.6,0.7,29.9,24.7,,,0.034,0.004,0.005,0.008,0.001,6.8,7
09/06/2016,15:00,346,1.6,26.3,0.7,29.8,26.6,,,0.032,0.004,0.009,0.013,0.001,7.6,8
09/06/2016,16:00,62,2.0,18.1,0.6,27.3,33.6,,,0.017,0.008,0.034,0.042,0.002,18.0,17
09/06/2016,17:00,100,2.0,17.4,0.7,23.8,42.4,,,0.007,0.009,0.044,0.053,0.003,21.7,20
09/06/2016,18:00,106,1.7,16.7,0.8,22.1,49.2,,,0.011,0.006,0.036,0.041,0.002,17.8,19
09/06/2016,19:00,109,0.6,37.0,0.5,20.6,55.7,,,0.009,0.010,0.036,0.046,0.001,17.6,20
09/06/2016,20:00,192,0.6,20.1,0.3,18.6,64.2,,,0.001,0.023,0.041,0.064,0.001,17.0,23
09/06/2016,21:00,173,0.1,101.0,0.4,17.6,69.4,,,0.001,0.041,0.037,0.077,0.001,17.1,24
09/06/2016,22:00,290,0.3,70.9,0.3,16.8,73.4,,,0.001,0.029,0.032,0.061,0.001,16.1,22
09/06/2016,23:00,358,0.2,122.8,0.2,16.3,75.6,,,0.001,0.023,0.033,0.055,0.001,15.8,27
10/06/2016,00:00,16,0.7,167.2,0.3,15.9,77.4,,,,,,,,15.9,
10/06/2016,01:00,23,0.3,160.5,0.2,15.6,79.8,,,0.001,0.021,0.028,0.049,0.001,11.2,22
10/06/2016,02:00,299,0.3,74.4,0.4,15.0,82.6,,,0.002,0.019,0.023,0.041,0.001,9.9,19
10/06/2016,03:00,314,1.7,12.6,0.5,17.7,68.5,,,0.018,0.001,0.007,0.008,0.000,4.0,8
10/06/2016,04:00,305,2.0,15.2,0.7,18.0,65.8,,,0.019,0.002,0.005,0.006,0.000,5.3,5
10/06/2016,05:00,327,1.0,38.3,0.5,17.0,66.2,,,0.012,0.012,0.014,0.026,0.001,5.9,6
10/06/2016,06:00,311,0.9,137.0,0.7,16.1,61.0,,,0.011,0.014,0.016,0.030,0.000,7.0,6
10/06/2016,07:00,333,1.1,36.5,0.5,17.9,55.0,,,0.010,0.017,0.017,0.034,0.001,8.9,10
10/06/2016,08:00,280,2.0,20.7,0.8,19.6,48.6,,,0.018,0.006,0.007,0.012,0.000,8.5,5
10/06/2016,09:00,283,2.4,24.4,1.0,21.2,42.2,,,0.024,0.002,0.003,0.005,0.000,5.7,3
10/06/2016,10:00,279,2.6,24.5,1.0,22.4,37.8,,,0.026,0.002,0.002,0.004,0.000,4.9,3
10/06/2016,11:00,268,2.5,28.6,1.1,23.7,33.3,,,0.028,0.002,0.002,0.003,0.000,7.2,2
10/06/2016,12:00,258,2.6,26.9,1.2,24.6,28.8,,,0.029,0.001,0.002,0.003,0.000,2.4,2
10/06/2016,13:00,270,2.9,26.0,1.2,25.2,26.5,,,0.029,0.002,0.002,0.004,0.000,2.2,2
