Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
21/11/2016,11:00,100,5.2,20.6,2.0,27.5,54.9,0.000,0.000,0.000,0.000,0.0,30.6,11.2,19
21/11/2016,12:00,102,5.1,20.5,1.9,27.7,54.9,0.000,0.000,0.000,0.000,0.0,25.9,6.4,20
21/11/2016,13:00,101,5.5,18.1,2.1,27.5,56.1,0.000,0.000,0.000,0.000,0.0,30.4,10.6,20
21/11/2016,14:00,101,5.0,20.3,1.9,27.5,56.2,0.000,0.000,0.000,0.000,0.0,29.0,9.9,20
21/11/2016,15:00,103,5.1,19.8,1.9,27.2,55.9,0.000,0.000,0.000,0.000,0.0,23.5,5.2,20
21/11/2016,16:00,105,4.8,19.7,1.9,26.7,59.0,0.000,0.000,0.000,0.000,0.0,20.6,2.0,21
21/11/2016,17:00,109,4.2,21.7,1.7,25.5,63.3,0.000,0.000,0.000,0.000,0.0,23.5,6.2,23
21/11/2016,18:00,113,3.9,19.8,1.6,24.4,68.4,0.000,0.000,0.000,0.000,0.0,24.0,7.1,25
21/11/2016,19:00,122,2.6,21.4,1.2,23.9,71.2,0.000,0.000,0.000,0.000,0.0,21.1,3.9,26
21/11/2016,20:00,134,2.2,19.4,0.9,23.5,72.6,0.000,0.000,0.000,0.000,0.0,22.0,4.9,26
21/11/2016,21:00,142,2.0,15.2,0.7,23.0,72.8,0.000,0.000,0.000,0.000,0.0,23.4,7.0,25
21/11/2016,22:00,158,1.3,18.4,0.4,22.2,75.6,0.000,0.000,0.000,0.000,0.0,20.7,5.0,25
21/11/2016,23:00,183,1.1,15.5,0.3,21.6,78.1,0.000,0.000,0.000,0.000,0.0,21.3,6.3,25
22/11/2016,00:00,177,1.4,11.6,0.4,20.9,78.1,,,,,,18.1,3.8,
22/11/2016,01:00,170,1.7,11.5,0.4,20.9,77.5,0.000,0.001,0.001,0.000,0.0,14.8,1.6,20
22/11/2016,02:00,171,2.2,11.6,0.6,20.8,81.6,0.000,0.000,0.000,0.000,0.0,19.1,6.1,25
22/11/2016,03:00,173,2.0,12.9,0.5,20.5,84.5,0.000,0.000,0.000,0.000,0.0,18.9,6.6,31
22/11/2016,04:00,172,2.3,12.7,0.6,20.3,85.3,0.000,0.001,0.001,0.000,0.0,19.1,6.6,35
22/11/2016,05:00,166,2.5,13.1,0.7,21.0,84.2,0.000,0.001,0.001,0.000,0.0,15.8,3.1,28
22/11/2016,06:00,161,3.0,15.5,0.9,23.7,74.1,0.000,0.001,0.001,0.000,0.0,16.8,4.5,25
22/11/2016,07:00,158,3.0,17.9,1.0,25.8,66.6,0.000,0.000,0.000,0.000,0.0,13.2,0.3,24
22/11/2016,08:00,147,2.7,23.0,1.1,27.1,62.7,0.000,0.001,0.001,0.000,0.0,16.7,3.2,23
22/11/2016,09:00,101,2.9,31.2,1.5,27.9,61.3,0.001,0.001,0.001,0.000,0.0,19.6,1.2,21
22/11/2016,10:00,91,3.5,21.0,1.3,27.2,63.4,0.000,0.000,0.000,0.000,0.0,24.6,4.2,20
22/11/2016,11:00,79,3.6,22.0,1.5,27.8,64.0,0.000,0.000,0.000,0.000,0.0,21.8,7.5,21
22/11/2016,12:00,74,4.7,17.6,1.6,27.3,68.3,0.000,0.001,0.001,0.001,0.0,26.6,10.0,24
22/11/2016,13:00,74,5.0,15.5,1.6,27.3,69.0,0.000,0.000,0.000,0.000,0.0,24.7,5.4,25
22/11/2016,14:00,78,4.9,16.7,1.8,27.4,68.8,0.000,0.001,0.001,0.001,0.0,26.5,6.6,26
22/11/2016,15:00,85,5.0,17.3,1.9,27.3,70.4,0.000,0.000,0.000,0.000,0.0,28.8,9.7,29
22/11/2016,16:00,94,4.9,17.4,1.8,27.0,71.9,0.000,0.000,0.000,0.000,0.0,30.0,10.2,32
22/11/2016,17:00,101,4.2,18.4,1.7,26.2,73.1,0.000,0.000,0.000,0.000,0.0,28.6,9.5,30
22/11/2016,18:00,112,3.4,21.5,1.6,25.3,75.3,0.000,0.000,0.000,0.000,0.0,21.5,5.6,27
22/11/2016,19:00,131,2.2,18.8,0.9,24.7,76.3,0.000,0.000,0.000,0.000,0.0,24.3,9.4,28
22/11/2016,20:00,138,1.8,16.4,0.7,24.1,76.6,0.000,0.000,0.000,0.000,0.0,21.4,6.5,29
22/11/2016,21:00,145,1.2,17.1,0.5,23.5,78.8,0.000,0.000,0.000,0.000,0.0,18.5,4.2,30
22/11/2016,22:00,157,0.8,23.3,0.3,22.7,81.3,0.000,0.000,0.000,0.000,0.0,19.8,4.8,31
22/11/2016,23:00,163,1.5,13.3,0.4,22.0,81.8,0.000,0.000,0.000,0.000,0.0,17.2,2.3,30
23/11/2016,00:00,173,1.5,13.7,0.5,21.7,79.4,,,,,,20.1,7.2,
23/11/2016,01:00,169,1.8,12.3,0.6,21.2,79.5,0.000,0.000,0.000,0.000,0.0,17.1,4.3,20
23/11/2016,02:00,173,1.5,15.6,0.5,20.9,79.8,0.000,0.000,0.000,0.000,0.0,14.5,2.1,26
23/11/2016,03:00,186,1.0,19.2,0.5,20.5,81.8,0.000,0.001,0.001,0.000,0.0,16.7,4.2,27
23/11/2016,04:00,185,1.7,15.0,0.5,20.6,83.1,0.000,0.001,0.001,0.000,0.0,17.9,6.7,26
23/11/2016,05:00,198,1.6,19.2,0.6,21.5,81.8,0.000,0.002,0.002,0.000,0.0,16.4,7.1,24
23/11/2016,06:00,212,1.4,30.5,0.6,24.3,73.9,0.000,0.001,0.001,0.000,0.2,17.3,10.2,69
23/11/2016,07:00,194,1.4,32.3,0.7,26.7,66.6,0.000,0.001,0.001,0.000,0.2,26.1,20.5,51
23/11/2016,08:00,166,0.8,74.3,0.9,28.5,61.4,0.000,0.002,0.002,0.000,0.1,17.8,12.3,25
23/11/2016,09:00,52,2.0,40.7,1.1,27.8,66.8,0.000,0.000,0.000,0.000,0.1,15.8,7.9,11
23/11/2016,10:00,43,2.8,20.6,1.0,27.0,71.0,0.000,0.000,0.000,0.000,0.0,14.9,4.4,11
23/11/2016,11:00,44,3.0,18.4,1.0,26.6,74.5,0.000,0.000,0.000,0.001,0.0,12.4,3.2,12
23/11/2016,12:00,51,3.3,20.7,1.1,26.8,76.8,0.000,0.000,0.000,0.000,0.1,15.8,5.8,12
23/11/2016,13:00,52,3.4,18.9,1.2,27.5,76.3,0.000,0.000,0.000,0.000,0.1,19.3,8.7,13
23/11/2016,14:00,65,3.9,18.6,1.4,27.7,75.7,0.000,0.000,0.000,0.000,0.1,17.5,6.1,11
23/11/2016,15:00,75,4.3,17.3,1.7,27.2,78.4,0.000,0.000,0.000,0.000,0.1,15.4,3.0,12
23/11/2016,16:00,73,4.3,15.9,1.5,26.8,80.1,0.000,0.001,0.001,0.000,0.1,15.2,4.4,15
23/11/2016,17:00,66,3.5,15.4,1.3,26.0,83.6,0.000,0.000,0.000,0.000,0.0,14.7,5.2,18
23/11/2016,18:00,65,2.8,15.7,1.0,25.3,86.4,0.000,0.000,0.000,0.000,0.0,19.2,7.0,21
23/11/2016,19:00,71,2.4,15.3,0.8,25.0,86.9,0.000,0.001,0.001,0.000,0.0,20.1,8.0,20
23/11/2016,20:00,75,2.0,19.3,0.7,25.0,87.7,0.000,0.000,0.000,0.000,0.0,18.4,6.5,21
23/11/2016,21:00,46,1.6,22.6,0.7,25.0,88.2,0.000,0.000,0.000,0.000,0.0,14.5,2.3,23
23/11/2016,22:00,35,1.0,28.6,0.5,24.6,88.9,0.000,0.000,0.000,0.000,0.0,13.6,1.6,24
23/11/2016,23:00,5,0.4,171.7,0.2,24.2,90.5,0.000,0.000,0.000,0.000,0.0,15.2,2.8,25
24/11/2016,00:00,209,0.3,92.3,0.2,23.5,91.9,,,,,,15.2,3.9,
24/11/2016,01:00,254,0.6,23.2,0.3,23.1,93.6,0.000,0.000,0.000,0.000,0.0,14.8,3.7,19
24/11/2016,02:00,240,0.5,34.7,0.3,22.9,94.4,0.000,0.000,0.000,0.000,0.0,16.2,5.6,24
24/11/2016,03:00,248,0.2,71.5,0.2,22.3,95.0,0.000,0.000,0.000,0.000,0.0,11.6,1.1,21
24/11/2016,04:00,255,0.3,51.1,0.2,22.0,95.8,0.000,0.001,0.001,0.000,0.0,11.3,2.9,19
24/11/2016,05:00,252,0.2,97.7,0.3,22.3,96.1,0.000,0.001,0.001,0.000,0.1,9.9,2.9,18
24/11/2016,06:00,230,1.1,31.8,0.7,23.9,92.1,0.000,0.001,0.001,0.000,0.1,,,17
24/11/2016,07:00,238,1.4,45.2,1.0,26.5,80.2,0.000,0.000,0.000,0.000,0.0,5.9,-0.3,13
24/11/2016,08:00,244,0.9,65.0,0.8,29.6,66.7,0.000,0.000,0.000,0.000,0.0,7.4,1.5,10
24/11/2016,09:00,294,0.9,72.6,0.9,32.1,55.7,0.000,0.000,0.000,0.000,0.0,4.6,-3.2,10
24/11/2016,10:00,20,2.3,35.7,1.2,31.5,60.4,0.003,0.005,0.008,0.003,0.1,11.9,3.6,11
24/11/2016,11:00,37,2.9,26.8,1.1,31.3,63.9,0.008,0.013,0.021,0.008,0.1,18.0,7.4,12
24/11/2016,12:00,46,3.1,22.0,1.1,30.6,72.1,0.001,0.001,0.002,0.002,0.1,22.4,10.5,15
24/11/2016,13:00,33,3.1,21.6,1.2,31.1,68.9,0.000,0.001,0.001,0.000,0.1,17.8,6.0,13
24/11/2016,14:00,8,3.3,178.2,1.1,30.5,68.6,0.001,0.001,0.001,0.001,0.1,15.3,3.9,13
24/11/2016,15:00,2,3.0,21.9,1.2,29.7,70.4,0.000,0.001,0.001,0.001,0.1,16.4,8.0,15
24/11/2016,16:00,9,3.0,180.3,1.1,28.6,76.9,0.000,0.000,0.000,0.000,0.1,11.7,3.2,17
24/11/2016,17:00,8,2.5,178.8,1.0,27.1,82.3,0.000,0.001,0.001,0.000,0.1,12.0,3.9,21
24/11/2016,18:00,3,2.0,22.8,0.8,26.3,85.7,0.000,0.000,0.000,0.000,0.1,17.7,8.6,20
24/11/2016,19:00,359,2.1,21.6,0.8,26.1,86.5,0.000,0.000,0.000,0.000,0.1,15.8,6.7,19
24/11/2016,20:00,328,0.6,47.6,0.5,26.0,84.7,0.000,0.005,0.005,0.002,0.1,13.7,5.4,18
24/11/2016,21:00,288,0.9,39.8,0.7,26.1,84.2,0.018,0.014,0.032,0.008,0.1,11.4,3.7,18
24/11/2016,22:00,235,0.3,60.7,0.3,25.4,85.9,0.001,0.012,0.012,0.004,0.1,9.3,1.5,19
24/11/2016,23:00,165,0.4,71.2,0.4,24.1,89.6,0.000,0.008,0.008,0.001,0.1,16.3,9.5,19
25/11/2016,00:00,155,1.3,17.1,0.6,24.2,91.5,,,,,,9.2,1.9,
25/11/2016,01:00,156,1.5,13.2,0.5,23.8,93.0,0.000,0.001,0.001,0.001,0.1,8.6,1.3,16
25/11/2016,02:00,131,1.6,22.8,1.0,24.2,92.1,0.000,0.001,0.001,0.000,0.1,15.1,8.8,18
25/11/2016,03:00,133,2.0,20.3,0.8,24.5,89.4,0.000,0.000,0.000,0.000,0.1,18.2,8.4,43
25/11/2016,04:00,135,1.8,17.0,0.7,23.9,87.5,0.000,0.000,0.000,0.000,0.1,28.3,10.6,53
25/11/2016,05:00,136,1.7,20.0,0.7,23.9,86.5,0.000,0.000,0.000,0.000,0.1,27.6,8.6,53
25/11/2016,06:00,144,2.1,17.9,0.9,26.1,78.4,0.000,0.000,0.000,0.000,0.1,35.2,16.1,53
25/11/2016,07:00,142,2.1,18.7,0.8,27.4,73.5,0.000,0.000,0.000,0.000,0.1,31.9,10.0,54
25/11/2016,08:00,95,3.0,21.2,1.3,27.6,73.8,0.000,0.000,0.000,0.000,0.1,32.6,9.3,52
25/11/2016,09:00,98,2.7,22.7,1.0,29.0,69.2,0.000,0.000,0.000,0.000,0.1,35.4,10.6,48
25/11/2016,10:00,69,3.4,22.0,1.3,28.7,70.5,0.000,0.000,0.000,0.000,0.1,36.5,15.5,44
25/11/2016,11:00,64,3.5,18.2,1.2,27.8,76.8,0.000,0.000,0.000,0.000,0.1,36.9,14.0,47
25/11/2016,12:00,71,4.2,17.5,1.3,28.0,76.2,0.000,0.001,0.001,0.001,0.1,34.2,12.4,44
25/11/2016,13:00,76,4.4,15.4,1.3,27.8,78.2,0.000,0.000,0.000,0.000,0.1,37.0,15.5,43
25/11/2016,14:00,73,4.5,16.8,1.3,27.6,79.5,0.000,0.000,0.000,0.000,0.1,34.0,14.4,40
25/11/2016,15:00,72,4.2,16.5,1.3,27.0,81.7,0.000,0.000,0.000,0.000,0.1,29.6,11.5,34
25/11/2016,16:00,77,3.6,18.6,1.3,26.6,83.2,0.000,0.001,0.001,0.000,0.1,22.8,8.1,26
25/11/2016,17:00,61,2.7,22.3,1.0,26.0,85.8,0.000,0.001,0.001,0.001,0.1,19.9,9.3,20
25/11/2016,18:00,55,2.4,20.6,0.9,25.5,87.4,0.000,0.000,0.000,0.000,0.1,16.8,7.6,18
25/11/2016,19:00,64,2.6,14.3,0.9,25.5,86.4,0.000,0.000,0.000,0.000,0.0,12.2,4.1,16
25/11/2016,20:00,60,2.0,20.7,0.8,25.5,85.9,0.000,0.000,0.000,0.000,0.1,8.2,0.8,15
25/11/2016,21:00,51,1.6,22.6,0.7,25.5,85.7,0.000,0.000,0.000,0.000,0.1,9.2,3.1,15
25/11/2016,22:00,45,1.5,22.4,0.6,25.4,85.4,0.000,0.000,0.000,0.000,0.1,11.5,4.9,15
25/11/2016,23:00,60,1.6,18.4,0.6,25.2,85.5,0.000,0.000,0.000,0.000,0.1,11.0,4.0,15
26/11/2016,00:00,80,1.2,23.9,0.6,25.2,85.1,,,,,,14.4,7.8,
26/11/2016,01:00,130,1.0,30.4,0.4,25.0,86.8,0.000,0.001,0.001,0.000,0.1,10.7,3.3,15
26/11/2016,02:00,102,1.1,36.1,0.7,24.6,88.8,0.000,0.001,0.001,0.000,0.1,8.0,1.7,18
26/11/2016,03:00,73,1.9,16.0,0.7,25.2,84.5,0.000,0.000,0.000,0.000,0.1,13.0,5.9,19
26/11/2016,04:00,73,2.1,16.5,0.8,25.1,85.3,0.000,0.000,0.000,0.000,0.1,14.8,7.1,19
26/11/2016,05:00,77,2.2,17.6,0.8,25.3,84.3,0.000,0.002,0.002,0.001,0.1,11.8,3.8,19
26/11/2016,06:00,68,2.5,16.3,0.8,25.5,83.5,0.000,0.000,0.000,0.000,0.1,14.0,5.6,20
26/11/2016,07:00,74,2.5,18.5,0.9,26.0,82.6,0.000,0.002,0.002,0.000,0.1,16.4,4.4,23
26/11/2016,08:00,65,2.5,21.0,0.8,26.7,80.1,0.000,0.001,0.001,0.000,0.1,22.0,1.8,23
26/11/2016,09:00,54,2.4,19.8,0.8,27.3,77.8,0.000,0.001,0.001,0.001,0.1,21.2,6.7,22
26/11/2016,10:00,49,2.9,19.6,0.9,27.6,77.0,0.000,0.000,0.000,0.000,0.1,17.1,4.6,19
26/11/2016,11:00,52,2.8,18.3,1.0,28.0,75.7,0.000,0.001,0.001,0.001,0.1,19.6,7.9,19
26/11/2016,12:00,49,2.8,20.3,1.0,27.0,78.9,0.000,0.000,0.000,0.000,0.1,22.3,11.0,19
26/11/2016,13:00,41,2.2,20.5,0.8,26.0,81.6,0.000,0.001,0.001,0.000,0.1,12.7,2.5,21
26/11/2016,14:00,20,1.2,24.4,0.6,24.8,88.6,0.000,0.000,0.000,0.000,0.1,16.1,4.5,26
26/11/2016,15:00,238,0.1,114.8,0.3,24.7,92.3,0.000,0.001,0.001,0.000,0.1,17.6,4.1,28
26/11/2016,16:00,149,1.5,61.9,1.1,23.1,91.7,0.000,0.002,0.002,0.000,0.1,13.8,2.6,14
26/11/2016,17:00,144,1.7,18.3,0.6,21.4,93.2,0.000,0.002,0.002,0.000,0.1,7.4,3.1,6
26/11/2016,18:00,143,1.8,16.5,0.6,21.2,94.1,0.000,0.001,0.001,0.000,0.1,5.7,2.5,10
26/11/2016,19:00,150,1.2,29.6,0.5,21.3,93.8,0.000,0.001,0.001,0.000,0.1,6.6,2.6,22
26/11/2016,20:00,177,2.0,14.6,0.6,21.2,94.3,0.000,0.001,0.001,0.000,0.1,13.7,7.9,21
26/11/2016,21:00,155,1.8,16.6,0.6,20.8,95.7,0.000,0.001,0.001,0.000,0.1,10.4,6.4,19
26/11/2016,22:00,160,2.1,15.9,0.6,20.5,96.2,0.000,0.000,0.000,0.000,0.1,11.4,8.1,16
26/11/2016,23:00,175,1.4,18.9,0.5,20.0,96.3,0.000,0.000,0.000,0.000,0.0,7.5,4.8,11
27/11/2016,00:00,169,1.4,19.2,0.5,19.8,96.1,,,,,,2.7,-0.4,
27/11/2016,01:00,161,1.2,34.1,0.5,19.6,95.9,0.000,0.000,0.000,0.000,0.0,5.8,2.3,13
27/11/2016,02:00,200,1.0,23.1,0.4,19.5,95.3,0.000,0.001,0.001,0.000,0.0,4.3,0.0,16
27/11/2016,03:00,207,0.9,18.6,0.3,19.4,94.8,0.000,0.001,0.001,0.000,0.1,8.5,3.7,18
27/11/2016,04:00,180,1.0,20.7,0.4,19.4,95.2,0.000,0.001,0.001,0.000,0.1,4.4,-0.7,17
27/11/2016,05:00,184,1.1,16.4,0.4,20.0,93.2,0.000,0.001,0.001,0.000,0.0,11.2,6.0,19
27/11/2016,06:00,174,1.6,12.5,0.5,22.1,85.9,0.000,0.001,0.001,0.000,0.0,12.0,6.5,19
27/11/2016,07:00,156,1.8,17.7,0.6,25.6,73.2,0.000,0.000,0.000,0.000,0.0,13.0,6.6,19
27/11/2016,08:00,149,2.3,17.4,0.8,26.8,68.9,0.000,0.000,0.000,0.000,0.1,13.0,5.4,20
27/11/2016,09:00,109,2.1,31.1,0.9,27.8,65.3,0.000,0.000,0.000,0.000,0.1,16.2,7.8,21
27/11/2016,10:00,92,3.0,24.7,1.2,27.3,66.1,0.000,0.000,0.000,0.000,0.0,15.4,6.0,21
27/11/2016,11:00,73,3.1,20.0,1.1,26.7,69.2,0.000,0.000,0.000,0.000,0.1,15.4,5.6,22
27/11/2016,12:00,73,3.4,22.6,1.2,27.4,68.3,0.000,0.000,0.000,0.000,0.0,16.6,6.1,22
27/11/2016,13:00,74,4.3,17.6,1.5,27.0,69.7,0.000,0.000,0.000,0.000,0.0,16.9,6.1,21
27/11/2016,14:00,75,4.3,15.9,1.4,26.7,70.4,0.000,0.000,0.000,0.000,0.0,19.9,7.5,22
27/11/2016,15:00,75,4.3,16.4,1.5,26.8,68.8,0.000,0.000,0.000,0.000,0.0,20.9,7.6,22
27/11/2016,16:00,79,4.3,17.3,1.5,26.4,70.3,0.000,0.000,0.000,0.000,0.0,17.6,5.1,22
27/11/2016,17:00,81,3.8,16.7,1.3,25.1,73.1,0.000,0.000,0.000,0.000,0.0,21.2,9.2,21
27/11/2016,18:00,91,3.3,18.0,1.2,24.6,73.9,0.000,0.000,0.000,0.000,0.0,19.3,7.1,20
27/11/2016,19:00,111,2.4,21.8,1.0,24.4,74.7,0.000,0.001,0.001,0.000,0.0,18.0,4.9,22
27/11/2016,20:00,108,2.4,23.0,0.9,24.3,73.0,0.000,0.000,0.000,0.000,0.0,17.0,4.1,19
27/11/2016,21:00,148,1.5,18.0,0.5,23.5,76.6,0.000,0.000,0.000,0.000,0.0,15.3,4.3,19
27/11/2016,22:00,163,1.5,9.6,0.4,22.2,82.8,0.000,0.000,0.000,0.000,0.0,16.0,6.7,19
27/11/2016,23:00,168,1.6,13.0,0.3,21.6,84.3,0.000,0.001,0.001,0.000,0.0,19.1,9.8,19
28/11/2016,00:00,173,1.6,12.6,0.4,21.1,86.0,,,,,,14.8,4.8,
28/11/2016,01:00,164,1.6,11.7,0.4,20.8,86.6,0.000,0.001,0.001,0.000,0.0,14.1,4.7,15
28/11/2016,02:00,171,1.4,12.2,0.3,20.6,86.7,0.000,0.001,0.001,0.000,0.0,12.4,2.8,17
28/11/2016,03:00,178,1.3,11.4,0.3,20.3,87.2,0.000,0.001,0.001,0.000,0.0,9.4,-0.3,18
28/11/2016,04:00,177,1.5,11.4,0.3,20.1,87.7,0.000,0.001,0.001,0.000,0.0,11.2,1.5,18
28/11/2016,05:00,183,1.5,11.6,0.4,20.6,85.8,0.000,0.002,0.002,0.000,0.0,16.9,7.3,18
28/11/2016,06:00,170,1.8,15.0,0.6,23.9,74.3,0.000,0.001,0.001,0.000,0.0,14.9,5.6,17
28/11/2016,07:00,142,1.9,21.9,0.7,27.1,63.0,0.000,0.000,0.000,0.000,0.0,9.7,-0.4,16
28/11/2016,08:00,102,2.7,27.4,1.2,27.0,62.8,0.000,0.000,0.000,0.000,0.0,16.3,5.2,15
28/11/2016,09:00,103,3.2,23.3,1.3,27.3,59.4,0.000,0.000,0.000,0.000,0.0,17.6,6.6,13
28/11/2016,10:00,99,3.1,23.8,1.3,27.7,59.5,0.000,0.000,0.000,0.000,0.0,14.0,3.1,14
28/11/2016,11:00,77,4.0,20.6,1.4,27.8,57.6,0.000,0.000,0.000,0.000,0.0,18.6,7.8,13
28/11/2016,12:00,74,4.7,16.7,1.5,27.1,64.8,0.000,0.000,0.000,0.000,0.0,17.2,4.3,17
28/11/2016,13:00,73,5.3,15.8,1.6,27.0,66.3,0.000,0.000,0.000,0.000,0.0,21.1,6.9,18
28/11/2016,14:00,80,5.2,18.0,1.8,27.2,63.8,0.000,0.001,0.001,0.000,0.0,19.3,4.1,17
28/11/2016,15:00,83,5.8,15.0,2.0,27.0,61.8,0.000,0.000,0.000,0.000,0.0,16.2,2.3,14
28/11/2016,16:00,83,4.7,17.0,1.7,26.4,66.7,0.000,0.000,0.000,0.000,0.0,20.2,6.2,17
28/11/2016,17:00,86,4.1,17.3,1.5,25.6,70.1,0.000,0.000,0.000,0.000,0.0,19.7,6.6,19
28/11/2016,18:00,95,3.4,20.8,1.4,24.7,73.1,0.000,0.000,0.000,0.000,0.0,18.6,5.6,20
28/11/2016,19:00,114,2.5,20.8,1.2,24.4,75.1,0.000,0.000,0.000,0.000,0.0,16.5,1.9,22
28/11/2016,20:00,119,2.1,24.6,1.0,24.2,75.2,0.000,0.000,0.000,0.000,0.0,19.1,3.8,23
28/11/2016,21:00,157,1.4,12.5,0.4,23.3,78.3,0.000,0.000,0.000,0.000,0.0,18.9,4.3,23
28/11/2016,22:00,160,1.4,11.9,0.4,22.3,82.1,0.000,0.000,0.000,0.000,0.0,15.5,2.3,23
28/11/2016,23:00,166,1.5,12.2,0.4,21.9,83.9,0.000,0.001,0.001,0.000,0.0,16.7,3.9,25
29/11/2016,00:00,151,1.5,14.3,0.4,21.6,85.2,,,,,,18.3,5.8,
29/11/2016,01:00,159,1.4,11.5,0.4,21.1,86.9,0.000,0.000,0.000,0.000,0.0,14.0,1.9,18
29/11/2016,02:00,162,1.6,11.6,0.4,20.6,87.8,0.000,0.001,0.001,0.000,0.0,16.2,5.1,22
29/11/2016,03:00,165,1.6,13.1,0.4,20.4,86.5,0.000,0.001,0.001,0.000,0.0,16.1,4.8,21
29/11/2016,04:00,165,1.3,12.9,0.4,20.1,85.6,0.000,0.001,0.001,0.000,0.0,14.4,3.6,21
29/11/2016,05:00,185,1.4,14.5,0.5,20.8,82.2,0.000,0.002,0.002,0.000,0.0,16.2,5.8,20
29/11/2016,06:00,174,1.7,15.8,0.5,24.1,71.2,0.000,0.001,0.001,0.000,0.0,16.2,5.1,20
29/11/2016,07:00,143,1.5,24.7,0.6,27.4,58.8,0.000,0.001,0.001,0.000,0.0,14.0,2.0,17
29/11/2016,08:00,95,2.2,24.8,0.9,26.8,58.8,0.000,0.001,0.001,0.000,0.0,15.9,3.5,15
29/11/2016,09:00,63,2.8,23.4,1.0,26.4,61.5,0.000,0.001,0.001,0.000,0.0,16.3,4.5,15
29/11/2016,10:00,55,3.0,18.2,1.0,26.4,64.4,0.001,0.002,0.003,0.000,0.0,18.7,4.4,17
29/11/2016,11:00,49,2.9,20.8,1.0,26.7,64.9,0.000,0.001,0.001,0.000,0.0,18.0,4.1,17
29/11/2016,12:00,52,3.0,21.0,1.1,26.7,64.5,0.000,0.001,0.001,0.001,0.0,23.0,8.5,17
29/11/2016,13:00,64,3.3,19.1,1.1,26.9,62.9,0.000,0.001,0.001,0.001,0.0,19.8,7.7,15
29/11/2016,14:00,60,3.7,19.6,1.3,26.7,65.5,0.000,0.000,0.000,0.001,0.0,15.4,3.1,16
29/11/2016,15:00,65,4.0,17.1,1.3,26.6,65.0,0.000,0.001,0.001,0.001,0.0,21.6,9.7,16
29/11/2016,16:00,69,4.0,15.4,1.3,25.9,69.8,0.000,0.000,0.000,0.000,0.0,21.5,9.6,18
29/11/2016,17:00,70,3.1,19.2,1.2,25.5,69.1,0.000,0.000,0.000,0.000,0.0,22.6,10.2,18
29/11/2016,18:00,74,2.6,17.8,1.0,24.7,70.2,0.000,0.000,0.000,0.000,0.0,19.3,6.8,18
29/11/2016,19:00,78,2.5,18.6,0.9,24.6,72.6,0.000,0.000,0.000,0.000,0.0,17.9,4.6,19
29/11/2016,20:00,82,2.0,18.2,0.8,24.4,73.1,0.000,0.001,0.001,0.001,0.0,19.0,6.7,19
29/11/2016,21:00,82,1.9,19.9,0.8,24.4,72.8,0.000,0.001,0.001,0.000,0.0,19.0,6.7,19
29/11/2016,22:00,82,1.5,21.9,0.8,24.3,74.4,0.000,0.001,0.001,0.001,0.0,18.5,5.6,19
29/11/2016,23:00,178,0.8,34.3,0.4,22.8,79.3,0.000,0.001,0.001,0.000,0.0,16.0,4.5,19
30/11/2016,00:00,197,0.9,24.2,0.3,22.2,82.5,,,,,,16.3,6.0,
30/11/2016,01:00,207,0.6,23.6,0.3,21.7,83.4,0.000,0.001,0.001,0.000,0.0,13.0,2.4,15
30/11/2016,02:00,185,0.8,24.6,0.4,21.1,86.1,0.000,0.001,0.001,0.000,0.0,13.7,3.8,20
30/11/2016,03:00,179,1.0,18.3,0.3,21.3,87.3,0.000,0.001,0.001,0.000,0.0,10.4,0.2,25
30/11/2016,04:00,175,1.4,11.3,0.3,21.0,87.3,0.000,0.001,0.001,0.000,0.0,17.1,7.4,21
30/11/2016,05:00,174,1.5,12.9,0.4,21.3,86.6,0.000,0.003,0.003,0.000,0.0,17.1,8.0,20
30/11/2016,06:00,156,1.5,21.1,0.5,25.1,74.2,0.000,0.002,0.002,0.000,0.0,16.1,6.6,20
30/11/2016,07:00,104,2.0,27.0,0.9,26.6,68.5,0.001,0.000,0.001,0.000,0.0,14.3,3.1,19
30/11/2016,08:00,73,2.4,28.0,0.9,26.4,69.3,0.001,0.001,0.001,0.000,0.0,16.9,4.4,18
30/11/2016,09:00,60,2.9,20.2,1.0,26.6,69.7,0.000,0.000,0.000,0.000,0.0,20.4,5.8,18
30/11/2016,10:00,52,2.8,19.2,1.0,26.7,71.5,0.000,0.001,0.001,0.000,0.0,19.8,5.4,20
30/11/2016,11:00,49,3.2,19.5,1.1,26.9,72.7,0.000,0.000,0.000,0.000,0.0,24.2,10.5,20
30/11/2016,12:00,49,3.5,19.3,1.2,26.8,70.3,0.000,0.000,0.000,0.001,0.0,22.5,8.7,16
30/11/2016,13:00,49,3.4,19.8,1.2,26.9,69.2,0.000,0.000,0.000,0.001,0.0,14.9,4.7,14
30/11/2016,14:00,53,3.4,18.2,1.2,26.4,69.8,0.000,0.000,0.000,0.000,0.0,16.8,7.5,13
30/11/2016,15:00,48,2.5,22.4,1.0,25.0,74.6,0.000,0.000,0.000,0.000,0.0,9.8,0.8,15
