Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
10/03/2016,09:00,118,2.2,34.4,1.1,30.2,68.8,0.000,0.000,0.000,0.000,0.1,18.7,6.6,20
10/03/2016,10:00,94,3.0,24.0,1.2,30.0,68.5,0.000,0.000,0.000,0.000,0.1,17.7,5.5,19
10/03/2016,11:00,103,3.2,20.2,1.2,30.2,67.5,0.000,0.000,0.000,0.000,0.1,19.7,6.3,20
10/03/2016,12:00,91,3.1,26.6,1.4,30.7,67.8,0.000,0.000,0.000,0.000,0.1,22.2,9.5,19
10/03/2016,13:00,75,4.3,16.7,1.4,29.8,72.7,0.001,0.000,0.001,0.000,0.1,23.4,8.6,21
10/03/2016,14:00,82,4.1,18.1,1.4,29.7,73.8,0.000,0.000,0.000,0.000,0.1,24.9,10.6,22
10/03/2016,15:00,89,4.0,17.6,1.6,29.3,72.8,0.000,0.000,0.000,0.000,0.1,20.8,5.4,20
10/03/2016,16:00,106,3.6,22.6,1.4,29.5,70.4,0.000,0.000,0.000,0.000,0.1,17.0,3.7,18
10/03/2016,17:00,107,3.2,21.7,1.4,28.3,74.4,0.000,0.000,0.000,0.000,0.1,16.2,2.9,20
10/03/2016,18:00,116,2.7,21.9,1.1,27.5,78.4,0.000,0.000,0.000,0.000,0.1,14.5,-0.2,22
10/03/2016,19:00,128,2.1,19.0,0.9,27.1,80.7,0.000,0.000,0.000,0.000,0.1,19.6,5.0,24
10/03/2016,20:00,136,1.9,15.9,0.8,26.6,80.9,0.000,0.000,0.000,0.000,0.1,14.9,1.4,21
10/03/2016,21:00,149,1.6,14.4,0.5,26.0,82.1,0.000,0.000,0.000,0.000,0.1,15.3,3.5,19
10/03/2016,22:00,163,1.4,12.9,0.4,25.5,84.0,0.000,0.000,0.000,0.000,0.1,14.6,4.0,19
10/03/2016,23:00,175,1.3,15.2,0.4,25.2,85.3,0.000,0.000,0.000,0.000,0.1,11.6,0.8,18
11/03/2016,00:00,174,1.2,13.1,0.3,24.6,86.5,,,,,,8.3,-1.2,
11/03/2016,01:00,175,1.6,13.1,0.5,24.5,86.6,0.000,0.000,0.000,0.000,0.1,10.3,1.6,14
11/03/2016,02:00,171,1.6,13.3,0.4,24.5,86.8,0.000,0.000,0.000,0.000,0.1,12.6,3.1,18
11/03/2016,03:00,175,1.9,12.9,0.5,24.4,87.5,0.000,0.000,0.000,0.000,0.1,8.8,-0.7,19
11/03/2016,04:00,172,1.9,12.3,0.5,24.2,88.2,0.000,0.000,0.000,0.000,0.1,13.4,2.7,19
11/03/2016,05:00,172,1.7,14.5,0.5,24.0,88.6,0.000,0.000,0.000,0.000,0.1,12.9,3.3,19
11/03/2016,06:00,161,2.1,13.3,0.6,24.7,86.4,0.000,0.001,0.001,0.000,0.1,13.0,3.0,19
11/03/2016,07:00,163,2.5,16.2,0.8,27.5,76.3,0.000,0.001,0.001,0.000,0.1,7.1,-3.4,19
11/03/2016,08:00,150,2.5,17.3,1.0,28.7,71.8,0.000,0.001,0.001,0.000,0.1,12.1,0.3,20
11/03/2016,09:00,147,1.7,20.9,0.9,27.3,80.1,0.000,0.001,0.001,0.000,0.1,15.6,4.1,20
11/03/2016,10:00,109,2.8,24.0,1.3,29.8,68.7,0.000,0.000,0.000,0.000,0.1,16.2,3.2,22
11/03/2016,11:00,100,3.8,21.7,1.5,30.1,65.1,0.000,0.000,0.000,0.000,0.1,18.5,4.0,20
11/03/2016,12:00,99,4.1,18.7,1.6,30.1,65.4,0.000,0.000,0.000,0.000,0.1,20.0,5.3,20
11/03/2016,13:00,96,3.8,21.2,1.4,30.5,65.2,0.000,0.000,0.000,0.000,0.1,24.3,9.6,21
11/03/2016,14:00,90,3.7,20.1,1.5,30.4,68.2,0.000,0.000,0.000,0.000,0.1,22.3,7.5,24
11/03/2016,15:00,91,4.2,19.7,1.4,29.7,70.5,0.000,0.000,0.000,0.000,0.1,22.4,4.5,26
11/03/2016,16:00,99,3.6,19.9,1.5,29.4,70.0,0.000,0.000,0.000,0.000,0.1,25.8,7.8,27
11/03/2016,17:00,103,3.8,20.5,1.5,28.3,73.0,0.000,0.000,0.000,0.000,0.1,21.3,4.1,31
11/03/2016,18:00,117,3.0,22.0,1.3,27.5,75.8,0.000,0.000,0.000,0.000,0.1,25.2,4.5,33
11/03/2016,19:00,146,1.8,17.4,0.6,26.8,76.6,0.000,0.000,0.000,0.000,0.1,19.9,1.8,29
11/03/2016,20:00,141,1.7,16.0,0.6,26.4,78.1,0.000,0.000,0.000,0.000,0.1,21.2,6.7,27
11/03/2016,21:00,147,1.6,14.5,0.5,26.0,79.7,0.000,0.000,0.000,0.000,0.1,20.6,7.3,27
11/03/2016,22:00,161,1.4,12.9,0.5,25.7,80.7,0.000,0.000,0.000,0.000,0.1,17.6,3.7,27
11/03/2016,23:00,157,1.2,13.9,0.4,25.3,82.0,0.000,0.000,0.000,0.000,0.1,15.3,1.6,28
12/03/2016,00:00,181,1.6,12.4,0.4,25.1,82.5,,,,,,18.2,3.4,
12/03/2016,01:00,176,1.9,13.4,0.5,24.8,82.9,0.000,0.000,0.000,0.000,0.1,18.1,3.7,20
12/03/2016,02:00,164,2.3,13.1,0.7,24.6,83.7,0.000,0.000,0.000,0.000,0.1,19.0,4.5,27
12/03/2016,03:00,164,2.5,12.7,0.7,24.3,84.8,0.000,0.000,0.000,0.000,0.1,23.0,8.4,28
12/03/2016,04:00,163,2.5,13.3,0.8,23.9,85.9,0.000,0.000,0.000,0.000,0.1,10.6,-3.1,28
12/03/2016,05:00,160,2.4,13.2,0.8,23.7,85.5,0.000,0.000,0.000,0.000,0.1,9.6,-3.1,27
12/03/2016,06:00,172,2.5,13.6,0.7,24.0,83.7,0.000,0.000,0.000,0.000,0.1,15.0,2.7,26
12/03/2016,07:00,160,2.5,14.7,0.8,25.7,77.8,0.000,0.000,0.000,0.000,0.1,18.7,6.0,25
12/03/2016,08:00,156,3.2,14.0,0.9,27.3,72.3,0.000,0.000,0.000,0.000,0.1,20.6,7.0,25
12/03/2016,09:00,155,3.4,16.1,1.3,28.9,66.5,0.000,0.000,0.000,0.000,0.1,19.5,5.5,23
12/03/2016,10:00,158,3.3,18.3,1.2,29.3,64.0,0.000,0.000,0.000,0.000,0.1,19.1,5.3,22
12/03/2016,11:00,149,2.8,21.4,1.1,31.0,57.3,0.000,0.000,0.000,0.000,0.1,17.6,3.5,18
12/03/2016,12:00,141,2.6,23.9,1.1,32.1,52.0,0.000,0.000,0.000,0.000,0.1,20.4,8.1,15
12/03/2016,13:00,134,2.3,28.6,1.0,32.0,51.6,0.000,0.000,0.000,0.000,0.1,18.3,4.9,15
12/03/2016,14:00,81,2.1,33.7,1.1,31.2,54.0,0.000,0.000,0.000,0.000,0.1,17.8,3.1,15
12/03/2016,15:00,100,1.7,83.3,1.8,31.0,57.0,0.000,0.000,0.000,0.000,0.1,17.2,1.3,17
12/03/2016,16:00,81,3.0,17.2,1.2,29.2,69.2,0.000,0.000,0.000,0.000,0.1,17.1,0.7,25
12/03/2016,17:00,107,3.1,22.4,1.4,28.4,72.9,0.000,0.000,0.000,0.000,0.1,21.5,1.6,30
12/03/2016,18:00,124,1.9,21.2,1.0,27.4,76.6,0.000,0.001,0.001,0.000,0.2,24.7,4.7,29
12/03/2016,19:00,138,1.8,15.8,0.7,26.9,73.6,0.000,0.000,0.000,0.000,0.1,21.5,7.5,23
12/03/2016,20:00,148,1.6,14.4,0.6,26.4,78.1,0.000,0.000,0.000,0.000,0.1,13.5,1.5,22
12/03/2016,21:00,162,1.7,13.9,0.6,25.8,79.7,0.000,0.001,0.001,0.000,0.1,14.3,2.5,23
12/03/2016,22:00,165,2.8,15.3,1.0,25.9,74.8,0.000,0.000,0.000,0.000,0.1,11.9,1.4,18
12/03/2016,23:00,160,3.1,12.8,1.0,25.4,73.5,0.000,0.000,0.000,0.000,0.1,13.7,5.9,17
13/03/2016,00:00,161,2.7,13.6,0.8,25.0,74.2,,,,,,7.2,-0.8,
13/03/2016,01:00,164,2.7,15.6,0.9,24.9,76.6,0.000,0.000,0.000,0.000,0.1,6.9,-0.5,10
13/03/2016,02:00,168,2.7,15.4,0.9,24.9,78.6,0.000,0.000,0.000,0.000,0.1,5.0,-0.7,11
13/03/2016,03:00,167,2.9,14.3,0.9,25.0,80.0,0.000,0.000,0.000,0.000,0.1,7.2,1.6,11
13/03/2016,04:00,173,3.1,12.9,0.9,24.8,82.6,0.000,0.000,0.000,0.000,0.1,7.0,2.6,10
13/03/2016,05:00,169,2.9,14.4,0.9,24.9,83.6,0.000,0.000,0.000,0.000,0.1,4.3,-0.7,9
13/03/2016,06:00,168,2.9,14.6,0.9,25.4,82.9,0.000,0.000,0.000,0.000,0.1,3.1,-1.8,9
13/03/2016,07:00,160,3.0,15.0,1.0,27.2,77.9,0.000,0.000,0.000,0.000,0.2,6.3,1.6,9
13/03/2016,08:00,155,3.2,16.9,1.1,29.1,71.9,0.000,0.000,0.000,0.000,0.2,6.6,1.2,9
13/03/2016,09:00,138,2.9,19.2,1.1,30.6,66.6,0.000,0.000,0.000,0.000,0.2,6.0,-0.4,9
13/03/2016,10:00,128,2.7,27.0,1.2,30.7,65.9,0.000,0.000,0.000,0.000,0.2,8.6,1.9,10
13/03/2016,11:00,100,3.3,21.7,1.3,30.5,65.0,0.000,0.000,0.000,0.000,0.1,12.2,3.8,11
13/03/2016,12:00,94,3.5,19.1,1.3,31.1,64.9,0.000,0.000,0.000,0.000,0.2,9.9,-0.6,15
13/03/2016,13:00,86,3.8,16.5,1.3,30.7,69.1,0.000,0.000,0.000,0.000,0.2,19.2,5.4,18
13/03/2016,14:00,90,3.8,18.6,1.6,30.5,70.8,0.000,0.000,0.000,0.000,0.2,17.7,4.6,18
13/03/2016,15:00,143,3.3,22.2,1.4,31.7,64.9,0.000,0.000,0.000,0.000,0.2,10.3,0.5,8
13/03/2016,16:00,149,3.4,19.2,1.3,31.0,65.7,0.000,0.000,0.000,0.000,0.2,5.2,-0.3,5
13/03/2016,17:00,147,2.9,15.6,1.1,28.5,73.9,0.000,0.000,0.000,0.000,0.2,8.8,2.4,6
13/03/2016,18:00,156,2.3,16.1,0.7,26.9,80.6,0.000,0.001,0.001,0.000,0.2,3.1,-1.4,6
13/03/2016,19:00,153,2.3,14.8,0.8,25.8,86.1,0.000,0.000,0.000,0.000,0.2,7.4,1.8,11
13/03/2016,20:00,157,2.1,14.6,0.8,25.3,86.6,0.000,0.000,0.000,0.000,0.2,3.5,-0.2,12
13/03/2016,21:00,155,2.3,16.8,0.9,25.4,86.5,0.000,0.000,0.000,0.000,0.2,,,11
13/03/2016,22:00,163,2.5,14.1,0.8,25.4,85.3,0.000,0.000,0.000,0.000,0.1,3.0,-1.2,7
13/03/2016,23:00,158,2.4,13.4,0.8,24.6,90.2,0.000,0.000,0.000,0.000,0.1,2.3,-0.9,6
14/03/2016,00:00,168,2.1,14.9,0.6,24.1,92.4,,,,,,3.4,0.4,
14/03/2016,01:00,161,2.2,13.6,0.7,23.8,92.5,0.000,0.000,0.000,0.000,0.1,,,9
14/03/2016,02:00,166,2.3,14.0,0.7,23.9,92.3,0.000,0.000,0.000,0.000,0.1,,,16
14/03/2016,03:00,166,2.7,13.8,0.8,24.1,92.0,0.000,0.000,0.000,0.000,0.1,12.6,4.2,26
14/03/2016,04:00,166,2.6,13.8,0.8,24.1,91.6,0.000,0.000,0.000,0.000,0.1,,,32
14/03/2016,05:00,161,2.7,12.2,0.8,23.9,91.6,0.000,0.000,0.000,0.000,0.1,15.0,0.9,34
14/03/2016,06:00,161,2.4,13.3,0.7,24.2,89.5,0.000,0.001,0.001,0.000,0.1,19.0,2.1,36
14/03/2016,07:00,156,2.7,14.5,0.9,26.0,82.6,0.000,0.001,0.001,0.000,0.1,23.7,4.1,36
14/03/2016,08:00,149,2.8,18.3,1.1,29.2,70.6,0.000,0.001,0.001,0.000,0.1,23.9,5.4,33
14/03/2016,09:00,138,3.4,18.3,1.3,30.1,63.3,0.000,0.000,0.000,0.000,0.1,25.0,7.2,27
14/03/2016,10:00,130,3.1,23.7,1.3,30.8,57.9,0.000,0.000,0.000,0.000,0.0,26.9,10.4,23
14/03/2016,11:00,97,4.5,19.4,1.6,29.9,64.3,0.000,0.000,0.000,0.000,0.1,26.9,9.9,27
14/03/2016,12:00,101,4.4,20.3,1.8,29.8,66.2,0.000,0.000,0.000,0.000,0.1,26.2,5.9,29
14/03/2016,13:00,96,3.7,21.8,1.6,30.4,65.2,0.000,0.000,0.000,0.000,0.1,34.1,13.2,29
14/03/2016,14:00,84,4.0,17.7,1.6,30.1,69.2,0.000,0.000,0.000,0.000,0.1,31.2,8.6,31
14/03/2016,15:00,82,4.2,16.1,1.6,29.3,74.4,0.000,0.000,0.000,0.000,0.1,24.2,4.7,32
14/03/2016,16:00,85,4.2,16.5,1.6,29.0,73.9,0.000,0.000,0.000,0.000,0.1,21.1,2.1,31
14/03/2016,17:00,87,3.8,17.7,1.4,27.5,80.7,0.000,0.000,0.000,0.000,0.1,22.8,4.6,27
14/03/2016,18:00,109,2.9,22.2,1.3,27.4,79.1,0.000,0.000,0.000,0.000,0.1,19.3,2.6,27
14/03/2016,19:00,129,2.0,21.4,0.8,27.0,79.0,0.000,0.000,0.000,0.000,0.1,14.8,-1.1,25
14/03/2016,20:00,129,2.0,19.1,0.9,26.6,81.0,0.000,0.000,0.000,0.000,0.1,15.3,1.8,24
14/03/2016,21:00,135,1.7,16.4,0.7,26.2,81.6,0.000,0.000,0.000,0.000,0.1,15.9,4.0,23
14/03/2016,22:00,158,1.5,15.8,0.4,25.5,84.1,0.000,0.000,0.000,0.000,0.1,11.9,0.2,23
14/03/2016,23:00,165,1.5,11.5,0.4,24.9,85.5,0.000,0.000,0.000,0.000,0.1,17.9,6.1,23
15/03/2016,00:00,160,1.5,17.0,0.5,24.3,86.2,,,,,,13.8,2.5,
15/03/2016,01:00,175,1.8,13.0,0.5,24.0,85.3,0.000,0.000,0.000,0.000,0.1,8.6,-2.7,17
15/03/2016,02:00,178,1.7,12.5,0.4,23.6,85.7,0.000,0.000,0.000,0.000,0.1,15.1,3.7,21
15/03/2016,03:00,174,2.1,13.2,0.6,23.4,86.3,0.000,0.000,0.000,0.000,0.1,15.7,4.5,21
15/03/2016,04:00,172,2.1,12.7,0.6,23.2,85.9,0.000,0.000,0.000,0.000,0.1,11.8,0.6,19
15/03/2016,05:00,172,2.2,13.5,0.6,22.9,86.5,0.000,0.001,0.001,0.000,0.1,,,19
15/03/2016,06:00,171,2.4,13.9,0.7,23.8,83.6,0.000,0.001,0.001,0.000,0.1,,,19
15/03/2016,07:00,164,2.7,14.9,0.9,26.6,73.8,0.000,0.000,0.000,0.000,0.1,11.5,1.7,18
15/03/2016,08:00,155,2.6,19.4,0.9,28.5,68.1,0.000,0.001,0.001,0.000,0.1,14.5,3.2,19
15/03/2016,09:00,152,2.4,21.7,0.9,29.8,63.8,0.000,0.000,0.000,0.000,0.1,18.5,5.2,18
15/03/2016,10:00,123,1.7,35.2,0.9,30.1,62.3,0.000,0.000,0.000,0.000,0.1,20.3,7.9,17
15/03/2016,11:00,95,2.4,27.6,1.1,30.0,62.3,0.000,0.000,0.000,0.000,0.1,20.0,8.2,16
15/03/2016,12:00,72,3.5,19.0,1.3,29.9,64.4,0.000,0.000,0.000,0.000,0.1,15.5,2.6,19
15/03/2016,13:00,71,4.2,16.0,1.3,29.5,66.6,0.000,0.000,0.000,0.000,0.1,20.9,3.9,22
15/03/2016,14:00,77,4.0,17.7,1.4,29.3,66.8,0.000,0.000,0.000,0.000,0.1,25.3,6.2,21
15/03/2016,15:00,80,4.2,18.5,1.5,29.0,69.2,0.001,0.001,0.002,0.001,0.1,18.8,2.9,21
15/03/2016,16:00,86,4.2,15.9,1.4,28.2,73.0,0.000,0.000,0.000,0.000,0.1,15.9,0.8,23
15/03/2016,17:00,91,3.4,20.1,1.4,27.6,73.3,0.000,0.000,0.000,0.000,0.1,22.0,5.3,23
15/03/2016,18:00,108,3.1,23.2,1.4,27.4,71.9,0.000,0.000,0.000,0.000,0.1,15.4,0.4,22
15/03/2016,19:00,118,2.3,22.9,1.3,27.0,72.3,0.000,0.000,0.000,0.000,0.1,16.3,2.0,22
15/03/2016,20:00,144,1.5,14.9,0.5,26.3,73.3,0.000,0.000,0.000,0.000,0.1,12.9,0.7,21
15/03/2016,21:00,167,1.3,13.6,0.4,25.7,73.7,0.000,0.000,0.000,0.000,0.1,17.2,5.1,20
15/03/2016,22:00,186,1.3,12.6,0.3,25.3,73.7,0.000,0.001,0.001,0.000,0.1,15.8,4.8,19
15/03/2016,23:00,192,1.5,12.9,0.4,25.0,75.3,0.000,0.001,0.001,0.000,0.1,14.2,4.8,20
16/03/2016,00:00,179,1.7,14.0,0.4,24.5,79.3,,,,,,9.7,-0.4,
16/03/2016,01:00,168,2.0,13.3,0.6,24.5,80.5,0.000,0.000,0.000,0.000,0.1,11.5,1.9,11
16/03/2016,02:00,166,2.2,13.3,0.7,24.6,81.6,0.000,0.000,0.000,0.000,0.1,16.2,9.8,10
16/03/2016,03:00,172,2.4,13.8,0.7,24.2,83.5,0.000,0.000,0.000,0.000,0.1,11.8,5.7,12
16/03/2016,04:00,173,2.1,13.3,0.6,24.0,83.8,0.000,0.000,0.000,0.000,0.1,13.6,6.4,13
16/03/2016,05:00,175,2.0,12.9,0.6,23.9,83.8,0.000,0.000,0.000,0.000,0.1,7.7,0.4,13
16/03/2016,06:00,180,1.9,15.2,0.5,24.0,83.9,0.000,0.001,0.001,0.000,0.1,10.9,4.6,13
16/03/2016,07:00,178,2.1,17.4,0.8,25.2,80.9,0.000,0.001,0.001,0.000,0.1,7.1,0.0,13
16/03/2016,08:00,164,2.5,18.3,0.9,27.4,74.1,0.001,0.000,0.001,0.001,0.1,8.4,1.7,
16/03/2016,09:00,158,2.1,22.2,0.9,28.4,71.5,,,,,,10.9,4.9,9
16/03/2016,10:00,152,2.2,21.8,0.8,29.6,68.5,0.000,0.000,0.000,0.000,0.1,13.1,8.5,8
16/03/2016,11:00,156,2.4,19.5,0.9,30.6,65.2,0.000,0.000,0.000,0.000,0.1,8.9,6.0,9
16/03/2016,12:00,149,2.2,21.6,0.9,31.0,62.9,0.000,0.001,0.001,0.000,0.0,9.9,5.6,9
16/03/2016,13:00,104,1.5,42.6,0.8,30.5,64.6,0.000,0.001,0.001,0.000,0.0,12.9,8.5,10
16/03/2016,14:00,66,2.0,18.7,0.7,28.3,76.9,0.000,0.000,0.000,0.000,0.1,4.3,-1.1,11
16/03/2016,15:00,63,1.9,21.6,0.7,28.4,78.1,0.000,0.000,0.000,0.000,0.0,10.7,1.6,12
16/03/2016,16:00,80,1.9,23.0,0.8,28.2,79.8,0.000,0.000,0.000,0.000,0.0,13.8,4.3,11
16/03/2016,17:00,103,2.0,26.8,0.9,27.6,81.7,0.000,0.000,0.000,0.000,0.0,12.9,4.2,11
16/03/2016,18:00,169,2.8,16.4,0.8,25.4,84.4,0.000,0.001,0.001,0.000,0.0,4.0,-1.0,7
16/03/2016,19:00,178,2.2,14.8,0.6,23.8,91.5,0.000,0.000,0.000,0.000,0.0,,,7
16/03/2016,20:00,183,2.3,12.2,0.6,23.7,92.6,0.000,0.000,0.000,0.000,0.0,2.0,-1.4,4
16/03/2016,21:00,167,1.8,15.0,0.5,24.0,92.7,0.000,0.000,0.000,0.000,0.0,1.2,-2.3,4
16/03/2016,22:00,163,1.7,16.0,0.5,24.1,92.2,0.000,0.000,0.000,0.000,0.0,0.5,-3.3,6
16/03/2016,23:00,172,1.7,13.0,0.4,24.0,91.5,0.000,0.000,0.000,0.000,0.0,2.5,-2.0,7
17/03/2016,00:00,171,1.9,14.3,0.6,24.0,90.6,,,,,,0.9,-3.2,
17/03/2016,01:00,171,2.1,14.0,0.6,24.2,88.9,0.000,0.000,0.000,0.000,0.0,9.1,2.0,11
17/03/2016,02:00,160,2.0,13.4,0.8,24.4,88.3,0.000,0.000,0.000,0.000,0.0,6.7,-2.3,18
17/03/2016,03:00,161,2.4,14.2,0.8,24.4,87.8,0.000,0.000,0.000,0.000,0.0,7.2,-2.5,17
17/03/2016,04:00,168,2.4,13.2,0.8,24.4,86.7,0.000,0.000,0.000,0.000,0.0,8.9,-0.4,16
17/03/2016,05:00,170,2.4,14.3,0.7,24.5,85.9,0.000,0.000,0.000,0.000,0.0,10.0,1.5,16
17/03/2016,06:00,166,2.4,14.3,0.7,24.7,85.5,0.000,0.001,0.001,0.000,0.0,9.2,1.3,17
17/03/2016,07:00,162,2.7,14.2,0.9,26.3,81.0,0.000,0.001,0.001,0.000,0.0,5.0,-3.7,16
17/03/2016,08:00,163,3.3,14.9,1.1,28.0,75.8,0.000,0.000,0.000,0.000,0.0,12.4,3.9,16
17/03/2016,09:00,160,3.3,18.3,1.3,29.3,71.5,0.000,0.000,0.000,0.000,0.0,10.8,2.0,14
17/03/2016,10:00,156,2.9,18.8,1.1,30.7,67.5,,,,,0.1,10.7,2.6,
17/03/2016,11:00,141,2.4,24.4,1.0,31.3,65.4,,,,,0.1,13.5,5.4,
17/03/2016,12:00,139,1.8,30.6,1.1,29.6,75.4,,,,,0.1,8.9,2.7,8
17/03/2016,13:00,163,2.4,20.0,1.0,28.3,82.4,0.000,0.000,0.000,0.001,0.1,5.1,0.3,9
17/03/2016,14:00,155,1.8,32.0,0.9,28.7,79.1,0.000,0.000,0.000,0.000,0.1,6.0,1.5,8
17/03/2016,15:00,158,2.1,18.4,1.0,25.9,88.8,0.000,0.001,0.001,0.000,0.1,4.2,-1.2,7
17/03/2016,16:00,140,1.4,19.3,0.5,26.6,86.7,0.000,0.001,0.001,0.001,0.1,3.9,-2.3,11
17/03/2016,17:00,150,1.4,19.9,0.6,26.8,83.6,0.000,0.001,0.001,0.001,0.1,9.5,2.3,16
17/03/2016,18:00,148,1.4,17.0,0.5,26.3,81.2,0.000,0.001,0.001,0.000,0.1,9.1,-0.3,19
17/03/2016,19:00,147,1.3,15.4,0.5,25.9,81.8,0.000,0.001,0.001,0.000,0.1,15.6,5.3,19
17/03/2016,20:00,156,1.3,12.1,0.3,25.3,84.7,0.000,0.001,0.001,0.001,0.1,20.4,10.3,20
17/03/2016,21:00,173,1.3,13.7,0.3,25.0,86.2,0.000,0.000,0.000,0.001,0.1,18.8,8.3,19
17/03/2016,22:00,169,1.6,12.6,0.5,24.7,85.8,0.000,0.000,0.000,0.001,0.0,18.1,6.4,20
17/03/2016,23:00,167,1.8,13.4,0.6,24.6,83.4,0.000,0.000,0.000,0.000,0.0,11.0,-1.5,19
18/03/2016,00:00,174,1.6,16.3,0.5,24.5,83.2,,,,,,16.5,5.3,
18/03/2016,01:00,173,2.4,12.8,0.8,24.6,83.6,0.000,0.000,0.000,0.000,0.0,12.9,3.2,14
18/03/2016,02:00,171,2.2,14.2,0.7,24.2,85.9,0.000,0.000,0.000,0.000,0.0,13.6,3.0,17
18/03/2016,03:00,169,2.2,13.3,0.7,24.0,87.7,0.000,0.000,0.000,0.000,0.1,12.2,1.5,17
18/03/2016,04:00,184,1.8,14.8,0.6,24.1,87.5,0.000,0.000,0.000,0.000,0.1,10.1,-0.6,17
18/03/2016,05:00,169,1.9,16.6,0.5,24.1,88.2,0.000,0.001,0.001,0.001,0.1,14.1,3.1,16
18/03/2016,06:00,158,2.4,13.5,0.8,24.6,87.2,0.000,0.000,0.000,0.000,0.1,13.0,4.7,15
18/03/2016,07:00,154,2.4,15.3,0.8,26.9,79.6,0.000,0.000,0.000,0.001,0.1,8.3,1.1,15
18/03/2016,08:00,152,2.3,19.1,0.9,29.2,72.8,0.000,0.001,0.001,0.001,0.1,11.7,4.2,14
18/03/2016,09:00,146,2.1,21.1,0.8,30.4,69.9,0.000,0.000,0.000,0.001,0.1,8.3,0.4,13
18/03/2016,10:00,92,2.7,21.8,1.1,30.1,71.2,0.000,0.000,0.000,0.001,0.1,15.1,7.1,10
18/03/2016,11:00,72,2.5,23.0,0.9,29.1,76.1,0.000,0.000,0.000,0.001,0.1,8.8,2.7,11
18/03/2016,12:00,71,3.1,17.1,1.0,29.1,77.0,0.000,0.000,0.000,0.000,0.1,9.7,2.7,11
18/03/2016,13:00,70,3.5,18.2,1.2,29.4,75.5,0.001,0.000,0.001,0.001,0.1,15.2,5.6,11
18/03/2016,14:00,75,3.9,16.7,1.4,29.2,77.2,0.000,0.000,0.000,0.001,0.1,15.6,6.1,11
18/03/2016,15:00,73,3.5,16.6,1.2,28.8,78.7,0.000,0.000,0.000,0.000,0.1,9.2,1.9,11
18/03/2016,16:00,75,3.0,17.7,1.1,28.3,78.9,0.001,0.001,0.001,0.001,0.1,4.6,-3.7,11
18/03/2016,17:00,78,3.0,16.1,1.0,27.6,82.1,0.000,0.000,0.000,0.001,0.1,11.8,3.0,10
18/03/2016,18:00,84,2.1,17.9,0.7,27.2,83.9,0.000,0.000,0.000,0.001,0.1,22.2,15.2,11
18/03/2016,19:00,86,1.5,21.3,0.7,26.9,85.6,0.000,0.000,0.000,0.001,0.1,16.5,9.9,11
18/03/2016,20:00,93,1.4,19.5,0.6,26.7,86.1,0.000,0.000,0.000,0.001,0.1,6.5,-0.5,11
18/03/2016,21:00,138,0.7,40.2,0.4,26.3,86.5,0.000,0.000,0.000,0.001,0.1,3.6,-2.4,10
18/03/2016,22:00,184,0.7,18.1,0.3,25.6,89.8,0.000,0.000,0.000,0.001,0.1,9.9,3.6,11
18/03/2016,23:00,182,1.3,11.6,0.4,25.3,90.9,0.000,0.000,0.000,0.001,0.1,6.5,0.0,11
19/03/2016,00:00,182,1.1,11.8,0.3,25.0,91.8,,,,,,8.6,1.8,
19/03/2016,01:00,182,1.0,11.4,0.3,24.7,92.3,0.000,0.001,0.001,0.001,0.1,14.0,7.1,10
19/03/2016,02:00,175,1.0,14.2,0.2,24.5,92.5,0.000,0.001,0.001,0.001,0.0,7.5,1.0,11
19/03/2016,03:00,180,1.5,11.7,0.4,24.3,92.9,0.000,0.000,0.000,0.001,0.0,,,11
19/03/2016,04:00,192,0.7,25.0,0.3,24.1,92.9,0.000,0.001,0.001,0.001,0.0,,,10
19/03/2016,05:00,183,1.0,15.4,0.3,24.1,93.2,0.000,0.001,0.001,0.001,0.0,6.4,0.7,10
19/03/2016,06:00,200,0.9,24.3,0.4,25.0,91.4,0.000,0.000,0.000,0.000,0.0,7.4,2.4,10
19/03/2016,07:00,172,1.3,17.0,0.4,28.5,78.6,0.001,0.001,0.002,0.001,0.0,3.1,-2.4,10
19/03/2016,08:00,92,1.0,47.7,0.7,30.0,73.4,0.002,0.000,0.002,0.001,0.1,5.0,-1.7,15
19/03/2016,09:00,52,2.0,23.2,0.7,29.5,75.0,0.000,0.001,0.001,0.000,0.0,11.4,2.1,13
19/03/2016,10:00,51,2.0,24.6,0.7,29.6,74.4,0.000,0.000,0.000,0.000,0.0,9.6,1.2,11
19/03/2016,11:00,44,2.3,19.3,0.8,29.5,75.3,0.000,0.000,0.000,0.001,0.0,10.3,0.7,11
19/03/2016,12:00,39,2.6,20.6,0.9,29.5,75.5,0.001,0.000,0.001,0.001,0.0,15.0,7.0,11
19/03/2016,13:00,50,2.6,23.2,0.9,29.7,75.2,0.000,0.001,0.001,0.002,0.0,12.2,4.2,15
19/03/2016,14:00,51,2.8,22.8,1.0,29.7,75.5,0.000,0.000,0.000,0.001,0.0,12.6,5.5,12
