Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
20/10/2016,23:00,68,3.3,9.5,0.9,22.8,66.7,0.0,1018,0,0.000,0.002,0.002,0.001,21.4,10.6,14
21/10/2016,00:00,68,3.0,11.6,0.9,22.5,68.6,0.0,1017,0,,,,,15.1,4.5,
21/10/2016,01:00,66,2.9,11.2,0.8,22.4,68.6,0.0,1017,0,0.000,0.001,0.001,0.001,17.2,8.0,12
21/10/2016,02:00,70,2.5,11.9,0.8,22.3,69.0,0.0,1017,0,0.001,0.002,0.002,0.001,19.8,9.9,16
21/10/2016,03:00,131,1.1,40.3,0.9,21.0,74.9,0.0,1017,0,0.002,0.008,0.010,0.002,12.1,1.9,18
21/10/2016,04:00,161,1.8,14.6,0.7,20.2,77.9,0.0,1017,0,0.003,0.003,0.005,0.002,11.9,4.9,17
21/10/2016,05:00,162,1.9,12.9,0.6,20.1,78.4,0.0,1018,24,0.003,0.007,0.010,0.003,15.5,8.6,18
21/10/2016,06:00,148,2.2,17.7,0.8,21.0,74.9,0.0,1019,107,0.005,0.006,0.011,0.006,19.6,11.6,19
21/10/2016,07:00,120,2.8,15.3,1.0,23.0,69.6,0.0,1019,344,0.006,0.006,0.012,0.002,20.9,11.2,19
21/10/2016,08:00,106,3.2,15.7,1.0,23.9,65.2,0.0,1020,579,0.014,0.009,0.023,0.004,17.5,7.1,20
21/10/2016,09:00,100,3.6,13.7,1.3,24.3,60.9,0.0,1020,735,0.007,0.007,0.014,0.003,19.5,7.5,19
21/10/2016,10:00,103,4.0,13.5,1.2,24.6,60.0,0.0,1019,933,0.009,0.006,0.015,0.004,22.7,10.0,18
21/10/2016,11:00,92,3.7,17.4,1.3,25.1,58.0,0.0,1018,1063,0.019,0.011,0.030,0.010,24.0,14.1,18
21/10/2016,12:00,66,3.6,18.4,1.4,25.4,56.3,0.0,1018,953,0.008,0.005,0.013,0.005,16.5,3.6,16
21/10/2016,13:00,56,3.5,19.7,1.3,25.3,55.0,0.0,1017,943,0.003,0.003,0.005,0.001,14.9,-1.4,15
21/10/2016,14:00,72,3.6,18.2,1.3,24.9,58.3,0.0,1016,631,0.013,0.008,0.021,0.005,19.9,8.6,17
21/10/2016,15:00,83,3.6,17.3,1.1,24.4,61.8,0.0,1016,341,0.045,0.016,0.060,0.027,21.8,10.2,19
21/10/2016,16:00,71,3.6,13.3,1.2,23.9,62.2,0.0,1016,163,0.008,0.006,0.014,0.007,18.7,5.6,17
21/10/2016,17:00,67,3.2,13.1,1.1,23.4,62.8,0.0,1016,43,0.005,0.004,0.008,0.001,19.4,5.7,16
21/10/2016,18:00,68,2.6,13.1,0.8,23.0,65.8,0.0,1016,0,0.003,0.004,0.007,0.001,13.6,0.8,17
21/10/2016,19:00,69,2.6,11.7,0.8,22.9,67.3,0.0,1017,0,0.003,0.002,0.005,0.001,18.9,4.4,17
21/10/2016,20:00,65,2.5,10.7,0.7,22.8,68.7,0.0,1017,0,0.001,0.002,0.003,0.001,20.7,9.1,18
21/10/2016,21:00,67,1.9,15.8,0.7,22.7,70.9,0.0,1017,0,0.001,0.001,0.002,0.001,17.0,7.1,19
21/10/2016,22:00,69,2.7,13.1,1.0,22.7,70.6,0.0,1017,0,0.001,0.003,0.004,0.001,15.4,3.2,20
21/10/2016,23:00,70,3.4,10.8,1.0,22.7,67.8,0.0,1016,0,0.000,0.001,0.001,0.001,14.9,1.8,18
22/10/2016,00:00,67,2.4,11.1,0.8,22.5,68.6,0.0,1016,0,,,,,15.3,0.1,
22/10/2016,01:00,65,2.1,13.1,0.7,22.3,68.7,0.0,1015,0,0.004,0.003,0.007,0.001,17.6,2.6,15
22/10/2016,02:00,61,1.5,13.8,0.5,22.1,69.3,0.0,1015,0,0.001,0.001,0.002,0.000,15.7,6.0,16
22/10/2016,03:00,106,0.6,59.4,0.5,21.5,71.9,0.0,1015,0,0.000,0.002,0.002,0.000,12.4,1.3,17
22/10/2016,04:00,190,0.7,20.2,0.4,20.4,76.4,0.0,1015,0,0.002,0.002,0.004,0.001,15.7,6.6,18
22/10/2016,05:00,190,0.5,25.9,0.4,20.2,77.3,0.0,1015,28,0.001,0.005,0.006,0.001,12.1,3.6,19
22/10/2016,06:00,152,1.3,22.6,0.5,21.9,71.3,0.0,1016,101,0.002,0.004,0.006,0.004,14.7,5.6,20
22/10/2016,07:00,83,1.5,36.1,0.7,23.7,65.2,0.0,1016,504,0.003,0.004,0.007,0.003,17.8,6.9,19
22/10/2016,08:00,65,1.9,30.4,1.0,24.3,63.6,0.0,1015,722,0.003,0.004,0.006,0.002,18.5,8.2,18
22/10/2016,09:00,56,2.7,20.9,1.0,24.7,60.2,0.0,1015,932,0.003,0.004,0.007,0.001,17.9,9.3,16
22/10/2016,10:00,43,2.8,19.9,0.9,24.9,57.9,0.0,1015,1033,0.003,0.003,0.006,0.000,7.8,-3.3,15
22/10/2016,11:00,41,2.8,19.5,0.9,25.3,58.5,0.0,1014,926,0.003,0.001,0.004,0.000,20.7,14.3,15
22/10/2016,12:00,38,3.4,17.7,1.0,25.2,59.6,0.0,1013,1063,0.002,0.001,0.003,0.001,10.6,1.0,15
22/10/2016,13:00,29,4.0,14.4,1.3,25.2,60.7,0.0,1012,922,0.003,0.001,0.004,0.000,,,16
22/10/2016,14:00,28,4.0,13.4,1.2,25.2,62.6,0.0,1011,667,0.001,0.001,0.002,0.000,15.1,4.5,16
22/10/2016,15:00,23,3.7,15.8,1.3,24.9,65.3,0.0,1011,457,0.001,0.001,0.002,0.000,19.2,11.6,17
22/10/2016,16:00,17,3.3,15.7,1.3,24.8,67.4,0.0,1011,280,0.002,0.001,0.002,0.000,14.2,4.9,19
22/10/2016,17:00,12,3.1,175.3,1.1,24.3,69.3,0.0,1011,54,0.001,0.001,0.002,0.000,12.5,2.2,19
22/10/2016,18:00,351,2.2,19.2,0.9,23.9,71.5,0.0,1012,0,0.001,0.002,0.002,0.000,14.7,5.0,19
22/10/2016,19:00,335,2.0,17.3,0.8,23.6,73.7,0.0,1012,0,0.000,0.004,0.004,0.002,17.7,8.7,20
22/10/2016,20:00,346,1.1,27.8,0.6,23.5,75.9,0.0,1012,0,0.000,0.004,0.004,0.002,10.3,1.4,20
22/10/2016,21:00,276,0.7,40.2,0.4,23.2,77.0,0.0,1013,0,0.000,0.005,0.005,0.002,14.2,4.2,21
22/10/2016,22:00,199,0.8,21.2,0.4,23.2,76.3,0.0,1013,0,0.001,0.004,0.005,0.002,19.1,8.2,21
22/10/2016,23:00,169,0.8,28.0,0.4,23.1,76.3,0.0,1013,0,0.000,0.005,0.005,0.001,11.0,1.9,21
23/10/2016,00:00,187,0.6,42.9,0.5,22.8,78.4,0.0,1012,0,,,,,12.7,3.7,
23/10/2016,01:00,204,1.3,15.3,0.5,21.9,83.6,0.0,1011,0,0.000,0.003,0.003,0.001,9.3,2.1,17
23/10/2016,02:00,202,0.5,53.5,0.5,20.8,85.4,0.2,1011,0,0.001,0.004,0.005,0.001,2.1,-2.5,21
23/10/2016,03:00,159,1.0,39.4,0.6,20.2,86.8,0.0,1011,0,0.000,0.004,0.004,0.001,9.9,5.9,29
23/10/2016,04:00,212,1.0,20.4,0.5,19.8,83.9,0.0,1011,0,0.000,0.004,0.004,0.002,15.5,12.5,21
23/10/2016,05:00,205,1.7,19.6,0.8,19.5,78.5,0.0,1012,5,0.000,0.002,0.002,0.001,6.0,3.6,8
23/10/2016,06:00,186,1.7,17.6,0.8,19.4,79.3,0.0,1012,23,0.001,0.001,0.002,0.000,-1.2,-3.6,6
23/10/2016,07:00,213,1.8,21.5,0.7,18.9,84.1,0.4,1013,36,0.001,0.001,0.001,0.000,2.7,0.9,7
23/10/2016,08:00,182,1.8,19.5,0.9,18.4,88.1,0.0,1014,98,0.001,0.003,0.004,0.000,0.3,-1.2,7
23/10/2016,09:00,187,3.1,18.4,1.4,16.6,82.0,0.0,1014,181,0.001,0.001,0.002,0.000,0.7,-1.0,4
23/10/2016,10:00,193,2.5,23.3,1.1,16.4,80.4,0.0,1014,252,0.001,0.002,0.003,0.000,-0.1,-0.7,4
23/10/2016,11:00,198,2.1,17.4,1.0,14.8,85.8,4.4,1014,123,0.002,0.002,0.004,0.000,-0.5,-1.8,5
23/10/2016,12:00,193,2.3,15.0,0.9,14.6,87.7,2.9,1013,145,0.002,0.002,0.004,0.000,5.0,3.5,5
23/10/2016,13:00,187,2.5,16.9,1.0,14.7,87.9,2.2,1013,165,0.001,0.002,0.003,0.000,7.0,6.6,6
23/10/2016,14:00,191,2.6,16.1,1.1,14.5,82.5,0.0,1013,187,0.001,0.002,0.003,0.000,4.6,3.7,7
23/10/2016,15:00,179,1.8,23.2,0.8,14.6,82.3,0.0,1013,103,0.002,0.003,0.005,0.000,4.1,3.0,7
23/10/2016,16:00,183,1.7,20.1,0.8,14.4,83.7,0.1,1013,36,0.002,0.002,0.004,0.000,8.1,6.0,8
23/10/2016,17:00,194,1.3,21.2,0.7,14.3,82.2,0.1,1014,9,0.002,0.003,0.005,0.000,6.5,3.5,8
23/10/2016,18:00,181,0.8,45.4,0.5,14.3,81.9,0.0,1015,0,0.003,0.005,0.007,0.000,4.0,0.9,8
23/10/2016,19:00,163,0.7,41.3,0.4,14.3,84.4,0.3,1015,0,0.001,0.004,0.005,0.000,2.7,-0.5,9
23/10/2016,20:00,239,0.6,26.2,0.3,14.2,85.7,0.0,1016,0,0.001,0.005,0.006,0.000,4.9,2.1,9
23/10/2016,21:00,233,0.8,77.9,0.8,14.4,85.5,0.0,1016,0,0.002,0.004,0.006,0.000,2.4,-0.5,10
23/10/2016,22:00,237,1.6,18.6,0.7,14.5,83.6,0.0,1016,0,0.001,0.003,0.003,0.000,4.4,1.0,8
23/10/2016,23:00,223,1.6,14.6,0.6,14.4,83.8,0.0,1015,0,0.001,0.002,0.002,0.000,4.4,1.2,8
24/10/2016,00:00,228,1.7,13.5,0.6,14.4,80.5,0.0,1015,0,,,,,3.4,-0.9,
24/10/2016,01:00,226,2.2,12.4,0.7,14.3,82.6,0.0,1014,0,0.000,0.001,0.001,0.000,8.9,5.5,8
24/10/2016,02:00,213,2.0,12.4,0.7,14.3,73.8,0.0,1013,0,0.000,0.002,0.002,0.000,6.0,2.9,8
24/10/2016,03:00,210,1.8,12.2,0.7,14.4,62.9,0.0,1013,0,0.001,0.002,0.002,0.000,4.7,1.6,6
24/10/2016,04:00,213,1.7,15.5,0.9,14.0,61.7,0.0,1014,0,0.002,0.002,0.004,0.000,6.0,2.7,6
24/10/2016,05:00,212,2.0,13.5,0.8,14.1,60.4,0.0,1014,29,0.002,0.005,0.007,0.000,6.5,2.8,7
24/10/2016,06:00,206,1.0,20.9,0.5,15.2,58.4,0.0,1015,123,0.008,0.007,0.015,0.000,4.1,-0.2,7
24/10/2016,07:00,189,1.4,45.2,0.8,18.2,50.8,0.0,1016,507,0.006,0.006,0.012,0.000,2.8,-2.7,8
24/10/2016,08:00,135,3.0,17.3,1.1,20.3,50.3,0.0,1016,551,0.008,0.008,0.016,0.001,12.1,5.6,10
24/10/2016,09:00,131,3.8,19.3,1.3,21.9,49.9,0.0,1016,939,0.007,0.006,0.012,0.006,17.4,7.3,13
24/10/2016,10:00,109,3.8,15.1,1.2,22.6,49.4,0.0,1016,1065,0.005,0.005,0.010,0.001,14.8,4.2,12
24/10/2016,11:00,91,3.6,17.0,1.3,23.3,49.0,0.0,1015,1106,0.037,0.015,0.052,0.020,13.5,2.8,13
24/10/2016,12:00,66,3.7,18.7,1.3,23.7,50.4,0.0,1014,1066,0.006,0.006,0.011,0.003,,,14
24/10/2016,13:00,56,4.0,14.0,1.2,23.8,51.0,0.0,1014,946,0.003,0.004,0.006,0.002,20.8,10.3,15
24/10/2016,14:00,65,3.9,12.0,1.1,23.5,52.5,0.0,1013,770,0.003,0.004,0.007,0.001,20.1,5.6,14
24/10/2016,15:00,66,3.6,13.3,1.1,23.3,56.5,0.0,1013,540,0.006,0.005,0.011,0.001,20.6,7.3,16
24/10/2016,16:00,67,3.2,13.8,1.0,22.8,61.4,0.0,1013,282,0.004,0.005,0.009,0.001,24.1,11.5,20
24/10/2016,17:00,69,3.1,11.6,1.0,22.1,66.2,0.0,1014,54,0.004,0.003,0.007,0.001,23.6,8.7,21
24/10/2016,18:00,67,3.0,10.3,0.9,21.7,68.6,0.0,1015,1,0.002,0.003,0.005,0.000,18.0,5.2,22
24/10/2016,19:00,68,2.3,11.9,0.7,21.6,66.8,0.0,1015,0,0.002,0.003,0.005,0.001,17.3,3.1,22
24/10/2016,20:00,65,2.2,11.8,0.6,21.7,66.7,0.0,1016,0,0.001,0.001,0.002,0.000,18.4,3.4,22
24/10/2016,21:00,67,2.0,11.0,0.6,21.6,66.0,0.0,1016,0,0.001,0.001,0.002,0.000,16.9,2.6,22
24/10/2016,22:00,123,1.1,48.3,0.6,21.1,68.3,0.0,1016,0,0.000,0.002,0.002,0.001,17.2,4.6,21
24/10/2016,23:00,188,0.9,20.3,0.5,20.0,73.0,0.0,1016,0,0.000,0.001,0.001,0.001,15.1,2.6,22
25/10/2016,00:00,198,0.8,17.8,0.4,19.5,73.8,0.0,1015,0,,,,,16.5,5.8,
25/10/2016,01:00,198,0.3,62.1,0.3,19.1,74.9,0.0,1015,0,0.000,0.002,0.002,0.001,18.0,7.4,16
25/10/2016,02:00,192,0.9,17.9,0.4,19.0,75.4,0.0,1015,0,0.001,0.002,0.002,0.000,14.6,3.9,21
25/10/2016,03:00,206,0.9,16.7,0.4,18.8,76.6,0.0,1015,0,0.002,0.003,0.005,0.000,11.3,0.5,20
25/10/2016,04:00,188,0.7,16.9,0.3,18.7,77.2,0.0,1015,0,0.005,0.006,0.010,0.000,13.3,3.2,21
25/10/2016,05:00,174,1.0,17.3,0.4,18.7,77.3,0.0,1016,39,0.006,0.008,0.014,0.000,13.2,3.3,23
25/10/2016,06:00,148,2.1,15.8,0.7,20.4,70.8,0.0,1017,134,0.007,0.008,0.014,0.001,19.6,8.5,23
25/10/2016,07:00,134,2.5,17.2,0.8,21.9,65.6,0.0,1017,481,0.007,0.005,0.012,0.012,18.9,7.3,22
25/10/2016,08:00,114,2.8,17.2,1.0,23.3,59.8,0.0,1018,776,0.009,0.006,0.014,0.002,16.7,4.2,19
25/10/2016,09:00,98,3.1,19.8,1.0,23.7,56.7,0.0,1018,933,0.017,0.009,0.025,0.007,16.1,5.0,16
25/10/2016,10:00,80,3.0,21.5,1.1,24.5,52.0,0.0,1018,1066,0.023,0.012,0.035,0.014,12.6,1.9,13
25/10/2016,11:00,53,3.5,17.5,1.1,24.8,52.2,0.0,1017,1119,0.004,0.004,0.007,0.002,14.7,1.4,13
25/10/2016,12:00,53,3.7,15.3,1.1,24.8,51.3,0.0,1017,1070,0.003,0.003,0.006,0.001,17.2,5.9,12
25/10/2016,13:00,57,3.9,12.9,1.3,24.6,51.3,0.0,1016,949,0.003,0.002,0.005,0.000,14.1,10.1,11
25/10/2016,14:00,58,3.9,13.2,1.3,24.4,54.8,0.0,1016,773,0.004,0.003,0.007,0.000,10.9,0.9,12
25/10/2016,15:00,61,3.7,12.9,1.2,24.2,55.2,0.0,1015,518,0.005,0.003,0.008,0.001,11.0,-1.9,13
25/10/2016,16:00,58,3.4,15.4,1.1,23.9,54.5,0.0,1016,281,0.007,0.006,0.013,0.001,21.1,13.3,14
25/10/2016,17:00,52,3.1,13.5,1.0,23.4,55.8,0.0,1016,46,0.004,0.004,0.008,0.000,12.2,0.2,13
25/10/2016,18:00,47,2.8,13.6,0.9,23.0,57.0,0.0,1016,1,0.004,0.005,0.009,0.001,9.2,1.3,14
25/10/2016,19:00,48,2.7,11.1,0.9,22.9,56.4,0.0,1017,0,0.002,0.002,0.004,0.000,19.2,10.7,14
25/10/2016,20:00,47,2.7,12.2,0.8,22.7,55.9,0.0,1018,0,0.001,0.001,0.002,0.000,16.8,10.4,13
25/10/2016,21:00,47,2.2,12.5,0.7,22.5,56.4,0.0,1018,0,0.000,0.001,0.001,0.000,12.6,5.4,12
25/10/2016,22:00,49,2.0,12.1,0.7,22.2,57.7,0.0,1018,0,0.001,0.000,0.001,0.000,11.9,4.6,13
25/10/2016,23:00,52,2.3,12.0,0.7,22.0,59.4,0.0,1018,0,0.001,0.001,0.001,0.001,14.2,8.5,14
26/10/2016,00:00,45,2.0,13.8,0.7,22.0,61.2,0.0,1017,0,,,,,11.4,4.0,
26/10/2016,01:00,38,1.9,16.3,0.7,21.9,60.6,0.0,1016,0,0.000,0.001,0.001,0.000,14.9,5.5,14
26/10/2016,02:00,32,1.9,14.9,0.6,22.0,61.7,0.0,1016,0,0.000,0.000,0.000,0.000,13.1,3.5,17
26/10/2016,03:00,36,2.0,14.3,0.7,21.9,62.7,0.0,1016,0,0.001,0.002,0.002,0.000,14.0,3.8,19
26/10/2016,04:00,42,1.7,14.2,0.6,21.6,63.6,0.0,1017,0,0.001,0.002,0.003,0.001,15.0,6.8,21
26/10/2016,05:00,39,1.5,18.4,0.5,21.8,61.8,0.0,1018,38,0.003,0.007,0.010,0.001,14.3,5.6,21
26/10/2016,06:00,48,1.8,17.3,0.7,22.9,57.2,0.0,1018,146,0.003,0.005,0.008,0.000,15.1,5.7,19
26/10/2016,07:00,51,1.9,23.5,0.7,23.6,53.3,0.0,1019,509,0.003,0.004,0.007,0.000,11.6,2.2,17
26/10/2016,08:00,52,2.1,25.4,0.9,23.9,50.6,0.0,1019,780,0.005,0.005,0.010,0.000,12.4,2.6,16
26/10/2016,09:00,37,2.1,28.8,0.9,24.1,49.8,0.0,1019,991,0.003,0.003,0.005,0.000,11.3,3.8,16
26/10/2016,10:00,44,2.3,24.7,1.0,24.6,47.6,0.0,1019,990,0.003,0.003,0.006,0.001,15.8,9.2,15
26/10/2016,11:00,38,3.2,17.0,1.0,24.7,48.1,0.0,1018,1080,0.002,0.003,0.004,0.000,9.3,-2.6,15
26/10/2016,12:00,49,3.0,19.0,1.0,24.8,48.8,0.0,1017,1064,0.002,0.003,0.004,0.000,11.3,0.9,15
26/10/2016,13:00,33,3.5,15.6,1.1,24.6,50.7,0.0,1016,950,0.001,0.002,0.003,0.001,13.8,9.3,14
26/10/2016,14:00,46,3.4,18.6,1.0,24.5,51.9,0.0,1015,768,0.003,0.003,0.006,0.001,17.0,15.1,14
26/10/2016,15:00,56,3.5,14.7,1.1,24.2,52.2,0.0,1015,541,0.004,0.004,0.008,0.000,18.4,15.4,14
26/10/2016,16:00,56,3.1,14.5,1.1,23.7,53.7,0.0,1015,288,0.006,0.006,0.011,0.000,20.3,11.0,13
26/10/2016,17:00,51,2.8,14.0,1.0,22.9,56.9,0.0,1016,57,0.004,0.004,0.008,0.001,11.7,2.7,12
26/10/2016,18:00,62,2.6,11.0,0.8,22.4,59.1,0.0,1016,1,0.009,0.005,0.014,0.001,9.5,3.3,12
26/10/2016,19:00,64,2.6,11.5,0.8,22.2,60.1,0.0,1017,0,0.003,0.003,0.006,0.001,9.4,5.0,10
26/10/2016,20:00,65,2.4,11.1,0.7,22.0,56.6,0.0,1017,0,0.001,0.002,0.003,0.001,9.6,6.3,9
26/10/2016,21:00,63,2.1,11.2,0.6,21.9,56.1,0.0,1017,0,0.001,0.001,0.002,0.000,12.5,9.3,8
26/10/2016,22:00,54,2.0,12.7,0.7,21.7,59.3,0.0,1017,0,0.001,0.001,0.002,0.000,8.2,5.1,9
26/10/2016,23:00,51,2.0,12.7,0.6,21.7,59.5,0.0,1017,0,0.000,0.000,0.000,0.000,5.5,-0.3,8
27/10/2016,00:00,44,1.5,15.6,0.6,21.4,59.7,0.0,1016,0,,,,,6.5,2.0,
27/10/2016,01:00,36,1.3,18.0,0.5,21.3,60.3,0.0,1015,0,0.000,0.001,0.001,0.000,5.4,0.9,7
27/10/2016,02:00,30,1.2,18.1,0.5,21.1,60.6,0.0,1015,0,0.001,0.002,0.003,0.000,5.9,0.7,8
27/10/2016,03:00,41,0.7,64.2,0.7,20.8,61.6,0.0,1015,0,0.002,0.004,0.006,0.000,6.0,1.4,9
27/10/2016,04:00,212,0.6,27.7,0.3,19.1,69.7,0.0,1015,0,0.007,0.010,0.017,0.001,7.4,2.3,13
27/10/2016,05:00,213,0.6,23.9,0.3,18.7,71.9,0.0,1016,38,0.016,0.015,0.031,0.001,11.4,5.8,14
27/10/2016,06:00,170,0.9,27.2,0.5,20.7,64.8,0.0,1016,155,0.008,0.011,0.018,0.002,9.4,3.7,16
27/10/2016,07:00,61,0.7,56.3,0.6,22.8,56.5,0.0,1016,466,0.004,0.007,0.011,0.004,12.8,5.1,15
27/10/2016,08:00,41,1.4,31.3,0.7,23.5,53.3,0.0,1016,789,0.004,0.004,0.008,0.000,9.9,-0.8,11
27/10/2016,09:00,19,1.9,30.7,0.9,23.6,52.9,0.0,1016,690,0.004,0.007,0.011,0.001,14.4,7.8,11
27/10/2016,10:00,25,2.3,24.5,0.9,24.2,50.5,0.0,1016,1041,0.002,0.002,0.004,0.000,13.6,2.0,8
27/10/2016,11:00,25,2.8,25.1,1.0,24.5,50.7,0.0,1015,1089,0.003,0.003,0.006,0.001,15.7,10.8,9
27/10/2016,12:00,41,3.2,17.3,1.0,24.7,50.3,0.0,1014,1059,0.003,0.003,0.006,0.001,8.7,-1.5,9
27/10/2016,13:00,48,2.9,19.5,0.9,24.8,50.8,0.0,1013,954,0.003,0.003,0.005,0.001,10.1,2.7,8
27/10/2016,14:00,45,2.9,18.1,1.1,24.7,53.3,0.0,1013,779,0.003,0.002,0.005,0.000,18.5,18.0,8
27/10/2016,15:00,34,3.1,16.0,1.0,24.3,55.8,0.0,1012,548,0.004,0.004,0.008,0.001,20.7,11.9,8
27/10/2016,16:00,39,3.0,15.0,1.0,23.8,57.0,0.0,1013,291,0.005,0.004,0.009,0.001,,,9
27/10/2016,17:00,45,2.9,13.2,0.9,23.2,57.0,0.0,1013,63,0.005,0.004,0.009,0.000,6.0,0.5,8
27/10/2016,18:00,50,2.2,16.0,0.7,22.6,59.1,0.0,1014,1,0.003,0.003,0.006,0.000,6.7,2.7,7
27/10/2016,19:00,47,1.9,14.2,0.6,22.4,58.4,0.0,1014,0,0.003,0.002,0.005,0.001,7.8,3.6,8
27/10/2016,20:00,51,2.1,12.0,0.6,22.3,60.3,0.0,1015,0,0.001,0.001,0.002,0.000,9.6,4.6,7
27/10/2016,21:00,47,1.8,13.1,0.6,22.1,61.0,0.0,1015,0,0.001,0.001,0.002,0.000,9.8,7.1,7
27/10/2016,22:00,49,1.6,15.0,0.6,21.9,61.1,0.0,1015,0,0.000,0.001,0.001,0.000,8.4,4.5,7
27/10/2016,23:00,43,1.2,18.5,0.5,21.7,61.6,0.0,1014,0,0.001,0.002,0.002,0.000,6.8,1.3,7
28/10/2016,00:00,26,1.2,19.6,0.6,21.7,59.7,0.0,1014,0,,,,,6.2,3.2,
28/10/2016,01:00,3,0.5,126.7,0.6,21.3,61.5,0.0,1013,0,0.000,0.002,0.002,0.000,7.2,2.6,7
28/10/2016,02:00,229,0.7,33.5,0.3,19.2,70.5,0.0,1013,0,0.005,0.008,0.013,0.000,8.6,4.0,10
28/10/2016,03:00,211,0.6,16.9,0.3,18.8,73.0,0.0,1013,0,0.002,0.009,0.011,0.000,11.1,6.9,10
28/10/2016,04:00,199,0.4,46.3,0.2,18.4,74.9,0.0,1013,0,0.004,0.009,0.013,0.000,9.4,4.6,11
28/10/2016,05:00,187,0.6,23.7,0.3,18.7,74.4,0.0,1014,39,0.005,0.011,0.016,0.001,8.7,4.7,11
28/10/2016,06:00,162,1.4,20.3,0.6,20.8,66.9,0.0,1014,176,0.005,0.008,0.013,0.003,6.7,1.6,13
28/10/2016,07:00,106,1.1,52.0,0.7,22.8,61.0,0.0,1015,455,0.009,0.008,0.017,0.010,13.4,6.2,14
28/10/2016,08:00,56,1.8,28.0,0.9,23.8,55.5,0.0,1015,770,0.005,0.004,0.009,0.001,13.6,6.9,11
28/10/2016,09:00,49,2.2,27.8,1.0,24.4,53.3,0.0,1015,846,0.005,0.005,0.010,0.002,12.9,5.3,11
28/10/2016,10:00,48,2.7,22.4,1.0,24.8,52.0,0.0,1015,1049,0.004,0.003,0.007,0.001,20.1,10.6,9
28/10/2016,11:00,47,3.0,19.4,1.0,24.9,53.2,0.0,1015,1076,0.004,0.004,0.007,0.002,9.9,4.5,10
28/10/2016,12:00,45,3.2,17.7,1.1,25.1,53.6,0.0,1014,1045,0.003,0.003,0.005,0.001,12.6,3.8,10
28/10/2016,13:00,48,3.5,15.5,1.2,25.0,53.7,0.0,1013,952,0.003,0.003,0.005,0.001,18.1,17.7,9
28/10/2016,14:00,56,3.6,14.2,1.1,24.8,54.3,0.0,1013,773,0.004,0.003,0.007,0.001,7.0,0.4,8
28/10/2016,15:00,58,3.8,12.3,1.1,24.5,53.9,0.0,1012,545,0.005,0.004,0.009,0.001,9.9,-2.5,8
28/10/2016,16:00,61,3.6,12.1,1.1,24.2,54.2,0.0,1012,291,0.003,0.003,0.006,0.001,6.0,1.5,8
28/10/2016,17:00,61,3.2,12.5,1.0,23.5,59.6,0.0,1012,67,0.005,0.004,0.009,0.001,8.3,1.7,10
28/10/2016,18:00,63,3.3,9.6,0.9,22.9,62.9,0.0,1013,1,0.002,0.004,0.006,0.002,12.2,4.6,10
28/10/2016,19:00,65,3.0,12.3,0.9,22.8,62.7,0.0,1013,0,0.002,0.003,0.005,0.001,13.3,4.8,10
28/10/2016,20:00,63,2.4,12.9,0.8,22.6,63.8,0.0,1014,0,0.001,0.002,0.003,0.002,9.0,2.5,9
28/10/2016,21:00,61,1.9,14.4,0.7,22.5,64.6,0.0,1015,0,0.002,0.003,0.005,0.001,9.5,2.3,10
28/10/2016,22:00,63,1.8,13.9,0.6,22.4,65.2,0.0,1015,0,0.002,0.003,0.004,0.001,11.5,7.9,10
28/10/2016,23:00,68,2.0,12.6,0.7,22.3,65.4,0.0,1014,0,0.001,0.001,0.002,0.001,9.6,5.4,10
29/10/2016,00:00,70,2.4,12.3,0.7,22.2,64.7,0.0,1014,0,,,,,8.8,0.3,
29/10/2016,01:00,65,2.4,11.8,0.7,22.2,65.1,0.0,1013,0,0.000,0.004,0.004,0.001,11.2,1.7,9
29/10/2016,02:00,63,2.1,11.6,0.7,22.3,65.3,0.0,1013,0,0.000,0.001,0.001,0.001,9.0,0.9,10
29/10/2016,03:00,106,0.9,51.0,0.6,21.8,68.4,0.0,1013,0,0.000,0.002,0.002,0.001,10.7,1.5,12
29/10/2016,04:00,162,1.6,18.4,0.8,20.4,73.3,0.0,1014,0,0.001,0.002,0.003,0.001,9.4,1.2,14
29/10/2016,05:00,170,1.0,36.6,0.6,20.8,73.0,0.0,1015,43,0.002,0.005,0.006,0.002,8.0,3.2,14
29/10/2016,06:00,72,1.8,43.4,1.4,22.6,65.4,0.0,1015,190,0.003,0.005,0.008,0.004,12.6,3.7,15
29/10/2016,07:00,63,3.2,13.0,1.0,24.1,58.2,0.0,1016,371,0.002,0.001,0.003,0.002,14.0,6.0,12
29/10/2016,08:00,53,3.0,17.7,1.0,24.4,55.8,0.0,1017,637,0.003,0.002,0.005,0.001,10.9,2.9,12
29/10/2016,09:00,52,3.0,17.7,1.1,25.0,52.2,0.0,1017,983,0.003,0.003,0.006,0.001,16.8,9.5,11
29/10/2016,10:00,53,2.7,18.6,0.9,24.9,53.7,0.0,1016,645,0.003,0.003,0.005,0.001,10.3,0.2,11
