Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Sulfur Dioxide (ppm)
27/02/2013,19:00,,,,,26.2,84.9,0.0,0.003
27/02/2013,20:00,,,,,26.2,84.0,0.0,0.002
27/02/2013,21:00,,,,,25.7,87.3,0.0,0.003
27/02/2013,22:00,,,,,25.4,89.2,0.0,0.003
27/02/2013,23:00,,,,,25.2,89.7,0.0,0.003
28/02/2013,00:00,,,,,25.0,91.2,0.0,0.003
28/02/2013,01:00,,,,,25.2,90.2,0.0,
28/02/2013,02:00,,,,,25.2,90.8,0.0,0.003
28/02/2013,03:00,,,,,24.7,93.4,0.0,0.003
28/02/2013,04:00,,,,,24.3,95.6,3.2,0.003
28/02/2013,05:00,,,,,24.0,97.3,6.8,0.004
28/02/2013,06:00,,,,,24.0,97.3,8.2,0.004
28/02/2013,07:00,,,,,24.6,95.7,2.0,0.004
28/02/2013,08:00,,,,,25.0,95.4,1.2,0.003
28/02/2013,09:00,,,,,27.4,83.1,0.0,0.003
28/02/2013,10:00,,,,,29.1,74.1,0.0,0.002
28/02/2013,11:00,,,,,30.2,66.2,0.0,0.002
28/02/2013,12:00,,,,,30.6,65.7,0.0,0.001
28/02/2013,13:00,,,,,27.1,85.8,9.8,0.001
28/02/2013,14:00,,,,,28.3,83.7,0.2,0.003
28/02/2013,15:00,,,,,29.1,73.7,0.0,0.003
28/02/2013,16:00,,,,,28.8,74.2,0.0,0.001
28/02/2013,17:00,,,,,28.1,78.9,0.0,0.001
28/02/2013,18:00,,,,,27.1,83.1,0.0,0.004
28/02/2013,19:00,,,,,26.4,86.2,0.0,0.004
28/02/2013,20:00,,,,,26.0,90.2,0.0,0.003
28/02/2013,21:00,,,,,26.1,90.6,0.0,0.003
28/02/2013,22:00,,,,,26.0,90.1,0.8,0.002
28/02/2013,23:00,,,,,25.7,92.8,0.0,0.003
01/03/2013,00:00,,,,,25.8,90.9,0.0,0.001
01/03/2013,01:00,,,,,25.5,91.5,0.0,
01/03/2013,02:00,,,,,25.4,92.7,0.2,0.000
01/03/2013,03:00,,,,,25.3,92.7,0.0,0.000
01/03/2013,04:00,,,,,25.0,94.9,0.0,0.002
01/03/2013,05:00,,,,,25.0,95.4,0.0,0.001
01/03/2013,06:00,,,,,25.1,95.1,0.0,0.001
01/03/2013,07:00,,,,,26.0,91.5,0.0,0.001
01/03/2013,08:00,,,,,27.9,82.3,0.0,0.002
01/03/2013,09:00,,,,,29.7,72.4,0.0,0.002
01/03/2013,10:00,,,,,30.5,67.1,0.0,0.002
01/03/2013,11:00,,,,,31.1,67.3,0.0,0.002
01/03/2013,12:00,,,,,30.5,69.2,0.0,0.002
01/03/2013,13:00,,,,,28.7,80.2,2.8,0.001
01/03/2013,14:00,,,,,28.2,85.8,0.6,0.003
01/03/2013,15:00,,,,,29.3,78.2,0.0,0.003
01/03/2013,16:00,,,,,29.4,76.9,0.0,0.002
01/03/2013,17:00,,,,,28.6,79.3,0.0,0.002
01/03/2013,18:00,,,,,27.7,84.3,0.0,0.002
01/03/2013,19:00,,,,,26.9,88.2,0.0,0.002
01/03/2013,20:00,,,,,26.5,89.9,0.0,0.001
01/03/2013,21:00,,,,,26.3,91.2,0.0,0.001
01/03/2013,22:00,,,,,26.4,91.9,0.0,0.003
01/03/2013,23:00,,,,,26.4,91.9,0.0,0.003
02/03/2013,00:00,,,,,26.2,93.0,0.2,0.003
02/03/2013,01:00,,,,,25.9,95.0,0.2,
02/03/2013,02:00,,,,,25.8,95.1,0.0,0.000
02/03/2013,03:00,,,,,25.6,95.6,0.0,0.001
02/03/2013,04:00,,,,,25.4,96.6,0.0,0.002
02/03/2013,05:00,,,,,25.6,96.1,0.0,0.002
02/03/2013,06:00,,,,,25.8,95.2,0.0,0.002
02/03/2013,07:00,,,,,26.9,90.7,0.0,0.003
02/03/2013,08:00,,,,,28.5,82.4,0.0,0.004
02/03/2013,09:00,,,,,30.0,73.5,0.0,0.003
02/03/2013,10:00,,,,,30.4,72.9,0.0,0.002
02/03/2013,11:00,,,,,30.9,70.7,0.0,0.001
02/03/2013,12:00,,,,,31.5,68.5,0.0,0.001
02/03/2013,13:00,,,,,31.0,71.5,0.0,0.001
02/03/2013,14:00,,,,,31.3,69.5,0.0,0.004
02/03/2013,15:00,,,,,30.9,70.6,0.0,0.003
02/03/2013,16:00,,,,,30.0,76.3,0.0,0.004
02/03/2013,17:00,,,,,29.1,80.6,0.0,0.004
02/03/2013,18:00,,,,,28.6,82.4,0.0,0.002
02/03/2013,19:00,,,,,28.0,83.9,0.0,0.002
02/03/2013,20:00,,,,,24.3,96.4,43.2,0.004
02/03/2013,21:00,,,,,23.6,99.0,3.0,0.005
02/03/2013,22:00,,,,,23.9,99.3,0.4,0.002
02/03/2013,23:00,,,,,24.0,99.4,0.0,0.002
03/03/2013,00:00,,,,,24.3,99.3,0.0,0.004
03/03/2013,01:00,,,,,24.4,99.2,0.0,
03/03/2013,02:00,,,,,24.5,98.9,0.0,0.001
03/03/2013,03:00,,,,,24.8,98.3,0.0,0.001
03/03/2013,04:00,,,,,24.7,97.5,0.0,0.000
03/03/2013,05:00,,,,,24.7,96.9,0.0,0.001
03/03/2013,06:00,,,,,25.0,96.4,0.0,0.004
03/03/2013,07:00,,,,,25.9,92.9,0.0,0.004
03/03/2013,08:00,,,,,26.9,87.5,0.0,0.001
03/03/2013,09:00,,,,,28.5,78.5,0.0,0.000
03/03/2013,10:00,,,,,29.2,73.6,0.0,0.002
03/03/2013,11:00,,,,,30.4,67.0,0.0,0.002
03/03/2013,12:00,,,,,30.4,67.3,0.0,0.002
03/03/2013,13:00,,,,,30.0,71.1,0.0,0.002
03/03/2013,14:00,,,,,30.0,71.4,0.0,0.002
03/03/2013,15:00,,,,,29.8,71.8,0.0,0.001
03/03/2013,16:00,,,,,29.9,71.8,0.0,0.002
03/03/2013,17:00,,,,,29.0,78.5,0.0,0.002
03/03/2013,18:00,,,,,28.4,79.4,0.0,0.002
03/03/2013,19:00,,,,,27.9,81.9,0.0,0.002
03/03/2013,20:00,,,,,27.9,83.2,0.0,0.001
03/03/2013,21:00,,,,,27.9,84.0,0.0,0.001
03/03/2013,22:00,,,,,28.0,81.9,0.0,0.002
03/03/2013,23:00,,,,,27.8,75.8,0.0,0.002
04/03/2013,00:00,,,,,27.1,74.3,0.0,0.003
04/03/2013,01:00,,,,,25.5,81.9,0.2,
04/03/2013,02:00,,,,,25.6,89.0,0.2,0.001
04/03/2013,03:00,,,,,26.1,87.7,0.0,0.001
04/03/2013,04:00,,,,,26.1,86.6,0.0,0.001
04/03/2013,05:00,,,,,25.8,88.4,0.0,0.001
04/03/2013,06:00,,,,,25.9,88.2,0.0,0.002
04/03/2013,07:00,,,,,27.6,81.1,0.0,0.002
04/03/2013,08:00,,,,,27.8,81.1,0.0,0.000
04/03/2013,09:00,,,,,28.4,78.3,0.0,0.000
04/03/2013,10:00,,,,,29.5,72.7,0.0,0.003
04/03/2013,11:00,,,,,30.4,68.5,0.0,0.003
04/03/2013,12:00,,,,,31.0,67.9,0.0,0.003
04/03/2013,13:00,,,,,28.8,75.4,0.0,0.002
04/03/2013,14:00,,,,,27.7,82.0,0.0,0.003
04/03/2013,15:00,,,,,29.0,80.4,0.0,0.003
04/03/2013,16:00,,,,,28.7,79.4,0.0,0.002
04/03/2013,17:00,,,,,27.8,85.5,0.0,0.003
04/03/2013,18:00,,,,,26.4,90.0,0.2,0.002
04/03/2013,19:00,,,,,25.5,92.7,0.0,0.003
04/03/2013,20:00,,,,,25.5,91.6,0.0,0.002
04/03/2013,21:00,,,,,25.5,92.4,0.2,0.002
04/03/2013,22:00,,,,,25.4,93.7,0.0,0.003
04/03/2013,23:00,,,,,25.4,92.6,0.0,0.002
05/03/2013,00:00,,,,,25.2,92.5,0.0,0.001
05/03/2013,01:00,,,,,25.2,93.3,0.0,
05/03/2013,02:00,,,,,24.9,95.0,0.0,0.001
05/03/2013,03:00,,,,,24.7,94.0,0.0,0.001
05/03/2013,04:00,,,,,24.8,92.8,0.0,0.001
05/03/2013,05:00,,,,,25.1,89.8,0.0,0.001
05/03/2013,06:00,,,,,25.4,88.6,0.0,0.000
05/03/2013,07:00,,,,,25.7,87.4,0.0,0.000
05/03/2013,08:00,,,,,26.2,85.5,0.0,0.002
05/03/2013,09:00,,,,,26.8,83.3,0.0,0.002
05/03/2013,10:00,,,,,27.4,80.9,0.0,0.002
05/03/2013,11:00,,,,,27.9,79.7,0.0,0.002
05/03/2013,12:00,,,,,28.3,78.2,0.0,0.003
05/03/2013,13:00,,,,,28.9,71.6,0.0,0.003
05/03/2013,14:00,,,,,28.5,74.2,0.0,0.002
05/03/2013,15:00,,,,,28.8,75.0,0.0,0.002
05/03/2013,16:00,,,,,29.0,75.8,0.0,0.003
05/03/2013,17:00,,,,,28.0,81.3,0.0,0.003
05/03/2013,18:00,,,,,27.2,86.3,0.0,0.003
05/03/2013,19:00,,,,,26.7,86.0,0.0,0.003
05/03/2013,20:00,,,,,26.0,89.5,0.0,0.002
05/03/2013,21:00,,,,,25.9,90.0,0.0,0.003
05/03/2013,22:00,,,,,25.7,89.7,0.0,0.002
05/03/2013,23:00,,,,,25.6,89.2,0.0,0.003
06/03/2013,00:00,,,,,25.2,88.2,0.0,0.002
06/03/2013,01:00,,,,,25.2,84.4,0.0,
06/03/2013,02:00,,,,,25.2,82.6,0.0,0.000
06/03/2013,03:00,,,,,25.1,81.6,0.0,0.000
06/03/2013,04:00,,,,,25.2,81.5,0.0,0.003
06/03/2013,05:00,,,,,24.9,82.3,0.0,0.003
06/03/2013,06:00,,,,,24.8,81.8,0.0,0.003
06/03/2013,07:00,,,,,25.9,78.5,0.0,0.003
06/03/2013,08:00,,,,,26.6,73.9,0.0,0.002
06/03/2013,09:00,,,,,27.0,72.5,0.0,0.002
06/03/2013,10:00,,,,,28.0,69.1,0.0,0.002
06/03/2013,11:00,,,,,28.9,65.4,0.0,0.002
06/03/2013,12:00,,,,,29.4,61.9,0.0,0.002
06/03/2013,13:00,,,,,29.1,62.8,0.0,0.002
06/03/2013,14:00,,,,,29.7,60.8,0.0,0.002
06/03/2013,15:00,,,,,29.8,60.4,0.0,0.002
06/03/2013,16:00,,,,,30.0,59.9,0.0,0.002
06/03/2013,17:00,,,,,28.3,68.4,0.0,0.002
06/03/2013,18:00,,,,,26.2,76.1,0.0,0.002
06/03/2013,19:00,,,,,26.1,74.5,0.0,0.002
06/03/2013,20:00,,,,,26.2,72.5,0.0,0.003
06/03/2013,21:00,,,,,25.7,75.3,0.0,0.003
06/03/2013,22:00,,,,,25.8,69.8,0.0,0.004
06/03/2013,23:00,,,,,24.8,72.5,0.0,0.004
07/03/2013,00:00,,,,,25.2,67.6,0.0,0.004
07/03/2013,01:00,,,,,24.3,71.6,0.0,
07/03/2013,02:00,,,,,23.4,78.6,0.0,0.002
07/03/2013,03:00,,,,,23.2,81.7,0.0,0.003
07/03/2013,04:00,,,,,23.7,79.7,0.0,0.002
07/03/2013,05:00,,,,,23.5,81.8,0.0,0.002
07/03/2013,06:00,,,,,23.5,83.0,0.0,0.005
07/03/2013,07:00,,,,,25.4,75.3,0.0,0.003
07/03/2013,08:00,,,,,26.9,64.5,0.0,0.001
07/03/2013,09:00,,,,,27.7,61.8,0.0,0.000
07/03/2013,10:00,,,,,28.9,54.3,0.0,0.002
07/03/2013,11:00,,,,,29.5,53.2,0.0,0.002
07/03/2013,12:00,,,,,29.7,52.1,0.0,0.002
07/03/2013,13:00,,,,,30.2,51.3,0.0,0.003
07/03/2013,14:00,,,,,30.0,52.8,0.0,0.002
07/03/2013,15:00,,,,,29.1,59.8,0.0,0.003
07/03/2013,16:00,,,,,28.6,62.7,0.0,0.003
07/03/2013,17:00,,,,,27.7,67.1,0.0,0.003
07/03/2013,18:00,,,,,26.4,72.5,0.0,0.002
07/03/2013,19:00,,,,,25.8,73.1,0.0,0.002
07/03/2013,20:00,,,,,26.0,65.4,0.0,0.002
07/03/2013,21:00,,,,,25.8,59.7,0.0,0.002
07/03/2013,22:00,,,,,24.9,65.7,0.0,0.003
07/03/2013,23:00,,,,,25.5,59.6,0.0,0.003
08/03/2013,00:00,,,,,25.3,58.7,0.0,0.002
08/03/2013,01:00,,,,,24.2,65.5,0.0,
08/03/2013,02:00,,,,,23.8,67.8,0.0,0.002
08/03/2013,03:00,,,,,22.9,73.1,0.0,0.000
08/03/2013,04:00,,,,,22.2,76.9,0.0,0.004
08/03/2013,05:00,,,,,22.4,75.8,0.0,0.004
08/03/2013,06:00,,,,,22.6,74.3,0.0,0.002
08/03/2013,07:00,,,,,24.4,70.1,0.0,0.002
08/03/2013,08:00,,,,,26.2,62.9,0.0,0.004
08/03/2013,09:00,,,,,27.3,62.0,0.0,0.003
08/03/2013,10:00,,,,,28.4,58.7,0.0,0.003
08/03/2013,11:00,,,,,28.8,57.5,0.0,0.003
08/03/2013,12:00,,,,,28.0,62.8,0.2,0.002
08/03/2013,13:00,,,,,27.4,70.5,0.2,0.003
08/03/2013,14:00,,,,,26.3,72.7,0.0,0.002
08/03/2013,15:00,,,,,27.1,69.2,0.0,0.003
08/03/2013,16:00,,,,,26.6,69.4,0.0,0.003
08/03/2013,17:00,,,,,25.9,73.7,0.0,0.003
08/03/2013,18:00,,,,,24.8,81.3,0.4,0.004
08/03/2013,19:00,,,,,23.3,87.8,0.0,0.005
08/03/2013,20:00,,,,,24.0,80.5,0.0,0.003
08/03/2013,21:00,,,,,23.9,78.5,0.0,0.003
08/03/2013,22:00,,,,,24.1,76.3,0.0,0.003
08/03/2013,23:00,,,,,23.7,76.5,0.0,0.003
09/03/2013,00:00,,,,,23.7,75.0,0.0,0.004
09/03/2013,01:00,,,,,23.3,77.2,0.0,
09/03/2013,02:00,,,,,23.0,79.6,0.0,0.002
09/03/2013,03:00,,,,,22.4,82.2,0.0,0.003
09/03/2013,04:00,,,,,22.4,80.6,0.0,0.000
09/03/2013,05:00,,,,,22.2,79.4,0.0,0.000
09/03/2013,06:00,,,,,22.3,79.3,0.0,0.003
09/03/2013,07:00,,,,,24.2,73.2,0.0,0.004
09/03/2013,08:00,,,,,25.7,68.6,0.0,0.001
09/03/2013,09:00,,,,,26.5,66.2,0.0,0.001
09/03/2013,10:00,,,,,27.2,65.2,0.0,0.002
09/03/2013,11:00,,,,,27.7,63.9,0.0,0.003
09/03/2013,12:00,,,,,25.6,82.3,1.0,0.003
09/03/2013,13:00,,,,,24.8,85.4,0.0,0.003
09/03/2013,14:00,,,,,25.5,81.8,0.0,0.000
09/03/2013,15:00,,,,,25.6,81.5,0.6,0.000
09/03/2013,16:00,,,,,24.6,85.3,0.0,0.000
09/03/2013,17:00,,,,,24.9,86.6,0.0,0.000
09/03/2013,18:00,,,,,24.0,91.7,0.0,0.002
09/03/2013,19:00,,,,,23.5,93.8,0.0,0.003
09/03/2013,20:00,,,,,23.0,94.6,0.0,0.005
09/03/2013,21:00,,,,,22.9,94.8,0.0,0.005
09/03/2013,22:00,,,,,22.1,95.5,0.0,0.004
09/03/2013,23:00,,,,,22.8,86.4,0.0,0.004
10/03/2013,00:00,,,,,23.2,82.3,0.0,0.002
10/03/2013,01:00,,,,,23.3,83.4,0.0,
10/03/2013,02:00,,,,,22.9,84.8,0.0,0.002
10/03/2013,03:00,,,,,22.9,84.3,0.0,0.000
10/03/2013,04:00,,,,,22.7,86.2,0.0,0.003
10/03/2013,05:00,,,,,22.4,88.0,0.0,0.003
10/03/2013,06:00,,,,,23.0,86.7,0.0,0.002
10/03/2013,07:00,,,,,24.5,79.4,0.0,0.003
10/03/2013,08:00,,,,,25.6,73.5,0.0,0.004
10/03/2013,09:00,,,,,26.9,67.0,0.0,0.003
10/03/2013,10:00,,,,,28.5,55.1,0.0,0.002
10/03/2013,11:00,,,,,29.2,52.4,0.0,0.002
10/03/2013,12:00,,,,,29.8,50.0,0.0,0.002
10/03/2013,13:00,,,,,30.0,48.9,0.0,0.002
10/03/2013,14:00,,,,,29.3,55.3,0.0,0.002
10/03/2013,15:00,,,,,29.0,59.0,0.0,0.002
10/03/2013,16:00,,,,,28.5,61.4,0.0,0.003
10/03/2013,17:00,,,,,27.6,63.7,0.0,0.003
10/03/2013,18:00,,,,,26.1,70.6,0.0,0.002
10/03/2013,19:00,,,,,25.4,76.8,0.0,0.003
10/03/2013,20:00,,,,,25.0,73.7,0.0,0.003
10/03/2013,21:00,,,,,24.4,77.5,0.0,0.003
10/03/2013,22:00,,,,,24.2,80.1,0.0,0.001
10/03/2013,23:00,,,,,24.2,76.7,0.0,0.001
11/03/2013,00:00,,,,,23.5,74.3,0.0,0.003
11/03/2013,01:00,,,,,23.4,74.6,0.0,
11/03/2013,02:00,,,,,23.7,71.7,0.0,0.002
11/03/2013,03:00,,,,,23.4,73.5,0.0,0.002
11/03/2013,04:00,,,,,23.1,75.7,0.0,0.004
11/03/2013,05:00,,,,,22.6,79.3,0.0,0.004
11/03/2013,06:00,,,,,22.8,79.4,0.0,0.002
11/03/2013,07:00,,,,,24.4,73.3,0.0,0.003
11/03/2013,08:00,,,,,26.1,66.1,0.0,0.003
11/03/2013,09:00,,,,,27.4,58.6,0.0,0.003
11/03/2013,10:00,,,,,28.4,54.9,0.0,0.003
11/03/2013,11:00,,,,,29.1,54.4,0.0,0.003
11/03/2013,12:00,,,,,29.1,52.0,0.0,0.002
11/03/2013,13:00,,,,,30.3,46.0,0.0,0.002
11/03/2013,14:00,,,,,29.6,51.4,0.0,0.004
11/03/2013,15:00,,,,,29.7,52.6,0.0,0.004
11/03/2013,16:00,,,,,29.1,54.0,0.0,0.003
11/03/2013,17:00,,,,,27.4,61.5,0.0,0.003
11/03/2013,18:00,,,,,26.1,68.4,0.0,0.002
11/03/2013,19:00,,,,,25.8,67.3,0.0,0.002
11/03/2013,20:00,,,,,25.7,67.6,0.0,0.001
11/03/2013,21:00,,,,,25.4,69.8,0.0,0.001
11/03/2013,22:00,,,,,24.8,69.7,0.0,0.003
11/03/2013,23:00,,,,,24.6,66.9,0.0,0.002
12/03/2013,00:00,,,,,24.0,72.9,0.0,0.003
12/03/2013,01:00,,,,,23.6,73.4,0.0,
12/03/2013,02:00,,,,,23.7,71.7,0.0,0.001
12/03/2013,03:00,,,,,22.8,74.6,0.0,0.001
12/03/2013,04:00,,,,,22.2,78.0,0.0,0.002
12/03/2013,05:00,,,,,21.7,80.9,0.0,0.002
12/03/2013,06:00,,,,,22.2,78.5,0.0,0.003
12/03/2013,07:00,,,,,23.9,71.7,0.0,0.004
12/03/2013,08:00,,,,,25.4,64.2,0.0,0.003
12/03/2013,09:00,,,,,26.8,58.6,0.0,0.003
12/03/2013,10:00,,,,,28.0,55.5,0.0,0.001
12/03/2013,11:00,,,,,29.0,52.3,0.0,0.000
12/03/2013,12:00,,,,,29.3,51.1,0.0,0.002
12/03/2013,13:00,,,,,29.3,54.7,0.0,0.002
12/03/2013,14:00,,,,,28.6,57.8,0.0,0.003
12/03/2013,15:00,,,,,28.5,59.6,0.0,0.003
12/03/2013,16:00,,,,,28.5,58.5,0.0,0.001
12/03/2013,17:00,,,,,27.4,62.7,0.0,0.002
12/03/2013,18:00,,,,,26.1,69.2,0.0,0.001
12/03/2013,19:00,,,,,25.7,70.7,0.0,0.001
12/03/2013,20:00,,,,,24.6,72.8,0.0,0.004
12/03/2013,21:00,,,,,23.7,75.1,0.0,0.003
12/03/2013,22:00,,,,,23.2,76.0,0.0,0.003
12/03/2013,23:00,,,,,23.6,69.9,0.0,0.003
13/03/2013,00:00,,,,,23.4,68.7,0.0,0.002
13/03/2013,01:00,,,,,23.2,69.7,0.0,
13/03/2013,02:00,,,,,23.2,69.2,0.0,0.001
13/03/2013,03:00,,,,,22.7,71.5,0.0,0.002
13/03/2013,04:00,,,,,22.3,74.4,0.0,0.001
13/03/2013,05:00,,,,,22.3,73.5,0.0,0.002
13/03/2013,06:00,,,,,22.0,76.4,0.0,0.002
13/03/2013,07:00,,,,,23.5,70.8,0.0,0.003
13/03/2013,08:00,,,,,25.1,64.4,0.0,0.003
13/03/2013,09:00,,,,,26.6,58.3,0.0,0.003
13/03/2013,10:00,,,,,28.1,51.4,0.0,0.001
13/03/2013,11:00,,,,,29.5,44.6,0.0,0.001
13/03/2013,12:00,,,,,29.9,46.0,0.0,0.001
13/03/2013,13:00,,,,,29.3,54.1,0.0,0.001
13/03/2013,14:00,,,,,29.2,53.6,0.0,0.003
13/03/2013,15:00,,,,,28.7,55.9,0.0,0.004
13/03/2013,16:00,,,,,28.0,57.3,0.0,0.004
13/03/2013,17:00,,,,,26.7,64.2,0.0,0.005
13/03/2013,18:00,,,,,25.4,72.1,0.0,0.003
13/03/2013,19:00,,,,,24.7,78.2,0.0,0.004
13/03/2013,20:00,,,,,24.1,81.1,0.0,0.001
13/03/2013,21:00,,,,,23.4,81.9,0.0,0.002
13/03/2013,22:00,,,,,23.3,79.7,0.0,0.004
13/03/2013,23:00,,,,,23.0,81.0,0.0,0.004
14/03/2013,00:00,,,,,22.7,83.8,0.0,0.002
14/03/2013,01:00,,,,,22.4,85.5,0.0,
14/03/2013,02:00,,,,,21.5,90.7,0.0,0.000
14/03/2013,03:00,,,,,21.8,89.0,0.0,0.002
14/03/2013,04:00,,,,,21.5,87.7,0.0,0.002
14/03/2013,05:00,,,,,21.0,88.7,0.0,0.002
14/03/2013,06:00,,,,,21.5,85.6,0.0,0.001
14/03/2013,07:00,,,,,23.2,77.9,0.0,0.001
14/03/2013,08:00,,,,,25.1,69.3,0.0,0.002
14/03/2013,09:00,,,,,27.3,58.3,0.0,0.002
14/03/2013,10:00,,,,,28.6,50.8,0.0,0.003
14/03/2013,11:00,,,,,29.1,48.6,0.0,0.003
14/03/2013,12:00,,,,,29.5,46.1,0.0,0.002
14/03/2013,13:00,,,,,29.2,52.4,0.0,0.003
14/03/2013,14:00,,,,,29.1,54.7,0.0,0.002
14/03/2013,15:00,,,,,28.8,57.5,0.0,0.002
14/03/2013,16:00,,,,,28.5,57.3,0.0,0.003
14/03/2013,17:00,,,,,27.1,63.9,0.0,0.003
14/03/2013,18:00,,,,,25.7,68.8,0.0,0.003
14/03/2013,19:00,,,,,24.7,74.7,0.0,0.005
14/03/2013,20:00,,,,,23.7,78.5,0.0,0.004
14/03/2013,21:00,,,,,24.3,70.7,0.0,0.004
14/03/2013,22:00,,,,,23.7,73.8,0.0,0.004
14/03/2013,23:00,,,,,23.0,77.8,0.0,0.003
15/03/2013,00:00,,,,,22.9,77.3,0.0,0.002
15/03/2013,01:00,,,,,21.4,85.2,0.0,
15/03/2013,02:00,,,,,20.7,88.5,0.0,0.002
15/03/2013,03:00,,,,,20.6,89.5,0.0,0.003
15/03/2013,04:00,,,,,20.2,89.8,0.0,0.002
15/03/2013,05:00,,,,,19.7,89.6,0.0,0.001
15/03/2013,06:00,,,,,20.3,88.8,0.0,0.002
15/03/2013,07:00,,,,,23.0,77.1,0.0,0.004
15/03/2013,08:00,,,,,25.8,67.3,0.0,0.003
15/03/2013,09:00,,,,,28.3,52.2,0.0,0.003
15/03/2013,10:00,,,,,29.8,38.5,0.0,0.003
15/03/2013,11:00,,,,,30.8,31.9,0.0,0.002
15/03/2013,12:00,,,,,31.0,32.4,0.0,0.002
15/03/2013,13:00,,,,,30.9,33.4,0.0,0.002
15/03/2013,14:00,,,,,31.6,32.4,0.0,0.002
15/03/2013,15:00,,,,,31.8,31.6,0.0,0.002
15/03/2013,16:00,,,,,31.1,35.0,0.0,0.003
15/03/2013,17:00,,,,,28.8,46.3,0.0,0.004
15/03/2013,18:00,,,,,26.6,55.0,0.0,0.001
15/03/2013,19:00,,,,,25.4,62.1,0.0,0.001
15/03/2013,20:00,,,,,23.6,72.4,0.0,0.000
15/03/2013,21:00,,,,,21.9,81.7,0.0,0.001
15/03/2013,22:00,,,,,21.7,84.0,0.0,0.001
15/03/2013,23:00,,,,,21.3,87.4,0.0,0.000
16/03/2013,00:00,,,,,21.1,90.0,0.0,0.002
16/03/2013,01:00,,,,,21.7,87.3,0.0,
16/03/2013,02:00,,,,,21.2,86.2,0.0,0.003
16/03/2013,03:00,,,,,20.9,87.6,0.0,0.004
16/03/2013,04:00,,,,,20.8,88.1,0.0,0.002
16/03/2013,05:00,,,,,20.7,90.0,0.0,0.002
16/03/2013,06:00,,,,,20.9,89.2,0.0,0.003
16/03/2013,07:00,,,,,23.9,78.9,0.0,0.004
16/03/2013,08:00,,,,,27.5,58.3,0.0,0.001
16/03/2013,09:00,,,,,28.9,52.3,0.0,0.001
16/03/2013,10:00,,,,,29.9,47.3,0.0,0.003
16/03/2013,11:00,,,,,30.5,44.6,0.0,0.003
16/03/2013,12:00,,,,,29.8,53.4,0.0,0.002
16/03/2013,13:00,,,,,29.4,58.3,0.0,0.003
16/03/2013,14:00,,,,,29.2,60.6,0.0,0.003
16/03/2013,15:00,,,,,29.0,61.2,0.0,0.003
16/03/2013,16:00,,,,,28.9,57.3,0.0,0.004
16/03/2013,17:00,,,,,27.5,63.0,0.0,0.004
16/03/2013,18:00,,,,,25.5,68.2,0.0,0.001
16/03/2013,19:00,,,,,24.7,72.5,0.0,0.002
16/03/2013,20:00,,,,,23.8,79.6,0.0,0.004
16/03/2013,21:00,,,,,22.6,85.6,0.0,0.003
16/03/2013,22:00,,,,,21.8,89.0,0.0,0.002
16/03/2013,23:00,,,,,21.5,90.5,0.0,0.002
17/03/2013,00:00,,,,,21.0,92.4,0.0,0.003
17/03/2013,01:00,,,,,20.9,92.0,0.0,
17/03/2013,02:00,,,,,20.3,92.6,0.0,0.002
17/03/2013,03:00,,,,,19.7,94.7,0.0,0.002
17/03/2013,04:00,,,,,19.2,96.1,0.0,0.002
17/03/2013,05:00,,,,,19.7,94.7,0.0,0.002
17/03/2013,06:00,,,,,19.9,94.6,0.0,0.003
17/03/2013,07:00,,,,,23.0,86.7,0.0,0.004
17/03/2013,08:00,,,,,26.6,71.8,0.0,0.003
17/03/2013,09:00,,,,,28.5,58.3,0.0,0.002
17/03/2013,10:00,,,,,29.9,45.7,0.0,0.002
17/03/2013,11:00,,,,,31.3,41.9,0.0,0.002
17/03/2013,12:00,,,,,32.3,36.7,0.0,0.001
17/03/2013,13:00,,,,,31.9,44.4,0.0,0.001
17/03/2013,14:00,,,,,30.9,49.8,0.0,0.003
17/03/2013,15:00,,,,,31.0,48.3,0.0,0.004
17/03/2013,16:00,,,,,30.4,50.1,0.0,0.002
17/03/2013,17:00,,,,,29.6,58.1,0.0,0.002
17/03/2013,18:00,,,,,27.8,58.8,0.0,0.002
17/03/2013,19:00,,,,,25.9,66.3,0.0,0.002
17/03/2013,20:00,,,,,24.6,74.4,0.0,0.004
17/03/2013,21:00,,,,,24.6,77.3,0.0,0.003
17/03/2013,22:00,,,,,23.8,83.0,0.0,0.001
17/03/2013,23:00,,,,,23.2,85.2,0.0,0.002
18/03/2013,00:00,,,,,22.5,87.8,0.0,0.003
18/03/2013,01:00,,,,,21.6,91.7,0.0,
18/03/2013,02:00,,,,,21.2,92.5,0.0,0.003
18/03/2013,03:00,,,,,20.8,93.0,0.0,0.003
18/03/2013,04:00,,,,,21.4,88.9,0.0,0.002
18/03/2013,05:00,,,,,21.6,88.8,0.0,0.002
18/03/2013,06:00,,,,,22.2,88.7,0.0,0.001
18/03/2013,07:00,,,,,25.1,79.4,0.0,0.001
18/03/2013,08:00,,,,,27.8,67.2,0.0,0.001
18/03/2013,09:00,,,,,30.1,54.4,0.0,0.001
18/03/2013,10:00,,,,,31.6,48.4,0.0,0.002
18/03/2013,11:00,,,,,32.0,49.7,0.0,0.002
18/03/2013,12:00,,,,,31.5,53.5,0.0,0.002
