Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
20/11/2013,06:00,349,1.3,19.6,0.7,0.000
20/11/2013,07:00,356,1.8,28.2,1.0,0.000
20/11/2013,08:00,354,1.3,171.5,1.0,0.000
20/11/2013,09:00,23,1.3,53.8,0.9,0.000
20/11/2013,10:00,18,0.7,76.0,0.6,0.002
20/11/2013,11:00,223,0.1,148.9,0.6,0.002
20/11/2013,12:00,12,0.5,168.2,0.7,0.001
20/11/2013,13:00,3,0.8,195.0,1.1,0.001
20/11/2013,14:00,295,1.1,33.0,0.6,0.000
20/11/2013,15:00,310,1.6,23.1,0.8,0.000
20/11/2013,16:00,321,1.4,27.3,0.7,0.000
20/11/2013,17:00,305,0.9,38.4,0.5,0.000
20/11/2013,18:00,316,0.7,40.0,0.4,0.001
20/11/2013,19:00,305,0.6,25.8,0.2,0.001
20/11/2013,20:00,352,0.4,129.2,0.3,0.001
20/11/2013,21:00,254,1.4,46.1,1.0,0.012
20/11/2013,22:00,187,3.8,14.6,1.7,0.012
20/11/2013,23:00,167,0.6,77.1,0.8,0.001
21/11/2013,00:00,148,0.5,63.0,0.4,
21/11/2013,01:00,130,0.5,57.8,0.4,0.010
21/11/2013,02:00,40,0.1,155.5,0.3,0.009
21/11/2013,03:00,202,0.4,102.4,0.5,0.046
21/11/2013,04:00,230,1.5,24.6,0.8,0.078
21/11/2013,05:00,193,1.1,28.0,0.5,0.026
21/11/2013,06:00,172,1.3,22.0,0.6,0.005
21/11/2013,07:00,174,2.0,17.1,0.9,0.002
21/11/2013,08:00,163,2.1,18.7,0.8,0.001
21/11/2013,09:00,164,2.1,21.2,0.9,0.001
21/11/2013,10:00,169,1.5,58.3,1.1,0.001
21/11/2013,11:00,190,0.6,79.7,0.8,0.003
21/11/2013,12:00,243,0.8,73.2,0.9,0.007
21/11/2013,13:00,225,1.2,49.9,1.0,0.008
21/11/2013,14:00,183,0.8,74.1,1.0,0.007
21/11/2013,15:00,302,0.8,57.3,0.7,0.003
21/11/2013,16:00,197,0.8,79.6,0.8,0.012
21/11/2013,17:00,112,0.4,88.2,0.6,0.013
21/11/2013,18:00,17,1.3,25.1,0.5,0.005
21/11/2013,19:00,2,1.2,176.2,0.4,0.002
21/11/2013,20:00,353,0.6,165.7,0.3,0.001
21/11/2013,21:00,334,0.5,24.2,0.3,0.004
21/11/2013,22:00,337,0.5,71.6,0.8,0.005
21/11/2013,23:00,358,1.6,161.5,1.0,0.002
22/11/2013,00:00,250,1.2,61.7,1.2,
22/11/2013,01:00,222,1.0,49.3,0.8,0.035
22/11/2013,02:00,159,2.0,18.0,1.0,0.009
22/11/2013,03:00,139,1.8,21.7,0.9,0.003
22/11/2013,04:00,138,1.5,22.0,0.8,0.002
22/11/2013,05:00,140,1.3,27.5,0.9,0.001
22/11/2013,06:00,158,1.4,48.3,1.0,0.001
22/11/2013,07:00,41,0.5,84.7,0.8,0.001
22/11/2013,08:00,50,1.1,157.8,1.0,0.001
22/11/2013,09:00,35,2.3,16.8,0.8,0.000
22/11/2013,10:00,21,2.7,22.3,1.1,0.000
22/11/2013,11:00,38,3.1,21.2,1.2,0.000
22/11/2013,12:00,24,2.1,41.0,1.3,0.000
22/11/2013,13:00,23,2.1,41.8,1.2,0.000
22/11/2013,14:00,355,1.0,66.6,0.9,0.000
22/11/2013,15:00,76,0.6,85.2,0.6,0.000
22/11/2013,16:00,308,0.4,81.2,0.5,0.008
22/11/2013,17:00,349,0.4,68.3,0.4,0.014
22/11/2013,18:00,170,3.3,21.1,1.9,0.009
22/11/2013,19:00,180,2.2,25.7,1.4,0.002
22/11/2013,20:00,176,0.9,35.8,0.6,0.001
22/11/2013,21:00,176,1.3,18.7,0.7,0.002
22/11/2013,22:00,179,1.8,11.8,0.6,0.001
22/11/2013,23:00,170,2.1,11.4,0.8,0.001
23/11/2013,00:00,175,2.3,12.6,0.9,
23/11/2013,01:00,180,1.3,16.3,0.6,0.003
23/11/2013,02:00,227,0.5,57.5,0.5,0.003
23/11/2013,03:00,212,0.4,49.3,0.3,0.003
23/11/2013,04:00,352,0.5,161.9,0.4,0.002
23/11/2013,05:00,322,0.4,70.6,0.4,0.008
23/11/2013,06:00,165,0.4,43.9,0.3,0.017
23/11/2013,07:00,153,2.2,17.3,1.1,0.007
23/11/2013,08:00,143,2.4,21.9,1.1,0.002
23/11/2013,09:00,109,2.7,25.3,1.5,0.000
23/11/2013,10:00,102,2.0,38.5,1.3,0.000
23/11/2013,11:00,105,1.4,55.8,1.2,0.000
23/11/2013,12:00,115,1.0,75.8,1.1,0.000
23/11/2013,13:00,102,0.9,69.0,0.9,0.000
23/11/2013,14:00,153,0.8,86.0,1.3,0.000
23/11/2013,15:00,201,1.5,59.0,1.2,0.000
23/11/2013,16:00,146,0.6,77.9,1.0,0.150
23/11/2013,17:00,128,1.2,54.8,1.1,0.001
23/11/2013,18:00,142,1.4,32.3,1.0,0.000
23/11/2013,19:00,159,1.5,21.9,0.9,0.000
23/11/2013,20:00,167,1.4,19.8,0.8,0.000
23/11/2013,21:00,42,0.8,66.9,0.9,0.001
23/11/2013,22:00,19,0.7,31.1,0.4,0.002
23/11/2013,23:00,1,0.7,161.0,0.4,0.001
24/11/2013,00:00,5,0.8,168.4,0.3,
24/11/2013,01:00,33,0.5,48.3,0.3,0.001
24/11/2013,02:00,180,1.3,30.2,0.6,0.001
24/11/2013,03:00,177,1.7,14.5,0.6,0.000
24/11/2013,04:00,192,1.3,15.8,0.6,0.000
24/11/2013,05:00,193,1.7,9.9,0.5,0.000
24/11/2013,06:00,182,1.1,23.3,0.6,0.000
24/11/2013,07:00,135,0.8,37.8,0.6,0.000
24/11/2013,08:00,100,1.7,36.5,1.1,0.000
24/11/2013,09:00,86,2.7,22.0,1.3,0.000
24/11/2013,10:00,95,2.4,28.1,1.4,0.000
24/11/2013,11:00,92,2.4,31.8,1.3,0.000
24/11/2013,12:00,104,2.2,36.1,1.4,0.000
24/11/2013,13:00,107,1.6,36.7,1.0,0.000
24/11/2013,14:00,134,1.3,44.8,1.0,0.000
24/11/2013,15:00,102,1.4,42.5,1.0,0.000
24/11/2013,16:00,114,1.5,32.2,0.9,0.000
24/11/2013,17:00,158,1.5,26.1,1.0,0.000
24/11/2013,18:00,151,1.1,35.4,0.9,0.000
24/11/2013,19:00,180,0.8,26.8,0.5,0.000
24/11/2013,20:00,356,0.2,100.0,0.6,0.000
24/11/2013,21:00,356,1.3,19.6,0.7,0.001
24/11/2013,22:00,357,1.3,20.1,0.7,0.000
24/11/2013,23:00,3,1.2,22.2,0.5,0.000
25/11/2013,00:00,331,0.3,61.1,0.3,
25/11/2013,01:00,318,0.5,22.6,0.2,0.007
25/11/2013,02:00,350,0.8,22.4,0.4,0.003
25/11/2013,03:00,3,1.0,168.6,0.3,0.013
25/11/2013,04:00,345,0.7,20.6,0.3,0.005
25/11/2013,05:00,357,0.8,169.4,0.4,0.002
25/11/2013,06:00,333,0.5,35.3,0.3,0.002
25/11/2013,07:00,340,0.6,54.2,0.5,0.013
25/11/2013,08:00,229,1.1,28.3,0.5,0.009
25/11/2013,09:00,292,0.2,156.4,0.5,0.007
25/11/2013,10:00,9,1.1,68.3,1.0,0.010
25/11/2013,11:00,34,0.2,149.7,0.8,0.005
25/11/2013,12:00,306,0.5,153.4,0.8,0.001
25/11/2013,13:00,102,0.6,97.0,0.9,0.001
25/11/2013,14:00,54,0.5,122.5,0.9,0.000
25/11/2013,15:00,19,1.6,36.7,0.9,0.000
25/11/2013,16:00,47,1.5,39.5,1.0,0.000
25/11/2013,17:00,65,1.0,59.9,0.9,0.000
25/11/2013,18:00,1,0.9,159.9,1.4,0.002
25/11/2013,19:00,3,1.5,166.5,1.1,0.002
25/11/2013,20:00,356,1.8,20.5,0.9,0.003
25/11/2013,21:00,355,1.5,19.2,0.6,0.004
25/11/2013,22:00,349,1.0,17.9,0.5,0.002
25/11/2013,23:00,338,0.7,19.5,0.4,0.002
26/11/2013,00:00,1,1.0,174.8,0.4,
26/11/2013,01:00,13,0.5,154.6,0.4,0.007
26/11/2013,02:00,102,0.1,92.3,0.2,0.005
26/11/2013,03:00,194,0.2,96.3,0.2,0.003
26/11/2013,04:00,173,0.9,23.1,0.4,0.002
26/11/2013,05:00,168,0.4,64.0,0.3,0.006
26/11/2013,06:00,8,0.3,183.8,0.3,0.005
26/11/2013,07:00,184,1.6,18.2,0.7,0.002
26/11/2013,08:00,210,0.9,43.0,0.5,0.244
26/11/2013,09:00,292,0.4,148.0,0.6,0.130
26/11/2013,10:00,147,0.6,87.1,0.8,0.057
26/11/2013,11:00,141,0.5,91.5,0.9,0.058
26/11/2013,12:00,270,0.5,137.6,1.0,0.047
26/11/2013,13:00,276,0.9,50.5,0.6,0.046
26/11/2013,14:00,190,0.6,82.3,1.1,0.014
26/11/2013,15:00,172,0.4,94.5,0.7,0.003
26/11/2013,16:00,58,2.7,38.4,1.8,0.001
26/11/2013,17:00,75,0.7,112.0,1.3,0.011
26/11/2013,18:00,241,1.5,53.5,1.4,0.031
26/11/2013,19:00,19,1.6,163.3,1.1,0.016
26/11/2013,20:00,231,0.8,37.1,0.6,0.036
26/11/2013,21:00,289,0.6,52.9,0.6,0.038
26/11/2013,22:00,3,0.2,186.2,0.3,0.005
26/11/2013,23:00,222,0.5,42.3,0.4,0.030
27/11/2013,00:00,290,0.4,50.3,0.3,
27/11/2013,01:00,296,0.6,27.7,0.3,0.012
27/11/2013,02:00,229,0.8,54.3,0.8,0.022
27/11/2013,03:00,226,1.0,34.0,0.6,0.032
27/11/2013,04:00,189,1.6,18.7,0.5,0.037
27/11/2013,05:00,188,1.0,22.4,0.4,0.011
27/11/2013,06:00,180,1.8,13.7,0.7,0.004
27/11/2013,07:00,180,2.5,13.6,0.9,0.002
27/11/2013,08:00,186,2.8,12.4,0.9,0.008
27/11/2013,09:00,191,2.0,22.0,0.9,0.009
27/11/2013,10:00,176,1.2,51.4,0.8,0.002
27/11/2013,11:00,33,1.7,53.4,1.1,0.001
27/11/2013,12:00,43,1.2,69.5,0.9,0.000
27/11/2013,13:00,339,0.6,77.9,1.0,0.002
27/11/2013,14:00,24,2.7,25.3,1.2,0.009
27/11/2013,15:00,28,1.5,158.2,1.5,0.002
27/11/2013,16:00,288,1.6,67.6,1.5,0.016
27/11/2013,17:00,350,2.1,59.5,2.3,0.003
27/11/2013,18:00,312,1.0,27.8,0.6,0.001
27/11/2013,19:00,16,1.0,172.6,0.4,0.001
27/11/2013,20:00,2,1.1,173.8,0.7,0.001
27/11/2013,21:00,312,0.4,22.7,0.2,0.000
27/11/2013,22:00,332,0.1,134.5,0.2,0.000
27/11/2013,23:00,57,0.3,99.1,0.3,0.000
28/11/2013,00:00,29,0.2,106.4,0.3,
28/11/2013,01:00,41,0.7,39.8,0.4,0.001
28/11/2013,02:00,3,0.6,173.3,0.4,0.002
28/11/2013,03:00,8,0.4,142.9,0.2,0.002
28/11/2013,04:00,15,0.6,158.0,0.3,0.003
28/11/2013,05:00,20,0.8,21.0,0.4,0.004
28/11/2013,06:00,348,0.8,30.1,0.4,0.003
28/11/2013,07:00,353,0.5,174.4,0.7,0.002
28/11/2013,08:00,356,2.2,40.8,1.4,0.000
28/11/2013,09:00,12,3.2,36.6,1.7,0.000
28/11/2013,10:00,20,3.2,32.1,1.7,0.000
28/11/2013,11:00,14,3.4,30.2,1.7,0.000
28/11/2013,12:00,10,3.2,35.1,1.6,0.000
28/11/2013,13:00,12,4.1,23.5,1.7,0.000
28/11/2013,14:00,3,3.8,21.9,1.6,0.000
28/11/2013,15:00,3,3.8,24.2,1.6,0.000
28/11/2013,16:00,352,2.8,26.4,1.5,0.000
28/11/2013,17:00,349,2.5,24.6,1.3,0.000
28/11/2013,18:00,355,2.9,20.7,1.4,0.000
28/11/2013,19:00,2,2.4,20.6,1.2,0.000
28/11/2013,20:00,359,2.1,18.9,1.0,0.000
28/11/2013,21:00,359,1.7,20.0,0.8,0.000
28/11/2013,22:00,339,1.5,18.2,0.9,0.001
28/11/2013,23:00,337,1.1,15.3,0.6,0.000
29/11/2013,00:00,341,1.3,16.5,0.6,
29/11/2013,01:00,334,0.9,17.9,0.5,0.004
29/11/2013,02:00,326,0.8,23.5,0.4,0.004
29/11/2013,03:00,266,0.7,35.0,0.4,0.014
29/11/2013,04:00,229,1.4,18.5,0.7,0.007
29/11/2013,05:00,228,1.3,17.9,0.6,0.004
29/11/2013,06:00,181,0.6,43.8,0.4,0.003
29/11/2013,07:00,175,1.6,33.8,1.1,0.001
29/11/2013,08:00,153,1.5,30.4,0.9,0.001
29/11/2013,09:00,110,1.8,31.7,0.9,0.000
29/11/2013,10:00,48,2.2,51.1,1.9,0.000
29/11/2013,11:00,358,2.8,23.0,1.3,0.000
29/11/2013,12:00,21,2.4,34.2,1.3,0.000
29/11/2013,13:00,33,2.4,38.7,1.4,0.000
29/11/2013,14:00,13,1.7,168.2,1.3,0.000
29/11/2013,15:00,6,1.6,174.6,1.2,0.000
29/11/2013,16:00,4,2.3,179.9,1.3,0.000
29/11/2013,17:00,342,1.6,31.5,1.1,0.000
29/11/2013,18:00,11,2.5,22.3,1.0,0.000
29/11/2013,19:00,3,2.1,170.7,1.0,0.000
29/11/2013,20:00,345,1.3,18.6,0.6,0.000
29/11/2013,21:00,11,1.6,169.4,0.6,0.000
29/11/2013,22:00,352,1.0,23.7,0.4,0.000
29/11/2013,23:00,348,1.0,22.9,0.4,0.000
30/11/2013,00:00,318,0.6,56.3,0.4,
30/11/2013,01:00,332,0.6,26.5,0.3,0.000
30/11/2013,02:00,334,0.8,21.4,0.3,0.000
30/11/2013,03:00,346,0.9,19.1,0.3,0.000
30/11/2013,04:00,340,0.5,50.5,0.3,0.000
30/11/2013,05:00,342,0.3,44.4,0.2,0.000
30/11/2013,06:00,2,0.5,177.8,0.3,0.000
30/11/2013,07:00,180,0.7,59.1,0.5,0.000
30/11/2013,08:00,179,0.6,73.4,0.5,0.000
30/11/2013,09:00,26,0.8,170.0,0.9,0.000
30/11/2013,10:00,29,1.5,48.6,1.0,0.000
30/11/2013,11:00,1,0.5,186.9,0.8,0.000
30/11/2013,12:00,22,1.3,54.2,1.1,0.000
30/11/2013,13:00,55,2.0,38.6,1.1,0.000
30/11/2013,14:00,36,2.5,36.0,1.3,0.000
30/11/2013,15:00,27,2.1,36.0,1.3,0.000
30/11/2013,16:00,23,2.5,27.6,1.3,0.000
30/11/2013,17:00,2,2.3,172.1,1.1,0.000
30/11/2013,18:00,10,2.2,29.6,0.9,0.000
30/11/2013,19:00,12,2.6,18.6,1.1,0.000
30/11/2013,20:00,22,2.2,17.1,0.8,0.000
30/11/2013,21:00,15,2.1,19.8,0.9,0.000
30/11/2013,22:00,7,2.0,178.3,1.0,0.000
30/11/2013,23:00,359,1.6,19.9,0.8,0.000
01/12/2013,00:00,347,1.5,19.1,0.6,
01/12/2013,01:00,343,0.9,20.3,0.4,0.000
01/12/2013,02:00,345,1.0,16.1,0.3,0.000
01/12/2013,03:00,301,0.5,34.8,0.2,0.000
01/12/2013,04:00,310,0.6,21.1,0.1,0.000
01/12/2013,05:00,339,1.0,15.2,0.2,0.001
01/12/2013,06:00,337,0.8,20.9,0.4,0.001
01/12/2013,07:00,253,0.7,33.1,0.3,0.000
01/12/2013,08:00,265,0.7,45.0,0.4,0.000
01/12/2013,09:00,328,1.2,41.6,1.0,0.000
01/12/2013,10:00,350,1.9,33.0,1.1,0.000
01/12/2013,11:00,6,2.1,174.7,1.5,0.000
01/12/2013,12:00,23,2.7,167.0,1.5,0.000
01/12/2013,13:00,9,2.4,179.4,1.5,0.000
01/12/2013,14:00,356,2.4,33.9,1.4,0.000
01/12/2013,15:00,354,2.3,36.1,1.4,0.000
01/12/2013,16:00,356,2.6,27.4,1.5,0.000
01/12/2013,17:00,7,2.5,180.3,1.4,0.000
01/12/2013,18:00,3,2.7,178.4,1.3,0.000
01/12/2013,19:00,347,2.0,18.1,1.0,0.000
01/12/2013,20:00,334,1.1,17.6,0.6,0.001
01/12/2013,21:00,340,0.7,18.2,0.4,0.003
01/12/2013,22:00,9,1.4,173.9,0.7,0.004
01/12/2013,23:00,358,1.3,22.2,0.7,0.001
02/12/2013,00:00,24,0.9,24.7,0.4,
02/12/2013,01:00,6,1.1,178.3,0.4,0.000
02/12/2013,02:00,341,0.5,58.2,0.5,0.000
02/12/2013,03:00,11,0.6,181.9,0.4,0.000
02/12/2013,04:00,355,0.8,31.4,0.5,0.000
02/12/2013,05:00,17,1.1,25.9,0.7,0.000
02/12/2013,06:00,25,1.3,27.1,0.7,0.000
02/12/2013,07:00,40,2.9,12.9,1.1,0.000
02/12/2013,08:00,10,2.5,170.8,1.3,0.000
02/12/2013,09:00,338,1.3,36.4,0.8,0.000
02/12/2013,10:00,342,1.5,51.5,1.2,0.000
02/12/2013,11:00,6,1.7,172.3,1.2,0.000
02/12/2013,12:00,27,2.2,38.2,1.2,0.000
02/12/2013,13:00,55,1.0,113.6,1.3,0.000
02/12/2013,14:00,328,1.0,130.8,1.2,0.000
02/12/2013,15:00,33,0.1,101.0,1.2,0.001
02/12/2013,16:00,94,3.7,21.0,2.0,0.000
02/12/2013,17:00,7,1.5,172.3,1.6,0.000
02/12/2013,18:00,355,1.5,24.2,1.0,0.000
02/12/2013,19:00,2,0.8,175.9,0.4,0.000
02/12/2013,20:00,17,0.2,180.9,0.4,0.000
02/12/2013,21:00,133,1.0,68.4,1.3,0.000
02/12/2013,22:00,126,4.4,22.9,2.5,0.000
02/12/2013,23:00,58,1.5,61.1,1.6,0.000
03/12/2013,00:00,312,0.4,131.9,0.7,
03/12/2013,01:00,6,1.2,165.5,0.7,0.003
03/12/2013,02:00,20,0.5,134.7,0.4,0.001
03/12/2013,03:00,25,0.7,129.4,0.6,0.001
03/12/2013,04:00,44,1.1,24.4,0.5,0.001
03/12/2013,05:00,33,1.2,27.2,0.6,0.001
03/12/2013,06:00,11,0.4,171.2,0.3,0.000
03/12/2013,07:00,67,0.2,103.9,0.4,0.000
03/12/2013,08:00,74,0.6,81.9,0.6,0.000
03/12/2013,09:00,81,0.2,116.2,0.6,0.000
03/12/2013,10:00,306,0.9,45.3,0.6,0.000
03/12/2013,11:00,301,1.0,45.8,0.6,0.000
03/12/2013,12:00,345,1.0,50.7,0.7,0.000
03/12/2013,13:00,6,1.1,177.3,0.9,0.001
03/12/2013,14:00,353,0.9,62.2,0.9,0.001
03/12/2013,15:00,42,0.5,99.2,0.8,0.001
03/12/2013,16:00,338,0.4,158.1,0.6,0.002
03/12/2013,17:00,11,0.8,76.9,0.9,0.001
03/12/2013,18:00,359,1.0,174.5,0.6,0.000
03/12/2013,19:00,23,1.7,166.0,0.8,0.000
03/12/2013,20:00,9,2.0,178.0,1.0,0.000
03/12/2013,21:00,4,1.6,175.6,0.7,0.000
03/12/2013,22:00,355,1.5,19.4,0.8,0.000
03/12/2013,23:00,4,1.8,19.7,0.9,0.000
04/12/2013,00:00,360,1.3,20.2,0.6,
04/12/2013,01:00,360,1.0,22.8,0.5,0.000
04/12/2013,02:00,0,0.8,173.9,0.3,0.000
04/12/2013,03:00,338,0.6,14.4,0.3,0.000
04/12/2013,04:00,339,0.6,22.4,0.3,0.000
04/12/2013,05:00,347,0.5,48.8,0.3,0.000
04/12/2013,06:00,306,0.6,38.1,0.4,0.000
04/12/2013,07:00,319,0.7,25.5,0.4,0.000
04/12/2013,08:00,271,0.7,40.6,0.4,0.000
04/12/2013,09:00,304,1.1,29.8,0.6,0.000
04/12/2013,10:00,305,1.6,28.8,0.7,0.000
04/12/2013,11:00,305,1.7,24.1,0.8,0.000
04/12/2013,12:00,287,1.6,25.9,0.7,0.000
04/12/2013,13:00,189,2.4,40.0,1.4,0.022
04/12/2013,14:00,168,1.9,27.6,1.2,0.059
04/12/2013,15:00,324,0.5,53.0,0.4,0.024
04/12/2013,16:00,290,0.8,39.9,0.5,0.003
04/12/2013,17:00,178,2.0,50.5,1.5,0.027
04/12/2013,18:00,156,3.5,14.2,1.8,0.003
04/12/2013,19:00,162,2.0,65.6,2.2,0.001
04/12/2013,20:00,202,0.9,61.8,0.9,0.068
04/12/2013,21:00,231,1.1,34.0,0.7,0.019
04/12/2013,22:00,343,0.6,34.2,0.4,0.011
04/12/2013,23:00,332,0.4,45.8,0.3,0.003
05/12/2013,00:00,255,1.4,23.6,0.8,
05/12/2013,01:00,317,0.6,28.2,0.3,0.010
05/12/2013,02:00,235,0.3,87.0,0.4,0.006
05/12/2013,03:00,201,0.5,49.3,0.4,0.042
05/12/2013,04:00,189,1.7,32.0,1.0,0.060
05/12/2013,05:00,174,2.8,9.5,0.9,0.011
05/12/2013,06:00,179,2.4,13.0,0.8,0.004
05/12/2013,07:00,171,3.4,10.8,1.2,0.002
05/12/2013,08:00,164,5.4,8.9,1.9,0.001
05/12/2013,09:00,157,5.1,12.1,1.8,0.001
05/12/2013,10:00,161,5.4,12.4,2.1,0.000
05/12/2013,11:00,165,3.9,18.5,1.9,0.000
05/12/2013,12:00,168,4.1,16.0,1.8,0.000
05/12/2013,13:00,166,4.2,16.1,2.0,0.000
05/12/2013,14:00,170,4.1,14.3,1.7,0.000
05/12/2013,15:00,169,4.1,13.8,1.7,0.000
05/12/2013,16:00,164,3.7,16.6,1.7,0.000
05/12/2013,17:00,165,3.7,14.2,1.5,0.000
05/12/2013,18:00,166,4.0,12.0,1.6,0.000
05/12/2013,19:00,162,2.4,20.8,1.4,0.000
05/12/2013,20:00,168,3.0,13.0,1.3,0.000
05/12/2013,21:00,171,2.7,14.1,1.3,0.000
05/12/2013,22:00,167,2.5,13.9,1.2,0.000
05/12/2013,23:00,161,3.1,15.2,1.7,0.000
06/12/2013,00:00,162,2.9,13.3,1.4,
06/12/2013,01:00,162,3.0,13.5,1.4,0.000
06/12/2013,02:00,164,2.8,14.0,1.4,0.000
06/12/2013,03:00,170,2.6,14.7,1.3,0.000
06/12/2013,04:00,169,2.0,17.3,1.1,0.000
06/12/2013,05:00,168,2.9,13.5,1.2,0.000
06/12/2013,06:00,173,2.4,12.3,1.1,0.000
06/12/2013,07:00,163,2.8,20.9,1.4,0.000
06/12/2013,08:00,146,2.5,24.1,1.3,0.000
06/12/2013,09:00,139,2.3,29.7,1.4,0.000
06/12/2013,10:00,142,2.3,27.4,1.3,0.000
06/12/2013,11:00,123,1.8,36.3,1.3,0.000
06/12/2013,12:00,156,2.5,29.6,1.5,0.000
06/12/2013,13:00,147,2.1,38.8,1.5,0.000
06/12/2013,14:00,160,2.2,30.3,1.3,0.000
06/12/2013,15:00,148,1.7,37.0,1.2,0.000
06/12/2013,16:00,142,1.8,33.4,1.1,0.000
06/12/2013,17:00,157,2.2,34.3,1.5,0.000
06/12/2013,18:00,160,2.9,14.0,1.4,0.000
06/12/2013,19:00,168,2.3,10.9,0.9,0.000
06/12/2013,20:00,173,1.7,11.6,0.7,0.000
06/12/2013,21:00,178,1.5,12.3,0.6,0.000
06/12/2013,22:00,190,1.0,11.7,0.4,0.000
06/12/2013,23:00,185,1.3,9.9,0.5,0.000
07/12/2013,00:00,184,1.8,9.2,0.5,
07/12/2013,01:00,181,2.0,9.4,0.6,0.000
07/12/2013,02:00,184,1.4,12.6,0.6,0.000
07/12/2013,03:00,187,1.7,10.4,0.6,0.000
07/12/2013,04:00,188,1.9,9.5,0.5,0.000
07/12/2013,05:00,190,1.7,8.5,0.4,0.000
07/12/2013,06:00,191,1.8,9.4,0.5,0.000
07/12/2013,07:00,180,1.8,17.5,0.7,0.000
07/12/2013,08:00,131,1.6,38.7,1.1,0.000
07/12/2013,09:00,105,2.2,30.9,1.5,0.000
07/12/2013,10:00,94,2.5,34.1,1.5,0.000
07/12/2013,11:00,88,1.4,55.2,1.2,0.000
07/12/2013,12:00,71,1.6,47.8,1.2,0.000
07/12/2013,13:00,38,1.4,61.2,1.1,0.000
07/12/2013,14:00,117,0.6,114.2,1.0,0.000
07/12/2013,15:00,114,0.2,121.3,0.8,0.000
07/12/2013,16:00,64,0.5,91.9,0.7,0.000
07/12/2013,17:00,262,0.4,66.4,0.5,0.000
07/12/2013,18:00,229,0.8,51.2,0.5,0.003
07/12/2013,19:00,210,0.7,16.7,0.4,0.000
07/12/2013,20:00,275,0.3,72.5,0.2,0.001
07/12/2013,21:00,206,0.3,72.8,0.2,0.001
07/12/2013,22:00,178,0.4,40.9,0.2,0.001
07/12/2013,23:00,183,1.4,8.7,0.4,0.000
08/12/2013,00:00,178,1.4,11.4,0.4,
08/12/2013,01:00,190,1.3,11.3,0.4,0.000
08/12/2013,02:00,199,1.5,9.2,0.4,0.000
08/12/2013,03:00,212,0.5,75.4,0.5,0.000
08/12/2013,04:00,193,0.9,21.4,0.5,0.000
08/12/2013,05:00,201,0.5,41.0,0.4,0.001
08/12/2013,06:00,188,1.1,12.8,0.5,0.000
08/12/2013,07:00,201,1.3,26.7,0.5,0.000
08/12/2013,08:00,192,0.7,56.6,0.5,0.000
08/12/2013,09:00,38,1.7,43.5,1.4,0.000
08/12/2013,10:00,27,1.8,33.6,1.0,0.000
08/12/2013,11:00,15,1.3,165.1,1.0,0.000
08/12/2013,12:00,28,0.9,70.8,1.1,0.061
08/12/2013,13:00,57,2.2,39.8,1.3,0.084
08/12/2013,14:00,13,2.0,48.7,1.4,0.025
08/12/2013,15:00,27,1.3,155.1,1.3,0.044
08/12/2013,16:00,61,0.6,101.9,1.1,0.009
08/12/2013,17:00,46,1.5,65.7,1.2,0.005
08/12/2013,18:00,13,1.5,174.0,0.8,0.001
08/12/2013,19:00,346,1.3,17.3,0.4,0.000
08/12/2013,20:00,356,1.8,20.3,0.8,0.001
08/12/2013,21:00,346,0.8,24.9,0.3,0.001
08/12/2013,22:00,7,1.0,39.6,0.6,0.000
08/12/2013,23:00,5,1.5,154.7,1.0,0.000
09/12/2013,00:00,336,0.6,15.4,0.3,
09/12/2013,01:00,355,0.7,36.2,0.4,0.000
09/12/2013,02:00,347,0.9,20.1,0.5,0.001
09/12/2013,03:00,340,1.0,20.7,0.5,0.001
09/12/2013,04:00,343,0.9,28.4,0.4,0.001
09/12/2013,05:00,319,0.9,26.7,0.3,0.001
09/12/2013,06:00,312,0.6,40.2,0.3,0.001
09/12/2013,07:00,289,1.0,22.5,0.4,0.001
09/12/2013,08:00,269,1.2,19.5,0.4,0.001
09/12/2013,09:00,273,1.0,49.8,0.8,0.003
09/12/2013,10:00,15,2.1,172.8,1.1,0.002
09/12/2013,11:00,2,2.0,42.7,1.4,0.001
09/12/2013,12:00,8,2.2,178.5,1.2,0.001
09/12/2013,13:00,344,2.3,34.1,1.2,0.001
09/12/2013,14:00,348,1.9,38.1,1.1,0.001
09/12/2013,15:00,335,1.6,35.2,0.9,0.001
09/12/2013,16:00,317,1.4,40.5,0.9,0.001
09/12/2013,17:00,321,1.5,15.9,0.7,0.001
09/12/2013,18:00,326,1.9,17.3,0.9,0.001
09/12/2013,19:00,39,2.8,30.9,1.3,0.001
09/12/2013,20:00,341,1.3,21.4,0.7,0.000
09/12/2013,21:00,343,0.8,24.6,0.4,0.000
09/12/2013,22:00,348,0.6,21.2,0.3,0.000
09/12/2013,23:00,351,0.8,20.1,0.3,0.000
10/12/2013,00:00,337,0.6,22.3,0.4,
10/12/2013,01:00,334,0.8,24.4,0.5,0.001
10/12/2013,02:00,345,0.9,24.0,0.6,0.001
10/12/2013,03:00,294,1.3,19.8,0.6,0.001
10/12/2013,04:00,271,1.7,30.7,1.0,0.002
10/12/2013,05:00,233,2.5,18.9,1.1,0.037
10/12/2013,06:00,235,2.0,17.3,0.9,0.008
10/12/2013,07:00,247,2.2,19.4,0.9,0.007
