Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
19/10/2011,21:00,76,2.4,24.7,1.1,28.6,0.000,11.2
19/10/2011,22:00,84,3.1,24.6,1.5,27.8,0.000,13.3
19/10/2011,23:00,90,2.8,25.3,1.3,26.7,0.001,10.5
20/10/2011,00:00,88,2.7,23.9,1.2,25.6,,11.7
20/10/2011,01:00,96,2.3,23.4,1.0,24.4,0.000,8.9
20/10/2011,02:00,85,2.2,26.7,1.0,23.7,0.000,8.6
20/10/2011,03:00,77,1.8,27.1,0.9,23.0,0.000,9.0
20/10/2011,04:00,72,1.9,21.7,0.9,22.4,0.000,9.1
20/10/2011,05:00,71,2.1,22.6,1.0,21.8,0.000,8.3
20/10/2011,06:00,72,2.8,21.5,1.2,21.7,0.000,9.5
20/10/2011,07:00,77,2.6,25.0,1.2,23.0,0.000,10.0
20/10/2011,08:00,69,2.6,26.9,1.1,26.0,0.000,9.4
20/10/2011,09:00,65,2.6,26.0,1.1,28.6,0.000,7.1
20/10/2011,10:00,73,2.1,34.5,1.1,30.9,0.000,5.3
20/10/2011,11:00,92,2.1,35.6,1.0,32.4,0.000,3.7
20/10/2011,12:00,93,1.4,63.5,1.2,34.3,0.000,4.1
20/10/2011,13:00,95,1.3,73.2,1.2,35.0,0.000,6.2
20/10/2011,14:00,101,2.0,42.2,1.4,35.2,0.000,6.7
20/10/2011,15:00,103,2.2,37.0,1.2,35.3,0.000,9.0
20/10/2011,16:00,100,2.5,33.0,1.3,35.5,0.000,14.8
20/10/2011,17:00,95,2.8,27.3,1.2,34.4,0.000,16.6
20/10/2011,18:00,92,2.3,28.0,1.1,32.2,0.000,17.9
20/10/2011,19:00,88,2.1,25.7,0.9,30.8,0.000,16.5
20/10/2011,20:00,100,1.4,24.7,0.7,29.9,0.000,14.9
20/10/2011,21:00,113,1.5,21.1,0.6,29.0,0.000,12.5
20/10/2011,22:00,109,2.2,20.9,0.9,28.6,0.000,13.0
20/10/2011,23:00,105,2.5,22.7,1.0,28.2,0.000,12.8
21/10/2011,00:00,86,3.3,24.7,1.7,27.5,,19.6
21/10/2011,01:00,74,2.8,26.9,1.3,26.6,0.001,17.8
21/10/2011,02:00,66,1.8,32.4,1.1,25.7,0.001,12.3
21/10/2011,03:00,95,1.3,35.7,0.8,24.9,0.001,11.1
21/10/2011,04:00,80,1.9,24.9,1.0,24.2,0.001,12.2
21/10/2011,05:00,66,2.2,19.9,1.0,23.6,0.001,12.6
21/10/2011,06:00,67,2.6,19.4,1.1,23.3,0.001,14.8
21/10/2011,07:00,70,3.1,21.9,1.3,24.7,0.000,15.7
21/10/2011,08:00,56,3.0,23.1,1.3,27.2,0.001,14.9
21/10/2011,09:00,49,2.5,28.2,1.3,29.7,0.000,11.3
21/10/2011,10:00,40,1.9,28.2,1.0,32.2,0.001,16.3
21/10/2011,11:00,25,1.6,35.4,0.9,34.4,0.001,21.4
21/10/2011,12:00,63,1.9,43.5,1.2,35.2,0.001,26.8
21/10/2011,13:00,69,1.1,55.3,0.8,33.9,0.001,61.3
21/10/2011,14:00,99,1.1,57.6,0.8,34.8,0.001,47.2
21/10/2011,15:00,101,1.0,74.8,1.0,35.8,0.001,17.4
21/10/2011,16:00,63,1.4,48.2,1.1,36.4,0.001,19.1
21/10/2011,17:00,59,1.8,25.5,0.9,34.9,0.001,21.0
21/10/2011,18:00,54,1.3,18.7,0.5,32.6,0.001,26.4
21/10/2011,19:00,65,0.6,24.1,0.3,30.4,0.001,32.7
21/10/2011,20:00,72,0.7,23.2,0.3,28.9,0.001,21.6
21/10/2011,21:00,70,0.7,22.8,0.3,28.2,0.000,17.0
21/10/2011,22:00,69,0.7,26.3,0.3,27.3,0.001,13.4
21/10/2011,23:00,65,0.8,19.3,0.2,26.6,0.001,11.4
22/10/2011,00:00,107,1.0,27.9,0.6,26.3,,7.9
22/10/2011,01:00,109,2.2,20.7,0.9,28.1,0.000,6.9
22/10/2011,02:00,115,2.2,19.2,0.8,27.5,0.000,10.2
22/10/2011,03:00,93,2.0,28.0,1.0,26.9,0.000,15.0
22/10/2011,04:00,70,1.7,31.8,1.1,26.0,0.000,14.6
22/10/2011,05:00,48,1.3,34.6,0.9,25.4,0.000,12.0
22/10/2011,06:00,45,2.4,23.2,1.3,25.7,0.000,12.7
22/10/2011,07:00,45,2.5,23.0,1.4,26.6,0.000,17.9
22/10/2011,08:00,48,3.4,22.1,1.5,28.9,0.000,14.1
22/10/2011,09:00,45,2.7,26.9,1.4,31.3,0.000,8.8
22/10/2011,10:00,41,2.4,27.4,1.2,33.6,0.000,7.5
22/10/2011,11:00,47,2.6,25.8,1.4,35.6,0.000,6.8
22/10/2011,12:00,56,1.6,46.5,1.1,36.3,0.000,6.1
22/10/2011,13:00,330,1.9,40.4,1.1,37.2,0.000,5.9
22/10/2011,14:00,299,0.8,61.4,0.7,35.2,0.000,8.1
22/10/2011,15:00,105,1.1,55.1,0.8,34.8,0.000,13.0
22/10/2011,16:00,93,1.1,43.1,0.6,35.2,0.000,16.3
22/10/2011,17:00,105,1.4,37.1,1.2,34.0,0.000,14.1
22/10/2011,18:00,59,0.5,32.5,0.4,32.6,0.000,22.6
22/10/2011,19:00,113,1.1,21.1,1.1,30.9,0.000,28.6
22/10/2011,20:00,103,1.7,20.8,0.8,30.9,0.000,11.3
22/10/2011,21:00,124,0.7,32.5,0.4,30.6,0.000,10.5
22/10/2011,22:00,195,0.2,87.5,0.2,29.7,0.000,15.9
22/10/2011,23:00,172,0.6,20.2,0.3,28.8,0.000,25.6
23/10/2011,00:00,146,0.8,34.2,0.4,28.3,,24.3
23/10/2011,01:00,124,0.8,34.7,0.5,27.6,0.000,9.7
23/10/2011,02:00,124,0.4,99.7,0.6,27.5,0.000,7.9
23/10/2011,03:00,93,0.7,46.8,0.7,26.7,0.000,7.4
23/10/2011,04:00,61,0.8,61.6,0.8,27.0,0.000,11.3
23/10/2011,05:00,35,0.9,162.7,0.8,26.1,0.000,13.6
23/10/2011,06:00,42,0.6,58.7,0.5,26.2,0.000,17.4
23/10/2011,07:00,52,2.4,21.1,1.2,28.1,0.000,19.3
23/10/2011,08:00,43,2.7,23.4,1.5,30.7,0.000,18.5
23/10/2011,09:00,30,2.2,23.0,1.0,32.9,0.000,17.0
23/10/2011,10:00,0,2.8,175.1,1.4,34.9,0.000,15.3
23/10/2011,11:00,15,2.4,30.1,1.2,36.9,0.000,12.7
23/10/2011,12:00,359,1.9,44.6,1.1,38.4,0.000,11.1
23/10/2011,13:00,356,0.6,159.6,0.7,38.1,0.071,21.1
23/10/2011,14:00,61,0.5,150.3,0.9,39.1,0.021,16.3
23/10/2011,15:00,99,0.7,70.0,0.7,37.6,0.010,21.8
23/10/2011,16:00,59,3.5,21.2,1.5,34.2,0.000,25.1
23/10/2011,17:00,8,1.8,160.2,1.1,30.8,0.000,43.4
23/10/2011,18:00,138,2.0,48.1,1.3,29.4,0.000,35.4
23/10/2011,19:00,139,0.5,63.4,0.5,26.5,0.000,30.6
23/10/2011,20:00,73,0.7,75.2,0.8,26.4,0.001,38.8
23/10/2011,21:00,103,1.6,45.3,0.8,25.2,0.002,23.8
23/10/2011,22:00,1,1.2,158.9,0.6,25.0,0.001,19.0
23/10/2011,23:00,79,0.2,77.7,0.4,24.9,0.000,20.2
24/10/2011,00:00,220,1.9,26.1,1.1,26.2,,11.9
24/10/2011,01:00,206,1.1,39.7,0.7,26.2,0.033,18.4
24/10/2011,02:00,98,0.6,73.0,0.7,25.4,0.045,26.1
24/10/2011,03:00,159,0.6,60.7,0.5,24.9,0.013,23.2
24/10/2011,04:00,173,0.7,34.5,0.4,24.2,0.006,26.0
24/10/2011,05:00,136,0.7,46.3,0.5,24.4,0.004,22.3
24/10/2011,06:00,140,0.5,61.4,0.4,24.9,0.005,26.3
24/10/2011,07:00,19,0.5,152.4,0.3,27.0,0.010,27.9
24/10/2011,08:00,358,0.6,172.1,0.4,29.2,0.022,38.5
24/10/2011,09:00,137,0.3,77.4,0.4,32.0,0.103,32.0
24/10/2011,10:00,298,0.6,74.3,0.7,35.0,0.331,97.1
24/10/2011,11:00,311,1.1,65.0,0.9,37.5,0.067,61.7
24/10/2011,12:00,231,1.6,49.3,1.0,37.7,0.150,39.8
24/10/2011,13:00,244,1.6,56.0,1.1,38.3,0.078,21.3
24/10/2011,14:00,285,2.5,33.9,1.2,39.4,0.175,20.5
24/10/2011,15:00,17,1.6,157.9,1.1,37.6,0.069,40.4
24/10/2011,16:00,88,2.1,53.1,1.7,33.9,0.003,48.9
24/10/2011,17:00,87,3.0,26.6,1.2,25.2,0.003,54.4
24/10/2011,18:00,67,1.4,48.0,1.2,24.7,0.002,22.3
24/10/2011,19:00,84,0.2,111.7,0.6,25.1,0.001,23.2
24/10/2011,20:00,353,1.3,44.9,0.7,25.1,0.001,17.3
24/10/2011,21:00,352,1.0,23.0,0.5,25.2,0.001,15.7
24/10/2011,22:00,18,0.4,48.7,0.3,24.4,0.001,24.8
24/10/2011,23:00,37,0.4,145.0,0.5,24.1,0.001,19.1
25/10/2011,00:00,96,0.1,111.4,0.4,23.7,,21.2
25/10/2011,01:00,304,0.6,66.5,0.7,24.6,0.018,40.5
25/10/2011,02:00,286,0.8,51.0,0.5,25.0,0.036,77.6
25/10/2011,03:00,239,1.0,36.7,0.6,25.3,0.145,40.1
25/10/2011,04:00,237,0.3,89.9,0.5,24.9,0.198,43.1
25/10/2011,05:00,347,0.2,152.9,0.3,24.4,0.086,56.8
25/10/2011,06:00,160,0.6,34.2,0.3,24.3,0.063,63.5
25/10/2011,07:00,152,0.6,34.1,0.3,26.1,0.009,31.6
25/10/2011,08:00,353,0.2,122.9,0.4,29.5,0.057,58.1
25/10/2011,09:00,159,0.2,93.1,0.4,31.7,0.111,84.8
25/10/2011,10:00,165,1.1,51.8,0.7,34.2,0.023,31.5
25/10/2011,11:00,197,1.2,59.4,0.9,36.3,0.002,15.0
25/10/2011,12:00,192,0.9,79.3,0.9,37.8,0.001,19.6
25/10/2011,13:00,175,1.0,89.1,1.1,38.4,0.002,20.8
25/10/2011,14:00,44,0.9,141.1,0.9,39.7,0.001,24.2
25/10/2011,15:00,200,0.9,58.3,0.6,38.2,0.001,21.6
25/10/2011,16:00,155,1.3,45.5,1.1,37.0,0.000,25.3
25/10/2011,17:00,176,1.9,36.4,1.2,34.2,0.000,32.9
25/10/2011,18:00,198,0.7,49.4,0.5,32.6,0.010,36.0
25/10/2011,19:00,238,1.0,53.9,0.7,31.9,0.025,33.2
25/10/2011,20:00,106,0.3,84.2,0.5,30.7,0.017,63.4
25/10/2011,21:00,151,2.4,30.0,1.6,30.4,0.005,37.1
25/10/2011,22:00,146,4.7,15.5,1.8,29.5,0.001,19.7
25/10/2011,23:00,303,1.3,71.5,1.3,27.3,0.188,33.9
26/10/2011,00:00,344,1.5,52.8,1.4,25.5,,14.2
26/10/2011,01:00,162,0.9,25.7,0.4,25.6,0.017,13.5
26/10/2011,02:00,173,1.2,21.6,0.5,25.5,0.043,18.0
26/10/2011,03:00,167,1.2,15.1,0.4,24.9,0.044,30.7
26/10/2011,04:00,168,1.3,16.3,0.5,24.9,0.068,24.1
26/10/2011,05:00,153,1.8,15.1,0.9,25.6,0.068,10.2
26/10/2011,06:00,146,3.0,14.3,1.1,27.5,0.003,3.2
26/10/2011,07:00,151,3.1,15.6,1.1,29.2,0.001,7.6
26/10/2011,08:00,144,3.8,16.8,1.4,31.5,0.001,9.9
26/10/2011,09:00,132,3.8,19.7,1.5,33.4,0.001,10.8
26/10/2011,10:00,127,2.8,23.2,1.2,35.7,0.000,6.3
26/10/2011,11:00,139,2.6,31.0,1.1,37.3,0.000,1.9
26/10/2011,12:00,153,2.5,33.7,1.2,38.3,0.000,6.4
26/10/2011,13:00,147,2.1,43.2,1.3,39.2,0.000,4.9
26/10/2011,14:00,173,2.2,34.5,1.2,39.9,0.000,6.5
26/10/2011,15:00,172,2.3,36.2,1.3,39.3,0.000,5.7
26/10/2011,16:00,149,2.3,33.1,1.1,39.4,0.000,5.7
26/10/2011,17:00,163,2.5,24.7,1.1,39.1,0.000,6.6
26/10/2011,18:00,159,1.6,19.7,0.7,36.8,0.000,11.3
26/10/2011,19:00,181,0.6,28.1,0.3,33.2,0.000,22.1
26/10/2011,20:00,183,0.8,20.6,0.3,30.8,0.001,26.8
26/10/2011,21:00,171,1.0,16.2,0.4,29.6,0.001,24.9
26/10/2011,22:00,162,0.9,14.8,0.3,28.2,0.000,19.6
26/10/2011,23:00,159,1.1,16.6,0.6,27.7,0.001,4.3
27/10/2011,00:00,158,1.6,15.1,0.6,28.4,,0.1
27/10/2011,01:00,167,2.2,14.4,0.8,28.0,0.000,0.5
27/10/2011,02:00,166,3.1,18.1,1.1,28.2,0.000,6.7
27/10/2011,03:00,154,3.2,15.0,1.3,27.6,0.000,8.2
27/10/2011,04:00,153,3.1,15.3,1.0,26.9,0.000,8.9
27/10/2011,05:00,156,2.4,15.8,0.9,26.4,0.000,9.0
27/10/2011,06:00,150,1.7,18.5,0.8,26.4,0.000,12.4
27/10/2011,07:00,125,3.0,16.1,1.1,28.7,0.000,8.6
27/10/2011,08:00,114,2.7,20.7,1.1,31.2,0.000,11.3
27/10/2011,09:00,92,3.0,26.7,1.3,33.8,0.000,12.3
27/10/2011,10:00,94,2.8,29.5,1.2,35.8,0.000,8.9
27/10/2011,11:00,91,1.9,44.8,1.1,38.1,0.000,
27/10/2011,12:00,133,1.3,54.9,0.9,39.3,0.000,39.9
27/10/2011,13:00,322,0.1,125.4,0.8,40.7,0.032,25.4
27/10/2011,14:00,217,1.6,49.7,1.0,40.2,0.189,27.7
27/10/2011,15:00,247,0.9,66.4,0.7,40.7,0.013,21.5
27/10/2011,16:00,164,1.0,65.1,1.0,40.7,0.000,16.5
27/10/2011,17:00,184,1.4,38.6,0.8,40.1,0.000,46.6
27/10/2011,18:00,154,1.3,17.8,0.7,37.3,0.000,38.6
27/10/2011,19:00,149,1.0,14.9,0.5,33.8,0.000,34.2
27/10/2011,20:00,177,0.9,16.6,0.3,31.6,0.000,41.3
27/10/2011,21:00,168,1.0,14.8,0.3,30.1,0.000,38.0
27/10/2011,22:00,169,1.5,14.0,0.5,29.8,0.000,30.3
27/10/2011,23:00,163,1.4,22.0,0.7,30.3,0.000,13.6
28/10/2011,00:00,176,1.5,18.6,0.5,29.4,,10.1
28/10/2011,01:00,167,1.7,18.3,0.6,29.5,0.002,10.1
28/10/2011,02:00,164,1.8,13.5,0.5,29.0,0.001,8.4
28/10/2011,03:00,152,0.7,82.1,0.9,27.7,0.001,11.1
28/10/2011,04:00,104,0.2,90.9,0.5,26.1,0.001,12.9
28/10/2011,05:00,177,0.6,33.1,0.3,24.4,0.001,13.8
28/10/2011,06:00,166,0.4,47.4,0.3,24.0,0.002,19.8
28/10/2011,07:00,108,1.0,40.1,0.7,26.8,0.002,30.0
28/10/2011,08:00,116,1.4,23.5,0.7,31.4,0.001,13.7
28/10/2011,09:00,84,1.4,33.3,0.7,34.5,0.001,12.1
28/10/2011,10:00,47,1.4,36.8,0.8,37.9,0.002,19.5
28/10/2011,11:00,349,1.2,52.0,0.8,40.1,0.002,21.7
28/10/2011,12:00,44,1.0,54.3,0.7,41.8,0.002,11.3
28/10/2011,13:00,258,0.2,116.0,0.9,41.5,0.002,16.6
28/10/2011,14:00,201,1.1,65.7,0.9,41.1,0.037,35.4
28/10/2011,15:00,199,1.2,57.5,0.9,40.1,0.034,42.3
28/10/2011,16:00,357,0.8,150.3,0.8,41.9,0.112,54.9
28/10/2011,17:00,1,0.7,177.9,0.6,42.1,0.034,39.9
28/10/2011,18:00,347,1.6,17.7,0.7,39.2,0.012,45.9
28/10/2011,19:00,349,2.0,17.6,0.9,35.0,0.004,106.7
28/10/2011,20:00,354,1.0,26.9,0.6,33.1,0.003,128.0
28/10/2011,21:00,359,0.5,170.0,0.3,31.8,0.003,123.6
28/10/2011,22:00,76,0.1,144.7,0.3,30.3,0.003,114.1
28/10/2011,23:00,155,0.6,25.5,0.3,29.0,0.003,119.9
29/10/2011,00:00,130,0.5,35.0,0.3,28.5,,116.5
29/10/2011,01:00,80,0.4,32.0,0.2,27.4,0.008,120.2
29/10/2011,02:00,173,0.2,80.6,0.3,26.4,0.007,122.1
29/10/2011,03:00,159,0.8,18.1,0.3,25.7,0.008,114.4
29/10/2011,04:00,156,0.6,50.0,0.3,25.5,0.014,115.1
29/10/2011,05:00,94,0.4,39.6,0.2,25.2,0.014,103.6
29/10/2011,06:00,131,0.3,48.2,0.2,25.1,0.018,113.7
29/10/2011,07:00,155,0.3,37.6,0.3,27.5,0.012,112.0
29/10/2011,08:00,254,1.1,63.4,1.0,32.0,0.227,107.5
29/10/2011,09:00,235,1.6,42.6,0.9,34.8,0.255,69.0
29/10/2011,10:00,172,0.7,72.9,0.7,37.8,0.015,33.3
29/10/2011,11:00,152,1.3,61.5,1.0,39.7,0.002,16.2
29/10/2011,12:00,134,1.2,65.3,1.1,41.4,0.002,9.5
29/10/2011,13:00,176,1.2,61.2,0.9,42.1,0.001,10.8
29/10/2011,14:00,173,1.8,33.6,1.1,41.7,0.001,10.4
29/10/2011,15:00,208,1.1,68.4,0.9,42.7,0.002,9.1
29/10/2011,16:00,305,1.3,92.9,1.9,41.1,0.002,45.1
29/10/2011,17:00,313,3.9,16.0,1.1,38.5,0.003,61.9
29/10/2011,18:00,318,3.7,18.0,1.3,35.6,0.002,84.9
29/10/2011,19:00,321,2.3,17.6,0.8,34.2,0.002,56.0
29/10/2011,20:00,326,1.5,27.0,0.5,33.6,0.003,62.3
29/10/2011,21:00,301,1.5,27.5,0.7,32.8,0.035,90.2
29/10/2011,22:00,241,1.1,30.1,0.5,31.7,0.199,78.6
29/10/2011,23:00,190,1.0,32.2,0.5,30.3,0.005,54.0
30/10/2011,00:00,182,1.6,20.8,0.7,29.1,,48.0
30/10/2011,01:00,178,1.6,21.3,0.6,28.7,0.001,50.2
30/10/2011,02:00,173,1.7,19.9,0.7,27.8,0.000,52.9
30/10/2011,03:00,162,1.0,18.2,0.4,26.5,0.000,53.4
30/10/2011,04:00,154,0.9,13.1,0.3,25.6,0.000,51.1
30/10/2011,05:00,166,1.6,19.0,0.9,25.9,0.000,34.2
30/10/2011,06:00,165,2.4,22.6,1.1,28.3,0.000,13.6
30/10/2011,07:00,155,2.8,16.7,1.1,30.0,0.000,16.8
30/10/2011,08:00,122,3.5,26.5,1.5,32.4,0.000,44.4
30/10/2011,09:00,99,3.5,27.4,1.7,34.3,0.003,140.8
30/10/2011,10:00,85,3.1,30.3,1.6,36.8,0.003,67.9
30/10/2011,11:00,83,2.8,31.5,1.4,38.6,0.002,34.8
30/10/2011,12:00,72,2.5,38.6,1.3,40.5,0.001,34.8
30/10/2011,13:00,68,2.0,36.8,1.1,41.8,0.001,39.6
30/10/2011,14:00,89,1.6,47.7,1.0,41.4,0.001,38.7
30/10/2011,15:00,24,1.3,136.1,1.1,39.0,0.001,41.1
30/10/2011,16:00,337,1.0,143.9,0.9,37.8,0.000,40.3
30/10/2011,17:00,75,1.7,44.4,1.5,36.9,0.000,52.5
30/10/2011,18:00,21,1.8,22.8,0.9,32.7,0.000,33.9
30/10/2011,19:00,16,1.5,167.1,0.7,32.0,0.000,26.3
30/10/2011,20:00,121,2.9,21.0,1.3,31.6,0.000,63.9
30/10/2011,21:00,86,4.5,24.1,2.0,28.0,0.000,65.8
30/10/2011,22:00,59,3.3,29.7,2.0,29.3,0.001,125.1
30/10/2011,23:00,2,1.8,22.2,0.8,28.4,0.000,38.3
31/10/2011,00:00,186,1.0,74.9,1.1,28.4,,62.5
31/10/2011,01:00,194,1.9,32.3,1.0,27.9,0.003,73.4
31/10/2011,02:00,204,0.7,40.4,0.4,26.6,0.002,71.2
31/10/2011,03:00,129,0.4,45.4,0.2,25.4,0.002,71.0
31/10/2011,04:00,141,1.0,20.9,0.3,25.9,0.002,60.5
31/10/2011,05:00,150,1.0,21.6,0.4,26.7,0.001,33.7
31/10/2011,06:00,152,1.3,12.7,0.4,27.1,0.000,29.4
31/10/2011,07:00,132,1.7,28.1,0.7,29.9,0.001,27.2
31/10/2011,08:00,116,1.9,26.9,0.8,32.1,0.002,57.4
31/10/2011,09:00,76,2.1,31.6,1.0,34.6,0.002,82.3
31/10/2011,10:00,78,2.5,27.5,1.1,35.2,0.001,77.6
31/10/2011,11:00,80,2.1,30.1,1.3,34.8,0.001,50.0
31/10/2011,12:00,102,1.5,45.2,1.0,37.1,0.001,60.6
31/10/2011,13:00,99,1.9,39.5,1.1,38.9,0.001,73.1
31/10/2011,14:00,125,2.5,51.9,1.4,36.8,0.002,96.2
31/10/2011,15:00,129,2.5,18.2,0.9,35.4,0.002,94.1
31/10/2011,16:00,123,1.3,21.0,0.6,36.4,0.001,75.2
31/10/2011,17:00,171,0.5,37.3,0.3,36.2,0.001,80.1
31/10/2011,18:00,102,1.7,62.7,2.4,33.8,0.001,107.3
31/10/2011,19:00,56,2.5,52.1,2.0,26.0,0.001,78.1
31/10/2011,20:00,205,1.1,61.6,0.9,24.8,0.005,42.5
31/10/2011,21:00,201,1.5,33.8,0.9,25.0,0.002,31.9
31/10/2011,22:00,201,2.0,25.2,0.9,24.5,0.001,18.4
31/10/2011,23:00,174,2.0,43.4,1.2,25.0,0.001,13.0
01/11/2011,00:00,73,1.9,36.0,1.1,24.6,,16.5
01/11/2011,01:00,31,0.4,66.7,0.3,23.9,0.001,16.0
01/11/2011,02:00,42,0.8,41.8,0.6,24.3,0.000,15.9
01/11/2011,03:00,115,0.1,92.0,0.2,24.5,0.001,20.1
01/11/2011,04:00,165,0.9,34.8,0.5,24.3,0.001,23.9
01/11/2011,05:00,152,1.8,18.5,0.7,24.5,0.014,31.7
01/11/2011,06:00,152,1.2,32.9,0.8,24.7,0.002,23.3
01/11/2011,07:00,112,2.3,18.4,0.9,26.1,0.001,16.7
01/11/2011,08:00,98,2.1,28.6,1.0,28.2,0.000,18.1
01/11/2011,09:00,94,1.9,32.4,1.0,29.7,0.000,18.7
01/11/2011,10:00,96,2.0,29.1,1.0,31.7,0.000,18.3
01/11/2011,11:00,114,1.4,36.0,0.7,31.8,0.000,19.4
01/11/2011,12:00,156,1.2,46.5,0.7,32.3,0.000,17.6
01/11/2011,13:00,205,1.0,42.0,0.5,32.6,0.000,18.5
01/11/2011,14:00,192,0.8,43.9,0.4,33.0,0.000,20.9
01/11/2011,15:00,101,0.8,67.8,0.7,33.8,0.002,24.6
01/11/2011,16:00,359,0.1,105.6,0.6,35.9,0.003,27.2
01/11/2011,17:00,183,0.9,45.7,0.6,34.4,0.052,29.9
01/11/2011,18:00,194,1.0,27.9,0.5,32.8,0.002,31.7
01/11/2011,19:00,125,3.7,20.2,2.2,29.2,0.001,28.9
01/11/2011,20:00,129,4.3,18.4,1.6,25.6,0.000,15.4
01/11/2011,21:00,84,3.0,28.0,1.3,24.3,0.000,9.5
01/11/2011,22:00,72,1.5,61.2,1.3,24.0,0.000,7.1
01/11/2011,23:00,164,0.4,71.6,0.5,24.0,0.000,7.2
02/11/2011,00:00,162,0.4,71.1,0.4,24.0,,7.7
02/11/2011,01:00,170,0.9,36.6,0.5,23.6,0.002,8.5
02/11/2011,02:00,171,1.5,26.4,0.8,23.9,0.002,10.2
02/11/2011,03:00,189,1.1,22.1,0.5,24.2,0.002,8.0
02/11/2011,04:00,164,1.2,18.1,0.4,24.2,0.002,3.8
02/11/2011,05:00,172,1.2,17.8,0.5,24.1,0.002,6.6
02/11/2011,06:00,168,1.2,22.4,0.6,24.5,0.002,11.6
02/11/2011,07:00,159,1.6,20.6,0.7,25.8,0.001,17.1
02/11/2011,08:00,113,1.9,30.3,1.1,29.4,0.001,28.5
02/11/2011,09:00,76,2.6,27.5,1.1,31.9,0.002,22.1
02/11/2011,10:00,59,1.8,35.1,1.0,34.1,0.002,18.9
02/11/2011,11:00,14,1.6,172.2,0.8,36.2,0.002,20.0
02/11/2011,12:00,344,1.1,56.5,0.8,37.5,0.001,22.3
02/11/2011,13:00,23,0.5,138.9,1.0,37.2,0.002,26.2
02/11/2011,14:00,299,0.8,81.1,0.9,37.2,0.002,28.5
02/11/2011,15:00,27,1.1,52.0,0.7,39.7,0.002,25.7
02/11/2011,16:00,46,0.8,83.4,0.8,39.1,0.001,22.3
02/11/2011,17:00,149,1.5,75.2,1.6,34.1,0.002,43.8
02/11/2011,18:00,273,1.0,58.6,1.0,28.4,0.105,56.2
02/11/2011,19:00,264,1.0,130.4,1.6,28.6,0.055,50.6
02/11/2011,20:00,221,0.5,85.6,1.2,28.6,0.039,97.9
02/11/2011,21:00,97,2.9,28.8,1.4,28.7,0.015,27.5
02/11/2011,22:00,47,2.0,26.8,1.4,26.1,0.004,22.1
02/11/2011,23:00,73,0.9,43.4,0.6,25.1,0.003,16.8
03/11/2011,00:00,13,1.1,161.5,0.5,25.2,,22.5
03/11/2011,01:00,29,0.8,27.7,0.5,24.7,0.003,12.3
03/11/2011,02:00,23,0.5,140.3,0.4,24.2,0.003,11.5
03/11/2011,03:00,356,0.3,135.1,0.3,23.7,0.002,15.8
03/11/2011,04:00,117,0.4,61.9,0.3,23.3,0.002,17.6
03/11/2011,05:00,172,1.0,20.7,0.5,22.8,0.002,18.6
03/11/2011,06:00,162,0.9,30.7,0.5,23.0,0.002,21.2
03/11/2011,07:00,173,1.5,21.6,0.6,24.4,0.002,24.8
03/11/2011,08:00,166,0.7,50.7,0.7,26.7,0.002,23.6
03/11/2011,09:00,63,0.3,76.2,0.3,29.3,0.002,23.2
03/11/2011,10:00,117,1.6,39.0,1.2,32.2,0.002,8.7
03/11/2011,11:00,82,2.3,26.9,0.9,33.7,0.001,15.3
03/11/2011,12:00,97,2.4,30.3,1.1,34.7,0.001,11.7
03/11/2011,13:00,64,1.7,36.4,0.8,35.8,0.001,14.3
03/11/2011,14:00,101,1.1,61.3,0.8,36.0,0.002,12.4
03/11/2011,15:00,189,0.3,102.3,0.6,36.3,0.002,8.5
03/11/2011,16:00,226,0.6,57.3,0.5,34.9,0.249,24.3
03/11/2011,17:00,308,1.9,19.1,0.9,34.4,0.156,81.4
03/11/2011,18:00,319,1.7,29.5,1.0,32.3,0.007,46.3
03/11/2011,19:00,316,0.7,92.1,1.1,29.9,0.021,47.4
03/11/2011,20:00,336,2.8,34.4,1.3,23.2,0.002,34.8
03/11/2011,21:00,338,2.5,26.2,1.3,22.1,0.002,10.5
03/11/2011,22:00,20,1.7,151.9,0.8,21.7,0.002,1.8
03/11/2011,23:00,302,2.9,19.8,0.9,21.5,0.007,5.4
04/11/2011,00:00,275,2.1,53.9,1.9,21.5,,7.4
04/11/2011,01:00,153,1.8,25.7,1.1,21.3,0.005,7.0
04/11/2011,02:00,168,1.0,43.3,0.6,21.3,0.002,1.7
04/11/2011,03:00,148,1.2,36.8,0.7,21.4,0.001,3.2
04/11/2011,04:00,192,1.5,25.8,0.6,21.4,0.001,6.2
04/11/2011,05:00,173,2.5,17.7,0.9,21.4,0.001,3.8
04/11/2011,06:00,186,1.7,25.2,0.8,21.7,0.001,8.5
04/11/2011,07:00,167,1.9,35.4,1.0,22.4,0.001,7.6
04/11/2011,08:00,176,1.5,23.2,0.7,24.6,0.001,15.3
04/11/2011,09:00,143,2.4,24.0,1.0,27.6,0.000,6.8
04/11/2011,10:00,97,2.6,26.0,1.2,31.3,0.000,9.7
04/11/2011,11:00,69,2.6,27.3,1.1,32.7,0.000,13.6
04/11/2011,12:00,61,2.6,30.1,1.4,34.8,0.001,17.1
04/11/2011,13:00,55,3.1,27.2,1.6,35.9,0.000,14.6
