Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
26/04/2011,21:00,167,1.1,10.8,0.3,26.7,0.001,11.8
26/04/2011,22:00,169,1.2,9.4,0.3,25.4,0.001,8.9
26/04/2011,23:00,171,1.1,13.4,0.3,24.5,0.001,9.1
27/04/2011,00:00,169,0.9,14.7,0.4,23.8,,6.9
27/04/2011,01:00,163,1.1,13.6,0.4,23.5,0.000,6.1
27/04/2011,02:00,169,1.5,13.2,0.4,23.3,0.000,7.4
27/04/2011,03:00,175,0.8,26.8,0.5,22.7,0.000,7.6
27/04/2011,04:00,165,0.6,39.5,0.4,22.4,0.000,6.2
27/04/2011,05:00,107,2.0,20.7,1.0,25.1,0.000,8.2
27/04/2011,06:00,104,1.4,22.1,0.7,24.9,0.000,10.1
27/04/2011,07:00,113,1.8,20.2,0.8,25.2,0.000,10.3
27/04/2011,08:00,109,2.2,23.7,0.9,27.1,0.000,12.5
27/04/2011,09:00,93,2.5,25.5,1.1,29.0,0.000,15.7
27/04/2011,10:00,97,3.0,24.8,1.4,30.3,0.000,13.0
27/04/2011,11:00,110,3.6,22.8,1.5,31.1,0.000,9.6
27/04/2011,12:00,113,3.4,23.8,1.5,32.1,0.000,6.7
27/04/2011,13:00,125,3.7,21.6,1.4,32.3,0.000,5.4
27/04/2011,14:00,127,4.1,21.9,1.6,32.7,0.000,8.8
27/04/2011,15:00,131,3.6,22.7,1.4,32.7,0.000,4.7
27/04/2011,16:00,125,3.5,20.3,1.4,32.4,0.000,4.2
27/04/2011,17:00,133,3.6,15.5,1.2,31.8,0.000,4.2
27/04/2011,18:00,138,2.7,13.6,1.0,30.4,0.000,6.6
27/04/2011,19:00,136,1.9,11.4,0.5,29.1,0.000,8.4
27/04/2011,20:00,136,1.9,11.8,0.6,28.6,0.000,7.6
27/04/2011,21:00,139,1.7,10.2,0.5,27.9,0.000,5.7
27/04/2011,22:00,149,1.2,14.0,0.4,26.7,0.000,6.9
27/04/2011,23:00,167,1.2,11.5,0.3,25.2,0.000,7.4
28/04/2011,00:00,168,1.2,11.3,0.3,24.3,,6.1
28/04/2011,01:00,167,1.1,11.6,0.4,23.5,0.001,6.4
28/04/2011,02:00,138,2.0,20.0,0.9,25.2,0.001,3.2
28/04/2011,03:00,123,2.4,17.6,1.0,26.1,0.001,5.1
28/04/2011,04:00,116,2.4,17.2,1.0,25.4,0.001,5.4
28/04/2011,05:00,116,2.2,22.0,1.1,25.0,0.001,6.4
28/04/2011,06:00,115,1.7,21.7,0.9,24.3,0.001,5.4
28/04/2011,07:00,109,2.2,22.0,0.9,25.0,0.002,8.4
28/04/2011,08:00,92,2.1,29.8,0.9,26.6,0.001,11.8
28/04/2011,09:00,70,2.8,26.5,1.4,28.3,0.002,12.1
28/04/2011,10:00,81,2.6,28.4,1.1,29.5,0.002,11.3
28/04/2011,11:00,81,2.3,33.4,1.1,30.8,0.002,7.6
28/04/2011,12:00,105,1.9,36.6,1.1,31.4,0.001,4.1
28/04/2011,13:00,109,1.8,38.9,0.9,32.0,0.001,2.7
28/04/2011,14:00,135,2.5,28.0,1.1,31.4,0.002,3.7
28/04/2011,15:00,120,2.5,24.2,1.3,31.6,0.001,4.1
28/04/2011,16:00,114,2.8,23.5,1.2,31.4,0.001,2.5
28/04/2011,17:00,121,2.7,19.4,1.0,30.4,0.002,5.4
28/04/2011,18:00,117,1.7,18.8,0.8,29.3,0.001,7.6
28/04/2011,19:00,114,1.4,15.6,0.5,28.3,0.001,8.8
28/04/2011,20:00,123,1.6,15.7,0.5,27.8,0.001,6.9
28/04/2011,21:00,132,1.8,14.0,0.6,27.3,0.001,2.7
28/04/2011,22:00,133,1.8,14.2,0.8,26.9,0.002,2.5
28/04/2011,23:00,139,1.5,12.9,0.6,26.3,0.002,2.5
29/04/2011,00:00,159,1.0,10.3,0.2,24.3,,4.4
29/04/2011,01:00,144,1.2,15.8,0.4,24.4,0.002,2.2
29/04/2011,02:00,159,1.1,13.9,0.3,23.4,0.002,3.9
29/04/2011,03:00,169,0.9,16.1,0.3,22.5,0.002,4.2
29/04/2011,04:00,127,1.3,24.9,0.8,23.8,0.002,
29/04/2011,05:00,110,1.8,20.2,0.8,24.6,0.002,3.5
29/04/2011,06:00,,,,,,0.002,
29/04/2011,07:00,,,,,,,
29/04/2011,08:00,,,,,,,
29/04/2011,09:00,,,,,,,
29/04/2011,10:00,69,3.1,27.3,1.4,29.4,0.002,11.6
29/04/2011,11:00,83,3.2,28.2,1.3,30.1,0.002,8.9
29/04/2011,12:00,93,2.3,35.9,1.2,31.1,0.002,
29/04/2011,13:00,103,2.3,31.1,1.1,31.6,0.002,
29/04/2011,14:00,118,2.1,38.7,1.2,31.8,0.002,2.5
29/04/2011,15:00,123,2.4,36.7,1.2,31.9,0.002,9.6
29/04/2011,16:00,117,2.4,28.7,1.0,31.6,0.002,8.4
29/04/2011,17:00,117,2.2,20.6,0.9,30.8,0.001,3.5
29/04/2011,18:00,112,1.8,18.6,0.7,29.2,0.001,6.9
29/04/2011,19:00,110,1.3,17.8,0.5,28.1,0.002,7.4
29/04/2011,20:00,79,0.7,20.3,0.3,26.6,0.002,11.3
29/04/2011,21:00,92,0.6,24.6,0.4,25.6,0.002,12.8
29/04/2011,22:00,173,1.3,18.4,0.5,24.6,0.002,11.1
29/04/2011,23:00,164,0.8,18.9,0.3,23.4,0.002,8.4
30/04/2011,00:00,177,0.9,29.5,0.5,22.6,,8.2
30/04/2011,01:00,167,0.3,58.9,0.2,22.1,0.001,6.1
30/04/2011,02:00,174,0.6,29.9,0.3,21.6,0.001,7.9
30/04/2011,03:00,169,0.8,29.0,0.5,21.1,0.001,6.4
30/04/2011,04:00,167,0.7,25.4,0.4,20.7,0.001,5.4
30/04/2011,05:00,116,0.9,28.5,0.6,21.6,0.001,2.2
30/04/2011,06:00,104,0.3,105.5,0.5,22.7,0.002,9.5
30/04/2011,07:00,191,0.3,63.9,0.3,22.7,0.002,19.3
30/04/2011,08:00,70,0.6,88.2,0.9,26.8,0.001,11.0
30/04/2011,09:00,54,2.0,30.3,1.0,28.8,0.001,10.8
30/04/2011,10:00,53,2.5,27.0,1.3,30.4,0.001,7.9
30/04/2011,11:00,61,2.7,30.7,1.3,31.3,0.001,6.7
30/04/2011,12:00,68,2.3,29.6,1.2,32.1,0.001,3.0
30/04/2011,13:00,99,1.8,41.8,1.1,32.2,0.001,1.7
30/04/2011,14:00,85,1.5,44.1,1.0,33.1,0.001,
30/04/2011,15:00,98,1.7,35.5,0.9,32.7,0.001,2.5
30/04/2011,16:00,95,1.5,36.1,0.8,32.8,0.001,2.5
30/04/2011,17:00,105,1.5,29.1,0.7,31.8,0.001,3.7
30/04/2011,18:00,105,1.0,20.9,0.5,29.5,0.001,10.3
30/04/2011,19:00,89,0.5,17.6,0.2,27.5,0.002,16.4
30/04/2011,20:00,79,0.6,21.4,0.2,26.0,0.001,14.4
30/04/2011,21:00,108,0.4,61.1,0.3,25.3,0.001,9.2
30/04/2011,22:00,154,0.6,13.5,0.2,24.0,0.001,9.8
30/04/2011,23:00,163,0.5,14.9,0.2,23.1,0.001,10.7
01/05/2011,00:00,168,0.9,12.5,0.5,22.4,,10.7
01/05/2011,01:00,160,0.8,10.6,0.3,22.0,0.001,8.1
01/05/2011,02:00,148,0.5,27.9,0.3,21.6,0.001,3.7
01/05/2011,03:00,,,,,21.0,0.001,6.4
01/05/2011,04:00,151,0.6,39.1,0.4,20.7,0.001,2.7
01/05/2011,05:00,143,0.5,45.0,0.3,20.4,0.001,3.7
01/05/2011,06:00,165,0.9,23.2,0.4,19.7,0.001,5.9
01/05/2011,07:00,166,0.7,31.8,0.5,21.5,0.001,6.9
01/05/2011,08:00,164,1.4,19.8,0.6,24.7,0.001,9.8
01/05/2011,09:00,111,1.1,43.3,0.7,28.9,0.001,4.5
01/05/2011,10:00,59,1.9,30.5,1.0,31.6,0.001,5.0
01/05/2011,11:00,55,2.0,36.5,1.1,32.5,0.001,2.7
01/05/2011,12:00,58,1.4,46.0,0.9,33.0,0.001,
01/05/2011,13:00,90,1.2,57.2,0.9,33.5,0.001,
01/05/2011,14:00,97,1.0,65.0,0.8,33.8,0.001,
01/05/2011,15:00,47,0.8,142.1,0.7,34.2,0.001,
01/05/2011,16:00,108,0.9,58.7,0.7,33.4,0.001,
01/05/2011,17:00,84,0.9,46.4,0.5,32.6,0.001,5.2
01/05/2011,18:00,66,0.8,24.4,0.4,29.7,0.001,17.2
01/05/2011,19:00,71,0.6,22.5,0.3,27.7,0.001,13.0
01/05/2011,20:00,84,0.4,21.6,0.2,26.6,0.001,16.4
01/05/2011,21:00,44,0.3,43.1,0.2,25.9,0.001,9.5
01/05/2011,22:00,98,0.2,39.7,0.2,24.6,0.001,15.7
01/05/2011,23:00,160,0.6,12.0,0.2,23.6,0.001,18.0
02/05/2011,00:00,156,0.6,25.9,0.3,23.0,,11.6
02/05/2011,01:00,161,0.7,15.0,0.3,22.5,0.001,4.8
02/05/2011,02:00,161,0.6,16.6,0.3,22.1,0.001,3.8
02/05/2011,03:00,,,,,21.3,0.001,5.6
02/05/2011,04:00,160,0.6,26.5,0.3,20.9,0.001,4.2
02/05/2011,05:00,163,0.8,17.5,0.3,20.5,0.001,4.9
02/05/2011,06:00,151,0.6,18.3,0.3,20.3,0.002,4.7
02/05/2011,07:00,167,0.4,32.6,0.2,21.3,0.002,8.8
02/05/2011,08:00,158,0.7,27.4,0.4,24.8,0.002,11.5
02/05/2011,09:00,103,0.3,82.2,0.4,28.9,0.001,5.7
02/05/2011,10:00,50,1.2,33.9,0.7,32.5,0.002,1.0
02/05/2011,11:00,101,1.2,47.5,0.8,32.8,0.001,
02/05/2011,12:00,246,0.9,66.8,0.8,33.5,0.001,
02/05/2011,13:00,147,1.2,57.9,0.9,33.8,0.002,
02/05/2011,14:00,187,1.3,49.7,0.9,34.0,0.001,0.6
02/05/2011,15:00,156,1.3,55.0,0.9,34.3,0.001,1.5
02/05/2011,16:00,126,1.6,28.5,0.9,33.9,0.001,1.5
02/05/2011,17:00,140,1.5,20.0,0.6,33.1,0.001,4.7
02/05/2011,18:00,133,1.1,8.5,0.4,30.3,0.002,7.7
02/05/2011,19:00,182,0.6,20.9,0.2,28.3,0.001,20.9
02/05/2011,20:00,96,0.6,39.7,0.4,28.4,0.001,25.0
02/05/2011,21:00,159,0.7,21.9,0.4,27.4,0.002,20.8
02/05/2011,22:00,175,0.7,41.2,0.3,26.3,0.002,26.7
02/05/2011,23:00,168,1.8,20.5,0.8,26.5,0.002,7.1
03/05/2011,00:00,159,2.2,17.3,0.8,26.3,,7.8
03/05/2011,01:00,161,2.0,15.5,0.7,25.2,0.002,10.3
03/05/2011,02:00,153,2.5,14.6,1.0,24.8,0.001,7.9
03/05/2011,03:00,162,2.1,15.8,0.8,24.0,0.001,6.4
03/05/2011,04:00,159,2.2,15.8,0.8,23.4,0.002,4.4
03/05/2011,05:00,164,2.3,14.9,0.8,22.8,0.001,4.7
03/05/2011,06:00,,,,,,,
03/05/2011,07:00,167,2.6,16.8,0.9,23.1,0.001,9.8
03/05/2011,08:00,161,3.3,17.1,1.1,25.1,0.001,6.6
03/05/2011,09:00,152,4.2,16.0,1.4,26.6,0.002,11.1
03/05/2011,10:00,145,4.0,15.7,1.5,28.3,0.002,11.5
03/05/2011,11:00,148,3.4,20.6,1.2,29.9,0.001,2.5
03/05/2011,12:00,146,2.9,22.4,1.0,31.0,0.001,1.1
03/05/2011,13:00,152,2.6,27.5,1.1,32.0,0.002,1.5
03/05/2011,14:00,163,2.9,26.9,1.3,32.3,0.002,3.5
03/05/2011,15:00,162,2.9,25.9,1.2,32.0,0.001,4.9
03/05/2011,16:00,169,2.8,27.7,1.1,31.9,0.001,5.2
03/05/2011,17:00,169,2.7,21.9,1.2,30.8,0.001,10.6
03/05/2011,18:00,163,1.7,16.1,0.8,28.8,0.001,11.8
03/05/2011,19:00,172,0.7,22.4,0.4,26.7,0.002,25.7
03/05/2011,20:00,166,0.6,24.8,0.3,25.4,0.002,26.9
03/05/2011,21:00,162,1.0,15.9,0.4,24.8,0.002,13.0
03/05/2011,22:00,165,1.8,16.5,0.7,24.9,0.002,4.2
03/05/2011,23:00,164,2.0,16.6,0.7,24.4,0.002,3.4
04/05/2011,00:00,157,2.4,17.3,0.9,23.8,,4.0
04/05/2011,01:00,164,1.9,16.8,0.8,23.1,0.001,3.2
04/05/2011,02:00,165,1.8,15.4,0.7,22.4,0.001,3.0
04/05/2011,03:00,163,1.7,16.6,0.6,21.7,0.001,3.0
04/05/2011,04:00,173,1.6,20.0,0.6,21.4,0.001,6.1
04/05/2011,05:00,174,2.2,18.8,0.8,21.2,0.001,4.4
04/05/2011,06:00,172,2.0,16.6,0.7,20.6,0.001,7.2
04/05/2011,07:00,167,1.6,17.5,0.6,21.6,0.001,11.3
04/05/2011,08:00,143,2.9,18.1,1.3,23.4,0.001,6.1
04/05/2011,09:00,,,,,,,
04/05/2011,10:00,,,,,,,
04/05/2011,11:00,,,,,,,
04/05/2011,12:00,,,,,,,
04/05/2011,13:00,,,,,,,
04/05/2011,14:00,,,,,,,
04/05/2011,15:00,,,,,,,
04/05/2011,16:00,,,,,,,
04/05/2011,17:00,,,,,25.9,,7.3
04/05/2011,18:00,,,,,23.9,,8.4
04/05/2011,19:00,,,,,22.4,,11.4
04/05/2011,20:00,,,,,19.9,,19.2
04/05/2011,21:00,,,,,19.3,,13.2
04/05/2011,22:00,,,,,19.7,,7.4
04/05/2011,23:00,,,,,19.5,,7.1
05/05/2011,00:00,,,,,18.5,,8.1
05/05/2011,01:00,,,,,17.6,,7.5
05/05/2011,02:00,,,,,17.0,,7.0
05/05/2011,03:00,,,,,16.4,,7.4
05/05/2011,04:00,,,,,17.6,,9.0
05/05/2011,05:00,,,,,17.5,,9.1
05/05/2011,06:00,,,,,17.1,,10.2
05/05/2011,07:00,,,,,17.6,,10.5
05/05/2011,08:00,,,,,19.6,,11.3
05/05/2011,09:00,,,,,,,
05/05/2011,10:00,,,,,,,
05/05/2011,11:00,103,3.0,27.6,1.4,25.9,,
05/05/2011,12:00,,,,,,,
05/05/2011,13:00,,,,,,,
05/05/2011,14:00,109,2.0,36.2,1.1,28.6,,25.5
05/05/2011,15:00,132,1.9,44.1,1.0,28.7,0.001,26.3
05/05/2011,16:00,137,2.0,27.5,1.0,28.2,0.001,21.9
05/05/2011,17:00,126,2.0,20.6,0.9,27.4,0.000,20.8
05/05/2011,18:00,132,1.3,17.3,0.4,25.1,0.001,18.7
05/05/2011,19:00,138,1.4,10.1,0.5,23.5,0.000,17.3
05/05/2011,20:00,164,1.0,16.1,0.3,21.4,0.001,28.7
05/05/2011,21:00,170,1.0,13.3,0.3,20.5,0.000,21.0
05/05/2011,22:00,153,1.2,15.2,0.4,21.0,0.001,10.3
05/05/2011,23:00,161,1.3,18.2,0.5,20.6,0.001,9.1
06/05/2011,00:00,152,2.0,14.2,0.7,20.3,,5.0
06/05/2011,01:00,160,2.0,14.8,0.6,19.4,0.000,4.2
06/05/2011,02:00,168,1.6,13.0,0.5,17.7,0.000,8.1
06/05/2011,03:00,168,1.5,17.4,0.5,17.3,0.000,7.2
06/05/2011,04:00,154,2.6,16.3,1.1,17.6,0.000,6.4
06/05/2011,05:00,160,2.0,19.2,1.0,17.0,0.000,11.6
06/05/2011,06:00,147,2.6,14.9,0.8,17.5,0.000,6.5
06/05/2011,07:00,157,1.8,18.6,0.7,17.6,0.000,9.7
06/05/2011,08:00,148,2.0,19.9,0.8,20.1,0.000,8.3
06/05/2011,09:00,125,2.6,22.4,1.1,22.1,0.000,9.3
06/05/2011,10:00,117,2.6,25.9,1.1,24.8,0.000,6.7
06/05/2011,11:00,97,3.0,29.0,1.3,26.7,0.000,9.5
06/05/2011,12:00,106,2.4,30.6,1.2,27.8,0.000,3.5
06/05/2011,13:00,111,2.2,35.1,1.1,28.4,0.000,4.4
06/05/2011,14:00,124,1.7,47.3,1.0,28.9,0.000,3.9
06/05/2011,15:00,142,1.1,73.0,1.0,28.9,0.000,3.4
06/05/2011,16:00,140,1.4,67.0,1.1,28.6,0.000,4.3
06/05/2011,17:00,135,1.5,29.4,0.6,27.9,0.000,10.9
06/05/2011,18:00,125,1.4,14.8,0.4,25.2,0.000,11.3
06/05/2011,19:00,104,0.9,27.8,0.4,23.8,0.000,10.2
06/05/2011,20:00,317,0.1,171.8,0.1,21.2,0.000,28.3
06/05/2011,21:00,153,0.1,88.6,0.1,19.7,0.000,24.1
06/05/2011,22:00,160,0.8,11.0,0.2,18.6,0.000,19.3
06/05/2011,23:00,159,0.9,14.0,0.4,18.0,0.000,17.7
07/05/2011,00:00,155,0.6,24.2,0.3,17.2,,11.0
07/05/2011,01:00,170,1.1,18.5,0.6,16.7,0.000,6.4
07/05/2011,02:00,174,1.5,15.3,0.5,16.2,0.000,7.1
07/05/2011,03:00,185,1.5,15.8,0.4,16.1,0.000,4.0
07/05/2011,04:00,170,1.1,15.2,0.3,15.4,0.000,7.4
07/05/2011,05:00,179,1.3,20.1,0.4,15.2,0.000,10.4
07/05/2011,06:00,174,0.7,28.4,0.4,15.0,0.000,12.8
07/05/2011,07:00,164,1.2,13.3,0.4,15.6,0.000,23.9
07/05/2011,08:00,167,1.1,24.4,0.6,19.3,0.000,30.3
07/05/2011,09:00,143,1.0,36.3,0.6,23.5,0.000,21.2
07/05/2011,10:00,99,1.8,31.3,0.8,27.1,0.000,9.6
07/05/2011,11:00,121,2.0,33.4,0.9,28.0,0.000,5.9
07/05/2011,12:00,124,1.2,62.1,1.1,29.4,0.000,5.7
07/05/2011,13:00,149,1.8,37.2,1.0,29.6,0.000,5.9
07/05/2011,14:00,148,1.7,40.7,1.0,29.8,0.000,7.5
07/05/2011,15:00,158,1.8,39.4,1.1,29.9,0.000,8.4
07/05/2011,16:00,151,2.1,30.6,0.9,29.5,0.000,8.4
07/05/2011,17:00,155,2.2,21.5,1.0,28.4,0.000,13.6
07/05/2011,18:00,155,1.0,17.7,0.4,26.0,0.000,42.6
07/05/2011,19:00,174,0.8,19.0,0.3,24.2,0.000,42.0
07/05/2011,20:00,175,0.9,15.1,0.3,22.5,0.000,40.3
07/05/2011,21:00,174,1.0,15.3,0.3,22.0,0.000,21.1
07/05/2011,22:00,173,1.0,15.5,0.4,20.7,0.000,16.5
07/05/2011,23:00,159,0.9,11.7,0.2,20.0,0.000,22.7
08/05/2011,00:00,167,1.0,14.7,0.3,18.9,,18.4
08/05/2011,01:00,167,0.8,16.9,0.3,17.9,0.001,10.9
08/05/2011,02:00,170,0.6,22.3,0.2,17.3,0.000,10.4
08/05/2011,03:00,172,0.9,18.5,0.4,16.8,0.000,9.8
08/05/2011,04:00,173,0.7,21.4,0.3,16.6,0.000,7.0
08/05/2011,05:00,171,0.9,16.7,0.4,16.2,0.000,7.6
08/05/2011,06:00,145,0.7,29.3,0.3,16.3,0.000,13.2
08/05/2011,07:00,157,0.8,19.3,0.3,17.8,0.000,18.4
08/05/2011,08:00,173,1.4,23.1,0.7,21.7,0.000,15.8
08/05/2011,09:00,157,2.4,20.9,1.0,24.0,0.000,10.7
08/05/2011,10:00,153,2.1,29.5,0.9,26.1,0.000,8.3
08/05/2011,11:00,179,1.7,37.8,0.9,27.8,0.000,9.4
08/05/2011,12:00,178,1.2,50.3,0.9,28.7,0.000,7.0
08/05/2011,13:00,185,1.2,57.3,0.9,29.0,0.001,7.0
08/05/2011,14:00,188,2.4,26.5,1.2,28.1,0.000,9.6
08/05/2011,15:00,192,2.7,24.6,1.2,26.6,0.000,12.8
08/05/2011,16:00,192,2.9,23.3,1.3,25.6,0.001,13.3
08/05/2011,17:00,190,3.2,21.7,1.5,24.6,0.000,21.3
08/05/2011,18:00,181,3.2,21.8,1.4,23.2,0.000,20.0
08/05/2011,19:00,169,2.7,19.3,1.2,22.0,0.001,18.6
08/05/2011,20:00,169,2.5,17.7,1.0,20.8,0.000,11.6
08/05/2011,21:00,167,2.2,17.1,0.9,20.3,0.000,7.0
08/05/2011,22:00,177,1.6,24.5,0.8,19.9,0.000,8.6
08/05/2011,23:00,185,1.6,25.2,0.8,19.4,0.000,7.3
09/05/2011,00:00,179,1.5,22.4,0.6,18.9,,4.7
09/05/2011,01:00,185,1.7,22.1,0.8,18.6,0.000,4.5
09/05/2011,02:00,176,2.2,21.4,1.1,18.8,0.000,5.8
09/05/2011,03:00,174,2.6,22.2,1.2,18.9,0.000,6.6
09/05/2011,04:00,169,2.4,18.9,1.1,18.6,0.000,10.3
09/05/2011,05:00,169,2.5,19.6,1.0,18.5,0.000,7.2
09/05/2011,06:00,154,2.3,19.8,1.0,18.3,0.000,8.2
09/05/2011,07:00,161,2.4,19.0,1.0,18.2,0.000,9.8
09/05/2011,08:00,164,3.4,18.2,1.5,19.3,0.000,29.3
09/05/2011,09:00,158,4.2,16.6,1.5,20.6,0.000,17.4
09/05/2011,10:00,158,4.1,19.4,1.5,22.3,0.000,19.3
09/05/2011,11:00,154,4.7,18.0,1.7,23.5,0.000,21.0
09/05/2011,12:00,157,4.6,20.0,1.7,24.3,0.000,29.8
09/05/2011,13:00,163,3.8,25.4,1.5,25.3,0.000,18.8
09/05/2011,14:00,154,3.8,20.2,1.5,25.5,0.000,24.9
09/05/2011,15:00,161,3.7,23.1,1.4,25.6,0.000,14.7
09/05/2011,16:00,154,3.5,18.2,1.3,25.1,0.000,12.6
09/05/2011,17:00,153,3.2,17.0,1.3,24.0,0.000,11.7
09/05/2011,18:00,146,2.3,14.4,0.9,22.0,0.000,11.2
09/05/2011,19:00,160,1.4,17.4,0.5,20.6,0.000,11.0
09/05/2011,20:00,163,1.5,18.2,0.6,19.5,0.000,10.3
09/05/2011,21:00,166,1.3,18.1,0.5,18.4,0.000,10.4
09/05/2011,22:00,165,1.2,20.1,0.4,17.6,0.000,7.8
09/05/2011,23:00,163,1.6,17.7,0.6,17.6,0.000,6.8
10/05/2011,00:00,162,1.5,18.1,0.5,17.1,,7.3
10/05/2011,01:00,172,0.7,22.8,0.5,15.3,0.001,9.3
10/05/2011,02:00,168,0.9,22.0,0.3,14.0,0.000,6.2
10/05/2011,03:00,168,1.1,17.5,0.5,13.5,0.000,9.7
10/05/2011,04:00,171,1.2,12.9,0.3,13.2,0.000,6.8
10/05/2011,05:00,163,1.6,17.0,0.6,13.8,0.000,12.0
10/05/2011,06:00,152,1.5,17.8,0.6,13.8,0.000,11.5
10/05/2011,07:00,150,1.5,15.4,0.6,14.7,0.000,18.1
10/05/2011,08:00,150,2.2,19.8,1.0,17.3,0.000,17.4
10/05/2011,09:00,136,3.9,18.4,1.4,19.2,0.001,22.4
10/05/2011,10:00,145,4.4,17.3,1.6,21.0,0.000,21.6
10/05/2011,11:00,148,4.6,17.1,1.6,22.2,0.000,33.3
10/05/2011,12:00,154,4.2,22.3,1.7,23.2,0.000,27.3
10/05/2011,13:00,152,4.0,20.2,1.4,24.0,0.000,11.9
10/05/2011,14:00,153,3.7,20.7,1.5,24.5,0.000,12.6
10/05/2011,15:00,158,3.4,21.4,1.4,24.7,0.000,9.6
10/05/2011,16:00,153,3.2,21.9,1.2,24.3,0.000,12.3
10/05/2011,17:00,151,2.9,17.3,1.1,23.3,0.000,11.6
10/05/2011,18:00,155,2.1,16.7,0.8,21.2,0.000,12.4
10/05/2011,19:00,157,1.3,15.3,0.5,19.5,0.000,12.9
10/05/2011,20:00,164,1.1,13.9,0.4,17.5,0.000,14.4
10/05/2011,21:00,159,0.9,15.6,0.3,15.7,0.000,21.1
10/05/2011,22:00,155,1.5,15.6,0.5,16.1,0.000,9.7
10/05/2011,23:00,159,1.5,15.2,0.5,15.7,0.000,7.4
11/05/2011,00:00,160,1.9,15.3,0.7,15.1,,6.8
11/05/2011,01:00,160,1.9,17.7,0.6,14.4,0.000,6.5
11/05/2011,02:00,164,1.6,15.3,0.5,13.4,0.000,6.0
11/05/2011,03:00,161,1.6,15.1,0.6,12.8,0.000,6.4
11/05/2011,04:00,157,2.0,14.0,0.7,12.4,0.000,7.7
11/05/2011,05:00,161,1.9,16.0,0.7,11.7,0.000,8.9
11/05/2011,06:00,161,1.5,15.2,0.6,11.0,0.000,11.3
11/05/2011,07:00,162,1.5,20.3,0.6,12.0,0.000,19.8
11/05/2011,08:00,148,2.2,18.3,0.9,14.7,0.000,14.4
11/05/2011,09:00,143,3.0,17.2,1.1,17.1,0.000,10.6
11/05/2011,10:00,142,3.1,22.4,1.1,19.4,0.000,15.8
11/05/2011,11:00,146,3.0,23.6,1.1,21.0,0.000,12.4
11/05/2011,12:00,152,3.0,25.2,1.2,22.3,0.000,9.6
11/05/2011,13:00,162,3.0,24.9,1.2,23.0,0.000,9.3
11/05/2011,14:00,146,3.3,20.0,1.3,23.3,0.000,8.5
11/05/2011,15:00,151,3.4,20.7,1.3,23.6,0.000,9.7
11/05/2011,16:00,157,3.3,20.7,1.3,23.0,0.000,11.1
11/05/2011,17:00,146,3.1,16.6,1.0,21.9,0.000,10.4
11/05/2011,18:00,152,1.6,15.7,0.7,19.5,0.000,14.9
11/05/2011,19:00,162,0.8,16.0,0.3,16.5,0.000,28.7
11/05/2011,20:00,154,0.6,14.9,0.2,14.5,0.000,40.6
11/05/2011,21:00,146,0.8,15.0,0.3,13.2,0.000,23.0
11/05/2011,22:00,143,1.0,11.6,0.3,12.8,0.000,16.8
11/05/2011,23:00,166,1.3,14.7,0.4,13.2,0.000,11.4
12/05/2011,00:00,160,1.0,20.3,0.3,12.4,,8.3
12/05/2011,01:00,161,1.5,11.2,0.4,11.8,0.001,7.5
12/05/2011,02:00,171,1.1,13.9,0.4,11.0,0.000,8.4
12/05/2011,03:00,161,1.3,14.9,0.5,10.7,0.000,7.2
12/05/2011,04:00,170,1.0,22.8,0.6,10.6,0.000,8.3
12/05/2011,05:00,155,0.9,15.7,0.3,8.9,0.000,10.2
12/05/2011,06:00,174,1.0,13.2,0.3,8.3,0.000,18.8
12/05/2011,07:00,170,1.4,14.7,0.4,10.3,0.000,57.7
12/05/2011,08:00,158,2.4,24.3,1.4,14.5,0.000,27.9
12/05/2011,09:00,150,3.9,16.9,1.4,17.3,0.000,16.8
12/05/2011,10:00,143,3.8,21.1,1.4,19.7,0.000,42.8
12/05/2011,11:00,144,4.0,18.4,1.4,21.3,0.000,38.2
12/05/2011,12:00,140,3.7,20.1,1.4,22.4,0.000,27.1
12/05/2011,13:00,132,3.2,23.1,1.2,23.4,0.000,9.5
12/05/2011,14:00,139,3.2,23.3,1.3,24.1,0.000,9.3
12/05/2011,15:00,138,2.9,24.7,1.2,24.3,0.000,13.1
12/05/2011,16:00,142,2.9,21.8,1.1,24.1,0.000,13.6
12/05/2011,17:00,147,2.9,14.3,1.0,23.3,0.000,10.7
12/05/2011,18:00,145,1.8,14.0,0.7,21.1,0.000,13.9
12/05/2011,19:00,145,1.3,21.1,0.5,19.6,0.000,11.9
12/05/2011,20:00,169,0.8,14.8,0.3,16.9,0.000,27.2
12/05/2011,21:00,174,1.0,14.4,0.3,15.3,0.000,24.1
12/05/2011,22:00,165,1.1,9.6,0.2,14.6,0.000,22.0
12/05/2011,23:00,162,1.1,9.6,0.3,14.1,0.000,12.8
13/05/2011,00:00,159,1.6,15.6,0.6,14.9,,12.2
13/05/2011,01:00,151,2.4,15.8,0.9,15.2,0.001,7.8
13/05/2011,02:00,158,2.2,17.0,0.9,14.3,0.000,11.7
13/05/2011,03:00,162,1.0,16.6,0.3,12.4,0.001,16.0
13/05/2011,04:00,159,1.0,14.4,0.3,11.5,0.000,11.0
